ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMT04,HOUMT04,GOVMT04,CI96MT,I148MT,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1490724.0,Montana,49.0,National,3.0,Call 1,Complete,0.381757378578186,Kerry,,Schweitzer,No,Yes,Female,White,65-74,Independent,,,,None,No,,For your candidate,,,White female,60 or over,65 or over,65 or over,Independent,,,None,White None,All others,All others,,,,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1490759.0,Montana,10.0,State,1.0,Call 1,Complete,0.521258115768433,Bush,Rehberg,Brown,Yes,No,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1490830.0,Montana,69.0,State,1.0,Call 1,Complete,0.550471007823944,Bush,Velazquez,Schweitzer,Yes,No,Female,White,50-59,Something Else,Conservative,"$75,000-$99,999",About the same,None,No,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,59102.0
1490865.0,Montana,10.0,State,1.0,Call 1,Complete,0.550545692443848,Bush,Rehberg,Brown,Yes,No,Female,White,65-74,Democrat,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Before that,Against his opponent,Somewhat approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1490884.0,Montana,61.0,State,1.0,Call 1,Complete,0.627387821674347,Bush,Rehberg,Brown,Yes,Yes,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1490931.0,Montana,10.0,State,1.0,Call 1,Complete,0.521258115768433,Bush,Rehberg,Brown,Yes,No,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,No,During the last month,For your candidate,Somewhat approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1490944.0,Montana,69.0,State,1.0,Call 1,Complete,0.439522922039032,Bush,Velazquez,Brown,Yes,No,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Mormon/LDS,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,59102.0
1490972.0,Montana,61.0,State,1.0,Call 1,Complete,0.644034564495087,Bush,Rehberg,Brown,Yes,No,Female,White,60-64,Republican,Conservative,"$15,000-$29,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1491009.0,Montana,10.0,State,1.0,Call 1,Complete,1.11989665031433,Kerry,Rehberg,Brown,Yes,No,Female,White,25-29,Independent,Moderate,"Under $15,000",Worse today,Other Christian,Yes,Just today,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,59330.0
1491025.0,Montana,69.0,State,1.0,Call 1,Complete,1.09199023246765,Bush,Rehberg,Schweitzer,Yes,No,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",About the same,Other Christian,Yes,Before that,Against his opponent,Somewhat approve,Strongly disapprove,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,59102.0
1491040.0,Montana,61.0,State,1.0,Call 1,Complete,1.14708971977234,Bush,Rehberg,Schweitzer,Yes,Yes,Male,White,25-29,Republican,Conservative,"$15,000-$29,999",Worse today,Catholic,No,During the last month,For your candidate,Strongly approve,Somewhat approve,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1491062.0,Montana,49.0,National,3.0,Call 1,Complete,0.381757378578186,Kerry,,Schweitzer,No,Yes,Female,White,65-74,Independent,Liberal,"Under $15,000",,None,No,,For your candidate,,,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,,,,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1491088.0,Montana,10.0,State,1.0,Call 1,Complete,0.356328189373016,Bush,Velazquez,Brown,Yes,No,Male,White,60-64,Independent,Conservative,"$50,000-$74,999",About the same,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1491130.0,Montana,61.0,State,1.0,Call 1,Complete,0.609773635864258,Bush,Rehberg,Brown,Yes,No,Male,White,40-44,Independent,Moderate,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,Against his opponent,Somewhat approve,Somewhat approve,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1491131.0,Montana,69.0,State,1.0,Call 1,Complete,2.04181098937988,Kerry,Velazquez,Schweitzer,No,Yes,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,59102.0
1491135.0,Montana,3.0,State,1.0,Call 1,Complete,0.923540353775024,Bush,Rehberg,Brown,No,No,Female,White,60-64,Republican,Moderate,"$75,000-$99,999",About the same,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1491161.0,Montana,10.0,State,1.0,Call 1,Complete,0.536315381526947,Bush,Rehberg,Brown,Yes,Yes,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",Better today,Something else,No,Before that,Against his opponent,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1491203.0,Montana,61.0,State,1.0,Call 1,Complete,0.763697922229767,Bush,Rehberg,Schweitzer,Yes,No,Female,White,40-44,Republican,Moderate,"$50,000-$74,999",About the same,Catholic,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1491210.0,Montana,3.0,State,1.0,Call 1,Complete,0.621500074863434,Bush,Rehberg,Brown,Yes,No,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1491236.0,Montana,10.0,State,1.0,Call 1,Complete,0.536315381526947,Bush,Rehberg,Brown,Yes,Yes,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1491241.0,Montana,69.0,State,1.0,Call 1,Complete,1.50568425655365,Kerry,Velazquez,Schweitzer,No,Yes,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,59102.0
1491257.0,Montana,49.0,National,3.0,Call 1,Complete,0.605288088321686,Bush,Rehberg,Brown,Yes,Yes,Female,Hispanic/Latino,50-59,Republican,Conservative,"$15,000-$29,999",,Protestant,Yes,,For your candidate,,,Non-white female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,,,,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1491273.0,Montana,61.0,State,1.0,Call 1,Not complete,0.627387821674347,Bush,Rehberg,Brown,Yes,Yes,Male,White,50-59,,,,,,,Before that,For your candidate,,,White male,45-59,50-64,18-64,,,,,,All others,All others,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,East,Rural,Small cities and Rural,1.0,59353.0
1491327.0,Montana,10.0,State,1.0,Call 1,Complete,0.536315381526947,Bush,Rehberg,Brown,Yes,Yes,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Jewish,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1491353.0,Montana,69.0,State,1.0,Call 1,Complete,2.56200647354126,Kerry,Rehberg,Schweitzer,No,No,Female,White,40-44,Independent,Moderate,"$50,000-$74,999",About the same,Catholic,No,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,59102.0
1491359.0,Montana,61.0,State,1.0,Call 1,Complete,0.461700290441513,Bush,Velazquez,Brown,Yes,Yes,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1491387.0,Montana,3.0,State,1.0,Call 1,Complete,0.65641987323761,Bush,Rehberg,Brown,Yes,No,Female,White,60-64,Independent,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,Before that,Against his opponent,Strongly approve,Strongly approve,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1491399.0,Montana,10.0,State,1.0,Call 1,Complete,0.536315381526947,Bush,Rehberg,Brown,Yes,Yes,Male,White,50-59,Republican,Moderate,"$15,000-$29,999",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1491418.0,Montana,61.0,State,1.0,Call 1,Complete,0.627387821674347,Bush,Rehberg,Brown,Yes,Yes,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,No,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1491429.0,Montana,50.0,State,1.0,Call 1,Complete,0.809373497962952,,Velazquez,Schweitzer,No,Yes,Female,,25-29,Independent,Liberal,"Under $15,000",Worse today,,No,Just today,Against his opponent,Strongly disapprove,Strongly disapprove,,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",,,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,,Urban west,"City: 50,000 to 500,000","City over 50,000",1.0,59802.0
1491438.0,Montana,49.0,National,3.0,Call 1,Complete,0.68763393163681,Kerry,Velazquez,Schweitzer,No,Yes,Female,White,25-29,Independent,Liberal,"$30,000-$49,999",,None,No,,For your candidate,,,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,,,,,White,Urban west,Suburbs,Suburbs,1.0,59823.0
1491453.0,Montana,69.0,State,1.0,Call 1,Complete,1.50568425655365,Kerry,Velazquez,Schweitzer,No,Yes,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",About the same,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,59102.0
1491491.0,Montana,61.0,State,1.0,Call 1,Complete,0.729759454727173,Bush,Rehberg,Brown,Yes,No,Male,White,65-74,Republican,Moderate,"$75,000-$99,999",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1491493.0,Montana,3.0,State,1.0,Call 1,Complete,0.639452934265137,Bush,Rehberg,Brown,Yes,Yes,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Catholic,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1491501.0,Montana,50.0,State,1.0,Call 1,Complete,0.275842547416687,,,,No,Yes,Female,White,30-39,Independent,Moderate,"$50,000-$74,999",About the same,Something else,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Urban west,"City: 50,000 to 500,000","City over 50,000",1.0,59802.0
1491528.0,Montana,10.0,State,1.0,Call 1,Complete,0.641846716403961,Bush,Rehberg,Brown,Yes,Yes,Male,White,60-64,Republican,Moderate,"Under $15,000",Better today,Protestant,Yes,Before that,For your candidate,Somewhat disapprove,Strongly approve,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
1491563.0,Montana,61.0,State,1.0,Call 1,Complete,0.890347540378571,Bush,Rehberg,Schweitzer,Yes,Yes,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",About the same,Catholic,No,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59353.0
1491572.0,Montana,69.0,State,1.0,Call 1,Complete,0.791703641414642,Bush,Rehberg,Brown,Yes,Yes,Male,White,50-59,Independent,Moderate,"$200,000 or more",Better today,Other Christian,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,59102.0
1491573.0,Montana,50.0,State,1.0,Call 1,Complete,0.369252979755402,Kerry,Rehberg,Schweitzer,No,Yes,Female,White,30-39,Republican,Moderate,"$15,000-$29,999",Worse today,Other Christian,No,In the last three days,For your candidate,Somewhat approve,Somewhat approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Urban west,"City: 50,000 to 500,000","City over 50,000",1.0,59802.0
1491599.0,Montana,3.0,State,1.0,Call 1,Complete,0.7652787566185,Bush,Rehberg,Brown,Yes,Yes,Male,White,65-74,Republican,Conservative,"Under $15,000",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Somewhat approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59014.0
1491603.0,Montana,27.0,State,1.0,Call 1,Complete,1.99159169197083,Bush,Rehberg,Brown,Yes,No,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59427.0
1491618.0,Montana,10.0,State,1.0,Call 1,Complete,0.536315381526947,Bush,Rehberg,Brown,Yes,Yes,Male,White,40-44,Republican,Conservative,"Under $15,000",Worse today,Protestant,Yes,During the last month,For your candidate,Somewhat approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,59330.0
