ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESLA04,SENLA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECLA,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1477705.0,Louisiana,31.0,State,1.0,Call 1,Complete,1.04250371456146,Kerry,John,Female,Black,18-24,Democrat,Moderate,Yes,"$50,000-$74,999",About the same,Other Christian,More than once a week,Yes,College graduate,Before that,For your candidate,Education,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Good,Somewhat confident,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,Protestant North,Suburbs,Suburbs,6.0,70791.0
1477704.0,Louisiana,90.0,State,1.0,Call 1,Complete,0.880944430828094,Kerry,John,Female,Black,45-49,Democrat,Liberal,No,"$15,000-$29,999",About the same,Other Christian,More than once a week,Yes,High school graduate,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Not so good,Somewhat confident,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70119.0
1477702.0,Louisiana,119.0,State,1.0,Call 1,Complete,0.638466060161591,Kerry,Kennedy,Female,Black,50-59,Democrat,Moderate,No,"Under $15,000",Worse today,Other Christian,More than once a week,Yes,Did not complete high school,Just today,Against his opponent,Omit,Cares about people like me,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Poor,Not very confident,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Black,Cajun Country,Suburbs,Suburbs,3.0,70076.0
1508326.0,Louisiana,103.0,National,4.0,Call 2,Complete,0.619568288326263,Kerry,Kennedy,Male,White,30-39,Democrat,Liberal,,"$75,000-$99,999",,,,,Postgraduate study,Before that,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",5.0,71201.0
1477695.0,Louisiana,15.0,State,1.0,Call 1,Complete,0.913100183010101,Bush,Vitter,Female,White,40-44,Republican,Conservative,No,"$75,000-$99,999",Better today,Something else,Once a week,Yes,High school graduate,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Very confident,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,White evangelicals,Weekly,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,Suburbs,Suburbs,7.0,70611.0
1536023.0,Louisiana,95.0,State,1.0,Call 3,Complete,0.592561662197113,Kerry,Kennedy,Male,Black,45-49,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Catholic,Once a week,Yes,College graduate,Just today,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Worse today,Not so good,Very confident,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Black,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70122.0
1477688.0,Louisiana,100.0,State,1.0,Call 1,Complete,0.694193303585052,Bush,Vitter,Female,White,40-44,Republican,,No,,Better today,Other Christian,More than once a week,Yes,High school graduate,Before that,For your candidate,Moral values,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,Very confident,White female,30-44,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",5.0,71202.0
1508318.0,Louisiana,93.0,State,1.0,Call 2,Complete,1.10084569454193,Kerry,Kennedy,Female,Black,50-59,Democrat,Moderate,No,"$75,000-$99,999",Better today,Catholic,Once a week,No,Postgraduate study,During the last month,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Not so good,Somewhat confident,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70112.0
1477681.0,Louisiana,95.0,State,1.0,Call 1,Complete,0.755745947360992,Kerry,John,Male,Black,30-39,Democrat,Conservative,No,"$30,000-$49,999",Worse today,Other Christian,A few times a year,No,Some college/associate degree,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Very confident,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70122.0
1536008.0,Louisiana,119.0,State,1.0,Call 3,Complete,1.23624336719513,Kerry,John,Female,Black,30-39,Independent,Liberal,No,"$50,000-$74,999",Worse today,Other Christian,More than once a week,Yes,Some college/associate degree,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Somewhat confident,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,Cajun Country,Suburbs,Suburbs,3.0,70076.0
1506840.0,Louisiana,20.0,National,4.0,Call 2,Complete,1.50507426261902,Kerry,Morrell,Female,White,45-49,Republican,Moderate,,"$100,000-$149,999",,,,,College graduate,Before that,,,,,,,Neither of them,Neither of them,,Worse today,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,White,Protestant North,Rural,Small cities and Rural,4.0,71040.0
1536586.0,Louisiana,38.0,State,1.0,Call 3,Complete,0.646317899227142,Bush,Vitter,Female,White,50-59,Republican,Conservative,No,"$150,000-$199,999",Better today,Protestant,More than once a week,Yes,Some college/associate degree,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Somewhat confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70809.0
1506837.0,Louisiana,91.0,State,1.0,Call 2,Not complete,0.670769214630127,Kerry,,Female,White,,,,,,,,,,,Omit,Omit,Omit,Omit,Omit,,,,,,,Omit,,White female,,,,,,,,,All others,All others,,,All others,,Omit,Omit,Omit,,,,,,,,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",1.0,70124.0
1536002.0,Louisiana,38.0,State,1.0,Call 3,Complete,0.603292107582092,Kerry,Kennedy,Female,White,45-49,Independent,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a month,Yes,Some college/associate degree,In the last three days,For your candidate,Health care,Will bring about needed change,Somewhat approve,Strongly approve,Less safe from terrorism,Both of them,Both of them,Somewhat well,Worse today,Not so good,Somewhat confident,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70809.0
1477665.0,Louisiana,117.0,State,1.0,Call 1,Complete,0.595950663089752,Kerry,Kennedy,Female,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Something else,Never,No,College graduate,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,About the same,Poor,Very confident,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Never,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,Cajun Country,Suburbs,Suburbs,3.0,70084.0
1506828.0,Louisiana,63.0,State,1.0,Call 2,Complete,1.10330331325531,Bush,Vitter,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,No,Postgraduate study,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Not so good,Very confident,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",3.0,70001.0
1477660.0,Louisiana,38.0,State,1.0,Call 1,Complete,0.652310788631439,Bush,Vitter,Male,White,30-39,Republican,Conservative,No,"$150,000-$199,999",About the same,Protestant,Once a week,No,College graduate,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,Very confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70809.0
1506823.0,Louisiana,95.0,State,1.0,Call 2,Complete,0.512190222740173,Kerry,Kennedy,Female,Black,18-24,Democrat,Liberal,Yes,"Under $15,000",Worse today,None,A few times a year,No,Some college/associate degree,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Black,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70122.0
1536568.0,Louisiana,15.0,State,1.0,Call 3,Complete,0.913100183010101,Bush,Vitter,Female,White,30-39,Republican,Moderate,No,"$75,000-$99,999",Better today,Catholic,A few times a month,Yes,College graduate,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Very confident,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,Suburbs,Suburbs,7.0,70611.0
1535983.0,Louisiana,25.0,State,1.0,Call 3,Complete,0.904640257358551,Kerry,John,Female,White,30-39,Independent,Moderate,No,"$50,000-$74,999",About the same,Catholic,A few times a year,No,Postgraduate study,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat badly,About the same,Not so good,Very confident,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70815.0
1511676.0,Louisiana,73.0,State,1.0,Call 2,Complete,1.18791401386261,Kerry,John,Male,White,50-59,Democrat,Conservative,No,"Under $15,000",Worse today,Catholic,More than once a week,Yes,High school graduate,Sometime last week,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Better today,Excellent,Very confident,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,Cajun Country,"City: 50,000 to 500,000","City over 50,000",7.0,70503.0
1477646.0,Louisiana,130.0,State,1.0,Call 1,Complete,0.720893085002899,Bush,Vitter,Female,White,30-39,Republican,Moderate,No,"$100,000-$149,999",Better today,Protestant,A few times a year,No,Some college/associate degree,Before that,Against his opponent,Terrorism,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Better today,Good,Somewhat confident,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,Suburbs,Suburbs,1.0,70458.0
