ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMD04,SENMD04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,UNION4,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,TERRWORR,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,TERWORR2,COUNT2,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1531524.0,Maryland,6.0,National,3.0,Call 3,Complete,0.905887305736542,Kerry,Mikulski,Male,White,50-59,Republican,Liberal,"$30,000-$49,999",,None,,,For your candidate,,,,,,,Very confident,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,,,,,,Very/somewhat confident,,,,,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21403.0
1501827.0,Maryland,14.0,State,1.0,Call 2,Complete,0.939925074577332,Bush,Pipkin,Female,White,40-44,Republican,Conservative,"$200,000 or more",Better today,Catholic,No one does,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very worried,Very confident,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,5.0,21037.0
1530410.0,Maryland,52.0,State,1.0,Call 3,Complete,1.10452997684479,Kerry,Mikulski,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,No one does,Just today,Against his opponent,Terrorism,Is honest and trustworthy,Somewhat disapprove,Somewhat approve,Neither of them,Somewhat worried,Very confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,5.0,20678.0
1476750.0,Maryland,31.0,State,1.0,Call 1,Complete,0.870486736297607,Kerry,Mikulski,Male,White,75 or over,Democrat,Liberal,"$100,000-$149,999",Worse today,Protestant,No one does,Before that,Against his opponent,Taxes,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Very confident,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban Baltimore,"City: 50,000 to 500,000","City over 50,000",3.0,21204.0
1532741.0,Maryland,128.0,State,1.0,Call 3,Not complete,1.15275287628174,Bush,Mikulski,Male,White,60-64,,,,,,,Before that,Against his opponent,Taxes,Has clear stands on the issues,Somewhat approve,,,,,White male,60 or over,50-64,18-64,,,,,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,White,Rest of state,Rural,Small cities and Rural,5.0,20656.0
1479080.0,Maryland,60.0,State,1.0,Call 1,Complete,1.04648125171661,Bush,Pipkin,Female,White,65-74,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,No one does,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,Somewhat confident,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,1.0,21904.0
1476745.0,Maryland,14.0,State,1.0,Call 1,Complete,1.08751976490021,Bush,Pipkin,Female,White,60-64,Republican,Conservative,"$15,000-$29,999",About the same,Catholic,No one does,Before that,For your candidate,Education,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,5.0,21037.0
1479076.0,Maryland,52.0,State,1.0,Call 1,Complete,1.12331652641296,Bush,,Male,White,50-59,Republican,Moderate,"$200,000 or more",Better today,Protestant,No one does,Before that,For your candidate,Omit,Omit,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,Somewhat confident,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,5.0,20678.0
1486073.0,Maryland,63.0,National,3.0,Call 1,Complete,1.03749895095825,Kerry,Mikulski,Female,Black,18-24,Democrat,Moderate,"$50,000-$74,999",,Other Christian,,,For your candidate,,,,,,,Very confident,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,,,,,,Very/somewhat confident,,,,,Black,Rest of state,Suburbs,Suburbs,5.0,20616.0
1500069.0,Maryland,52.0,State,1.0,Call 2,Complete,1.39904022216797,Bush,Mikulski,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,No one does,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,5.0,20678.0
1477214.0,Maryland,109.0,State,1.0,Call 1,Complete,1.19308578968048,Bush,Pipkin,Male,Black,40-44,Independent,Moderate,"$150,000-$199,999",Better today,Other Christian,No one does,Just today,Against his opponent,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Only George W. Bush,Very worried,Not very confident,Non-white male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat worried,Not very/Not at all confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Black,Suburban D.C.,Suburbs,Suburbs,4.0,20721.0
1479474.0,Maryland,60.0,State,1.0,Call 1,Complete,0.93550443649292,Kerry,Mikulski,Male,Black,50-59,Democrat,Moderate,"Under $15,000",Worse today,Protestant,No one does,Before that,Against his opponent,Omit,Omit,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Not at all confident,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Not very/Not at all confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Suburban Baltimore,Suburbs,Suburbs,1.0,21904.0
1479066.0,Maryland,6.0,National,2.0,Call 1,Complete,0.829612851142883,Kerry,Mikulski,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",About the same,Protestant,No one does,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21403.0
1500060.0,Maryland,89.0,State,1.0,Call 1,Complete,0.974425673484802,Bush,Pipkin,Male,Other,30-39,Something Else,Moderate,"$100,000-$149,999",Better today,None,No one does,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Omit,Not too worried,Somewhat confident,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Very/somewhat confident,Omit,Omit,No one in household is union member,Voter is not union member,Other,Suburban D.C.,Suburbs,Suburbs,8.0,20852.0
1530388.0,Maryland,101.0,State,1.0,Call 3,Complete,1.05060279369354,Kerry,Mikulski,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Better today,None,No one does,Before that,Against his opponent,Moral values,Is intelligent,Strongly approve,Strongly disapprove,Only John Kerry,Very worried,Very confident,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban D.C.,"City: 50,000 to 500,000","City over 50,000",8.0,20817.0
1500058.0,Maryland,31.0,State,1.0,Call 2,Complete,0.812477588653564,Bush,Pipkin,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,No one does,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Very worried,Not very confident,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Not very/Not at all confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,"City: 50,000 to 500,000","City over 50,000",3.0,21204.0
1535044.0,Maryland,63.0,National,3.0,Call 3,Complete,0.974017202854156,Kerry,Mikulski,Female,Black,30-39,Democrat,Liberal,"$100,000-$149,999",,Other Christian,,,For your candidate,,,,,,,Very confident,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,,,,,,Very/somewhat confident,,,,,Black,Rest of state,Suburbs,Suburbs,5.0,20616.0
1530377.0,Maryland,135.0,State,1.0,Call 3,Complete,0.869576632976532,Bush,Pipkin,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,No one does,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Not at all worried,Very confident,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1477193.0,Maryland,128.0,State,1.0,Call 1,Complete,1.061239361763,Bush,Mikulski,Male,White,18-24,Democrat,Conservative,"$50,000-$74,999",About the same,Other Christian,No one does,Sometime last week,Against his opponent,Taxes,Has clear stands on the issues,Strongly approve,Somewhat disapprove,Only George W. Bush,Not too worried,Very confident,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,Rural,Small cities and Rural,5.0,20656.0
1530368.0,Maryland,134.0,National,3.0,Call 3,Complete,0.986792922019959,Kerry,Mikulski,Male,White,30-39,Democrat,Moderate,"$15,000-$29,999",,Protestant,,,For your candidate,,,,,,,Very confident,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,Very/somewhat confident,,,,,White,Rest of state,Suburbs,Suburbs,6.0,21795.0
1516368.0,Maryland,48.0,State,1.0,Call 2,Complete,1.32033407688141,Kerry,Mikulski,Male,Black,45-49,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,No one does,Before that,Against his opponent,Health care,Omit,Strongly disapprove,Strongly disapprove,Only John Kerry,Not too worried,Somewhat confident,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1504701.0,Maryland,26.0,National,1.0,Call 2,Complete,1.00904488563538,Kerry,Mikulski,Female,Black,45-49,Democrat,Conservative,"$30,000-$49,999",Worse today,Something else,"Yes, I do",Before that,,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,,,,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,Someone in household is union member,Voter is union member,Black,Suburban Baltimore,Suburbs,Suburbs,2.0,21133.0
1525697.0,Maryland,26.0,National,2.0,Call 3,Complete,1.10181629657745,Kerry,Mikulski,Male,Black,50-59,Democrat,Moderate,"$50,000-$74,999",Better today,Protestant,No one does,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,Black,Suburban Baltimore,Suburbs,Suburbs,2.0,21133.0
1479032.0,Maryland,135.0,State,1.0,Call 1,Complete,0.926251411437988,Bush,Pipkin,Male,White,18-24,Republican,Conservative,"$15,000-$29,999",Worse today,Protestant,No one does,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1502360.0,Maryland,14.0,State,1.0,Call 2,Complete,0.870362281799316,Kerry,Mikulski,Male,Hispanic/Latino,50-59,Democrat,Liberal,"$75,000-$99,999",Worse today,Something else,No one does,Before that,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Only John Kerry,Not at all worried,Somewhat confident,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Hispanic/Latino,Suburban Baltimore,Suburbs,Suburbs,5.0,21037.0
1502056.0,Maryland,73.0,National,1.0,Call 2,Complete,1.09048783779144,Bush,Pipkin,Male,White,30-39,Republican,Conservative,"$200,000 or more",Better today,Catholic,No one does,Before that,,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,,,,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,1.0,21015.0
1483690.0,Maryland,30.0,State,1.0,Call 1,Complete,0.700879871845245,Kerry,Mikulski,Female,White,30-39,Independent,Conservative,"$15,000-$29,999",Worse today,None,No one does,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Not very confident,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Not very/Not at all confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21136.0
1502349.0,Maryland,6.0,National,1.0,Call 2,Complete,1.07782101631165,Kerry,Mikulski,Male,Black,18-24,Democrat,Liberal,"$15,000-$29,999",Worse today,Something else,No one does,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,Black,Suburban Baltimore,Suburbs,Suburbs,3.0,21403.0
1477610.0,Maryland,43.0,State,1.0,Call 1,Complete,0.931993544101715,Kerry,Mikulski,Male,White,30-39,Independent,Liberal,"$30,000-$49,999",Worse today,Jewish,No one does,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Not at all worried,Somewhat confident,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
