ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNC04,SENNC04,GOVNC04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNC,FAVEDWR,ISS04NC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1466669.0,North Carolina,,National,1.0,,Complete,Phone survey,1.56717455387115,Other,Bowles,Ballantine,Male,Other,30-39,Independent,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,No,College graduate,Yes,,,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,,Non-white male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Other,Charlotte,Suburbs,,,28021.0
1466670.0,North Carolina,,National,1.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Male,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",About the same,Protestant,Yes,Some college/associate degree,Yes,,,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,East,Rural,,,28466.0
1466671.0,North Carolina,,National,1.0,,Complete,Phone survey,0.948608040809631,Kerry,Bowles,Easley,Female,White,60-64,Independent,Moderate,No,"Under $15,000",Worse today,Protestant,No,Some college/associate degree,No,,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Somewhat badly,,,,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,Charlotte,"City: 10,000 to 49,999",,,28379.0
1466672.0,North Carolina,,National,1.0,,Complete,Phone survey,0.627332031726837,Kerry,Bowles,Easley,Female,Black,60-64,Republican,Moderate,No,"$30,000-$49,999",About the same,Other Christian,Yes,College graduate,No,,,Education,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat well,,,,Non-white female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Very/Somewhat well,,,,,Black,East,Rural,,,27979.0
1466673.0,North Carolina,,National,1.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,White,50-59,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,Yes,High school graduate,No,,,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,Greensboro area,"City: 10,000 to 49,999",,,27360.0
1466674.0,North Carolina,,National,1.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Female,White,18-24,Republican,Moderate,No,,About the same,Other Christian,Yes,High school graduate,No,,,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,,,Very badly,,,,White female,18-29,18-24,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,White,Greensboro area,"City: 10,000 to 49,999",,,27215.0
1466675.0,North Carolina,,National,1.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,White,60-64,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Yes,Some college/associate degree,Yes,,,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,Charlotte,"City: 50,000 to 500,000",,,28054.0
1466676.0,North Carolina,,National,1.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,None,No,College graduate,Yes,,,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,East,Suburbs,,,28480.0
1466677.0,North Carolina,,National,1.0,,Complete,Phone survey,0.711519300937653,Kerry,Bowles,Easley,Female,White,75 or over,Democrat,Liberal,No,"Under $15,000",Worse today,Other Christian,Yes,College graduate,No,,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,Charlotte,Suburbs,,,28124.0
1466678.0,North Carolina,,National,1.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,Black,65-74,Something Else,Conservative,No,"$200,000 or more",Better today,Protestant,No,College graduate,Yes,,,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Less safe from terrorism,,,Somewhat well,,,,Non-white male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,Black,Greensboro area,"City: 50,000 to 500,000",,,27407.0
1466679.0,North Carolina,,National,1.0,,Complete,Phone survey,1.13026201725006,Bush,Burr,Did not vote,Female,Black,65-74,,,Yes,,Omit,Other Christian,Yes,Did not complete high school,No,,,Health care,Is honest and trustworthy,Strongly approve,Omit,Omit,,,Omit,,,,Non-white female,60 or over,65 or over,65 or over,,,,Protestant/Other Christian,All others,All others,All others,No degree,Strongly/Somewhat approve,,,Omit,Omit,,,,,Black,East,Rural,,,27937.0
1466680.0,North Carolina,,National,1.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Female,White,50-59,Democrat,Liberal,Yes,,Worse today,Catholic,Yes,High school graduate,No,,,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,45-59,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,Charlotte,"City over 500,000",,,28216.0
1466681.0,North Carolina,,National,1.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Male,White,18-24,Democrat,Liberal,No,"$15,000-$29,999",Better today,Protestant,No,College graduate,No,,,Terrorism,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,Charlotte,"City over 500,000",,,28262.0
1466682.0,North Carolina,,National,1.0,,Complete,Phone survey,1.34251844882965,Kerry,Bowles,Easley,Female,White,65-74,Democrat,Liberal,No,"$100,000-$149,999",Worse today,Protestant,No,Postgraduate study,No,,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,Raleigh/Durham area,"City: 50,000 to 500,000",,,27707.0
1466683.0,North Carolina,,National,1.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Male,White,60-64,Something Else,Liberal,No,"$15,000-$29,999",Worse today,Protestant,Yes,College graduate,No,,,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,Charlotte,Suburbs,,,28105.0
1466684.0,North Carolina,,National,1.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Male,Black,30-39,Democrat,Conservative,No,"$30,000-$49,999",About the same,Other Christian,No,High school graduate,No,,,Education,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Black,Raleigh/Durham area,"City: 50,000 to 500,000",,,27703.0
1466685.0,North Carolina,,National,1.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Female,Black,50-59,Democrat,Liberal,No,"$100,000-$149,999",About the same,Other Christian,Yes,Some college/associate degree,No,,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Black,Raleigh/Durham area,"City: 10,000 to 49,999",,,27893.0
1467159.0,North Carolina,,National,2.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Male,Black,30-39,Democrat,Liberal,No,"$50,000-$74,999",About the same,None,No,College graduate,Yes,,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,,,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Black,East,"City: 10,000 to 49,999",,,28504.0
1467160.0,North Carolina,,National,2.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Male,White,25-29,Independent,Moderate,No,"$15,000-$29,999",Worse today,None,No,Some college/associate degree,No,,,Terrorism,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,Mountain west,"City: 50,000 to 500,000",,,28806.0
1467161.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Female,White,25-29,Republican,Liberal,No,"$50,000-$74,999",Better today,Other Christian,Yes,College graduate,No,,,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,East,"City: 10,000 to 49,999",,,28504.0
1467162.0,North Carolina,,National,2.0,,Complete,Phone survey,1.46465373039246,Bush,Bowles,Easley,Female,White,75 or over,Independent,Conservative,No,,About the same,Protestant,Yes,Some college/associate degree,No,,,Omit,Omit,Strongly approve,Somewhat approve,Safer from terrorism,,,Omit,,,,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Omit,,,,,White,Mountain west,Rural,,,28739.0
1467163.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,White,40-44,Independent,Conservative,No,"$100,000-$149,999",Better today,Protestant,No,Some college/associate degree,No,,,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,East,Rural,,,27932.0
1467164.0,North Carolina,,National,2.0,,Complete,Phone survey,1.46755087375641,Bush,Burr,Ballantine,Female,White,60-64,,,Yes,"$15,000-$29,999",Better today,Something else,Yes,High school graduate,No,,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White female,60 or over,50-64,18-64,,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,East,Suburbs,,,28462.0
1467165.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Female,White,45-49,Republican,Conservative,No,"$15,000-$29,999",About the same,Other Christian,No,High school graduate,No,,,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,Mountain west,"City: 10,000 to 49,999",,,28655.0
1467166.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,White,60-64,Republican,Conservative,No,"$50,000-$74,999",Worse today,Other Christian,Yes,Some college/associate degree,Yes,,,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Omit,,,Somewhat badly,,,,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,White,Raleigh/Durham area,Suburbs,,,27542.0
1467167.0,North Carolina,,National,2.0,,Complete,Phone survey,1.57611691951752,Bush,Burr,Easley,Male,White,30-39,Independent,Moderate,No,"$75,000-$99,999",Better today,Jewish,No,Postgraduate study,Yes,,,Iraq,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,East,"City: 50,000 to 500,000",,,28546.0
1467168.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Female,White,30-39,Republican,Liberal,No,"$30,000-$49,999",About the same,Other Christian,Yes,College graduate,No,,,Terrorism,Will bring about needed change,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,Raleigh/Durham area,Rural,,,27509.0
1467169.0,North Carolina,,National,2.0,,Complete,Phone survey,1.56717455387115,Other,Bowles,Ballantine,Male,Other,30-39,Independent,Moderate,No,"$15,000-$29,999",Worse today,Other Christian,No,College graduate,Yes,,,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,,Non-white male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Other,Charlotte,Suburbs,,,28021.0
1467170.0,North Carolina,,National,2.0,,Complete,Phone survey,1.4077855348587,Kerry,Bowles,Easley,Male,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",About the same,Protestant,Yes,Some college/associate degree,Yes,,,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,East,Rural,,,28466.0
1467171.0,North Carolina,,National,2.0,,Complete,Phone survey,0.948608040809631,Kerry,Bowles,Easley,Female,White,60-64,Independent,Moderate,No,"Under $15,000",Worse today,Protestant,No,Some college/associate degree,No,,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Somewhat badly,,,,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,White,Charlotte,"City: 10,000 to 49,999",,,28379.0
1467172.0,North Carolina,,National,2.0,,Complete,Phone survey,0.627332031726837,Kerry,Bowles,Easley,Female,Black,60-64,Republican,Moderate,No,"$30,000-$49,999",About the same,Other Christian,Yes,College graduate,No,,,Education,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat well,,,,Non-white female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Very/Somewhat well,,,,,Black,East,Rural,,,27979.0
1467173.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,White,50-59,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,Yes,High school graduate,No,,,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,Greensboro area,"City: 10,000 to 49,999",,,27360.0
1467174.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Female,White,18-24,Republican,Moderate,No,,About the same,Other Christian,Yes,High school graduate,No,,,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,,,Very badly,,,,White female,18-29,18-24,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,White,Greensboro area,"City: 10,000 to 49,999",,,27215.0
1467175.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,White,60-64,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Yes,Some college/associate degree,Yes,,,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,Charlotte,"City: 50,000 to 500,000",,,28054.0
1467176.0,North Carolina,,National,2.0,,Complete,Phone survey,1.5302631855011,Bush,Burr,Ballantine,Male,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,None,No,College graduate,Yes,,,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,White,East,Suburbs,,,28480.0
