ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSGA16,SENGA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FINSIT,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
107834.0, Georgia,,,Complete,Telephone survey,4.13889074325562,Hillary Clinton,,Male,Other,18-24,Independent,Moderate,,Some college/assoc. degree,No,,,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Dissatisfied, but not angry",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,Some,All other races,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Other,Other,Non-white,Other,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,,Only Hillary Clinton,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Coast/South,31404.0
107454.0, Georgia,,,Complete,Telephone survey,1.94419121742249,Hillary Clinton,,Female,Black,50-59,Something else,Moderate,"Under $30,000",Postgraduate study,No,Yes,Yes,,,,Favorable,Unfavorable,Better today,,,,,The economy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,In October,,Black women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,,In the last month,Before that,,All others,State questionnaire,Suburbs,Suburbs,5.0,South,Version 1,Atlanta Suburbs,30281.0
107660.0, Georgia,,,Complete,Telephone survey,3.53801345825195,Hillary Clinton,,Female,Black,50-59,Independent,Moderate,,High school or less,,,,Hillary Clinton,Not at all,I strongly favor my candidate,,,,Omit,Yes,Omit,Omit,,,Good,,,,,Omit,Yes,Omit,,Omit,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,,Not much or not at all,,Omit,Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,,Only Hillary Clinton,,,Omit,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 2,Atlanta Metro,30315.0
107657.0, Georgia,,,Complete,Telephone survey,4.76348972320557,Hillary Clinton,,Male,Black,40-44,Republican,Liberal,,High school or less,No,,,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Dissatisfied, but not angry",Yes,No,Offered a chance to apply for legal status,,,Not so good,,,,,No group is favored,Yes,No,,A lot,Black men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Republican,Black non-Democrat,All Republicans,Republican men,All others,Black,Black,Non-white,Black,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,,Only Hillary Clinton,,,A lot or some,,State questionnaire,Suburbs,Suburbs,12.0,South,Version 2,Central,30815.0
107640.0, Georgia,,,Complete,Telephone survey,4.89526510238647,Hillary Clinton,,Female,Black,25-29,Democrat,Liberal,,College graduate,No,,,Hillary Clinton,Not much,I strongly favor my candidate,,,,Angry,Yes,No,Offered a chance to apply for legal status,,,Good,,,,,No group is favored,Yes,No,,A lot,Black women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,,Only Hillary Clinton,,,A lot or some,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Atlanta Metro,30034.0
184552.0, Georgia,103.0,Call 1,Not complete,Election day exit poll,0.509813904762268,Hillary Clinton,,Female,Black,30-39,,,,,No,,Yes,,,,,,About the same,,,,,,Better than life today,,,,,,,,,In October,,Black women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,,,,,,,,,,,,,,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,In the last month,Before that,,,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,Atlanta Suburbs,30519.0
107486.0, Georgia,,,Complete,Telephone survey,4.72588396072388,Hillary Clinton,,Female,Hispanic/Latino,25-29,Something else,Liberal,"$50,000-$99,999",College graduate,Yes,No,No,,,,Favorable,Unfavorable,Better today,,,,,Immigration,Worse than life today,,Strongly approve,Has good judgment,Yes,No,,,,In September,,Latino women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,,Before that,Before that,,All others,State questionnaire,Rural,Small Cities/Rural,10.0,South,Version 1,Central,30674.0
197107.0, Georgia,154.0,Call 2,Not complete,Election day exit poll,0.29482689499855,Hillary Clinton,,Male,White,60-64,,,,,No,,Yes,,,,,,Worse today,,,,,,Better than life today,,,,,,,,,Omit,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,,,,,,,,Omit,Omit,,,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,Central,31827.0
196273.0, Georgia,51.0,Call 2,Complete,Election day exit poll,0.333977401256561,Hillary Clinton,,Female,Hispanic/Latino,18-24,Democrat,Liberal,,Some college/assoc. degree,Yes,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,Worse than life today,,,,Yes,No,,,,,,Latino women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Omit,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 3,Atlanta Metro,30307.0
211834.0, Georgia,113.0,Call 3,Complete,Election day exit poll,0.962981820106506,Hillary Clinton,,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,No,No,,,,Unfavorable,Unfavorable,Worse today,,,,,The economy,Better than life today,,Strongly approve,Omit,No,No,,,,Before that,,Black women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Neither,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,13.0,South,Version 1,Atlanta Suburbs,30281.0
197723.0, Georgia,27.0,Call 2,Complete,Election day exit poll,0.541677296161652,Hillary Clinton,,Female,Black,40-44,Democrat,Liberal,,College graduate,No,No,No,Hillary Clinton,Not at all,,,,,,,,,,,,,,,,,,,,A lot,Black women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,Not much or not at all,,,,,,Liberal Democrats,Liberal Democrats,,Omit,,,,A lot or some,All others,National questionnaire,Suburbs,Suburbs,11.0,South,Version 5,Atlanta Suburbs,30101.0
195258.0, Georgia,148.0,Call 2,Complete,Election day exit poll,0.325027137994766,Hillary Clinton,,Female,Black,50-59,Democrat,Moderate,,High school or less,No,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,About the same,,,,Yes,No,,,,,,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Omit,,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,Central,39886.0
196089.0, Georgia,154.0,Call 2,Complete,Election day exit poll,0.295479208230972,Hillary Clinton,,Female,Black,50-59,,Liberal,"$50,000-$99,999",High school or less,No,Yes,Yes,,,,Favorable,Unfavorable,Better today,,,,,The economy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Black women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",,,,,,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,,,Only Hillary Clinton,,,Before that,Before that,,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,Central,31827.0
195974.0, Georgia,154.0,Call 2,Complete,Election day exit poll,0.295479208230972,Hillary Clinton,,Female,Black,50-59,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,Yes,No,,,,Favorable,Omit,About the same,,,,,Omit,About the same,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Black women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,Before that,Before that,,All others,State questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,Central,31827.0
185241.0, Georgia,103.0,Call 1,Complete,Election day exit poll,0.346239864826202,Hillary Clinton,,Female,Hispanic/Latino,50-59,Independent,Moderate,"Under $30,000",College graduate,Yes,No,Yes,,,,Favorable,Unfavorable,About the same,,,,,The economy,Better than life today,,Somewhat approve,Can bring needed change,Yes,No,,,,In the last few days,,Latino women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,,In the last month,In the last week,,All others,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,Atlanta Suburbs,30519.0
195664.0, Georgia,96.0,Call 2,Complete,Election day exit poll,0.313924133777618,Hillary Clinton,,Female,Hispanic/Latino,45-49,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,Yes,No,,,,,Favorable,Unfavorable,About the same,,,,,The economy,Better than life today,,Somewhat approve,Has the right experience,Yes,No,,,,Before that,,Latino women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Other,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,Atlanta Suburbs,30519.0
179435.0, Georgia,132.0,Call 1,Complete,Election day exit poll,0.733965754508972,Hillary Clinton,,Female,Hispanic/Latino,30-39,Democrat,Conservative,"Under $30,000",High school or less,Yes,Yes,Yes,,,,Favorable,Unfavorable,About the same,,,,,The economy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,In the last few days,,Latino women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,In the last month,In the last week,,All others,State questionnaire,Suburbs,Suburbs,14.0,South,Version 1,North,30705.0
