ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSUT16,SENUT16,GOVUT16,SEX,RACE,AGE8,PARTYID,PHIL3,EDUC12R,LATINO,DESCRIBP12,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,QLT16,RELIGN10,TIME16,@2WAYPRES16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,MORMON,REL4,REL5,RELWHITE,SPLITTICKET,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
99505.0, Utah,,,Complete,Telephone survey,0.62471079826355,Donald Trump,Bill Barron,Gary Herbert,Female,White,50-59,Independent,Moderate,Some college/assoc. degree,No,I dislike the other candidates,Unfavorable,Favorable,No,Omit,The economy,Worse than life today,Can bring needed change,None,Before that,Donald Trump,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,Only Donald Trump,Omit,Moderate/Liberal Republicans,Moderate Independents,Not a mormon,None,None,None,Other Senate vote,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,2.0,84065.0
99506.0, Utah,,,Complete,Telephone survey,0.0901219844818115,Hillary Clinton,Misty Snow,Gary Herbert,Male,White,,Republican,Conservative,College graduate,No,I dislike the other candidates,Unfavorable,Unfavorable,Yes,No,Foreign policy,Worse than life today,Has the right experience,None,Before that,Hillary Clinton,White men,,,,,,,,,,,,,College graduate,More than High school graduate,White college degree,White men college graduates,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,Neither,Only Hillary Clinton,Independent/Something else,Conservative Republicans,Not a mormon,None,None,None,Democratic Senate - voted Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,1.0,84010.0
99507.0, Utah,,,Complete,Telephone survey,0.693361282348633,Evan McMullin,Mike Lee,Gary Herbert,Female,White,50-59,Democrat,Moderate,Postgraduate study,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,The economy,Omit,Can bring needed change,Protestant,In October,Would not have voted,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,Neither,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Not a mormon,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - did not vote Trump,In the last month,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,Version 1,2.0,84117.0
99508.0, Utah,,,Complete,Telephone survey,0.425443053245544,Donald Trump,Mike Lee,Gary Herbert,Female,White,65 or over,Republican,Conservative,Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,The economy,Omit,Cares about people like me,Mormon,Before that,Donald Trump,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - Voted Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,1.0,84010.0
99509.0, Utah,,,Complete,Telephone survey,0.583663761615753,Donald Trump,Mike Lee,Mike Weinholtz,Male,White,60-64,Independent,Liberal,Some college/assoc. degree,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Immigration,Omit,Cares about people like me,Other,Before that,Donald Trump,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Liberal Independents,Not a mormon,Other religion,Something else,Something else,Republican Senate - Voted Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,3.0,84062.0
99510.0, Utah,,,Complete,Telephone survey,0.426464885473251,Donald Trump,Mike Lee,Gary Herbert,Male,White,65 or over,Republican,Conservative,Some college/assoc. degree,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,The economy,About the same,Omit,Mormon,In October,Donald Trump,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,Neither,Neither,Independent/Something else,Conservative Republicans,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - Voted Trump,In the last month,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,Version 1,4.0,84648.0
99511.0, Utah,,,Complete,Telephone survey,0.28548127412796,Hillary Clinton,Mike Lee,Gary Herbert,Male,White,65 or over,Independent,Moderate,Postgraduate study,No,I like my candidate but with reservations,Favorable,Unfavorable,Yes,No,The economy,Better than life today,Has the right experience,Mormon,Before that,Hillary Clinton,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Moderate Independents,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - did not vote Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,1.0,84037.0
99512.0, Utah,,,Complete,Telephone survey,0.852929770946503,Donald Trump,Mike Lee,Gary Herbert,Male,White,65 or over,Democrat,Moderate,College graduate,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Immigration,Worse than life today,Has good judgment,Mormon,Before that,Donald Trump,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,Only Donald Trump,Only Donald Trump,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - Voted Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,1.0,84010.0
99513.0, Utah,,,Complete,Telephone survey,1.40992820262909,Evan McMullin,Misty Snow,Gary Herbert,Female,White,65 or over,Republican,Conservative,College graduate,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,Foreign policy,Worse than life today,Has good judgment,Mormon,In October,Would not have voted,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,Neither,Neither,Independent/Something else,Conservative Republicans,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Democratic Senate - did not vote Clinton,In the last month,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,84751.0
99514.0, Utah,,,Complete,Telephone survey,0.519412934780121,Donald Trump,Mike Lee,Gary Herbert,Male,White,40-44,Something else,Moderate,Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Has good judgment,Mormon,Before that,Donald Trump,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Moderate Independents,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - Voted Trump,Before that,Before that,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,West,Version 1,4.0,84770.0
99515.0, Utah,,,Complete,Telephone survey,1.85177636146545,Hillary Clinton,Misty Snow,Mike Weinholtz,Female,White,60-64,Democrat,Moderate,High school or less,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,The economy,Better than life today,Has the right experience,None,Before that,Hillary Clinton,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Not a mormon,None,None,None,Democratic Senate - voted Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,Version 1,2.0,84044.0
99516.0, Utah,,,Complete,Telephone survey,0.655812382698059,Hillary Clinton,Did not vote,Gary Herbert,Female,White,65 or over,Independent,Moderate,Some college/assoc. degree,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,Terrorism,About the same,Has good judgment,Mormon,Before that,Hillary Clinton,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,Neither,Neither,Moderate/Liberal Republicans,Moderate Independents,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,Version 1,2.0,84120.0
99517.0, Utah,,,Complete,Telephone survey,0.930524528026581,Hillary Clinton,Misty Snow,Mike Weinholtz,Female,White,65 or over,Democrat,Moderate,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Terrorism,Worse than life today,Has good judgment,Mormon,Before that,Hillary Clinton,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Democratic Senate - voted Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,Version 1,2.0,84120.0
99518.0, Utah,,,Complete,Telephone survey,0.886913478374481,Hillary Clinton,Mike Lee,Gary Herbert,Female,White,50-59,Republican,Moderate,Postgraduate study,No,I like my candidate but with reservations,Omit,Unfavorable,No,No,Terrorism,Better than life today,Omit,Protestant,In September,Hillary Clinton,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,Omit,Neither,Conservative Republicans,Mod./Liberal Republicans,Not a mormon,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - did not vote Trump,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,1.0,84060.0
99519.0, Utah,,,Complete,Telephone survey,0.888273417949677,Evan McMullin,Mike Lee,Gary Herbert,Male,White,60-64,Republican,Moderate,Postgraduate study,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Terrorism,Worse than life today,Has good judgment,Mormon,In October,Donald Trump,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - did not vote Trump,In the last month,Before that,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,1.0,84037.0
99520.0, Utah,,,Complete,Telephone survey,2.30891275405884,Donald Trump,Other,Gary Herbert,Female,White,65 or over,Republican,Conservative,Some college/assoc. degree,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Has good judgment,Mormon,Before that,Donald Trump,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Other Senate vote,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,Version 1,2.0,84106.0
99521.0, Utah,,,Complete,Telephone survey,0.926426589488983,Evan McMullin,Mike Lee,Gary Herbert,Male,White,50-59,Independent,Conservative,College graduate,No,I strongly favor my candidate,Unfavorable,Unfavorable,No,No,The economy,Better than life today,Has good judgment,Mormon,In October,Omit,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,Neither,Neither,Moderate/Liberal Republicans,Conservative Independents,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - did not vote Trump,In the last month,Before that,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,1.0,West,Version 1,1.0,84321.0
99522.0, Utah,,,Complete,Telephone survey,0.6451256275177,Hillary Clinton,Misty Snow,Mike Weinholtz,Male,White,50-59,Independent,Moderate,Some college/assoc. degree,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Foreign policy,Better than life today,Has the right experience,None,In September,Hillary Clinton,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Moderate Independents,Not a mormon,None,None,None,Democratic Senate - voted Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,Version 1,2.0,84123.0
99523.0, Utah,,,Complete,Telephone survey,1.85177636146545,Hillary Clinton,Misty Snow,Mike Weinholtz,Female,White,60-64,Democrat,,High school or less,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,The economy,Better than life today,Can bring needed change,Mormon,Before that,Hillary Clinton,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,Only Hillary Clinton,Only Hillary Clinton,,,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Democratic Senate - voted Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,Version 1,2.0,84120.0
99524.0, Utah,,,Complete,Telephone survey,1.55496752262115,Donald Trump,Mike Lee,Gary Herbert,Female,White,40-44,Independent,Conservative,Postgraduate study,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,The economy,Worse than life today,Can bring needed change,Mormon,In October,Donald Trump,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,Neither,Neither,Moderate/Liberal Republicans,Conservative Independents,Mormon,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Republican Senate - Voted Trump,In the last month,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,Version 1,2.0,84065.0
99525.0, Utah,,,Complete,Telephone survey,0.638354420661926,Donald Trump,Mike Lee,Gary Herbert,Female,White,65 or over,Republican,Conservative,Some college/assoc. degree,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Omit,Worse than life today,Can bring needed change,,Before that,Donald Trump,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,,,,,Republican Senate - Voted Trump,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 1,1.0,84405.0
