ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSCO16,SENCO16,PROP106CO,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,@2WAYPRES16,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,MOVETOCO14,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,BORNINCO14,FAVPRES16,GOVTANGR16B,HONEST16,MOVETOCO10YR,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
106194.0,Colorado,,,Complete,Telephone survey,0.57845401763916,Hillary Clinton,Michael Bennet,Yes,Female,White,65 or over,Independent,Moderate,"$50,000-$99,999",College graduate,,Hillary Clinton,I dislike the other candidates,Unfavorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,No,No,Help the country,Omit,Oppose,The economy,Better than life today,I was born in Colorado,Not so good,Somewhat approve,Has good judgment,Yes,No,No group is favored,Yes,No,In September,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,No,I was born in Colorado,Neither,"Dissatisfied, but not angry or Angry",Neither,10+ years or more,Not so good or poor,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,7.0,West,,3.0,80215.0
136262.0,Colorado,,,Complete,Telephone survey,0.0597902834415436,,,,Female,Hispanic/Latino,60-64,,,,High school or less,Yes,,,Omit,Omit,,,,,,,,,Omit,,,,Somewhat disapprove,Has good judgment,,,,,,In October,Latino women,Non married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Omit,,,,,Disapprove,,,,,,In the last month,Before that,National questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,5.0,81124.0
106192.0,Colorado,,,Complete,Telephone survey,0.558629333972931,Hillary Clinton,Darryl Glenn,Yes,Male,White,65 or over,Independent,Liberal,"$30,000-$49,999",High school or less,,Hillary Clinton,I like my candidate but with reservations,Favorable,Favorable,"Satisfied, but not enthusiastic",Hillary Clinton,Hillary Clinton,Yes,Yes,Help the country,Offered a chance to apply for legal status,Oppose,The economy,About the same,I was born in Colorado,Good,Somewhat approve,Has good judgment,Yes,Yes,Whites are favored over minorities,Yes,Yes,Omit,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,White suburban men,Yes,I was born in Colorado,Both,"Enthusiastic or satisfied, but not enthusiastic",Both,10+ years or more,Excellent or good,Approve,Moderate/Liberal Republicans,Liberal Independents,Both,Republican Senate - did not vote Trump,Both,Omit,Omit,State questionnaire,Suburbs,Suburbs,7.0,West,,2.0,80221.0
106191.0,Colorado,,,Complete,Telephone survey,0.727518796920776,Donald Trump,Darryl Glenn,Yes,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,,Donald Trump,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,Yes,Hurt the country,Offered a chance to apply for legal status,Support,The economy,Omit,Less than 10 years,Poor,Strongly disapprove,Can bring needed change,No,Yes,Minorities are favored over whites,No,Yes,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,Other,Yes,Moved to Colorado,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Less than 10 years,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,West,,4.0,80917.0
106190.0,Colorado,,,Complete,Telephone survey,0.201535493135452,Hillary Clinton,Michael Bennet,No,Male,White,65 or over,Independent,Liberal,"$50,000-$99,999",Some college/assoc. degree,,Hillary Clinton,I dislike the other candidates,Unfavorable,Unfavorable,Angry,Hillary Clinton,Hillary Clinton,No,No,Help the country,Offered a chance to apply for legal status,Oppose,The economy,Worse than life today,10+ years but not born here,Good,Strongly approve,Has the right experience,Yes,No,No group is favored,No,No,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,No,Moved to Colorado,Neither,"Dissatisfied, but not angry or Angry",Neither,10+ years or more,Excellent or good,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,Neither,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,,1.0,80634.0
106189.0,Colorado,,,Complete,Telephone survey,0.542856574058533,Hillary Clinton,Michael Bennet,No,Female,White,50-59,Republican,Liberal,"Under $30,000",College graduate,,Hillary Clinton,I dislike the other candidates,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,No,Hurt the country,Offered a chance to apply for legal status,Support,The economy,Worse than life today,10+ years but not born here,Not so good,Somewhat disapprove,Cares about people like me,Yes,No,No group is favored,Yes,No,In October,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,Other,No,Moved to Colorado,Only Donald Trump,"Dissatisfied, but not angry or Angry",Neither,10+ years or more,Not so good or poor,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,In the last month,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,West,,1.0,80524.0
106188.0,Colorado,,,Complete,Telephone survey,0.391299039125443,Donald Trump,Darryl Glenn,No,Female,White,65 or over,Something else,Conservative,"$200.000-$249,999",Postgraduate study,,Donald Trump,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,Yes,Omit,Deported to the country they came from,Support,Terrorism,Omit,10+ years but not born here,Poor,Strongly disapprove,Has good judgment,No,Yes,Minorities are favored over whites,No,Yes,Omit,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,No,Moved to Colorado,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,10+ years or more,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Omit,Omit,State questionnaire,Suburbs,Suburbs,7.0,West,,2.0,80233.0
106187.0,Colorado,,,Complete,Telephone survey,0.141502767801285,Jill Stein,Michael Bennet,No,Male,White,45-49,Independent,Liberal,"$50,000-$99,999",Some college/assoc. degree,,Hillary Clinton,I strongly favor my candidate,Unfavorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,Omit,No,Help the country,Offered a chance to apply for legal status,Oppose,Foreign policy,Worse than life today,10+ years but not born here,Poor,Somewhat approve,Can bring needed change,Yes,No,Whites are favored over minorities,Yes,No,In October,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,White suburban men,No,Moved to Colorado,Neither,"Dissatisfied, but not angry or Angry",Omit,10+ years or more,Not so good or poor,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - did not vote Clinton,Only Hillary Clinton,In the last month,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,3.0,80501.0
106186.0,Colorado,,,Complete,Telephone survey,0.733067691326141,,,No,Female,White,50-59,Independent,Conservative,"$30,000-$49,999",College graduate,,Omit,I like my candidate but with reservations,Favorable,Unfavorable,Angry,Omit,Omit,Yes,No,Help the country,Offered a chance to apply for legal status,Oppose,Terrorism,About the same,10+ years but not born here,Poor,Somewhat approve,Has the right experience,Yes,No,Minorities are favored over whites,Yes,No,Omit,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,Other,No,Moved to Colorado,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,10+ years or more,Not so good or poor,Approve,Moderate/Liberal Republicans,Conservative Independents,Only Hillary Clinton,,Only Hillary Clinton,Omit,Omit,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,,2.0,80222.0
106185.0,Colorado,,,Complete,Telephone survey,0.287539780139923,Donald Trump,Darryl Glenn,No,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",High school or less,,Donald Trump,I dislike the other candidates,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Yes,Hurt the country,Offered a chance to apply for legal status,Support,The economy,Worse than life today,I was born in Colorado,Not so good,Strongly disapprove,Has good judgment,No,Yes,No group is favored,No,Yes,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,No,I was born in Colorado,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,10+ years or more,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,4.0,West,,1.0,80723.0
106184.0,Colorado,,,Complete,Telephone survey,0.597107708454132,Hillary Clinton,Michael Bennet,Yes,Female,White,65 or over,Democrat,Liberal,"$50,000-$99,999",College graduate,,Hillary Clinton,I like my candidate but with reservations,Favorable,Unfavorable,"Satisfied, but not enthusiastic",Hillary Clinton,Hillary Clinton,Yes,No,Help the country,Offered a chance to apply for legal status,Oppose,Immigration,About the same,Less than 10 years,Good,Strongly approve,Has the right experience,Yes,No,Whites are favored over minorities,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,,White suburban women,No,Moved to Colorado,Only Hillary Clinton,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Less than 10 years,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,4.0,80134.0
106183.0,Colorado,,,Complete,Telephone survey,1.09709346294403,Donald Trump,Darryl Glenn,Yes,Male,White,50-59,Something else,Moderate,"$30,000-$49,999",High school or less,,Donald Trump,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,Yes,Hurt the country,Omit,Support,Terrorism,About the same,I was born in Colorado,Poor,Strongly disapprove,Cares about people like me,No,Yes,No group is favored,No,Yes,In October,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,Yes,I was born in Colorado,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,10+ years or more,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,In the last month,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,,2.0,80016.0
106182.0,Colorado,,,Complete,Telephone survey,0.175120666623116,Hillary Clinton,Michael Bennet,No,Female,Hispanic/Latino,65 or over,Democrat,Liberal,"$250,000 or more",High school or less,,Hillary Clinton,I strongly favor my candidate,Favorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,Yes,No,Omit,Offered a chance to apply for legal status,Oppose,Foreign policy,Worse than life today,I was born in Colorado,Not so good,Somewhat approve,Cares about people like me,Yes,No,Whites are favored over minorities,Yes,No,In September,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,,Other,No,I was born in Colorado,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,10+ years or more,Not so good or poor,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,,1.0,81001.0
106181.0,Colorado,,,Complete,Telephone survey,0.597107708454132,Hillary Clinton,Michael Bennet,Yes,Female,White,65 or over,Independent,Liberal,"$30,000-$49,999",Postgraduate study,,Hillary Clinton,I like my candidate but with reservations,Favorable,Unfavorable,"Satisfied, but not enthusiastic",Hillary Clinton,Hillary Clinton,Yes,No,Help the country,Offered a chance to apply for legal status,Oppose,Foreign policy,About the same,I was born in Colorado,Good,Strongly approve,Has good judgment,Yes,No,Whites are favored over minorities,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,No,I was born in Colorado,Only Hillary Clinton,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,10+ years or more,Excellent or good,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,4.0,80104.0
