ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNH16,SENNH16,GOVNH16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVAYOTTE,FAVHASSAN,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,SPLITTICKET,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
176796.0,New Hampshire,22.0,Call 1,Complete,Election day exit poll,0.948900759220123,Donald Trump,Kelly Ayotte,Colin Van Ostern,Female,Hispanic/Latino,50-59,Independent,Conservative,"$200.000-$249,999",College graduate,Yes,,,,,,Unfavorable,Favorable,,,,"No, not contacted by either",,,,,,,,The economy,,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Other,Other,Non-white,Hispanic/Latino,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 1,North,3813.0
176815.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.32339870929718,Donald Trump,Kelly Ayotte,Chris Sununu,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,Unfavorable,Favorable,,,,"Yes, for both candidates",,,,,,,,Immigration,,,Somewhat disapprove,Can bring needed change,No,Yes,,,,Before that,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 1,Cap Region/Connecticut Valley,3278.0
176880.0,New Hampshire,22.0,Call 1,Complete,Election day exit poll,0.754438042640686,Hillary Clinton,Kelly Ayotte,Chris Sununu,Male,White,50-59,Republican,Moderate,,Postgraduate study,No,No,,,,Omit,,,,,,,"Dissatisfied, but not angry",,,No,No,,,The economy,,Good,,Has the right experience,,,No group is favored,Yes,No,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - did not vote Trump,,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 2,North,3813.0
176893.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,0.818524539470673,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Female,White,60-64,Independent,Moderate,,Postgraduate study,No,,,,,,Favorable,Unfavorable,,,,"Yes, for both candidates",,,,,,,,Foreign policy,,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,Only Hillary Clinton,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 1,Cap Region/Connecticut Valley,3278.0
176950.0,New Hampshire,22.0,Call 1,Complete,Election day exit poll,0.765474379062653,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,,,,,Favorable,Unfavorable,,,,"No, not contacted by either",,,,,,,,Foreign policy,,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 1,North,3813.0
176975.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.18521618843079,Donald Trump,Kelly Ayotte,Chris Sununu,Female,White,30-39,Republican,Conservative,,College graduate,No,,Yes,Donald Trump,A lot,,,,Favorable,Unfavorable,Worse today,,,Donald Trump,Donald Trump,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,,,,,,,,Takes away U.S. jobs,Some,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,A lot or some,,,,,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 3,Cap Region/Connecticut Valley,3278.0
176999.0,New Hampshire,87.0,Call 1,Not complete,Election day exit poll,0.133377194404602,Other,Other,Other,Male,White,65 or over,,,,,No,,,,,,,,,,Worse today,,,,,,,,,,Better than life today,,,,,,,,,,Takes away U.S. jobs,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,,,,,,,Other Senate vote,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 3,North,3276.0
177030.0,New Hampshire,22.0,Call 1,Complete,Election day exit poll,0.962532043457031,Donald Trump,Kelly Ayotte,Chris Sununu,Male,White,40-44,Republican,Conservative,"$30,000-$49,999",High school or less,No,,,,,,Unfavorable,Favorable,,,,"No, not contacted by either",,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,Yes,,,,In September,,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 1,North,3813.0
177034.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,1.18521618843079,Donald Trump,Kelly Ayotte,Chris Sununu,Female,White,50-59,Republican,Conservative,,Postgraduate study,No,Yes,,,,I dislike the other candidates,,,,,,,"Dissatisfied, but not angry",,,No,No,,,Immigration,,Poor,,Can bring needed change,,,No group is favored,Yes,No,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,Cap Region/Connecticut Valley,3278.0
177084.0,New Hampshire,22.0,Call 1,Complete,Election day exit poll,0.854719817638397,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,No,,,,I strongly favor my candidate,,,,,,,"Satisfied, but not enthusiastic",,,Yes,No,,,Terrorism,,Good,,Has the right experience,,,No group is favored,Yes,No,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 2,North,3813.0
177088.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,0.818524539470673,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Female,White,65 or over,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,Favorable,Unfavorable,,,,Omit,,,,,,,,The economy,,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,Omit,Omit,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 1,Cap Region/Connecticut Valley,3278.0
177127.0,New Hampshire,87.0,Call 1,Complete,Election day exit poll,0.574730575084686,Gary Johnson,Maggie Hassan,Colin Van Ostern,Female,White,45-49,Independent,Liberal,,College graduate,No,No,,,,I strongly favor my candidate,,,,,,,Enthusiastic,,,No,No,,,The economy,,Good,,Has good judgment,,,Whites are favored over minorities,No,No,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - did not vote Clinton,,Neither,,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,North,3276.0
177152.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,0.91395503282547,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,65 or over,Democrat,Moderate,,Postgraduate study,No,No,,,,I strongly favor my candidate,,,,,,,"Dissatisfied, but not angry",,,Yes,No,,,The economy,,Good,,Has the right experience,,,No group is favored,Yes,No,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,Cap Region/Connecticut Valley,3278.0
177154.0,New Hampshire,22.0,Call 1,Complete,Election day exit poll,0.854719817638397,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,50-59,Democrat,Moderate,,Postgraduate study,No,No,,,,I dislike the other candidates,,,,,,,"Satisfied, but not enthusiastic",,,No,No,,,Foreign policy,,Good,,Has the right experience,,,No group is favored,Yes,No,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 2,North,3813.0
177222.0,New Hampshire,22.0,Call 1,Complete,Election day exit poll,0.854719817638397,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,Favorable,Unfavorable,,,,"Yes, for Hillary Clinton",,,,,,,,Foreign policy,,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,Yes,,Only Hillary Clinton,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 1,North,3813.0
177225.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,0.829271376132965,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,50-59,Independent,Moderate,,Postgraduate study,No,,No,Hillary Clinton,Not much,,,,Unfavorable,Favorable,Better today,,,Hillary Clinton,Hillary Clinton,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,,,,,,,,Has no effect on U.S. jobs,A lot,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,Not much or not at all,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,,,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 3,Cap Region/Connecticut Valley,3278.0
177248.0,New Hampshire,87.0,Call 1,Complete,Election day exit poll,0.569044888019562,Gary Johnson,Kelly Ayotte,,Male,White,18-24,Democrat,Conservative,"Under $30,000",Postgraduate study,No,,,,,,Unfavorable,Omit,,,,"No, not contacted by either",,,,,,,,The economy,,,Somewhat approve,Can bring needed change,No,No,,,,Before that,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,Omit,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Republican Senate - did not vote Trump,Neither,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 1,North,3276.0
177266.0,New Hampshire,22.0,Call 1,Not complete,Election day exit poll,0.854719817638397,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,50-59,,,,,No,,,,,,,,,,Better today,,,,,,,,,,About the same,,,,,,,,,,Creates more U.S. jobs,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,,,,,,,Democratic Senate - voted Clinton,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,East,Version 3,North,3813.0
177286.0,New Hampshire,113.0,Call 1,Complete,Election day exit poll,0.742683112621307,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Female,White,45-49,Democrat,Liberal,,Postgraduate study,No,No,,,,I strongly favor my candidate,,,,,,,Enthusiastic,,,Yes,No,,,Immigration,,Good,,Cares about people like me,,,No group is favored,Yes,No,,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,Cap Region/Connecticut Valley,3278.0
