ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMO16,SENMO16,GOVMO16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,BRNAGAIN,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
181750.0,Missouri,94.0,Call 1,Complete,Election day exit poll,0.53067809343338,Hillary Clinton,Jason Kander,Chris Koster,Female,White,50-59,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,No,,,Favorable,Unfavorable,,,,,Foreign policy,About the same,,Somewhat approve,Cares about people like me,Yes,No,,,,Before that,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 1,3.0,64154.0
181749.0,Missouri,38.0,Call 1,Complete,Election day exit poll,0.900665521621704,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,,Conservative,,College graduate,No,Yes,Donald Trump,,I like my candidate but with reservations,Treats all people fairly,,,Angry,No,No,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,No,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,,,,,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,,,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 2,5.0,65803.0
181748.0,Missouri,38.0,Call 1,Complete,Election day exit poll,0.900665521621704,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,,Conservative,,College graduate,No,Yes,Donald Trump,,I like my candidate but with reservations,Treats all people fairly,,,Angry,No,No,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,No,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,,,,,,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,,,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 2,5.0,65803.0
218251.0,Missouri,115.0,Call 3,Complete,Election day exit poll,0.787771582603455,Donald Trump,Roy Blunt,Eric Greitens,Female,,30-39,Independent,Moderate,,Postgraduate study,No,,,,Omit,,,,"Dissatisfied, but not angry",No,No,,Terrorism,,Not so good,,Omit,,,,No,No,,,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,,,,College graduate,More than High school graduate,,,,,,,Independent/Something else,,,Independent women,,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Neither,,,,National questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,1.0,63040.0
218588.0,Missouri,38.0,Call 3,Complete,Election day exit poll,0.900665521621704,Donald Trump,Roy Blunt,Eric Greitens,Male,White,45-49,Independent,Conservative,,College graduate,No,Yes,Donald Trump,,I like my candidate but with reservations,Treats all people fairly,,,Angry,No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,Minorities are favored over whites,Yes,Yes,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,Both,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 2,5.0,65803.0
218182.0,Missouri,4.0,Call 3,Complete,Election day exit poll,1.07618236541748,Donald Trump,Roy Blunt,Eric Greitens,Female,White,45-49,Republican,Conservative,,College graduate,No,No,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,"Dissatisfied, but not angry",Omit,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,No group is favored,No,No,,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 2,5.0,64779.0
216793.0,Missouri,154.0,Call 3,Complete,Election day exit poll,0.943735122680664,Donald Trump,Roy Blunt,Eric Greitens,Male,White,30-39,Republican,Conservative,,High school or less,No,,Donald Trump,,,Treats all people fairly,,,,,,Offered a chance to apply for legal status,,Worse than life today,,,,No,Yes,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,,,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 3,5.0,65675.0
181737.0,Missouri,131.0,Call 1,Complete,Election day exit poll,0.795545279979706,Hillary Clinton,Jason Kander,Chris Koster,Male,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,Yes,Hillary Clinton,,I dislike the other candidates,Treats blacks unfairly,,,"Dissatisfied, but not angry",Omit,Omit,Deported to the country they came from,,,Good,,,,,No group is favored,Yes,No,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Omit,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,63129.0
201981.0,Missouri,38.0,Call 2,Complete,Election day exit poll,1.05576920509338,Donald Trump,Roy Blunt,Eric Greitens,Male,White,65 or over,Independent,Conservative,,Postgraduate study,No,Yes,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,"Dissatisfied, but not angry",No,Yes,Omit,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 2,5.0,65803.0
218175.0,Missouri,68.0,Call 3,Complete,Election day exit poll,1.11615943908691,Hillary Clinton,Jason Kander,Chris Koster,Female,White,50-59,Republican,Liberal,"$50,000-$99,999",Postgraduate study,No,,,Yes,,,Favorable,Unfavorable,,,,,The economy,Worse than life today,,Somewhat disapprove,Has good judgment,Yes,No,,,,In October,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Hillary Clinton,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,2.0,63052.0
181732.0,Missouri,104.0,Call 1,Complete,Election day exit poll,0.836014032363892,Donald Trump,Jason Kander,Eric Greitens,Female,White,25-29,Republican,Moderate,,Postgraduate study,No,Yes,Donald Trump,,I strongly favor my candidate,Treats blacks unfairly,,,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Good,,,,,Minorities are favored over whites,No,Yes,,White women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,,Democratic Senate - did not vote Clinton,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,2.0,63367.0
201976.0,Missouri,143.0,Call 2,Complete,Election day exit poll,1.98173189163208,Donald Trump,Roy Blunt,Chris Koster,Female,White,65 or over,Democrat,Conservative,,Some college/assoc. degree,No,No,Donald Trump,,I like my candidate but with reservations,Treats blacks unfairly,,,"Satisfied, but not enthusiastic",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,No,No,,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 2,1.0,63109.0
193873.0,Missouri,51.0,Call 1,Complete,Election day exit poll,0.623864650726318,Hillary Clinton,Jason Kander,Chris Koster,Male,White,50-59,Democrat,Liberal,"Under $30,000",Postgraduate study,No,,,No,,,Favorable,Unfavorable,,,,,Foreign policy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,3.0,64063.0
181724.0,Missouri,106.0,Call 1,Complete,Election day exit poll,1.15745997428894,Donald Trump,Roy Blunt,Eric Greitens,Male,White,45-49,Independent,Conservative,,Some college/assoc. degree,No,Yes,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,Angry,No,Yes,Deported to the country they came from,,,Not so good,,,,,No group is favored,No,Yes,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,2.0,63385.0
218164.0,Missouri,143.0,Call 3,Complete,Election day exit poll,0.869872868061066,Hillary Clinton,Jason Kander,Chris Koster,Female,White,30-39,Democrat,Moderate,"$50,000-$99,999",College graduate,No,,,,,,Favorable,Unfavorable,,,,,The economy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,1.0,63109.0
210064.0,Missouri,126.0,Call 2,Complete,Election day exit poll,1.39015007019043,Hillary Clinton,Jason Kander,Chris Koster,Female,White,25-29,Democrat,Liberal,,College graduate,No,Yes,Omit,,I dislike the other candidates,Treats blacks unfairly,,,Angry,No,No,Offered a chance to apply for legal status,,,Omit,,,,,Whites are favored over minorities,Omit,No,,White women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Omit,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Omit,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,63146.0
201965.0,Missouri,117.0,Call 2,Complete,Election day exit poll,0.993788003921509,Hillary Clinton,Jason Kander,Chris Koster,Male,Black,45-49,Independent,Conservative,"$100,000-$199,999",College graduate,No,,,,I dislike the other candidates,,,,"Satisfied, but not enthusiastic",Omit,No,,The economy,,Good,,Has the right experience,,,,Yes,No,,Black men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,,"Enthusiastic or satisfied, but not enthusiastic",Omit,Excellent or good,,Moderate/Liberal Republicans,Conservative Independents,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,63144.0
218159.0,Missouri,82.0,Call 3,Complete,Election day exit poll,1.07362937927246,Hillary Clinton,Jason Kander,Chris Koster,Male,White,25-29,Something else,Liberal,"$30,000-$49,999",College graduate,No,,,No,,,Favorable,Unfavorable,,,,,The economy,Worse than life today,,Strongly approve,Cares about people like me,Yes,No,,,,In October,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,Before that,All others,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 1,4.0,63456.0
197912.0,Missouri,4.0,Call 2,Complete,Election day exit poll,1.32008326053619,Donald Trump,Roy Blunt,Eric Greitens,Male,White,65 or over,Republican,Conservative,"Under $30,000",College graduate,No,,,Yes,,,Unfavorable,Unfavorable,,,,,Omit,Worse than life today,,Strongly disapprove,Can bring needed change,No,No,,,,In September,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,5.0,64779.0
201960.0,Missouri,157.0,Call 2,Complete,Election day exit poll,0.759640693664551,Donald Trump,Jason Kander,Chris Koster,Female,White,40-44,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,,,Yes,,,Unfavorable,Favorable,,,,,Omit,About the same,,Somewhat disapprove,Can bring needed change,No,Yes,,,,In September,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Democratic Senate - did not vote Clinton,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 1,5.0,63660.0
218155.0,Missouri,108.0,Call 3,Complete,Election day exit poll,0.657015204429626,Hillary Clinton,Jason Kander,Chris Koster,Female,White,18-24,Democrat,Liberal,,College graduate,No,No,Hillary Clinton,,I strongly favor my candidate,Treats blacks unfairly,,,"Satisfied, but not enthusiastic",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,63122.0
181713.0,Missouri,115.0,Call 1,Complete,Election day exit poll,1.05732786655426,Donald Trump,Roy Blunt,Eric Greitens,Female,White,60-64,Republican,Moderate,"$100,000-$199,999",College graduate,No,,,,I dislike the other candidates,,,,"Satisfied, but not enthusiastic",No,Yes,,The economy,,Not so good,,Can bring needed change,,,,No,Yes,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,National questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,1.0,63040.0
218153.0,Missouri,66.0,Call 3,Complete,Election day exit poll,1.5092191696167,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,Independent,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,Yes,,,Unfavorable,Unfavorable,,,,,Immigration,Worse than life today,,Strongly disapprove,Can bring needed change,No,No,,,,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,Republican Senate - Voted Trump,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,5.0,64836.0
181710.0,Missouri,70.0,Call 1,Complete,Election day exit poll,1.24150156974792,Donald Trump,Roy Blunt,Eric Greitens,Male,White,45-49,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,No,,,Unfavorable,Favorable,,,,,Foreign policy,Better than life today,,Somewhat disapprove,Cares about people like me,No,Yes,,,,In September,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,Yes,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,2.0,63010.0
181709.0,Missouri,79.0,Call 1,Complete,Election day exit poll,1.38456130027771,Hillary Clinton,Jason Kander,Chris Koster,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,No,,,Favorable,Unfavorable,,,,,Terrorism,Better than life today,,Somewhat approve,Cares about people like me,Yes,No,,,,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 1,4.0,63448.0
218149.0,Missouri,158.0,Call 3,Complete,Election day exit poll,0.827638566493988,Donald Trump,Roy Blunt,Eric Greitens,Male,White,40-44,Independent,Moderate,,High school or less,No,Yes,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 2,5.0,65742.0
201951.0,Missouri,21.0,Call 2,Complete,Election day exit poll,0.322543293237686,Other,Roy Blunt,Eric Greitens,Male,White,30-39,Something else,Conservative,,Postgraduate study,No,Yes,Would not have voted,,I strongly favor my candidate,Treats blacks unfairly,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,Yes,Yes,,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - did not vote Trump,Both,,,,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 2,3.0,64068.0
202594.0,Missouri,157.0,Call 2,Complete,Election day exit poll,0.94546502828598,Donald Trump,Roy Blunt,Eric Greitens,Male,White,60-64,Democrat,Moderate,"Under $30,000",High school or less,No,,,Yes,,,Unfavorable,Favorable,,,,,Omit,Omit,,Strongly disapprove,Can bring needed change,No,Yes,,,,In the last few days,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Republican Senate - Voted Trump,,In the last month,In the last week,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 1,5.0,63660.0
181701.0,Missouri,108.0,Call 1,Complete,Election day exit poll,0.678437232971191,Hillary Clinton,Jason Kander,Chris Koster,Female,White,60-64,Independent,Moderate,,Postgraduate study,No,Yes,Hillary Clinton,,I dislike the other candidates,Treats blacks unfairly,,,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Good,,,,,Minorities are favored over whites,Yes,No,,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,63122.0
181700.0,Missouri,49.0,Call 1,Complete,Election day exit poll,1.64732885360718,Donald Trump,Other,Other,Male,Other,65 or over,Independent,Conservative,"$250,000 or more",College graduate,,Yes,,,,,Unfavorable,Favorable,,,,,Immigration,,,Strongly disapprove,Can bring needed change,,,,,,Before that,All other races,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Other,Other,Non-white,Other,Other,No,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,,Other Senate vote,,Before that,Before that,,National questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,3.0,64081.0
