ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMN16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,HEALTHCARE16,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,MARRIED,QLT16,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
182155.0,Minnesota,71.0,Call 1,Complete,Election day exit poll,1.14974737167358,Hillary Clinton,Female,Black,25-29,Democrat,Liberal,"$100,000-$199,999",College graduate,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Was about right,Yes,No,The economy,Worse than life today,Yes,Has good judgment,Yes,No,Before that,Black women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,1.0,55109.0
183152.0,Minnesota,3.0,Call 1,Complete,Election day exit poll,0.656600177288055,Hillary Clinton,Female,White,30-39,Democrat,Liberal,"$50,000-$99,999",Postgraduate study,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,Yes,No,The economy,Better than life today,Yes,Can bring needed change,Yes,No,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,2.0,55421.0
182102.0,Minnesota,32.0,Call 1,Complete,Election day exit poll,1.23863804340363,Hillary Clinton,Male,Hispanic/Latino,30-39,Democrat,Liberal,,Some college/assoc. degree,Yes,,Treats blacks unfairly,,,Was about right,,,,About the same,,,,,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,Liberal Democrats,Liberal Democrats,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 3,1.0,55444.0
182098.0,Minnesota,52.0,Call 1,Complete,Election day exit poll,1.21928441524506,Hillary Clinton,Male,White,45-49,Independent,Moderate,"$250,000 or more",Postgraduate study,No,I like my candidate but with reservations,Treats blacks unfairly,Unfavorable,Unfavorable,Was about right,Yes,No,The economy,About the same,Yes,Has the right experience,Yes,No,Before that,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,Only Hillary Clinton,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55305.0
190192.0,Minnesota,96.0,Call 1,Complete,Election day exit poll,0.864799499511719,Hillary Clinton,Female,White,65 or over,Independent,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,Yes,No,The economy,Worse than life today,Yes,Can bring needed change,Yes,No,In October,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,In the last month,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 1,3.0,56304.0
186119.0,Minnesota,46.0,Call 1,Complete,Election day exit poll,1.1478875875473,Hillary Clinton,Male,White,40-44,Democrat,Liberal,"$100,000-$199,999",College graduate,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Was about right,Yes,No,Terrorism,About the same,Yes,Has the right experience,Yes,No,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,1.0,55419.0
220466.0,Minnesota,28.0,Call 3,Complete,Election day exit poll,0.767448008060455,Hillary Clinton,Female,White,18-24,Democrat,Moderate,"$30,000-$49,999",College graduate,No,I strongly favor my candidate,Treats all people fairly,Favorable,Unfavorable,Was about right,Yes,No,Terrorism,Better than life today,Yes,Has good judgment,Yes,No,Before that,White women,Married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,2.0,55075.0
204304.0,Minnesota,27.0,Call 2,Complete,Election day exit poll,1.02593779563904,Hillary Clinton,Female,White,50-59,Democrat,Liberal,"$250,000 or more",Postgraduate study,No,I strongly favor my candidate,,,,,Yes,No,Foreign policy,,,Has the right experience,Yes,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,2.0,55120.0
222536.0,Minnesota,62.0,Call 3,Complete,Election day exit poll,0.829405784606934,Hillary Clinton,Male,White,40-44,Democrat,Conservative,,Some college/assoc. degree,No,,,,,,,,,,Yes,,,,,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,National questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 5,4.0,56185.0
186090.0,Minnesota,25.0,Call 1,Complete,Election day exit poll,0.689032852649689,Hillary Clinton,Female,White,60-64,Democrat,Moderate,,Some college/assoc. degree,No,,Treats all people fairly,,,Went too far,,,,About the same,,,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,National questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 3,2.0,55057.0
182034.0,Minnesota,32.0,Call 1,Complete,Election day exit poll,1.26832473278046,Hillary Clinton,Female,White,60-64,Democrat,Liberal,"$100,000-$199,999",College graduate,No,I like my candidate but with reservations,,,,,Yes,No,The economy,,,Has good judgment,Yes,No,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,1.0,55444.0
220456.0,Minnesota,89.0,Call 3,Complete,Election day exit poll,1.17250728607178,Hillary Clinton,Male,White,40-44,Independent,Moderate,,College graduate,No,I dislike the other candidates,Omit,Unfavorable,Unfavorable,Was about right,No,No,The economy,Worse than life today,Yes,Cares about people like me,Yes,No,In the last few days,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,Neither,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 1,5.0,55720.0
182022.0,Minnesota,52.0,Call 1,Complete,Election day exit poll,1.14398097991943,Hillary Clinton,Female,White,45-49,Democrat,Liberal,"$50,000-$99,999",College graduate,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Was about right,Yes,No,Foreign policy,About the same,No,Has the right experience,Yes,No,Before that,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55305.0
222509.0,Minnesota,7.0,Call 3,Complete,Election day exit poll,0.833120763301849,Hillary Clinton,Male,White,50-59,Democrat,Moderate,"$50,000-$99,999",College graduate,No,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,Went too far,No,No,The economy,Worse than life today,No,Has the right experience,Yes,No,Before that,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 1,2.0,55126.0
182992.0,Minnesota,28.0,Call 1,Complete,Election day exit poll,0.631346344947815,Hillary Clinton,Female,White,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,No,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,No,No,Terrorism,Worse than life today,Yes,Has the right experience,Yes,No,Before that,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,2.0,55075.0
220705.0,Minnesota,115.0,Call 3,Complete,Election day exit poll,1.44423079490662,Hillary Clinton,Female,White,50-59,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,,,,Favorable,Unfavorable,,,,The economy,,Yes,Cares about people like me,,,Before that,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Only Hillary Clinton,,Moderate/Liberal Republicans,Moderate Independents,,Before that,Before that,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 1,4.0,56241.0
186034.0,Minnesota,46.0,Call 1,Complete,Election day exit poll,1.1478875875473,Hillary Clinton,Male,White,30-39,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,No,No,The economy,Better than life today,Yes,Has the right experience,No,No,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,1.0,55419.0
186027.0,Minnesota,25.0,Call 1,Complete,Election day exit poll,0.689032852649689,Hillary Clinton,Female,White,65 or over,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,I strongly favor my candidate,,,,,Yes,No,Foreign policy,,,Has the right experience,Yes,No,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,National questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 2,2.0,55057.0
204453.0,Minnesota,71.0,Call 2,Complete,Election day exit poll,1.35181319713593,Hillary Clinton,Male,White,65 or over,Independent,Conservative,"Under $30,000",High school or less,No,I like my candidate but with reservations,Treats all people fairly,Favorable,Unfavorable,Did not go far enough,Yes,No,The economy,Better than life today,Yes,Has the right experience,Yes,No,In October,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,Yes,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Conservative Independents,Only Hillary Clinton,In the last month,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,1.0,55109.0
218987.0,Minnesota,43.0,Call 3,Complete,Election day exit poll,1.61195051670074,Hillary Clinton,Male,Black,65 or over,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,I strongly favor my candidate,,,,,Yes,Omit,Omit,,,Omit,Yes,Omit,,Black men,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 2,1.0,55418.0
185993.0,Minnesota,70.0,Call 1,Complete,Election day exit poll,1.09275794029236,Hillary Clinton,Female,Hispanic/Latino,30-39,Independent,Moderate,,College graduate,Yes,,,,,,,,,,No,,,,,Latino women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,White,Other,Non-white,Hispanic/Latino,Other,,,,Moderate/Liberal Republicans,Moderate Independents,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 5,1.0,55126.0
181941.0,Minnesota,52.0,Call 1,Complete,Election day exit poll,1.24850714206696,Hillary Clinton,Female,White,65 or over,Democrat,Moderate,"$250,000 or more",College graduate,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,No,No,Foreign policy,Better than life today,Yes,Has good judgment,Yes,No,In September,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55305.0
