ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAZ16,SENAZ16,PROP205AZ16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ,ZIPCODE
111358.0,Arizona,,,Complete,Telephone survey,1.36496949195862,Hillary Clinton,Ann Kirkpatrick,Yes,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,Hillary Clinton,Some,I dislike the other candidates,Omit,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,No,No,Offered a chance to apply for legal status,Oppose,Foreign policy,Worse than life today,Good,Strongly approve,Has good judgment,Yes,No,Whites are favored over minorities,Yes,No,Before that,A lot,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,A lot or some,Omit,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85007.0
111359.0,Arizona,,,Complete,Telephone survey,0.452810496091843,Hillary Clinton,Ann Kirkpatrick,Yes,Female,Hispanic/Latino,65 or over,Democrat,Conservative,"$50,000-$99,999",Postgraduate study,Yes,Hillary Clinton,Not much,I strongly favor my candidate,Favorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,Yes,No,Offered a chance to apply for legal status,Oppose,The economy,Better than life today,Good,Strongly approve,Has good judgment,Yes,No,Whites are favored over minorities,Yes,No,Before that,A lot,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Other,Other,Non-white,Hispanic/Latino,Other,No,Not much or not at all,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85007.0
111360.0,Arizona,,,Complete,Telephone survey,1.42789220809937,Hillary Clinton,Ann Kirkpatrick,Yes,Female,White,65 or over,Democrat,Conservative,"Under $30,000",Some college/assoc. degree,No,Hillary Clinton,Not at all,I strongly favor my candidate,Favorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,Yes,No,Offered a chance to apply for legal status,Oppose,Terrorism,About the same,Not so good,Strongly approve,Has the right experience,Yes,No,No group is favored,Yes,No,Before that,A lot,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Not much or not at all,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85007.0
111361.0,Arizona,,,Complete,Telephone survey,0.173170700669289,Hillary Clinton,Ann Kirkpatrick,Yes,Male,White,,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,Hillary Clinton,Not much,I like my candidate but with reservations,Favorable,Unfavorable,"Satisfied, but not enthusiastic",Hillary Clinton,Hillary Clinton,Yes,No,Offered a chance to apply for legal status,Oppose,Terrorism,Better than life today,Good,Strongly approve,Has the right experience,Yes,No,Whites are favored over minorities,Yes,No,Before that,A lot,White men,,,,,,,,,,,,,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Not much or not at all,Only Hillary Clinton,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85007.0
111362.0,Arizona,,,Complete,Telephone survey,0.542870819568634,Hillary Clinton,Ann Kirkpatrick,Yes,Female,White,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,Hillary Clinton,Not much,I like my candidate but with reservations,Favorable,Unfavorable,"Satisfied, but not enthusiastic",Hillary Clinton,Hillary Clinton,Yes,No,Offered a chance to apply for legal status,Oppose,Terrorism,About the same,Not so good,Strongly approve,Has the right experience,Yes,No,Whites are favored over minorities,Yes,No,Before that,A lot,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Not much or not at all,Only Hillary Clinton,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Not so good or poor,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85007.0
111363.0,Arizona,,,Complete,Telephone survey,1.36496949195862,Hillary Clinton,Ann Kirkpatrick,Yes,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,Hillary Clinton,Some,I strongly favor my candidate,Favorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,Omit,No,Offered a chance to apply for legal status,Oppose,Foreign policy,Better than life today,Good,Somewhat approve,Has the right experience,Yes,No,No group is favored,Yes,No,Before that,A lot,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,A lot or some,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Omit,Excellent or good,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85007.0
111364.0,Arizona,,,Complete,Telephone survey,1.38088047504425,Hillary Clinton,Ann Kirkpatrick,Yes,Male,Hispanic/Latino,30-39,Democrat,Conservative,"$30,000-$49,999",Some college/assoc. degree,Yes,Would not have voted,Not at all,I strongly favor my candidate,Favorable,Unfavorable,"Satisfied, but not enthusiastic",Hillary Clinton,Donald Trump,Yes,No,Offered a chance to apply for legal status,Oppose,The economy,About the same,Good,Strongly approve,Cares about people like me,Yes,No,Minorities are favored over whites,Yes,Yes,In the last week,A lot,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Not much or not at all,Only Hillary Clinton,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,Both,In the last month,In the last week,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",9.0,West,Version 1,1.0,English,85008.0
111365.0,Arizona,,,Complete,Telephone survey,3.17715120315552,Hillary Clinton,John McCain,No,Female,White,40-44,Independent,Liberal,"Under $30,000",College graduate,No,Hillary Clinton,Not at all,I dislike the other candidates,Unfavorable,Unfavorable,Angry,Hillary Clinton,Hillary Clinton,No,No,Deported to the country they came from,Support,The economy,Worse than life today,Poor,Strongly disapprove,Has good judgment,Yes,No,Minorities are favored over whites,Yes,No,Before that,A lot,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Not much or not at all,Neither,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Republican Senate - did not vote Trump,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85008.0
111366.0,Arizona,,,Complete,Telephone survey,0.836917579174042,Donald Trump,John McCain,Yes,Male,White,65 or over,Democrat,Conservative,"Under $30,000",High school or less,No,Donald Trump,Not much,I strongly favor my candidate,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Yes,Offered a chance to apply for legal status,Support,Terrorism,Worse than life today,Poor,Strongly disapprove,Has the right experience,No,Yes,No group is favored,No,Yes,Before that,Not at all,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,Yes,Not much or not at all,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",9.0,West,Version 1,1.0,English,85008.0
111367.0,Arizona,,,Complete,Telephone survey,2.22908473014832,Donald Trump,John McCain,No,Female,White,45-49,Democrat,Liberal,"Under $30,000",College graduate,No,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,Yes,Deported to the country they came from,Support,Foreign policy,Better than life today,Poor,Strongly disapprove,Has good judgment,No,Yes,No group is favored,No,Yes,Before that,Not at all,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Liberal Democrats,Liberal Democrats,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85008.0
111368.0,Arizona,,,Complete,Telephone survey,1.30823767185211,Hillary Clinton,Ann Kirkpatrick,Yes,Male,Black,30-39,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,Would not have voted,Some,Omit,Favorable,Unfavorable,"Dissatisfied, but not angry",Omit,Omit,No,Yes,Offered a chance to apply for legal status,Omit,Omit,Omit,Not so good,Somewhat approve,Has good judgment,Yes,Omit,Whites are favored over minorities,Yes,Omit,Omit,A lot,Black men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,A lot or some,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,Only Hillary Clinton,Omit,Omit,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,West,Version 1,1.0,English,85009.0
