ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMI16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,CLINTONEMAIL,DESCRIBP12,ECONFAIR,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FINSIT,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNFAIRCLIN,UNFAIRTRUMP,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHITEREL,WHTEVANG,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,UNFAIR16,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
181161.0, Michigan,80.0,Call 1,Complete,Election day exit poll,0.388715386390686,Hillary Clinton,Female,Black,60-64,Independent,Moderate,,Postgraduate study,No,,,Hillary Clinton,,,,,Treats blacks unfairly,,,Better today,,,Hillary Clinton,Hillary Clinton,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,Better today,About the same,,,Omit,,,,Whites are favored over minorities,,,,,Creates more U.S. jobs,,,,Yes,Black women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Black 60+,Black 60+,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent Women,All others,Black,Black,Non-white,Black,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,North Central/U.P.
219047.0, Michigan,12.0,Call 3,Complete,Election day exit poll,0.389305740594864,Hillary Clinton,Female,,50-59,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,No,,,Once a week or more,,,,,Favorable,Unfavorable,,,,,,,,,,,The economy,,,,Somewhat disapprove,,Omit,Yes,No,,Other christian,,,Before that,,,Yes,Yes,,,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,,,,No college degree,More than High school graduate,,,Less than 100k,Less than 50k,Less than 50 thousand,,Democrat,,,Democratic women,Democratic Women,,,,,,Other,,At least monthly,All others,,Only Hillary Clinton,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,No,,,All others,,Before that,Before that,,Both,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,North Central/U.P.
203600.0, Michigan,12.0,Call 2,Complete,Election day exit poll,0.389305740594864,Hillary Clinton,Female,,50-59,Democrat,Liberal,"$30,000-$49,999",College graduate,No,No,,,Once a week or more,,,,,Favorable,Unfavorable,,,,,,,,,,,Immigration,,,,Strongly approve,,Has the right experience,Yes,No,,Catholic,,,Before that,,,No,Yes,,,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,,,,College graduate,More than High school graduate,,,Less than 100k,Less than 50k,Less than 50 thousand,,Democrat,,,Democratic women,Democratic Women,,,,,,Other,,At least monthly,Catholic/Attend weekly,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,No,,,All others,,Before that,Before that,,Only Donald Trump,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,North Central/U.P.
217073.0, Michigan,10.0,Call 3,Complete,Election day exit poll,0.392654180526733,Jill Stein,Female,White,40-44,Independent,Moderate,"Under $30,000",High school or less,No,Yes,,,Once a week or more,,,,,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Has good judgment,Yes,No,,Other christian,,,In the last few days,,,Yes,Yes,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,Yes,At least monthly,All others,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Yes,White Protestant evangelical,White Protestants,White Born-again/Evangelical Christians,,In the last month,In the last week,,Both,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,Southwest
217008.0, Michigan,10.0,Call 3,Complete,Election day exit poll,0.392654180526733,Jill Stein,Female,White,18-24,Something else,,"$50,000-$99,999",Some college/assoc. degree,No,No,,,Never,,,,,Favorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Can bring needed change,Yes,No,,Catholic,,,In October,,,No,Yes,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,No,A few times a year or less,Catholic/Do not attend weekly,,Only Hillary Clinton,,,,Approve,,,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,No,All others,White Catholics,All others,,In the last month,Before that,,Only Donald Trump,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,Southwest
180369.0, Michigan,10.0,Call 1,Complete,Election day exit poll,0.392654180526733,Jill Stein,Male,White,30-39,Something else,Liberal,"$30,000-$49,999",Postgraduate study,No,No,,,Never,,,,,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Has good judgment,No,No,,None,,,In October,,,No,No,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,No,A few times a year or less,All others,,Neither,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Neither,None,None,None,Not a mormon,No,All others,White none,All others,,In the last month,Before that,,Neither,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 1,Southwest
101059.0, Michigan,,,Complete,Telephone survey,0.394209414720535,Gary Johnson,Male,Hispanic/Latino,65 or over,Independent,Conservative,,High school or less,Yes,,Yes,,,Some,I like my candidate but with reservations,Is fair to most Americans,,,,,"Satisfied, but not enthusiastic",Government should do more to solve problems,,,,No,Yes,,,Immigration,,,Good,,,Omit,,,,,No,Yes,,,Not much,,,,Latino men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent Men,All others,White,Other,Non-white,Hispanic/Latino,Other,,,,A lot or some,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Excellent or good,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Only Donald Trump,,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Southwest
101035.0, Michigan,,,Complete,Telephone survey,0.402621150016785,Jill Stein,Female,White,65 or over,Democrat,Liberal,,College graduate,No,No,,,A few times a month,,,,,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Somewhat disapprove,,Has good judgment,Yes,No,,Protestant,,,In October,,,No,Yes,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,No,At least monthly,Protestant/Do not attend weekly,,Neither,,,,Disapprove,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,White Protestants,All others,,In the last month,Before that,,Only Donald Trump,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 1,Southeast
202620.0, Michigan,94.0,Call 2,Complete,Election day exit poll,0.403561264276505,Other,Male,White,30-39,Republican,Conservative,,College graduate,No,,,Donald Trump,,,,,Treats all people fairly,,,Better today,,,Donald Trump,Hillary Clinton,Went too far,,,Help the country,Offered a chance to apply for legal status,,Better today,About the same,,,Change to more conservative policies,,,,No group is favored,,,,,Creates more U.S. jobs,,,,No,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,11.0,Midwest,Version 3,Oakland/Macomb
202619.0, Michigan,94.0,Call 2,Complete,Election day exit poll,0.403561264276505,Other,Male,White,30-39,Republican,Conservative,,College graduate,No,,,Donald Trump,,,,,Treats all people fairly,,,Better today,,,Donald Trump,Hillary Clinton,Went too far,,,Help the country,Offered a chance to apply for legal status,,Better today,About the same,,,Change to more conservative policies,,,,No group is favored,,,,,Creates more U.S. jobs,,,,No,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,11.0,Midwest,Version 3,Oakland/Macomb
199847.0, Michigan,80.0,Call 2,Complete,Election day exit poll,0.404134899377823,Donald Trump,Female,White,50-59,Republican,Moderate,,College graduate,No,,,Donald Trump,,,,,Treats blacks unfairly,,,About the same,,,Donald Trump,Donald Trump,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,Worse today,Better than life today,,,Change to more conservative policies,,,,No group is favored,,,,,Takes away U.S. jobs,,,,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,North Central/U.P.
199845.0, Michigan,80.0,Call 2,Complete,Election day exit poll,0.404134899377823,Donald Trump,Female,White,50-59,Republican,Moderate,,College graduate,No,,,Donald Trump,,,,,Treats blacks unfairly,,,About the same,,,Donald Trump,Donald Trump,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,Worse today,Better than life today,,,Change to more conservative policies,,,,No group is favored,,,,,Takes away U.S. jobs,,,,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,North Central/U.P.
215800.0, Michigan,80.0,Call 3,Complete,Election day exit poll,0.404134899377823,Donald Trump,Female,White,40-44,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,No,,,Never,,,,,Unfavorable,Favorable,,,,,,,,,,,Immigration,,,,Strongly disapprove,,Can bring needed change,No,Yes,,Other,,,Before that,,,Yes,Yes,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,No,A few times a year or less,All others,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Other religion,Something else,Something else,Not a mormon,No,All others,White something else,All others,,Before that,Before that,,Both,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,North Central/U.P.
201996.0, Michigan,14.0,Call 2,Complete,Election day exit poll,0.409245222806931,Other,Male,White,50-59,Something else,Conservative,,Some college/assoc. degree,No,,Yes,,,Not much,I dislike the other candidates,Favors the wealthy,,,,,Angry,Government is doing too many things better left to businesses and individuals,,,,No,No,,,Omit,,,Good,,,Has good judgment,,,,,Yes,No,,,Some,,,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Only Hillary Clinton,,,A lot or some,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Southeast
200364.0, Michigan,14.0,Call 2,Complete,Election day exit poll,0.409245222806931,Other,Female,White,18-24,Independent,Conservative,,Postgraduate study,No,,No,,,A lot,I strongly favor my candidate,Favors the wealthy,,,,,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,,,,No,No,,,Foreign policy,,,Not so good,,,Has good judgment,,,,,Omit,No,,,A lot,,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,White suburban women,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Omit,,,A lot or some,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Southeast
216310.0, Michigan,14.0,Call 3,Not complete,Election day exit poll,0.409245222806931,Other,Male,White,25-29,,,,,No,,,,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,In the last few days,,,Omit,Omit,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,,White,White,White,White,White suburban men,,A few times a year or less,All others,,,,,,,,,,None,None,None,Not a mormon,,,White none,,,In the last month,In the last week,,Omit,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 1,Southeast
181729.0, Michigan,80.0,Call 1,Complete,Election day exit poll,0.409809440374374,Hillary Clinton,Male,White,65 or over,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,,,Once a week or more,,,,,Favorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Can bring needed change,Yes,No,,Catholic,,,Before that,,,No,Yes,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,No,At least monthly,Catholic/Attend weekly,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,No,All others,White Catholics,White Born-again/Evangelical Christians,,Before that,Before that,,Only Donald Trump,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,North Central/U.P.
181561.0, Michigan,80.0,Call 1,Complete,Election day exit poll,0.409809440374374,Hillary Clinton,Male,White,65 or over,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,,,Once a week or more,,,,,Favorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Can bring needed change,Yes,No,,Catholic,,,Before that,,,No,Yes,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,No,At least monthly,Catholic/Attend weekly,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,No,All others,White Catholics,White Born-again/Evangelical Christians,,Before that,Before that,,Only Donald Trump,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,North Central/U.P.
179966.0, Michigan,80.0,Call 1,Complete,Election day exit poll,0.409809440374374,Hillary Clinton,Male,White,60-64,Democrat,Moderate,"$100,000-$199,999",College graduate,No,No,,,Never,,,,,Favorable,Unfavorable,,,,,,,,,,,Foreign policy,,,,Strongly approve,,Has the right experience,Yes,No,,None,,,Before that,,,No,No,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,Democratic Men,White Democrat,White,White,White,White,Other,No,A few times a year or less,All others,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,None,None,None,Not a mormon,No,All others,White none,All others,,Before that,Before that,,Neither,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,North Central/U.P.
101162.0, Michigan,,,Complete,Telephone survey,0.41480079293251,Gary Johnson,Male,,50-59,Something else,Conservative,,Postgraduate study,,,No,,,A lot,I strongly favor my candidate,Favors the wealthy,,,,,Angry,Omit,,,,No,No,,,Foreign policy,,,Poor,,,Has good judgment,,,,,No,No,,,A lot,,,,,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,,,,College graduate,More than High school graduate,,,,,,,Independent/Something else,,,Independent men,Independent Men,,,,,,,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Neither,,,A lot or some,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,Southeast
220311.0, Michigan,50.0,Call 3,Complete,Election day exit poll,0.42110738158226,Other,Female,Hispanic/Latino,40-44,Democrat,Moderate,,Some college/assoc. degree,Yes,No,No,Would not have voted,Once a week or more,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,A lot,,,,Latino women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democratic Women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,At least monthly,All others,A lot or some,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Other religion,Something else,,Not a mormon,No,,Non-white,All others,,,,A lot or some,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 5,Southeast
180633.0, Michigan,80.0,Call 1,Complete,Election day exit poll,0.423318147659302,Hillary Clinton,Female,White,18-24,Democrat,Liberal,,College graduate,No,,No,,,Not much,I like my candidate but with reservations,Favors the wealthy,,,,,"Satisfied, but not enthusiastic",Government should do more to solve problems,,,,No,No,,,Terrorism,,,Good,,,Has good judgment,,,,,Yes,No,,,A lot,,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,,Only Hillary Clinton,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,North Central/U.P.
179838.0, Michigan,80.0,Call 1,Complete,Election day exit poll,0.423318147659302,Hillary Clinton,Female,White,18-24,Democrat,Liberal,,College graduate,No,,No,,,Not much,I dislike the other candidates,Favors the wealthy,,,,,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,,,,No,No,,,Foreign policy,,,Not so good,,,Cares about people like me,,,,,Yes,No,,,A lot,,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Liberal Democrats,Liberal Democrats,,,,,,,,,,Only Hillary Clinton,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,North Central/U.P.
199514.0, Michigan,80.0,Call 2,Complete,Election day exit poll,0.423318147659302,Hillary Clinton,Female,White,25-29,Independent,Moderate,,College graduate,No,,No,,,Some,I dislike the other candidates,Favors the wealthy,,,,,"Dissatisfied, but not angry",Government should do more to solve problems,,,,No,No,,,Foreign policy,,,Not so good,,,Can bring needed change,,,,,Yes,No,,,A lot,,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,Only Hillary Clinton,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,North Central/U.P.
215442.0, Michigan,80.0,Call 3,Complete,Election day exit poll,0.423318147659302,Hillary Clinton,Female,White,18-24,Something else,Moderate,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,Treats blacks unfairly,,,About the same,,,Hillary Clinton,Hillary Clinton,Was about right,,,Omit,Offered a chance to apply for legal status,,About the same,Omit,,,Continue Barack Obama's policies,,,,Whites are favored over minorities,,,,,Creates more U.S. jobs,,,,No,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,North Central/U.P.
214254.0, Michigan,80.0,Call 3,Complete,Election day exit poll,0.423318147659302,Hillary Clinton,Female,White,18-24,Democrat,Moderate,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,Omit,,,About the same,,,Hillary Clinton,Donald Trump,Omit,,,Omit,Offered a chance to apply for legal status,,About the same,Worse than life today,,,Change to more liberal policies,,,,Omit,,,,,Omit,,,,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,North Central/U.P.
214536.0, Michigan,80.0,Call 3,Complete,Election day exit poll,0.423318147659302,Hillary Clinton,Female,White,18-24,Democrat,Liberal,,College graduate,No,,,Hillary Clinton,,,,,Treats blacks unfairly,,,Better today,,,Hillary Clinton,Hillary Clinton,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,Better today,Better than life today,,,Change to more liberal policies,,,,Omit,,,,,Takes away U.S. jobs,,,,No,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,,,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 3,North Central/U.P.
199315.0, Michigan,80.0,Call 2,Complete,Election day exit poll,0.423318147659302,Hillary Clinton,Female,White,18-24,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,No,,,Never,,,,,Favorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Has the right experience,Yes,No,,None,,,Before that,,,No,Yes,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,Other,Yes,A few times a year or less,All others,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,None,None,None,Not a mormon,No,All others,White none,All others,,Before that,Before that,,Only Donald Trump,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 1,North Central/U.P.
