ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNV16,SENNV16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVREID,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNFAIRCLIN,UNFAIRTRUMP,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WHITEREL,WHTEVANG,WPROTBRN,WPROTBRN3,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,UNFAIR16,UNIONHH12,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
134365.0,Nevada,,,Complete,Telephone survey,2.26090788841248,Donald Trump,Joe Heck,Female,White,50-59,Republican,Moderate,"$50,000-$99,999",High school or less,No,,,,,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,Terrorism,,,Somewhat approve,Can bring needed change,No,Yes,,Catholic,,,Before that,,,No,Omit,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,White Catholics,,,,Republican Senate - Voted Trump,,Before that,Before that,,Omit,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,West,Version 1,Clark County
134366.0,Nevada,,,Complete,Telephone survey,1.14199256896973,Hillary Clinton,None of these candidates,Female,Black,50-59,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,,,,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,Immigration,,,Strongly approve,Cares about people like me,Yes,No,,Protestant,,,In October,,,No,Yes,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,Non-white,,,,Other Senate vote,,In the last month,Before that,,Only Donald Trump,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Clark County
134367.0,Nevada,,,Complete,Telephone survey,0.978488266468048,Hillary Clinton,Catherine Cortez Masto,Female,White,65 or over,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,Favorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Strongly approve,Has the right experience,Yes,No,,Catholic,,,In October,,,No,Yes,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,,,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,White Catholics,,,,Democratic Senate - voted Clinton,,In the last month,Before that,,Only Donald Trump,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,West,Version 1,Clark County
134368.0,Nevada,,,Complete,Telephone survey,0.625799179077148,Hillary Clinton,Catherine Cortez Masto,Female,Black,60-64,Democrat,Conservative,"$30,000-$49,999",College graduate,No,,,,,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,Terrorism,,,Strongly approve,Has the right experience,Yes,No,,Other christian,,,Before that,,,No,Yes,Black women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Black 60+,Black 60+,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,Non-white,,,,Democratic Senate - voted Clinton,,Before that,Before that,,Only Donald Trump,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",4.0,West,Version 1,Clark County
134369.0,Nevada,,,Complete,Telephone survey,2.67322397232056,Donald Trump,Joe Heck,Female,White,60-64,Democrat,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,Yes,,Mormon,,,Before that,,,Omit,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Donald Trump,,,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Mormon,Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Mormon,White Protestants,,,,Republican Senate - Voted Trump,,Before that,Before that,,Omit,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",4.0,West,Version 1,Clark County
134370.0,Nevada,,,Complete,Telephone survey,3.910484790802,Donald Trump,Joe Heck,Female,White,25-29,Independent,Conservative,"$50,000-$99,999",College graduate,No,,,,,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,Yes,,Protestant,,,In October,,,Omit,No,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Protestants,,,,Republican Senate - Voted Trump,,In the last month,Before that,,Omit,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Clark County
134371.0,Nevada,,,Complete,Telephone survey,3.83153057098389,Donald Trump,Joe Heck,Female,White,30-39,Republican,Conservative,,High school or less,No,,,,,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,No,,Other,,,Omit,,,Omit,Omit,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,Other religion,Something else,Something else,Not a mormon,White something else,,,,Republican Senate - Voted Trump,,Omit,Omit,,Omit,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",4.0,West,Version 1,Clark County
134372.0,Nevada,,,Complete,Telephone survey,0.111256554722786,Gary Johnson,None of these candidates,Male,White,50-59,Independent,Liberal,,College graduate,No,,,,,,Unfavorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Somewhat approve,Can bring needed change,Yes,No,,None,,,Before that,,,No,Yes,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,Neither,,,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,None,None,None,Not a mormon,White none,,,,Other Senate vote,,Before that,Before that,,Only Donald Trump,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,West,Version 1,Clark County
134373.0,Nevada,,,Complete,Telephone survey,3.34533452987671,,Joe Heck,Male,White,65 or over,Republican,Moderate,"$30,000-$49,999",College graduate,No,,,,,,Unfavorable,Unfavorable,Favorable,,,,,,,,,,,Foreign policy,,,Somewhat disapprove,Omit,No,No,,Catholic,,,Omit,,,Omit,Omit,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Neither,,,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Neither,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,White Catholics,,,,Republican Senate - did not vote Trump,,Omit,Omit,,Omit,,State questionnaire,English,Rural,Small Cities/Rural,2.0,West,Version 1,None of Above
134374.0,Nevada,,,Complete,Telephone survey,6.13529872894287,Donald Trump,Joe Heck,Male,Asian,18-24,Independent,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,Foreign policy,,,Somewhat disapprove,Can bring needed change,No,Yes,,Protestant,,,Before that,,,No,No,All other races,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Asian,Other,Non-white,Asian,Other,No,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,Non-white,,,,Republican Senate - Voted Trump,,Before that,Before that,,Neither,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Clark County
134375.0,Nevada,,,Complete,Telephone survey,0.668305993080139,Donald Trump,Joe Heck,Female,White,60-64,Republican,Conservative,"$50,000-$99,999",High school or less,No,,,,,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Omit,No,Yes,,Other christian,,,Before that,,,Yes,Yes,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Protestants,,,,Republican Senate - Voted Trump,,Before that,Before that,,Both,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",4.0,West,Version 1,Clark County
134376.0,Nevada,,,Complete,Telephone survey,1.50559771060944,Donald Trump,Joe Heck,Female,White,65 or over,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,Unfavorable,Favorable,Unfavorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,Yes,,Protestant,,,In October,,,Yes,No,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,,Only Donald Trump,,,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Protestants,,,,Republican Senate - Voted Trump,,In the last month,Before that,,Only Hillary Clinton,,State questionnaire,English,Rural,Small Cities/Rural,2.0,West,Version 1,None of Above
134377.0,Nevada,,,Complete,Telephone survey,1.94853806495667,Hillary Clinton,Catherine Cortez Masto,Female,Other,60-64,Independent,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,Favorable,Favorable,Favorable,,,,,,,,,,,The economy,,,Strongly approve,Cares about people like me,Yes,No,,None,,,Before that,,,No,Yes,All other races,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,American Indian,Other,Non-white,American Indian,Other,No,,Both,,,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,None,None,,Not a mormon,Non-white,,,,Democratic Senate - voted Clinton,,Before that,Before that,,Only Donald Trump,,State questionnaire,English,Rural,Small Cities/Rural,2.0,West,Version 1,None of Above
134378.0,Nevada,,,Complete,Telephone survey,1.3046510219574,Hillary Clinton,Catherine Cortez Masto,Female,White,65 or over,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,Favorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Strongly approve,Has the right experience,Yes,No,,Protestant,,,In October,,,No,Yes,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,Only Hillary Clinton,,,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Protestants,,,,Democratic Senate - voted Clinton,,In the last month,Before that,,Only Donald Trump,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Clark County
134379.0,Nevada,,,Complete,Telephone survey,1.7254364490509,Hillary Clinton,Catherine Cortez Masto,Female,White,65 or over,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,,,,,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,Strongly approve,Has the right experience,Yes,No,,Protestant,,,Before that,,,No,Yes,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Protestants,,,,Democratic Senate - voted Clinton,,Before that,Before that,,Only Donald Trump,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,West,Version 1,Clark County
134380.0,Nevada,,,Complete,Telephone survey,0.357462823390961,Gary Johnson,None of these candidates,Male,,,Independent,Moderate,"$100,000-$199,999",College graduate,No,,,,,,Unfavorable,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,Strongly approve,Has good judgment,No,No,,None,,,In September,,,No,No,,,,,,,,,,,,,,College graduate,More than High school graduate,,,100k or more,50k or more,100 thousand or more,,Independent/Something else,,,Independent men,,,,,,Other,No,,Neither,,,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,None,None,,Not a mormon,,,,,Other Senate vote,,Before that,Before that,,Neither,,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,Clark County
