ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSME16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLIMATECHANGE,CRIMEDRUGS,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FINSIT,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LEPAGEAPP2,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
219578.0,Maine,82.0,Call 3,Complete,Election day exit poll,0.0,Other,Male,White,45-49,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,No,,Yes,,,Unfavorable,Unfavorable,,,Donald Trump,Hillary Clinton,,,,Terrorism,,Better than life today,,Somewhat disapprove,Can bring needed change,No,No,,,,In October,White men,Non married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,,In the last month,Before that,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,1.0,4074.0
197452.0,Maine,58.0,Call 2,Complete,Election day exit poll,0.0,Other,Female,White,50-59,Republican,Conservative,,College graduate,No,,Would not have voted,,Prosecuting drug crimes,I strongly favor my candidate,,,About the same,"Satisfied, but not enthusiastic",,,No,No,Offered a chance to apply for legal status,Terrorism,Approve,,Not so good,,,,,No group is favored,No,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Neither,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,1.0,4260.0
197445.0,Maine,14.0,Call 2,Complete,Election day exit poll,0.0,Other,Male,White,45-49,Independent,Liberal,"$200.000-$249,999",Postgraduate study,No,Yes,,No,,,Unfavorable,Unfavorable,,,Omit,Omit,,,,The economy,,Better than life today,,Somewhat approve,Has good judgment,No,No,,,,In September,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Neither,,Before that,Before that,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,1.0,4107.0
189262.0,Maine,3.0,Call 1,Complete,Election day exit poll,0.0,Other,Female,White,40-44,Republican,Conservative,,High school or less,No,,Would not have voted,,Prosecuting drug crimes,I strongly favor my candidate,,,Worse today,"Dissatisfied, but not angry",,,No,No,Deported to the country they came from,The economy,Disapprove,,Poor,,,,,No group is favored,No,No,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Neither,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
221603.0,Maine,63.0,Call 3,Complete,Election day exit poll,0.0,Other,Female,,18-24,Something else,Moderate,"$100,000-$199,999",Some college/assoc. degree,,No,,Yes,,,Unfavorable,Unfavorable,,,Omit,Omit,,,,Omit,,Worse than life today,,Strongly approve,Can bring needed change,No,No,,,,Before that,,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,,,,No college degree,More than High school graduate,,,100k or more,50k or more,100 thousand or more,,Independent/Something else,,,Independent women,,,,,,,No,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,2.0,4469.0
184969.0,Maine,47.0,Call 1,Complete,Election day exit poll,0.0,Other,Female,White,60-64,Democrat,Moderate,"$50,000-$99,999",High school or less,No,Yes,,Yes,,,Unfavorable,Unfavorable,,,Hillary Clinton,Hillary Clinton,,,,The economy,,Worse than life today,,Strongly approve,Cares about people like me,No,No,,,,Before that,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Neither,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,,Before that,Before that,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,Version 1,2.0,4240.0
218548.0,Maine,114.0,Call 3,Complete,Election day exit poll,0.0,Other,Male,Other,18-24,Something else,Liberal,"$50,000-$99,999",College graduate,,No,,Yes,,,Unfavorable,Unfavorable,,,Omit,Omit,,,,Omit,,About the same,,Strongly approve,Has good judgment,No,No,,,,Before that,All other races,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Other,Other,Non-white,Other,Other,No,Neither,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Neither,,Before that,Before that,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,1.0,4096.0
184882.0,Maine,109.0,Call 1,Complete,Election day exit poll,0.0,Other,Male,White,50-59,Republican,Conservative,,High school or less,No,,Donald Trump,,Prosecuting drug crimes,I like my candidate but with reservations,,,Better today,"Dissatisfied, but not angry",,,No,No,Deported to the country they came from,The economy,Disapprove,,Not so good,,,,,Minorities are favored over whites,No,No,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Neither,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4345.0
184575.0,Maine,47.0,Call 1,Complete,Election day exit poll,0.0,Other,Male,White,18-24,Something else,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,No,,Yes,,,Unfavorable,Unfavorable,,,Omit,Omit,,,,Omit,,About the same,,Somewhat approve,Can bring needed change,No,No,,,,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,Yes,Neither,,,,Approve,Moderate/Liberal Republicans,Conservative Independents,Neither,,Before that,Before that,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,East,Version 1,2.0,4240.0
200701.0,Maine,63.0,Call 2,Complete,Election day exit poll,0.0,Other,Male,White,18-24,Democrat,Liberal,,Some college/assoc. degree,No,,Hillary Clinton,,Treatment for drug users,I like my candidate but with reservations,,,About the same,"Satisfied, but not enthusiastic",,,No,Yes,Offered a chance to apply for legal status,Terrorism,Approve,,Good,,,,,Whites are favored over minorities,Yes,No,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Excellent or good,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4469.0
220922.0,Maine,107.0,Call 3,Complete,Election day exit poll,0.0,Other,Male,White,18-24,Democrat,Conservative,,College graduate,No,,Donald Trump,,Prosecuting drug crimes,I strongly favor my candidate,,,About the same,"Satisfied, but not enthusiastic",,,No,No,Offered a chance to apply for legal status,Foreign policy,Approve,,Good,,,,,Whites are favored over minorities,No,No,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Neither,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,1.0,4090.0
196453.0,Maine,32.0,Call 2,Complete,Election day exit poll,0.0,Other,Female,White,50-59,Republican,Moderate,,High school or less,No,,Would not have voted,,Treatment for drug users,Omit,,,About the same,"Dissatisfied, but not angry",,,Omit,No,Offered a chance to apply for legal status,The economy,Approve,,Not so good,,,,,Whites are favored over minorities,Omit,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Omit,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4345.0
220505.0,Maine,107.0,Call 3,Complete,Election day exit poll,0.0,Other,Male,White,30-39,Something else,Moderate,,College graduate,No,,Would not have voted,,Treatment for drug users,I dislike the other candidates,,,About the same,Angry,,,No,No,Offered a chance to apply for legal status,Foreign policy,Disapprove,,Not so good,,,,,No group is favored,Yes,No,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Only Hillary Clinton,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,1.0,4090.0
220434.0,Maine,107.0,Call 3,Complete,Election day exit poll,0.0,Other,Male,White,60-64,Republican,Conservative,,College graduate,No,,Would not have voted,,Treatment for drug users,I strongly favor my candidate,,,Worse today,"Dissatisfied, but not angry",,,No,Yes,Deported to the country they came from,The economy,Approve,,Not so good,,,,,No group is favored,No,Yes,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Only Donald Trump,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,1.0,4090.0
139435.0,Maine,,,Complete,Telephone survey,0.0,Other,Female,White,65 or over,Independent,Moderate,,High school or less,,,,,,,,,Worse today,,Omit,Omit,,,,,,,,,,,,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,Other,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 4,1.0,4103.0
183936.0,Maine,82.0,Call 1,Complete,Election day exit poll,0.0,Other,Male,White,65 or over,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,No,,Yes,,,Unfavorable,Unfavorable,,,Hillary Clinton,Hillary Clinton,,,,Terrorism,,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,1.0,4074.0
199849.0,Maine,82.0,Call 2,Complete,Election day exit poll,0.0,Other,Male,White,65 or over,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,Yes,,Yes,,,Unfavorable,Unfavorable,,,Omit,Omit,,,,Foreign policy,,About the same,,Somewhat approve,Has good judgment,Yes,No,,,,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Neither,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,1.0,4074.0
216024.0,Maine,26.0,Call 3,Complete,Election day exit poll,0.0,Other,Female,White,50-59,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,Yes,,No,,,Unfavorable,Unfavorable,,,Hillary Clinton,Hillary Clinton,,,,The economy,,Worse than life today,,Strongly disapprove,Has good judgment,Yes,No,,,,In the last few days,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,In the last month,In the last week,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 1,2.0,4605.0
220072.0,Maine,109.0,Call 3,Complete,Election day exit poll,0.0,Other,Male,White,30-39,Independent,Conservative,,Postgraduate study,No,,Would not have voted,,Treatment for drug users,I dislike the other candidates,,,About the same,"Dissatisfied, but not angry",,,No,No,Offered a chance to apply for legal status,Foreign policy,Disapprove,,Not so good,,,,,Omit,No,No,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Neither,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4345.0
187584.0,Maine,75.0,Call 1,Complete,Election day exit poll,0.0,Other,Female,White,40-44,Independent,Moderate,,College graduate,No,,Would not have voted,,,,,,,,,,,,Deported to the country they came from,,,About the same,,,,No,No,,,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Neither,,,,National questionnaire,Suburbs,Suburbs,1.0,East,Version 3,1.0,4069.0
