ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSTX16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,@2WAYPRES16,BRNAGAIN,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVCRUZ,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ
108731.0,Texas,,,Complete,Telephone survey,0.830931723117828,Hillary Clinton,Male,White,50-59,Democrat,Liberal,"$50,000-$99,999",College graduate,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Favorable,,,,,,Help the country,,Support,Terrorism,About the same,,Strongly approve,Has good judgment,Yes,Yes,,,,Before that,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Both,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
108732.0,Texas,,,Complete,Telephone survey,2.70263576507568,Gary Johnson,Female,White,25-29,,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,Treats blacks unfairly,Unfavorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Foreign policy,Worse than life today,,Somewhat approve,Cares about people like me,Yes,No,,,,In the last week,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",,,,,,White,White,White,White,White suburban women,Yes,,Neither,,,,Approve,,,Only Hillary Clinton,,In the last month,In the last week,,,State questionnaire,Suburbs,Suburbs,32.0,South,Version 1,2.0,English
108733.0,Texas,,,Complete,Telephone survey,1.76381170749664,Hillary Clinton,Female,White,30-39,,Moderate,"$100,000-$199,999",College graduate,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Terrorism,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",,,,,,White,White,White,White,White suburban women,No,,Only Hillary Clinton,,,,Approve,,,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,32.0,South,Version 1,2.0,English
108734.0,Texas,,,Complete,Telephone survey,3.104088306427,Hillary Clinton,Male,White,30-39,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,About the same,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,32.0,South,Version 1,2.0,English
108735.0,Texas,,,Complete,Telephone survey,0.726040959358215,Donald Trump,Male,White,65 or over,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,Omit,Unfavorable,Unfavorable,Omit,,,,,,Help the country,,Oppose,The economy,About the same,,Somewhat disapprove,Can bring needed change,No,No,,,,In October,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,,In the last month,Before that,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
108736.0,Texas,,,Complete,Telephone survey,0.463332653045654,Hillary Clinton,Male,Hispanic/Latino,65 or over,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,Yes,,,,,Treats all people fairly,Favorable,Unfavorable,Favorable,,,,,,Help the country,,Oppose,The economy,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Latino men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,33.0,South,Version 1,2.0,English
108737.0,Texas,,,Complete,Telephone survey,4.58757257461548,Donald Trump,Male,Asian,30-39,Something else,Moderate,"Under $30,000",College graduate,No,,,,,Treats all people fairly,Omit,Omit,Omit,,,,,,Omit,,Oppose,The economy,Better than life today,,Somewhat approve,Has the right experience,Yes,Yes,,,,Omit,,All other races,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Asian,Other,Non-white,Asian,Other,No,,Omit,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Both,,Omit,Omit,,,State questionnaire,Suburbs,Suburbs,33.0,South,Version 1,2.0,English
108738.0,Texas,,,Complete,Telephone survey,3.51547050476074,Hillary Clinton,Female,Hispanic/Latino,30-39,Democrat,Conservative,"$250,000 or more",High school or less,Yes,,,,,Treats blacks unfairly,Favorable,Unfavorable,Favorable,,,,,,Help the country,,Oppose,Terrorism,About the same,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Latino women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,24.0,South,Version 1,2.0,English
108739.0,Texas,,,Complete,Telephone survey,0.972257614135742,Hillary Clinton,Female,Black,45-49,Democrat,Conservative,"$250,000 or more",College graduate,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Terrorism,About the same,,Strongly approve,Has the right experience,Yes,No,,,,In September,,Black women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,24.0,South,Version 1,2.0,English
108740.0,Texas,,,Complete,Telephone survey,4.17159366607666,Donald Trump,Male,White,30-39,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Treats all people fairly,Unfavorable,Unfavorable,Favorable,,,,,,Help the country,,Support,The economy,About the same,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,24.0,South,Version 1,2.0,English
108741.0,Texas,,,Complete,Telephone survey,3.72155165672302,Donald Trump,Female,White,45-49,Something else,Moderate,"$50,000-$99,999",College graduate,No,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,Help the country,,Support,Immigration,Better than life today,,Somewhat disapprove,Can bring needed change,No,Yes,,,,In September,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
108742.0,Texas,,,Complete,Telephone survey,0.958761990070343,Donald Trump,Female,White,65 or over,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Omit,Unfavorable,Favorable,Unfavorable,,,,,,Omit,,Support,The economy,Omit,,Strongly disapprove,Cares about people like me,No,Yes,,,,Before that,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
108743.0,Texas,,,Complete,Telephone survey,3.48642802238464,Hillary Clinton,Male,White,18-24,Democrat,Liberal,"$50,000-$99,999",Postgraduate study,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,About the same,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
108744.0,Texas,,,Complete,Telephone survey,0.726040959358215,Donald Trump,Male,White,65 or over,Independent,Conservative,,College graduate,No,,,,,Treats all people fairly,Unfavorable,Unfavorable,Favorable,,,,,,Omit,,Oppose,Terrorism,About the same,,Strongly disapprove,Has good judgment,No,No,,,,In October,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,,In the last month,Before that,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
108745.0,Texas,,,Complete,Telephone survey,0.603451609611511,Hillary Clinton,Male,White,60-64,Democrat,Liberal,"Under $30,000",High school or less,No,,,,,Treats blacks unfairly,Favorable,Favorable,Unfavorable,,,,,,Help the country,,Oppose,Foreign policy,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,Yes,,Both,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,English
108746.0,Texas,,,Complete,Telephone survey,2.01057720184326,Donald Trump,Female,White,40-44,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,Help the country,,Oppose,Terrorism,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
108747.0,Texas,,,Complete,Telephone survey,1.53613519668579,Donald Trump,Male,Other,30-39,Something else,,"$200.000-$249,999",College graduate,No,,,,,Treats all people fairly,Unfavorable,Favorable,Favorable,,,,,,Omit,,Support,Omit,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,All other races,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,American Indian,Other,Non-white,American Indian,Other,No,,Only Donald Trump,,,,Disapprove,,,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,26.0,South,Version 1,2.0,English
108748.0,Texas,,,Complete,Telephone survey,1.19158375263214,Hillary Clinton,Female,White,45-49,Democrat,Moderate,"$200.000-$249,999",College graduate,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Terrorism,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,2.0,English
108749.0,Texas,,,Complete,Telephone survey,0.958761990070343,Donald Trump,Female,White,65 or over,Republican,,"Under $30,000",High school or less,No,,,,,Treats all people fairly,Unfavorable,Favorable,Omit,,,,,,Hurt the country,,Omit,The economy,Better than life today,,Strongly disapprove,Cares about people like me,No,Yes,,,,Omit,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,,Only Donald Trump,,,,Disapprove,,,Only Donald Trump,,Omit,Omit,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
