ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIA16,SENIA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,CLINTONEMAIL,DESCRIBP12,ECONFAIR,FAVHCLIN16,FAVTRUMP,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,VETVOTER,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,CLINHONEST,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPHONEST,TRUMPWOMENB,WHTEVANG,WPROTBRN,WPROTBRN3,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
185184.0, Iowa,109.0,Call 1,Not complete,Election day exit poll,0.910641014575958,Donald Trump,Chuck Grassley,Male,White,65 or over,,,,,No,,,,A few times a year,,I dislike the other candidates,,,,,,,,,,,,,Poor,,,,,,,,,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,White suburban men,,A few times a year or less,,,,,,,,,Not so good or poor,,,,,,,,,Republican Senate - Voted Trump,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,3.0,50125.0
185181.0, Iowa,42.0,Call 1,Complete,Election day exit poll,0.843689262866974,Donald Trump,Chuck Grassley,Male,Other,65 or over,Independent,Conservative,,Some college/assoc. degree,No,,No,Donald Trump,,A lot,,Is fair to most Americans,,,,"No, not contacted by either",,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Creates more U.S. jobs,Not at all,,All other races,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Other,Other,Non-white,Other,Other,,,,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Conservative Independents,,,,,,Republican Senate - Voted Trump,,,,,Not much or not at all,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 3,4.0,50228.0
185735.0, Iowa,18.0,Call 1,Complete,Election day exit poll,0.838116765022278,Hillary Clinton,Chuck Grassley,Female,White,60-64,Independent,Moderate,,Postgraduate study,No,Yes,,,Once a week or more,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,,Terrorism,,Good,,,Has the right experience,,,,Protestant,Yes,No,,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,At least monthly,Protestant/Attend weekly,Yes,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - did not vote Trump,Only Hillary Clinton,,,No,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,5.0,51012.0
185171.0, Iowa,19.0,Call 1,Complete,Election day exit poll,0.535782694816589,Donald Trump,Chuck Grassley,Female,White,65 or over,Something else,Liberal,,Some college/assoc. degree,No,,Yes,Donald Trump,,A lot,,Favors the wealthy,,,,"Yes, for Donald Trump",,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,A lot,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,A lot or some,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Liberal Independents,,,,,,Republican Senate - Voted Trump,,,,,A lot or some,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,2.0,50659.0
185170.0, Iowa,49.0,Call 1,Complete,Election day exit poll,0.836425602436066,Hillary Clinton,Chuck Grassley,Female,Hispanic/Latino,65 or over,Independent,Moderate,,College graduate,Yes,,Yes,,,,,,Favorable,Unfavorable,,,,,,,,Foreign policy,,,Somewhat approve,,Has the right experience,,,,,,,Before that,,,,Latino women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,,,Only Hillary Clinton,,,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,,,,,,Republican Senate - did not vote Trump,,Before that,Before that,,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,2.0,52632.0
185167.0, Iowa,9.0,Call 1,Complete,Election day exit poll,0.52097225189209,Donald Trump,Chuck Grassley,Female,White,50-59,Independent,Conservative,,College graduate,No,,Yes,Donald Trump,,A lot,,Is fair to most Americans,,,,"Yes, for both candidates",,,,Help the country,Offered a chance to apply for legal status,,About the same,,,Change to more conservative policies,,,,No group is favored,,,,,Omit,A lot,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,A lot or some,,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Conservative Independents,,,,,,Republican Senate - Voted Trump,,,,,A lot or some,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,2.0,50677.0
185164.0, Iowa,5.0,Call 1,Complete,Election day exit poll,0.492862612009048,Hillary Clinton,Patty Judge,Female,White,45-49,Independent,Liberal,"$30,000-$49,999",High school or less,No,,,,,,,,Favorable,Unfavorable,Better today,,,Hillary Clinton,Hillary Clinton,,,Terrorism,,,Strongly approve,,Cares about people like me,Yes,No,,,,,In October,,,No,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,,,,,Only Hillary Clinton,,,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,,,,Democratic Senate - voted Clinton,,In the last month,Before that,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,4.0,50156.0
185158.0, Iowa,58.0,Call 1,Complete,Election day exit poll,0.818620204925537,Hillary Clinton,Chuck Grassley,Male,White,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,,,,Favorable,Unfavorable,Worse today,,,Hillary Clinton,Hillary Clinton,,,The economy,,,Strongly approve,,Has the right experience,Yes,No,,,,,Before that,,,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,Yes,,,,,Only Hillary Clinton,,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,Republican Senate - did not vote Trump,,Before that,Before that,,,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,1.0,52218.0
185156.0, Iowa,62.0,Call 1,Complete,Election day exit poll,0.631654620170593,Hillary Clinton,Patty Judge,Male,White,65 or over,Democrat,Liberal,,Postgraduate study,No,No,,,Once a week or more,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,,,Foreign policy,,Good,,,Has the right experience,,,,Catholic,Yes,No,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,At least monthly,Catholic/Attend weekly,Yes,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,Democratic Senate - voted Clinton,Only Hillary Clinton,,,Omit,,All others,No,All others,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,4.0,50158.0
185151.0, Iowa,108.0,Call 1,Complete,Election day exit poll,0.730654895305634,Donald Trump,Chuck Grassley,Female,White,30-39,Independent,Conservative,"$50,000-$99,999",College graduate,No,,,,,,,,Unfavorable,Favorable,Better today,,,Donald Trump,Donald Trump,,,The economy,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,,In September,,,No,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,,,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,,,,Republican Senate - Voted Trump,,Before that,Before that,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,3.0,50125.0
185142.0, Iowa,69.0,Call 1,Complete,Election day exit poll,0.899487495422363,Donald Trump,Chuck Grassley,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",High school or less,No,,,,,,,,Unfavorable,Favorable,About the same,,,Donald Trump,Donald Trump,,,The economy,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,,Before that,,,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,,,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,Republican Senate - Voted Trump,,Before that,Before that,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,5.0,51249.0
185136.0, Iowa,46.0,Call 1,Complete,Election day exit poll,0.797718107700348,Donald Trump,Chuck Grassley,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,No,,,A few times a year,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,,Terrorism,,Not so good,,,Can bring needed change,,,,Protestant,No,Yes,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,Protestant/Do not attend weekly,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,All others,No,White Protestant non-evangelical,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,52240.0
185132.0, Iowa,18.0,Call 1,Complete,Election day exit poll,0.454916715621948,Hillary Clinton,Patty Judge,Female,White,45-49,Democrat,Liberal,"Under $30,000",High school or less,No,,,,,,,,Favorable,Favorable,Better today,,,Hillary Clinton,Hillary Clinton,,,Terrorism,,,Somewhat disapprove,,Can bring needed change,Yes,Yes,,,,,In the last few days,,,No,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,,,,Both,,,,,,Disapprove,Liberal Democrats,Liberal Democrats,Both,,,,,Democratic Senate - voted Clinton,,In the last month,In the last week,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,5.0,51012.0
185130.0, Iowa,109.0,Call 1,Complete,Election day exit poll,0.699782133102417,Donald Trump,Chuck Grassley,Female,White,40-44,Republican,Liberal,"Under $30,000",High school or less,No,,,,,,,,Unfavorable,Favorable,Better today,,,Donald Trump,Donald Trump,,,Immigration,,,Strongly approve,,Cares about people like me,No,Yes,,,,,Before that,,,No,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,,,,,Only Donald Trump,,,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,,,,Republican Senate - Voted Trump,,Before that,Before that,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,3.0,50125.0
185128.0, Iowa,11.0,Call 1,Complete,Election day exit poll,0.652985155582428,Donald Trump,Chuck Grassley,Female,White,65 or over,Independent,Conservative,"$100,000-$199,999",College graduate,No,,,,,,,,Unfavorable,Favorable,Worse today,,,Donald Trump,Donald Trump,,,Immigration,,,Strongly disapprove,,Can bring needed change,No,Yes,,,,,Before that,,,No,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,,,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,,,,Republican Senate - Voted Trump,,Before that,Before that,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,2.0,50636.0
185121.0, Iowa,90.0,Call 1,Complete,Election day exit poll,0.578936517238617,Hillary Clinton,Patty Judge,Male,White,30-39,Independent,Liberal,,Some college/assoc. degree,No,No,No,Hillary Clinton,Never,Not much,,,,,,,,,,,,,,,,,,,,,None,,,,,A lot,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,A few times a year or less,All others,,Not much or not at all,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,,None,None,None,Not a mormon,Democratic Senate - voted Clinton,,,,,A lot or some,All others,No,All others,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 5,5.0,51501.0
