ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATREP2,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDEM2,CLRCLIN,CLROBAM,CLRPLAN,COLLEDUC,DPRS08,EDUC,FINWORRY,FINWRRY2,GENDISS,GENDISS2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,INSPIRSC,INSPIRSO,INSPIRES,ISSIA08D,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,SUPERDEL,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TRADE,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,VTDPRS08,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XCHIEFDEM,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1227120.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,1.0,2.0,1.0,Call 3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,2.0,1.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,2.0,1.0,2.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,53.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,1.0,2.0,2.0,Barack Obama did,Version 1,1.0,None,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Low Density Rural,Rural,Rural,Upscale,5763.0,0.691292464733124
1227118.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,1.0,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,3.0,2.0,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,1.0,3.0,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,28.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,9.0,9.0,9.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,3.0,3.0,1.0,Barack Obama did,Version 1,1.0,None,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very upscale,5251.0,1.01287746429443
1227114.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Never,Never,All others,Complete,1.0,3.0,2.0,Call 3,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,61.0,3.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,Something else,1.0,1.0,2.0,2.0,1.0,1.0,1.0,17-64,Town,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5478.0,1.42454922199249
1222447.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,3.0,2.0,3.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",1.0,1.0,3.0,1.0,No,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,41.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,1.0,3.0,1.0,Barack Obama did,Version 1,1.0,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Low Density Rural,Rural,Rural,Very upscale,5255.0,1.05807340145111
1222433.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,41.0,3.0,White,State questionnaire,White,3.0,2.0,East,Jewish,Jewish,3.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,3.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Jewish,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Low Density Rural,Rural,Rural,Very upscale,5255.0,0.916083037853241
1222431.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,3.0,2.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",1.0,2.0,1.0,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,28.0,1.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very upscale,5251.0,1.01287746429443
1222429.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,1.0,3.0,2.0,Call 1,1.0,1.0,1.0,1.0,3.0,2.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,3.0,3.0,,Good,Excellent/Good,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,71.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,Version 1,1.0,None,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Low Density Rural,Rural,Rural,Very upscale,5673.0,1.26309478282928
1227087.0,30-59,30-44,40-49,40-44,Non black 30-44,Latino 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,9.0,9.0,Call 3,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Did not complete high school,2.0,1.0,9.0,9.0,1.0,1.0,9.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,1.0,1.0,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Moderate,3.0,61.0,1.0,White,State questionnaire,Hispanic/Latino,9.0,9.0,East,Catholic,Catholic,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Non white,Suburbs,Suburbs, Vermont,9.0,Election day exit poll,2.0,5.0,2.0,2.0,2.0,2.0,Barack Obama did,Version 1,1.0,Non-white,2.0,2.0,4.0,4.0,10.0,1.0,1.0,17-64,Town,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5478.0,1.33421170711517
1227084.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,1.0,3.0,2.0,Call 3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,3.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,No,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,21.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,4.0,2.0,3.0,4.0,2.0,Barack Obama did not,Version 1,1.0,None,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,5735.0,1.07460510730743
1222381.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,2.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",1.0,1.0,3.0,2.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,21.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,None,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,5735.0,0.991249620914459
1222375.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,3.0,2.0,Call 1,1.0,1.0,2.0,2.0,4.0,2.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,2.0,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,28.0,2.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,3.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,1.0,1.0,65+,Extremely Low Density Rural,Rural,Rural,Very upscale,5251.0,1.26824676990509
1227037.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,Omit,Omit,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 3,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Did not complete high school,2.0,1.0,3.0,2.0,1.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,18.0,4.0,American Indian,State questionnaire,Other,3.0,2.0,East,Catholic,Catholic,9.0,1.0,1.0,2.0,Male,Non black male,All other races,Non white male,Non white,"Cities 10,000-50,000",Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Non-white,3.0,3.0,5.0,6.0,13.0,1.0,1.0,17-64,Town,Rural,Rural,Upscale,5401.0,1.28102874755859
1227036.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,3.0,2.0,3.0,2.0,1.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,All other,Independent,Liberal,2.0,43.0,3.0,American Indian,State questionnaire,Other,3.0,2.0,East,Something else,Something else,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non white,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Non-white,3.0,3.0,5.0,6.0,13.0,1.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,5667.0,1.51717925071716
1224700.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,Call 2,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,3.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,1.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,4.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,1.0,3.0,1.0,Barack Obama did,Version 1,1.0,Catholic,3.0,3.0,4.0,5.0,3.0,1.0,1.0,17-64,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.02351748943329
1222365.0,60+,60+,65+,65-74,,,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,65+,Independent/Something else,,,Independent,Moderate,3.0,28.0,3.0,,State questionnaire,,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,2.0,Female,,,,,Rural,Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Non-white,4.0,4.0,6.0,8.0,,1.0,1.0,65+,Extremely Low Density Rural,Rural,Rural,Very upscale,5251.0,1.01625275611877
1227028.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,Omit,Omit,Omit,Complete,1.0,1.0,1.0,Call 3,1.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,2.0,1.0,9.0,9.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,,,18.0,1.0,Asian,State questionnaire,Asian,9.0,9.0,East,,,9.0,1.0,1.0,2.0,Female,Non black female,All other races,Non white female,Non white,"Cities 10,000-50,000",Small Cities/Rural, Vermont,9.0,Election day exit poll,2.0,4.0,2.0,1.0,3.0,1.0,Barack Obama did,Version 1,1.0,Non-white,2.0,2.0,3.0,3.0,13.0,1.0,1.0,17-64,Town,Rural,Rural,Upscale,5401.0,1.18166124820709
1227022.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,1.0,2.0,High school graduate,3.0,2.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,2.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,34.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Catholic,3.0,4.0,5.0,7.0,4.0,1.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,5839.0,3.90748643875122
1227021.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,1.0,1.0,1.0,Call 3,1.0,,1.0,1.0,3.0,,2.0,,3.0,2.0,,,1.0,,,,,,,,,2.0,No,Poor,Not so good/Poor,18-64,,,,,,,43.0,3.0,White,State questionnaire,White,,,East,,,,,,,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,,Election day exit poll,2.0,3.0,1.0,,4.0,2.0,Barack Obama did not,Version 1,1.0,,3.0,4.0,5.0,7.0,4.0,1.0,,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,5667.0,1.75233793258667
1227011.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,3.0,2.0,Call 3,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,3.0,2.0,2.0,1.0,3.0,2.0,9.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,3.0,2.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,34.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,9.0,Election day exit poll,2.0,4.0,2.0,9.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,1.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,5839.0,3.38311338424683
