ID,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,BILLHELP,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDEM2,CLINASVP,CLRCLIN,CLROBAM,CLRPLAN,COLLEDUC,DPRS08,EDUC,FAVMCCN,FAVMCCN2,FINWORRY,FINWRRY2,GENDISS,GENDISS2,GEOCODE,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,INSPIRSC,INSPIRSO,INSPIRES,ISSIA08D,MSDPRS08,NEC,NEC2,OBAMAASVP,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XCHIEFDEM,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1250639.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,3.0,2.0,1.0,Call 2,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,College graduate,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,3.0,1.0,Not so good,Not so good/Poor,2.0,Republican,,,Republican,Liberal,2.0,21.0,3.0,,State questionnaire,,3.0,2.0,South,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,,,,,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,Version 1,Non-white,4.0,4.0,6.0,8.0,,1.0,1.0,65+,Suburb,,Urban Perimeter,Upscale,39540.0,0.513608813285828
1250601.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,3.0,1.0,1.0,Call 2,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,2.0,1.0,1.0,1.0,Not so good,Not so good/Poor,2.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,21.0,2.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.682076334953308
1250578.0,Omit,Omit,All others,Complete,1.0,1.0,1.0,1.0,Call 2,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Did not complete high school,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,1.0,3.0,2.0,1.0,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,5.0,21.0,3.0,White,State questionnaire,White,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,1.0,1.0,65+,Suburb,,Urban Perimeter,Upscale,39540.0,0.80847841501236
1250549.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,3.0,2.0,1.0,Call 2,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,High school graduate,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,4.0,3.0,1.0,Poor,Not so good/Poor,2.0,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,21.0,2.0,White,State questionnaire,White,2.0,1.0,South,,,9.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.731569111347198
1250529.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,3.0,1.0,1.0,Call 2,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,1.0,2.0,1.0,Not so good,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,21.0,3.0,White,State questionnaire,White,3.0,2.0,South,Something else,Something else,4.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Something else,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Suburb,,Urban Perimeter,Upscale,39540.0,0.80847841501236
1250523.0,Omit,Omit,Omit,Complete,1.0,1.0,2.0,1.0,Call 2,4.0,1.0,9.0,1.0,2.0,1.0,,2.0,,9.0,9.0,1.0,1.0,9.0,9.0,2.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,2.0,1.0,Poor,Not so good/Poor,9.0,,,,,,,21.0,3.0,White,State questionnaire,White,9.0,9.0,South,,,9.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,,3.0,4.0,5.0,7.0,4.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.80847841501236
1250514.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,2.0,1.0,Call 2,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,1.0,1.0,Not so good,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,21.0,3.0,White,State questionnaire,White,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,1.0,1.0,65+,Suburb,,Urban Perimeter,Upscale,39540.0,0.867143213748932
1250506.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,1.0,Call 2,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,Some college or associate degree,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,3.0,2.0,1.0,Not so good,Not so good/Poor,1.0,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,21.0,1.0,Black,State questionnaire,Black,3.0,2.0,South,Catholic,Catholic,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Non white,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Non-white,1.0,1.0,1.0,1.0,5.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.471423745155334
1250225.0,Never,Never,All others,Complete,1.0,3.0,3.0,2.0,Call 1,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,Did not complete high school,1.0,1.0,2.0,1.0,3.0,2.0,2.0,9.0,9.0,9.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,3.0,1.0,Not so good,Not so good/Poor,2.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,21.0,4.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,1.0,1.0,2.0,2.0,1.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.67118912935257
1250222.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,4.0,2.0,Call 1,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,4.0,1.0,1.0,Poor,Not so good/Poor,2.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,21.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.80847841501236
1250218.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,3.0,2.0,Call 1,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,3.0,3.0,1.0,Not so good,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,21.0,3.0,White,State questionnaire,White,3.0,2.0,South,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,Version 1,None,2.0,2.0,3.0,3.0,2.0,2.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.731569111347198
1250211.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,1.0,1.0,Call 1,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,3.0,1.0,Poor,Not so good/Poor,2.0,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,1.0,21.0,2.0,Black,State questionnaire,Black,3.0,2.0,South,,,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Non white,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Non-white,4.0,4.0,6.0,8.0,8.0,1.0,1.0,65+,Suburb,,Urban Perimeter,Upscale,39540.0,0.567851781845093
1250208.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,3.0,3.0,2.0,Call 1,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,Postgraduate study,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,1.0,Poor,Not so good/Poor,1.0,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,21.0,3.0,Black,State questionnaire,Black,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,1.0,2.0,Female,Black female,Black women,Non white female,Non white,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Non-white,3.0,3.0,5.0,6.0,7.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.446660041809082
1250197.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,2.0,2.0,1.0,Call 1,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,Some college or associate degree,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,1.0,Not so good,Not so good/Poor,2.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,21.0,2.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.682076334953308
1250194.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,3.0,4.0,2.0,Call 1,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,1.0,1.0,Poor,Not so good/Poor,2.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,21.0,3.0,White,State questionnaire,White,2.0,1.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Suburb,,Urban Perimeter,Upscale,39540.0,0.80847841501236
1250191.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,3.0,3.0,2.0,Call 1,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,1.0,1.0,Not so good,Not so good/Poor,2.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,21.0,1.0,White,State questionnaire,White,3.0,2.0,South,Something else,Something else,4.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Something else,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.682076334953308
1250188.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,2.0,4.0,2.0,Call 1,4.0,9.0,1.0,2.0,2.0,4.0,2.0,2.0,College graduate,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,2.0,4.0,1.0,1.0,Good,Excellent/Good,2.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,21.0,9.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,9.0,9.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.682076334953308
1250185.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,3.0,3.0,2.0,Call 1,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,1.0,Poor,Not so good/Poor,2.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,21.0,3.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,1.0,1.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.80847841501236
1251735.0,,,,Not complete,2.0,3.0,3.0,2.0,Call 3,4.0,,,2.0,2.0,4.0,,8.0,,,,2.0,1.0,,,2.0,,,,,,,,,,,1.0,2.0,Poor,Not so good/Poor,,,,,,,,21.0,1.0,Black,State questionnaire,Black,,,South,,,,,,,Male,Black male,Black men,Non white male,Non white,Suburbs,Suburbs, Mississippi,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,Version 1,,3.0,3.0,5.0,6.0,7.0,2.0,,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.729519724845886
1251733.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,2.0,1.0,Call 3,4.0,2.0,1.0,2.0,1.0,2.0,1.0,8.0,Some college or associate degree,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"Under $15,000",2.0,1.0,2.0,2.0,2.0,Poor,Not so good/Poor,1.0,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,21.0,2.0,Black,State questionnaire,Black,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non white,Suburbs,Suburbs, Mississippi,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,Version 1,Non-white,1.0,1.0,1.0,1.0,5.0,2.0,2.0,17-64,Suburb,,Urban Perimeter,Upscale,39540.0,0.66930890083313
