ID,ATTEND,ATTEND2,ATTREL,AZDPRS08,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,LATINOS,MARRIED,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1102621.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,3.0,Complete,,,,7.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,3.0,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,No,Good,Excellent/Good,Independent/Something else,Non black non Democrat,All other,Independent,Liberal,2.0,,4.0,Asian,State questionnaire,Asian,3.0,2.0,West,Catholic,Catholic,9.0,2.0,4.0,2.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,13.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Downscale,85365.0,5.33034706115723
1102415.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,3.0,Complete,,,,1.0,1.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,Yes,Yes,No,Poor,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,4.0,2.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,12.0,17-64,Town,Rural,Rural,Upscale,85920.0,2.43089628219604
1102480.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,2.0,Complete,,,,1.0,3.0,1.0,4.0,2.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,86046.0,1.20260560512543
1102515.0,Never,Never,All others,3.0,Complete,,,,1.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,3.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,85544.0,3.05012512207031
1102629.0,A few times a month,A few times a month/A few times a year,All others,3.0,Complete,,,,8.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,2.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,85640.0,1.0330924987793
1102539.0,Never,Never,All others,3.0,Complete,,,,8.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,85640.0,1.0330924987793
1102501.0,Never,Never,All others,3.0,Complete,,,,8.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Something else,Something else,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Something else,1.0,1.0,1.0,2.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,85640.0,1.0330924987793
1102502.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,3.0,Complete,,,,8.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,Yes,Yes,Yes,Good,Excellent/Good,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Conservative,5.0,,1.0,Asian,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,4.0,2.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,10.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85743.0,1.91347932815552
1102472.0,Never,Never,All others,3.0,Complete,,,,8.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,No,No,Good,Excellent/Good,Democrat,Non black Democrat,All other,Democrat,Liberal,1.0,,1.0,Other,State questionnaire,Other,3.0,2.0,West,Something else,Something else,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,4.0,4.0,6.0,9.0,13.0,65+,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85718.0,0.516546249389648
1102387.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,,8.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,2.0,,,,1.0,No,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85743.0,1.02349650859833
1102334.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,,8.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85737.0,1.0330924987793
1102601.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,,8.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,2.0,2.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,,2.0,Black,State questionnaire,Black,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Married women,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,85704.0,1.76575100421906
1102645.0,Never,Never,All others,3.0,Complete,,,,8.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Something else,Something else,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Something else,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,85704.0,0.516546249389648
1102363.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,,8.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,9.0,9.0,9.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,85710.0,0.676369547843933
1102564.0,Never,Never,All others,3.0,Complete,,,,8.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, I do and someone else does",Yes,I am,Yes,3.0,Version 1,None,2.0,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85710.0,1.02349650859833
1102496.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,,7.0,3.0,2.0,8.0,3.0,Postgraduate study,1.0,1.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,Yes,Yes,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Downscale,85746.0,2.01377987861633
1102375.0,Omit,Omit,All others,9.0,Complete,,,,7.0,3.0,1.0,99.0,5.0,High school graduate,3.0,2.0,2.0,3.0,1.0,9.0,,,,1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,1.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85653.0,2.5253791809082
1102499.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,3.0,Complete,,,,7.0,3.0,2.0,8.0,3.0,College graduate,2.0,1.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,Yes,Yes,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Conservative,4.0,,4.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,1.0,1.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,Suburb,Urban,Urban Core,Very downscale,85706.0,3.02066969871521
1102537.0,A few times a month,A few times a month/A few times a year,All others,3.0,Complete,,,,6.0,9.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,Yes,Yes,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85242.0,1.00688993930817
1102604.0,Never,Never,All others,3.0,Complete,,,,7.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,1.0,3.0,1.0,1.0,,,,1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,,,9.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Downscale,85037.0,1.37752282619476
1102318.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,2.0,Complete,,,,6.0,3.0,2.0,4.0,2.0,Postgraduate study,3.0,2.0,1.0,1.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",1.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,2.0,4.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85249.0,1.06110513210297
1102647.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,3.0,Complete,,,,6.0,1.0,2.0,8.0,3.0,College graduate,2.0,1.0,1.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85234.0,1.37752282619476
