ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ARNLDJB2,ARNLDJB4,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CARPRS08,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,LATINOS,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1103257.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,1.0,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,2.0,1.0,,4.0,21.0,5.0,1.0,5.0,Some college or associate degree,5.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,6.0,4.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,Urban Perimeter,Very upscale,93611.0,1.40892386436462
1103248.0,1.0,1.0,60+,60+,50-64,60-64,Non black 60+,White 60+,2.0,3.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,No,2.0,1.0,,5.0,21.0,5.0,1.0,5.0,High school graduate,5.0,1.0,3.0,,,,Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,93611.0,1.76392841339111
1103139.0,2.0,3.0,,,,,,,1.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,,,No,4.0,2.0,,5.0,21.0,3.0,2.0,3.0,Postgraduate study,5.0,2.0,2.0,,,,Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,,Independent/Something else,,,Independent,Moderate,3.0,,2.0,,State questionnaire,,West,None,None,9.0,7.0,5.0,Male,,,,,Suburbs,Suburbs,,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Non-white,All others,All others,,,,,,,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,93631.0,0.65645694732666
1103218.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,1.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,,,Yes,2.0,1.0,,1.0,21.0,1.0,1.0,1.0,Some college or associate degree,5.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,93277.0,0.816177129745483
1103243.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,1.0,2.0,A few times a month,A few times a month/A few times a year,All others,Complete,,,Yes,2.0,1.0,,3.0,21.0,3.0,1.0,3.0,High school graduate,5.0,1.0,2.0,,,,Strongly approve,Approve,3.0,My candidates position on the issues,No,No,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,93277.0,1.61622297763824
1103230.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,White 60+,1.0,1.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,No,2.0,1.0,,3.0,21.0,1.0,1.0,3.0,Some college or associate degree,5.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Upscale,93277.0,0.587960720062256
1103223.0,1.0,1.0,60+,60+,65+,75 or over,Non black 60+,White 60+,1.0,1.0,A few times a month,A few times a month/A few times a year,All others,Complete,,,Yes,1.0,1.0,,3.0,20.0,3.0,1.0,3.0,Some college or associate degree,5.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,9.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,93662.0,3.34851360321045
1103078.0,9.0,9.0,60+,60+,50-64,60-64,Non black 60+,White 60+,1.0,1.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,Yes,3.0,2.0,,3.0,20.0,3.0,1.0,3.0,High school graduate,5.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,4.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very downscale,93263.0,0.705900549888611
1103283.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,White 60+,1.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,2.0,1.0,,5.0,20.0,5.0,1.0,5.0,Some college or associate degree,5.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Very downscale,93625.0,1.0459223985672
1103200.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,Yes,2.0,1.0,,1.0,20.0,1.0,2.0,1.0,College graduate,5.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,Urban,Urban Core,Very downscale,93706.0,1.86364102363586
1103319.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,1.0,1.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,2.0,1.0,,2.0,20.0,3.0,1.0,4.0,Some college or associate degree,5.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,All other,Something else,Liberal,2.0,,2.0,American Indian,State questionnaire,Other,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Male,Non black male,All other races,Non white male,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,13.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,93305.0,0.77417117357254
1103245.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,White 60+,1.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,No,2.0,1.0,,3.0,20.0,3.0,1.0,2.0,Some college or associate degree,5.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very downscale,93706.0,0.837128400802612
1103094.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,White 60+,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,,2.0,1.0,,5.0,19.0,5.0,1.0,5.0,High school graduate,5.0,1.0,3.0,,,,Somewhat approve,Approve,1.0,My candidates position on the issues,No,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Downscale,95383.0,0.367304056882858
1103079.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,1.0,1.0,,2.0,19.0,2.0,2.0,2.0,Postgraduate study,5.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,3.0,Omit,No,No,Good,Excellent/Good,18-64,,,,,Conservative,5.0,,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,95380.0,1.56026744842529
1103113.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,2.0,4.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,No,4.0,2.0,,3.0,19.0,3.0,2.0,3.0,College graduate,5.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,95380.0,0.918418169021606
1103305.0,1.0,1.0,60+,60+,65+,65-74,Non black 60+,White 60+,2.0,3.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,Yes,2.0,1.0,,3.0,19.0,3.0,1.0,3.0,Some college or associate degree,5.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,2.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,White Born-again/Evangelical Christians,All others,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Very downscale,93726.0,0.587960720062256
1103314.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,2.0,3.0,A few times a month,A few times a month/A few times a year,All others,Complete,,,No,2.0,1.0,,3.0,19.0,3.0,2.0,5.0,College graduate,5.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Strongly approve,Approve,3.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,93726.0,0.913954615592957
1103090.0,2.0,4.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,1.0,2.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,No,2.0,1.0,,5.0,19.0,5.0,2.0,5.0,College graduate,5.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,9.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,3.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,93711.0,2.38065791130066
