ID,AGE3,AGE60,BACKSIDE,BREAKRNV,BREAKRN2,BRNAGAIN,CALL,CDNUM,GEOCODE,INC100K,INC50K08,INCOME08,ISSIA08R,LATINO,LATINOS,NVPARTYID,NVRPRS08,OVER65,PARTYNV,PHIL3,PHIL5,PRECINCT,QLTNV08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SEX,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3DNV,TIMECAUNV,TIMEWKNV,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE6,XAGE60,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
535650.0,30-59,45-59,Complete,9.0,9.0,No,Call 3,2.0,1.0,100k or more,2.0,6.0,1.0,Yes,Yes,2.0,1.0,18-64,2.0,Conservative,4.0,81.0,2.0,White,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,9.0,1.0,Male,Non white male,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,3.0,4.0,3.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,89434.0,0.421849519014359
535600.0,60+,60+,Complete,1.0,1.0,No,Call 2,2.0,1.0,100k or more,2.0,6.0,1.0,No,No,2.0,1.0,18-64,2.0,Conservative,5.0,67.0,4.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,Female,White female,White female,Suburbs,Suburbs,English,Nevada,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,3.0,5.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89451.0,0.631271183490753
535585.0,30-59,45-59,Complete,4.0,2.0,No,Call 3,2.0,1.0,100k or more,2.0,6.0,3.0,No,No,2.0,1.0,18-64,2.0,Moderate,3.0,83.0,2.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,Male,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,4.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,89523.0,0.962917387485504
535523.0,60+,60+,Complete,2.0,1.0,No,Call 3,2.0,3.0,100k or more,2.0,6.0,9.0,No,No,2.0,1.0,65+,2.0,Moderate,3.0,55.0,9.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,Female,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Nevada,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,6.0,4.0,65+,Low Density Rural,Rural,Rural,Very upscale,89411.0,1.73470425605774
535475.0,30-59,45-59,Complete,2.0,1.0,Yes,Call 3,3.0,2.0,100k or more,2.0,6.0,3.0,,,2.0,1.0,18-64,2.0,Conservative,4.0,6.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,Male,White male,White male,Suburbs,Suburbs,,Nevada,Election day exit poll,2.0,3.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89052.0,2.12045764923096
535461.0,30-59,45-59,Complete,1.0,1.0,No,Call 3,3.0,2.0,Less than 100k,1.0,3.0,1.0,No,No,2.0,1.0,18-64,2.0,Moderate,3.0,6.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,Female,White female,White female,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89052.0,2.038090467453
535443.0,30-59,45-59,Complete,2.0,1.0,No,Call 3,2.0,3.0,100k or more,2.0,6.0,2.0,No,No,3.0,1.0,18-64,3.0,Moderate,3.0,55.0,3.0,White,State questionnaire,White,West,None,None,5.0,1.0,Female,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Nevada,Election day exit poll,1.0,1.0,1.0,Version 1,No,None,All others,All others,3.0,4.0,3.0,17-64,Low Density Rural,Rural,Rural,Very upscale,89411.0,1.82797491550446
535405.0,60+,60+,Complete,4.0,2.0,No,Call 1,2.0,1.0,100k or more,2.0,6.0,3.0,No,No,2.0,1.0,65+,2.0,Conservative,4.0,67.0,3.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,Male,White male,White male,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,4.0,6.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89451.0,0.656783282756805
535397.0,18-29,18-29,Complete,3.0,2.0,No,Call 1,2.0,1.0,100k or more,2.0,6.0,3.0,No,No,4.0,1.0,18-64,3.0,Conservative,4.0,67.0,1.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,Female,White female,White female,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,1.0,1.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89451.0,0.650817096233368
535384.0,60+,60+,Complete,1.0,1.0,No,Call 1,2.0,1.0,100k or more,2.0,6.0,4.0,No,No,2.0,1.0,65+,2.0,Moderate,3.0,67.0,2.0,White,State questionnaire,White,West,Jewish,Jewish,3.0,1.0,Female,White female,White female,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Jewish,All others,All others,4.0,6.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89451.0,0.631271183490753
535372.0,30-59,45-59,Complete,3.0,2.0,No,Call 3,3.0,2.0,100k or more,2.0,6.0,4.0,No,No,2.0,1.0,18-64,2.0,Conservative,4.0,7.0,2.0,White,State questionnaire,White,West,,,9.0,1.0,Male,White male,White male,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,,All others,All others,3.0,4.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89052.0,1.84144997596741
535370.0,18-29,18-29,Complete,9.0,9.0,No,Call 1,2.0,1.0,,,,3.0,No,No,4.0,1.0,18-64,3.0,Moderate,3.0,67.0,2.0,White,State questionnaire,White,West,None,None,5.0,1.0,Female,White female,White female,Suburbs,Suburbs,English,Nevada,Election day exit poll,1.0,2.0,1.0,Version 1,No,None,All others,All others,1.0,1.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89451.0,0.650817096233368
535352.0,30-59,45-59,Complete,4.0,2.0,Yes,Call 1,3.0,2.0,100k or more,2.0,6.0,4.0,Yes,Yes,2.0,1.0,18-64,2.0,Conservative,5.0,4.0,4.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,,,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,3.0,4.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,89123.0,4.10436868667603
535203.0,60+,60+,Complete,4.0,2.0,No,Call 2,3.0,2.0,100k or more,2.0,6.0,4.0,No,No,2.0,1.0,18-64,2.0,Conservative,4.0,7.0,2.0,White,State questionnaire,White,West,Jewish,Jewish,3.0,1.0,,,Non white,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Jewish,All others,All others,3.0,5.0,4.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89052.0,1.5374790430069
535193.0,30-59,45-59,Complete,3.0,2.0,No,Call 2,3.0,2.0,Less than 100k,2.0,5.0,4.0,No,No,2.0,1.0,18-64,2.0,Conservative,4.0,7.0,2.0,,State questionnaire,,West,Jewish,Jewish,9.0,1.0,Female,,,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,3.0,4.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89052.0,1.60364401340485
535116.0,30-59,30-44,Complete,2.0,1.0,No,Call 2,3.0,2.0,Less than 100k,1.0,2.0,1.0,No,No,2.0,1.0,18-64,2.0,Moderate,3.0,6.0,4.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,Female,White female,White female,Suburbs,Suburbs,English,Nevada,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,2.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89052.0,2.038090467453
535108.0,60+,60+,Complete,4.0,2.0,No,Call 2,3.0,2.0,,,,1.0,No,No,2.0,1.0,18-64,2.0,Conservative,5.0,6.0,2.0,White,State questionnaire,White,West,,,9.0,1.0,Male,White male,White male,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,,All others,All others,3.0,5.0,4.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89052.0,2.01226329803467
535077.0,18-29,18-29,Complete,2.0,1.0,Yes,Call 1,2.0,3.0,Less than 100k,1.0,1.0,2.0,No,No,2.0,1.0,18-64,2.0,Conservative,5.0,62.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,Male,White male,White male,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,89430.0,2.09924268722534
535065.0,60+,60+,Complete,2.0,1.0,No,Call 1,2.0,1.0,,,,1.0,No,No,3.0,1.0,18-64,3.0,Conservative,4.0,75.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,Female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,5.0,4.0,17-64,Suburb,Urban,Urban Core,Very upscale,89523.0,1.30326950550079
535003.0,60+,60+,Complete,2.0,1.0,No,Call 2,2.0,3.0,,,,3.0,No,No,2.0,1.0,65+,2.0,Conservative,4.0,2.0,2.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,Female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,4.0,6.0,4.0,65+,Suburb,Urban,Urban Core,Upscale,89701.0,1.21153950691223
535001.0,60+,60+,Complete,4.0,2.0,Yes,Call 2,3.0,2.0,100k or more,2.0,6.0,4.0,No,No,2.0,1.0,65+,2.0,Conservative,4.0,23.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,Male,White male,White male,"Cities over 500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,3.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,6.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,89146.0,1.66011714935303
534999.0,30-59,30-44,Complete,3.0,2.0,No,Call 2,2.0,1.0,100k or more,2.0,6.0,3.0,No,No,3.0,1.0,18-64,3.0,Conservative,4.0,81.0,1.0,White,State questionnaire,White,West,None,None,5.0,1.0,Male,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,None,All others,All others,2.0,3.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,89434.0,0.421849519014359
534903.0,30-59,45-59,Complete,3.0,2.0,No,Call 1,2.0,1.0,Less than 100k,1.0,3.0,4.0,No,No,2.0,1.0,18-64,2.0,Conservative,5.0,86.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,Male,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,3.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,89434.0,0.623861968517303
536802.0,60+,60+,Complete,3.0,2.0,No,Call 3,2.0,1.0,100k or more,2.0,6.0,1.0,No,No,3.0,1.0,18-64,3.0,Conservative,5.0,81.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,Male,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,5.0,4.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,89434.0,0.400325059890747
535749.0,30-59,30-44,Complete,4.0,2.0,Yes,Call 3,2.0,1.0,100k or more,2.0,6.0,3.0,No,No,2.0,2.0,18-64,2.0,Conservative,5.0,71.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,3.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,89511.0,0.704340100288391
536007.0,18-29,18-29,Complete,4.0,2.0,No,Call 3,2.0,1.0,Less than 100k,1.0,1.0,2.0,No,No,2.0,2.0,18-64,2.0,Conservative,5.0,86.0,4.0,White,State questionnaire,White,West,Something else,Something else,4.0,2.0,Female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Something else,All others,All others,1.0,1.0,1.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,89434.0,0.446457505226135
537608.0,60+,60+,Complete,2.0,1.0,No,Call 3,2.0,3.0,Less than 100k,1.0,3.0,1.0,No,No,3.0,2.0,65+,3.0,Moderate,3.0,3.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Nevada,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,6.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,89406.0,1.67093110084534
535745.0,30-59,45-59,Complete,3.0,2.0,Yes,Call 3,2.0,1.0,Less than 100k,2.0,5.0,3.0,No,No,2.0,2.0,18-64,2.0,Conservative,4.0,71.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Male,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,3.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,89511.0,0.732805252075195
535711.0,30-59,30-44,Complete,3.0,2.0,No,Call 3,2.0,3.0,100k or more,2.0,6.0,1.0,No,No,2.0,2.0,18-64,2.0,Moderate,3.0,57.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Nevada,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,89801.0,0.60716301202774
535706.0,60+,60+,Complete,2.0,1.0,Yes,Call 3,2.0,3.0,Less than 100k,1.0,3.0,3.0,No,No,2.0,2.0,18-64,2.0,Conservative,5.0,57.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,5.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,89801.0,0.576183140277863
535662.0,30-59,45-59,Complete,4.0,2.0,No,Call 3,2.0,3.0,Less than 100k,2.0,4.0,3.0,No,No,3.0,2.0,18-64,3.0,Moderate,3.0,57.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,English,Nevada,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,89801.0,0.631700873374939
535656.0,60+,60+,Complete,2.0,1.0,Yes,Call 3,2.0,3.0,Less than 100k,2.0,5.0,1.0,No,No,3.0,2.0,65+,3.0,Conservative,4.0,57.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,6.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Upscale,89801.0,0.576183140277863
535617.0,30-59,30-44,Complete,1.0,1.0,No,Call 2,2.0,1.0,Less than 100k,1.0,3.0,2.0,No,No,2.0,2.0,18-64,2.0,Conservative,5.0,67.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89451.0,0.526703774929047
535602.0,30-59,45-59,Complete,3.0,2.0,Yes,Call 2,2.0,1.0,,,,9.0,No,No,2.0,2.0,18-64,2.0,Conservative,4.0,67.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,Suburbs,Suburbs,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,89451.0,0.506244421005249
535588.0,30-59,45-59,Complete,2.0,1.0,No,Call 3,2.0,1.0,Less than 100k,2.0,5.0,3.0,No,No,2.0,2.0,18-64,2.0,Conservative,4.0,75.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,89523.0,1.04514980316162
535573.0,30-59,30-44,Complete,3.0,2.0,Yes,Call 3,2.0,3.0,100k or more,2.0,6.0,3.0,Yes,Yes,2.0,2.0,18-64,2.0,Conservative,5.0,2.0,1.0,Other,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,Female,Non white female,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,1.0,2.0,1.0,Version 1,No,Non-white,All others,All others,2.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,89701.0,0.558975517749786
535572.0,18-29,18-29,Complete,3.0,2.0,Yes,Call 3,2.0,3.0,Less than 100k,2.0,5.0,3.0,No,No,2.0,2.0,18-64,2.0,Conservative,4.0,62.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,Rural,Small Cities/Rural,English,Nevada,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,89430.0,0.883419394493103
535569.0,60+,60+,Complete,4.0,2.0,No,Call 3,2.0,3.0,,,,1.0,No,No,2.0,2.0,65+,2.0,Conservative,4.0,2.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,6.0,4.0,65+,Suburb,Urban,Urban Core,Upscale,89701.0,0.530454277992249
