ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATDEM,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREP,COLLEDUC,CUBAN3,CUBAN3S,EDUC,FLREP2ND,FLREP2NX,FLRPRS08,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,ISSVQUAL,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SEX,SEXBLACK,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXPREF,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
698689.0,9.0,9.0,60+,60+,65+,65-74,Non black 60+,A few times a month,A few times a month/A few times a year,All others,Complete,5.0,,,No,2.0,1.0,,13.0,5.0,1.0,3.0,3.0,Some college or associate degree,1.0,1.0,6.0,2.0,2.0,3.0,,,,3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Conservative,4.0,,2.0,White,State questionnaire,White,South,None,None,5.0,7.0,Female,Non black female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,None,All others,All others,4.0,4.0,6.0,8.0,65+,Suburb,,Urban Perimeter,Upscale,33548.0,0.660096824169159
698717.0,9.0,9.0,60+,60+,65+,65-74,Non black 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,,,,3.0,2.0,,5.0,1.0,2.0,3.0,3.0,College graduate,5.0,5.0,1.0,4.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Conservative,4.0,,3.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,1.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,9.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,8.0,65+,Low Density Rural,,High-Growth Suburban Perimeter,Upscale,34211.0,1.42090606689453
698724.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,5.0,,,No,1.0,1.0,,1.0,5.0,1.0,3.0,3.0,Some college or associate degree,5.0,9.0,6.0,5.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates position on the issues,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Conservative,4.0,,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,65+,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,0.845836818218231
698743.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,5.0,,,,3.0,2.0,,13.0,3.0,1.0,3.0,3.0,Some college or associate degree,1.0,1.0,6.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",4.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Conservative,5.0,,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,,3.0,3.0,5.0,6.0,17-64,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,2.23030352592468
698744.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,,,No,3.0,2.0,,25.0,3.0,1.0,3.0,3.0,Some college or associate degree,3.0,3.0,6.0,1.0,2.0,9.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,My candidates position on the issues,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,65+,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,0.977831602096558
698769.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,5.0,,,No,1.0,1.0,,14.0,3.0,2.0,3.0,3.0,Postgraduate study,5.0,9.0,6.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,My candidates leadership/personal qualities,Good,Excellent/Good,65+,Republican,Non black non Democrat,Republican,Conservative,5.0,,3.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,65+,Suburb,,Urban Perimeter,Upscale,33548.0,2.42633724212646
698770.0,9.0,9.0,60+,60+,65+,75 or over,Non black 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,,,No,3.0,2.0,,2.0,9.0,2.0,3.0,3.0,College graduate,6.0,6.0,6.0,5.0,2.0,9.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Male,Non black male,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,65+,Low Density Rural,,High-Growth Suburban Perimeter,Upscale,34211.0,1.20088064670563
698783.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,,,Yes,2.0,1.0,,18.0,3.0,1.0,3.0,3.0,Some college or associate degree,3.0,9.0,4.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",4.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,,2.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,4.0,Male,Non black male,White male,White male,Rural,Small Cities/Rural,English,Florida,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Catholic,White Born-again/Evangelical Christians,All others,3.0,3.0,5.0,6.0,17-64,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,1.71679377555847
698784.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,No,1.0,1.0,,7.0,2.0,2.0,3.0,3.0,College graduate,2.0,9.0,2.0,5.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",3.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,,2.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,2.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,17-64,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,2.80388879776001
698785.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,5.0,,,Yes,2.0,1.0,,2.0,5.0,2.0,3.0,3.0,College graduate,1.0,1.0,6.0,5.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",4.0,Omit,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,Independent,Conservative,5.0,,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Female,Non black female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,0.995033621788025
698786.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,More than once a week,More than once a week/Once a week,All others,Complete,2.0,,,Yes,2.0,1.0,,19.0,2.0,1.0,3.0,3.0,High school graduate,9.0,9.0,2.0,1.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,5.0,,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,17-64,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,0.960001707077026
702598.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,Never,Never,All others,Complete,1.0,2.0,1.0,No,3.0,2.0,Call 1,13.0,1.0,2.0,3.0,3.0,College graduate,5.0,5.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",4.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Conservative,5.0,93.0,2.0,White,State questionnaire,White,South,Jewish,Jewish,3.0,1.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,2.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Jewish,All others,All others,4.0,4.0,6.0,8.0,65+,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,0.930816292762756
702605.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,Never,Never,All others,Complete,1.0,4.0,2.0,No,2.0,1.0,Call 1,13.0,1.0,1.0,3.0,3.0,Some college or associate degree,5.0,5.0,1.0,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",2.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,5.0,93.0,3.0,White,State questionnaire,White,South,Jewish,Jewish,3.0,1.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Jewish,All others,All others,3.0,4.0,5.0,7.0,17-64,Suburb,,Urban Perimeter,Upscale,33548.0,0.931158125400543
702610.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,More than once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,1.0,Yes,2.0,1.0,Call 1,6.0,2.0,1.0,3.0,3.0,High school graduate,1.0,1.0,2.0,5.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates position on the issues,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,55.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Male,Non black male,White male,White male,"Cities over 500,000","Cities over 50,000",English,Florida,2.0,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,,Urban Perimeter,Upscale,33548.0,0.736306726932526
702625.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,Never,Never,Protestant/Do not attend weekly,Complete,3.0,2.0,1.0,,4.0,2.0,Call 1,11.0,3.0,1.0,3.0,3.0,Some college or associate degree,4.0,4.0,1.0,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,My candidates position on the issues,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,Something else,Moderate,3.0,71.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,2.0,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,All others,,4.0,4.0,6.0,8.0,65+,Suburb,,Urban Perimeter,Upscale,33548.0,0.723110973834991
702627.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,5.0,1.0,1.0,,3.0,2.0,Call 1,6.0,5.0,2.0,3.0,3.0,Postgraduate study,1.0,1.0,6.0,5.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,55.0,3.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,7.0,Male,Non black male,White male,White male,"Cities over 500,000","Cities over 50,000",English,Florida,2.0,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,Version 1,Yes,Catholic,All others,All others,3.0,3.0,4.0,5.0,17-64,Suburb,,Urban Perimeter,Upscale,33548.0,0.894922614097595
702660.0,2.0,3.0,30-59,30-44,40-49,40-44,Non black 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,3.0,2.0,No,2.0,1.0,Call 1,13.0,3.0,1.0,3.0,3.0,Some college or associate degree,1.0,1.0,6.0,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",4.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,4.0,93.0,2.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,17-64,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,0.697499215602875
702667.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,4.0,2.0,No,2.0,1.0,Call 1,20.0,1.0,2.0,3.0,3.0,College graduate,3.0,3.0,1.0,1.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,4.0,24.0,2.0,White,State questionnaire,White,South,Jewish,Jewish,3.0,1.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Jewish,All others,All others,2.0,2.0,3.0,3.0,17-64,Suburb,,Low-Growth Suburban Perimeter,Downscale,32129.0,0.477419078350067
