ID,AGE3,AGE60,AGE65,AGE9,BACKSIDE,BREAKDEM,BREAKDM2,BUSHANG08,BUSHANG2,CALL,CDNUM,COLLEDUC,DPRS08,EDUC,GEOCODE,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,MARRIED,MIALLCAND,OVER65,PARTY,PARTYID,PHIL3,PHIL5,PRECINCT,PRSMI08D,QRACEAI,QTYPE,RACE,REGION,SEX,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
519260.0,,,,,Complete,4.0,2.0,4.0,2.0,Call 3,12.0,2.0,6.0,Postgraduate study,2.0,2.0,,,,9.0,,3.0,,Independent/Something else,Independent,,,83.0,4.0,,State questionnaire,,Midwest,Male,,,,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,4.0,2.0,,,,,Version 1,2.0,,,,,,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48071.0,0.965835273265839
517808.0,30-59,45-59,50-64,50-59,Complete,4.0,2.0,4.0,2.0,Call 2,3.0,2.0,10.0,College graduate,4.0,2.0,Less than 100k,Less than 50k,"Under $15,000",2.0,No,9.0,18-64,Independent/Something else,Independent,Moderate,3.0,37.0,5.0,White,State questionnaire,White,Midwest,Female,White female,Non-married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,,,,,Version 1,2.0,3.0,3.0,5.0,6.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,49301.0,0.237527877092361
517322.0,60+,60+,50-64,60-64,Complete,4.0,2.0,4.0,2.0,Call 1,1.0,1.0,10.0,Some college or associate degree,3.0,2.0,,,,1.0,Yes,2.0,18-64,Democrat,Democrat,Conservative,4.0,66.0,5.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,Rural,Small Cities/Rural, Michigan,Election day exit poll,2.0,5.0,2.0,,,,,Version 1,1.0,3.0,4.0,5.0,7.0,17-64,Low Density Rural,Rural,Rural,Downscale,49849.0,1.69577121734619
519265.0,30-59,45-59,40-49,45-49,Complete,4.0,2.0,2.0,1.0,Call 3,12.0,1.0,10.0,Some college or associate degree,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,Yes,2.0,18-64,Independent/Something else,Independent,Conservative,4.0,83.0,5.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,9.0,9.0,9.0,,,,,Version 1,1.0,3.0,3.0,4.0,5.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48071.0,1.61621391773224
519216.0,18-29,18-29,25-29,25-29,Complete,9.0,9.0,3.0,2.0,Call 3,15.0,2.0,10.0,Postgraduate study,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Yes,4.0,18-64,Democrat,Democrat,Moderate,3.0,123.0,5.0,Black,State questionnaire,Black,Midwest,Male,Non white male,Married men,Non white,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,,,,,Version 1,2.0,1.0,1.0,2.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,48198.0,1.33150339126587
518680.0,60+,60+,50-64,60-64,Complete,3.0,2.0,3.0,2.0,Call 3,11.0,1.0,10.0,High school graduate,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,Yes,4.0,18-64,Independent/Something else,Something else,Moderate,3.0,141.0,5.0,White,State questionnaire,White,Midwest,Male,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000", Michigan,Election day exit poll,1.0,2.0,1.0,,,,,Version 1,2.0,3.0,4.0,5.0,7.0,17-64,Suburb,Urban,Urban Core,Very upscale,48154.0,1.05480003356934
518526.0,,,,,Not complete,1.0,1.0,4.0,2.0,Call 2,4.0,,10.0,,5.0,,,,,1.0,,9.0,,,,,,68.0,5.0,White,State questionnaire,White,Midwest,Female,White female,,White female,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Election day exit poll,9.0,9.0,9.0,,,,,Version 1,,,,,,,Suburb,Rural,Rural,Very upscale,48642.0,1.28345608711243
518216.0,30-59,30-44,30-39,30-39,Not complete,2.0,1.0,3.0,2.0,Call 2,4.0,,99.0,,5.0,,,,,1.0,,4.0,18-64,,,,,25.0,9.0,White,State questionnaire,White,Midwest,Male,White male,,White male,Rural,Small Cities/Rural, Michigan,Election day exit poll,2.0,5.0,2.0,,,,,Version 1,,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,48880.0,0.0
517925.0,60+,60+,65+,65-74,Complete,4.0,2.0,4.0,2.0,Call 2,2.0,1.0,2.0,Did not complete high school,5.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,Yes,1.0,65+,Democrat,Democrat,Liberal,2.0,76.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Married men,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,4.0,4.0,6.0,8.0,65+,Suburb,60s Suburbs,Urban Perimeter,Upscale,49445.0,0.78179919719696
517920.0,30-59,30-44,30-39,30-39,Complete,1.0,1.0,3.0,2.0,Call 2,13.0,1.0,2.0,High school graduate,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,1.0,18-64,Democrat,Democrat,Liberal,1.0,145.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Non-married men,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,2.0,2.0,2.0,3.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,48218.0,0.975617051124573
517917.0,30-59,45-59,50-64,50-59,Complete,1.0,1.0,4.0,2.0,Call 2,2.0,1.0,2.0,High school graduate,5.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,1.0,18-64,Democrat,Democrat,Liberal,2.0,76.0,1.0,Black,State questionnaire,Black,Midwest,Male,Non white male,Non-married men,Non white,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,3.0,3.0,5.0,6.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,49445.0,0.66390335559845
517900.0,30-59,45-59,50-64,50-59,Complete,3.0,2.0,4.0,2.0,Call 2,10.0,2.0,2.0,Postgraduate study,5.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Yes,1.0,18-64,Independent/Something else,Independent,Liberal,1.0,50.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do and someone else does",Yes,I am,Yes,Version 1,1.0,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,48446.0,0.916257977485657
517898.0,30-59,30-44,40-49,40-44,Complete,2.0,1.0,2.0,1.0,Call 2,2.0,1.0,2.0,Some college or associate degree,5.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,Yes,1.0,18-64,Republican,Republican,Conservative,4.0,76.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Married men,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,2.0,2.0,2.0,4.0,4.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,49445.0,0.626500844955444
517894.0,60+,60+,65+,65-74,Complete,1.0,1.0,4.0,2.0,Call 2,11.0,1.0,2.0,High school graduate,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,Yes,1.0,65+,Democrat,Democrat,Moderate,3.0,141.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000", Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,4.0,4.0,6.0,8.0,65+,Suburb,Urban,Urban Core,Very upscale,48154.0,1.7757476568222
517887.0,30-59,45-59,40-49,45-49,Complete,4.0,2.0,3.0,2.0,Call 2,12.0,1.0,2.0,High school graduate,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,Yes,1.0,18-64,Independent/Something else,Independent,Moderate,3.0,63.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Married men,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,3.0,3.0,4.0,5.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,1.07861399650574
517886.0,60+,60+,50-64,60-64,Complete,1.0,1.0,4.0,2.0,Call 2,11.0,1.0,2.0,Some college or associate degree,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,1.0,18-64,Democrat,Democrat,Liberal,1.0,141.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000", Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,3.0,4.0,5.0,7.0,17-64,Suburb,Urban,Urban Core,Very upscale,48154.0,1.7757476568222
517878.0,30-59,30-44,30-39,30-39,Complete,2.0,1.0,4.0,2.0,Call 2,12.0,1.0,2.0,Some college or associate degree,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,Yes,1.0,18-64,Democrat,Democrat,Conservative,4.0,63.0,1.0,American Indian,State questionnaire,Other,Midwest,Female,Non white female,Married women,Non white,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,2.0,2.0,3.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,1.06312787532806
517874.0,60+,60+,65+,65-74,Complete,4.0,2.0,4.0,2.0,Call 2,2.0,2.0,2.0,Postgraduate study,5.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,Yes,1.0,65+,Democrat,Democrat,Liberal,1.0,76.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,3.0,1.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,4.0,4.0,6.0,8.0,65+,Suburb,60s Suburbs,Urban Perimeter,Upscale,49445.0,0.770574629306793
517871.0,30-59,30-44,30-39,30-39,Complete,3.0,2.0,4.0,2.0,Call 2,12.0,1.0,2.0,Some college or associate degree,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,1.0,18-64,Democrat,Democrat,Liberal,2.0,63.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Non-married men,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,2.0,2.0,3.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,1.07861399650574
517868.0,60+,60+,50-64,60-64,Complete,3.0,2.0,3.0,2.0,Call 2,10.0,2.0,2.0,College graduate,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,1.0,18-64,Democrat,Democrat,Moderate,3.0,57.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Non-married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,3.0,4.0,5.0,7.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,48005.0,0.751043736934662
517865.0,30-59,30-44,30-39,30-39,Complete,1.0,1.0,4.0,2.0,Call 2,12.0,1.0,2.0,Some college or associate degree,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,1.0,18-64,Independent/Something else,Independent,Moderate,3.0,63.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Non-married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,2.0,2.0,3.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,1.06312787532806
517860.0,60+,60+,50-64,60-64,Complete,2.0,1.0,3.0,2.0,Call 2,12.0,2.0,2.0,Postgraduate study,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,Yes,4.0,18-64,Democrat,Democrat,Liberal,2.0,63.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Married men,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,2.0,3.0,4.0,5.0,7.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,1.34598302841187
517855.0,60+,60+,65+,75 or over,Complete,4.0,2.0,4.0,2.0,Call 2,6.0,1.0,2.0,High school graduate,4.0,1.0,,,,1.0,Yes,1.0,65+,Democrat,Democrat,Moderate,3.0,2.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,4.0,4.0,6.0,9.0,65+,Low Density Rural,Rural,Rural,Downscale,49010.0,1.15117156505585
517854.0,30-59,30-44,30-39,30-39,Complete,3.0,2.0,3.0,2.0,Call 2,10.0,1.0,2.0,Some college or associate degree,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,Yes,1.0,18-64,Democrat,Democrat,Liberal,2.0,57.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,2.0,2.0,3.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,48005.0,0.601854741573334
517852.0,60+,60+,65+,75 or over,Complete,1.0,1.0,4.0,2.0,Call 2,6.0,1.0,2.0,Did not complete high school,4.0,1.0,,,,2.0,Yes,1.0,65+,Democrat,Democrat,Conservative,5.0,2.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Election day exit poll,1.0,1.0,1.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,2.0,4.0,4.0,6.0,9.0,65+,Low Density Rural,Rural,Rural,Downscale,49010.0,1.16794013977051
517851.0,30-59,30-44,30-39,30-39,Complete,2.0,1.0,3.0,2.0,Call 2,12.0,1.0,2.0,Some college or associate degree,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,2.0,18-64,Democrat,Democrat,Liberal,2.0,63.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Non-married men,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,4.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,2.0,2.0,3.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,1.07861399650574
517845.0,60+,60+,65+,75 or over,Not complete,2.0,1.0,3.0,2.0,Call 2,6.0,,2.0,,4.0,,,,,9.0,,1.0,65+,,,,,2.0,1.0,White,State questionnaire,White,Midwest,Female,White female,,White female,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,,4.0,4.0,6.0,9.0,65+,Low Density Rural,Rural,Rural,Downscale,49010.0,1.15117156505585
517839.0,60+,60+,65+,65-74,Not complete,4.0,2.0,3.0,2.0,Call 2,3.0,,2.0,,4.0,,,,,1.0,,1.0,65+,,,,,44.0,1.0,White,State questionnaire,White,Midwest,Female,White female,,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,3.0,1.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,,4.0,4.0,6.0,8.0,65+,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,49331.0,1.00230586528778
517835.0,60+,60+,65+,65-74,Not complete,2.0,1.0,1.0,1.0,Call 2,3.0,,2.0,,4.0,,,,,1.0,,2.0,65+,,,,,44.0,1.0,White,State questionnaire,White,Midwest,Male,White male,,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,,4.0,4.0,6.0,8.0,65+,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,49331.0,1.01690590381622
517833.0,30-59,30-44,40-49,40-44,Complete,4.0,2.0,4.0,2.0,Call 2,3.0,2.0,2.0,Postgraduate study,4.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,Yes,1.0,18-64,Democrat,Democrat,Liberal,2.0,44.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,3.0,1.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,2.0,2.0,4.0,4.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,49331.0,0.803205549716949
517802.0,30-59,45-59,50-64,50-59,Complete,1.0,1.0,3.0,2.0,Call 1,5.0,1.0,2.0,High school graduate,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,Yes,2.0,18-64,Democrat,Democrat,Liberal,2.0,5.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,3.0,3.0,5.0,6.0,17-64,Suburb,Rural,Rural,Very downscale,48708.0,1.47316420078278
517801.0,30-59,30-44,30-39,30-39,Complete,1.0,1.0,4.0,2.0,Call 1,5.0,1.0,2.0,Some college or associate degree,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,4.0,18-64,Democrat,Democrat,Moderate,3.0,5.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Non-married men,White male,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Election day exit poll,2.0,4.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,2.0,2.0,3.0,3.0,17-64,Suburb,Rural,Rural,Very downscale,48708.0,1.49462306499481
517730.0,60+,60+,65+,65-74,Complete,1.0,1.0,3.0,2.0,Call 1,9.0,1.0,2.0,High school graduate,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,4.0,65+,Democrat,Democrat,Liberal,1.0,89.0,1.0,Black,State questionnaire,Black,Midwest,Male,Non white male,Non-married men,Non white,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,2.0,4.0,4.0,6.0,8.0,65+,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,48073.0,1.4238555431366
517716.0,30-59,30-44,40-49,40-44,Complete,3.0,2.0,4.0,2.0,Call 1,9.0,2.0,2.0,College graduate,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,Yes,1.0,18-64,Democrat,Democrat,Liberal,2.0,89.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,2.0,2.0,4.0,4.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,48073.0,1.06127679347992
517684.0,30-59,30-44,30-39,30-39,Complete,1.0,1.0,4.0,2.0,Call 1,13.0,1.0,2.0,Some college or associate degree,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,1.0,18-64,Democrat,Democrat,Liberal,2.0,137.0,1.0,Black,State questionnaire,Black,Midwest,Female,Non white female,Non-married women,Non white,"Cities over 500,000","Cities over 50,000", Michigan,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,2.0,2.0,2.0,3.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,48206.0,1.00147676467896
517662.0,60+,60+,65+,65-74,Complete,2.0,1.0,2.0,1.0,Call 1,15.0,1.0,2.0,Some college or associate degree,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,Yes,1.0,65+,Democrat,Democrat,Conservative,4.0,123.0,1.0,White,State questionnaire,White,Midwest,Female,White female,Married women,White female,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,3.0,1.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,4.0,4.0,6.0,8.0,65+,Suburb,60s Suburbs,Urban Perimeter,Upscale,48198.0,0.780598044395447
517634.0,18-29,18-29,18-24,18-24,Complete,2.0,1.0,4.0,2.0,Call 1,15.0,2.0,2.0,College graduate,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,2.0,18-64,Democrat,Democrat,Moderate,3.0,123.0,1.0,White,State questionnaire,White,Midwest,Male,White male,Non-married men,White male,Suburbs,Suburbs, Michigan,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,2.0,1.0,1.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,48198.0,0.883372247219086
