ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,CDNUM,CLINVSMCCN,COLLEDUC,DPRS08,EDUC,ENDPRIM,ENVICLIN,ENVIOBAM,ENVIRO,FTEVER,FTPRIM,FTVOTEP,GASTAX,GENDISS,GENDISS2,GENDISS4,GEOCODE,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,OBAMVSMCCN,ORDPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS08,RECSS082,REGION,REL5,RELIGN8,RELWHITE,REVWRIGHT,RVWRGHT2,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHARECLIN,SHAREOBAM,SHAREVAL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,WHENOR3D,WHENORD,WHENORWK,WHITEREL,WINNOM,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3693624.0,60+,60+,50-64,60-64,,,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,5.0,1.0,1.0,2.0,High school graduate,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,,,,1.0,2.0,1.0,18-64,Independent/Something else,,,Independent,Conservative,4.0,3.0,,State questionnaire,,3.0,2.0,9.0,4.0,2.0,West,Catholic,Catholic,9.0,1.0,1.0,1.0,1.0,2.0,Male,,,,,2.0,2.0,4.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,1.0,2.0,1.0,Non-white,1.0,3.0,4.0,5.0,7.0,,1.0,17-64,Suburb,Urban,Urban Core,Downscale,97301.0,0.163179755210876
3693601.0,30-59,30-44,40-49,40-44,,,Omit,Omit,Omit,Complete,1.0,3.0,1.0,2.0,2.0,College graduate,1.0,1.0,1.0,3.0,2.0,2.0,1.0,9.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,18-64,Democrat,,,Democrat,Liberal,1.0,1.0,,State questionnaire,,3.0,2.0,9.0,1.0,1.0,West,,,9.0,2.0,1.0,1.0,1.0,2.0,Female,,,,,1.0,2.0,1.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,1.0,1.0,1.0,,1.0,2.0,2.0,4.0,4.0,,1.0,17-64,High Density Urban,Urban,Urban Core,Upscale,97202.0,0.414531201124191
3693581.0,60+,60+,50-64,60-64,,,Once a week,More than once a week/Once a week,All others,Complete,1.0,5.0,1.0,1.0,2.0,Some college or associate degree,9.0,9.0,9.0,9.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,,,,3.0,3.0,1.0,18-64,Democrat,,,Democrat,Liberal,2.0,3.0,,State questionnaire,,3.0,2.0,9.0,1.0,1.0,West,,,9.0,9.0,9.0,1.0,1.0,2.0,Female,,,,,1.0,2.0,1.0,Suburbs,Suburbs,Oregon,Telephone survey,9.0,9.0,Omit,"Yes, I do",Yes,I am,Yes,Version 1,2.0,5.0,2.0,,1.0,3.0,4.0,5.0,7.0,,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,97352.0,0.120729029178619
3693566.0,,,,,,,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,1.0,2.0,2.0,College graduate,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,1.0,,Democrat,,,Democrat,Moderate,3.0,3.0,,State questionnaire,,3.0,2.0,9.0,2.0,1.0,West,,,9.0,2.0,1.0,1.0,1.0,2.0,Female,,,,,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,5.0,2.0,,1.0,,,,,,1.0,,High Density Urban,Urban,Urban Core,Very upscale,97008.0,0.0558492206037045
3693521.0,,,,,,,Omit,Omit,All others,Complete,1.0,3.0,1.0,1.0,2.0,Some college or associate degree,9.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,,,,9.0,3.0,1.0,,Independent/Something else,,,Something else,,,1.0,,State questionnaire,,3.0,2.0,9.0,3.0,2.0,West,None,None,9.0,3.0,2.0,1.0,1.0,2.0,Male,,,,,1.0,1.0,3.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,5.0,2.0,Non-white,1.0,,,,,,1.0,,Extremely High Density Urban,Urban,Urban Core,Very upscale,97212.0,0.115802846848965
3694686.0,30-59,45-59,50-64,50-59,,,Once a week,More than once a week/Once a week,All others,Complete,9.0,4.0,1.0,1.0,8.0,Some college or associate degree,2.0,1.0,1.0,3.0,2.0,2.0,1.0,9.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,2.0,18-64,Democrat,,,Democrat,Moderate,3.0,1.0,,State questionnaire,,2.0,1.0,9.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,3.0,2.0,1.0,3.0,1.0,Female,,,,,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,1.0,1.0,Non-white,9.0,3.0,3.0,5.0,6.0,,9.0,17-64,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,97424.0,0.18311008810997
3694681.0,30-59,45-59,50-64,50-59,,,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,9.0,3.0,1.0,2.0,8.0,College graduate,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,,,,9.0,1.0,2.0,18-64,Democrat,,,Democrat,Moderate,3.0,9.0,,State questionnaire,,3.0,2.0,9.0,4.0,2.0,West,Catholic,Catholic,9.0,4.0,2.0,1.0,3.0,1.0,Male,,,,,2.0,1.0,2.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,1.0,2.0,1.0,Non-white,2.0,3.0,3.0,5.0,6.0,,9.0,17-64,High Density Urban,Urban,Urban Core,Upscale,97202.0,0.368871212005615
3694652.0,60+,60+,65+,75 or over,,,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,5.0,1.0,1.0,8.0,Some college or associate degree,9.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"Under $15,000",9.0,1.0,2.0,65+,Independent/Something else,,,Independent,Moderate,3.0,1.0,,State questionnaire,,9.0,9.0,9.0,1.0,1.0,West,None,None,9.0,4.0,2.0,1.0,3.0,1.0,Female,,,,,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,9.0,9.0,Omit,No one does,No,No,No,Version 1,2.0,5.0,2.0,Non-white,2.0,4.0,4.0,6.0,9.0,,2.0,65+,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,97071.0,0.0907592177391052
3694559.0,,,,,,,Omit,Omit,All others,Complete,2.0,5.0,1.0,1.0,8.0,Some college or associate degree,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,,,2.0,1.0,2.0,,Democrat,,,Democrat,Moderate,3.0,1.0,,State questionnaire,,3.0,2.0,9.0,2.0,1.0,West,None,None,9.0,3.0,2.0,2.0,2.0,1.0,Male,,,,,2.0,1.0,2.0,Rural,Small Cities/Rural,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Non-white,2.0,,,,,,2.0,,Low Density Rural,Rural,Rural,Very downscale,97367.0,0.0741630494594574
3694518.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,2.0,1.0,1.0,8.0,Some college or associate degree,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,2.0,18-64,,,,,Liberal,2.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,4.0,2.0,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,97526.0,0.482475370168686
3694483.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,1.0,2.0,2.0,8.0,Postgraduate study,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,,,1.0,9.0,2.0,18-64,,,,,Conservative,4.0,9.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,9.0,9.0,9.0,9.0,9.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Suburbs,Suburbs,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,9.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97056.0,0.477213740348816
3694293.0,30-59,45-59,50-64,50-59,,,Omit,Omit,All others,Complete,2.0,2.0,2.0,2.0,8.0,Postgraduate study,9.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,2.0,18-64,Independent/Something else,,,Something else,Conservative,4.0,1.0,,State questionnaire,,3.0,2.0,9.0,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,4.0,2.0,1.0,3.0,1.0,Female,,,,,1.0,1.0,3.0,Rural,Small Cities/Rural,Oregon,Telephone survey,9.0,9.0,Omit,No one does,No,No,No,Version 1,1.0,2.0,1.0,Non-white,2.0,3.0,3.0,5.0,6.0,,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,97756.0,0.185129016637802
3694121.0,,,,,,,Omit,Omit,Omit,Complete,2.0,5.0,3.0,,8.0,,9.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,,,,,2.0,1.0,2.0,,Republican,,,Republican,Conservative,5.0,1.0,,State questionnaire,,3.0,2.0,9.0,1.0,1.0,West,,,9.0,9.0,9.0,2.0,2.0,1.0,Female,,,,,2.0,1.0,2.0,Suburbs,Suburbs,Oregon,Telephone survey,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,1.0,1.0,1.0,,2.0,,,,,,2.0,,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,97038.0,0.0428027473390102
3694052.0,,,,,,,Omit,Omit,Omit,Complete,9.0,4.0,1.0,,8.0,,9.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,,,,,9.0,1.0,2.0,,,,,,,,3.0,,State questionnaire,,3.0,2.0,9.0,3.0,2.0,West,,,9.0,3.0,2.0,2.0,2.0,1.0,Male,,,,,2.0,1.0,2.0,Suburbs,Suburbs,Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,1.0,2.0,1.0,,9.0,,,,,,9.0,,Extremely Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,97424.0,0.0741630494594574
3694008.0,60+,60+,50-64,60-64,,,Never,Never,All others,Complete,9.0,3.0,1.0,1.0,8.0,Some college or associate degree,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",2.0,1.0,2.0,18-64,Independent/Something else,,,Independent,Moderate,3.0,1.0,,State questionnaire,,3.0,2.0,9.0,1.0,1.0,West,None,None,9.0,4.0,2.0,1.0,3.0,1.0,Male,,,,,1.0,1.0,3.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,2.0,3.0,1.0,Non-white,2.0,3.0,4.0,5.0,7.0,,9.0,17-64,Suburb,Urban,Urban Core,Downscale,97217.0,0.238940685987473
3693873.0,,,,,,,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,5.0,2.0,2.0,8.0,Postgraduate study,1.0,9.0,9.0,9.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,,,,2.0,1.0,2.0,,Democrat,,,Democrat,Moderate,3.0,1.0,,State questionnaire,,3.0,2.0,9.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,4.0,2.0,2.0,2.0,1.0,Male,,,,,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,3.0,1.0,Non-white,2.0,,,,,,2.0,,Suburb,Urban,Urban Core,Downscale,97301.0,0.0578530430793762
3693789.0,30-59,45-59,40-49,45-49,,,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,3.0,1.0,2.0,8.0,Postgraduate study,1.0,1.0,1.0,3.0,2.0,2.0,1.0,9.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,2.0,18-64,Democrat,,,Democrat,Liberal,2.0,1.0,,State questionnaire,,3.0,2.0,9.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,4.0,2.0,1.0,3.0,1.0,Female,,,,,1.0,1.0,3.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,2.0,4.0,2.0,Non-white,2.0,3.0,3.0,4.0,5.0,,2.0,17-64,High Density Urban,Urban,Urban Core,Upscale,97230.0,0.348096698522568
3693778.0,30-59,45-59,40-49,45-49,,,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,2.0,3.0,2.0,8.0,Postgraduate study,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,,,,9.0,3.0,2.0,18-64,Democrat,,,Democrat,Liberal,1.0,1.0,,State questionnaire,,3.0,2.0,9.0,1.0,1.0,West,Catholic,Catholic,9.0,4.0,2.0,2.0,2.0,1.0,Female,,,,,2.0,2.0,4.0,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,3.0,1.0,Non-white,2.0,3.0,3.0,4.0,5.0,,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,97058.0,0.182192549109459
3693772.0,30-59,45-59,50-64,50-59,,,Never,Never,All others,Complete,2.0,3.0,1.0,2.0,8.0,College graduate,9.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,,,,9.0,1.0,2.0,18-64,Democrat,,,Democrat,Liberal,1.0,1.0,,State questionnaire,,3.0,2.0,9.0,2.0,1.0,West,None,None,9.0,4.0,2.0,2.0,2.0,1.0,Female,,,,,1.0,1.0,3.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,4.0,2.0,Non-white,2.0,3.0,3.0,5.0,6.0,,2.0,17-64,High Density Urban,Urban,Urban Core,Upscale,97202.0,0.272910475730896
3693631.0,,,,,,,Omit,Omit,Omit,Complete,9.0,4.0,9.0,,8.0,,9.0,9.0,9.0,9.0,,,,1.0,9.0,9.0,9.0,2.0,9.0,9.0,9.0,,,,,2.0,9.0,2.0,,,,,,,,9.0,,State questionnaire,,9.0,9.0,9.0,1.0,1.0,West,,,9.0,9.0,9.0,2.0,2.0,1.0,Female,,,,,9.0,9.0,9.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,,,,,Version 1,2.0,5.0,2.0,,9.0,,,,,,9.0,,Suburb,Urban,Urban Core,Upscale,97404.0,0.054869756102562
