ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,BREAKDEM,BREAKDM2,CALL,CDNUM,CLINASVP,CLINVSMCCN,COLLEDUC,DPRS08,EDUC,GENDISS,GENDISS2,GENDISS4,GEOCODE,GUNOWNER,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,ISSVQUAL,LONGPRIM,MTDPRS08,OBAMAASVP,OBAMVSMCCN,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS08,RECSS082,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHARECLIN,SHAREOBAM,SHAREVAL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TIME3DAB,TIMEPRAB,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3707032.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,9.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,2.0,,,,1.0,Omit,9.0,1.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,9.0,9.0,9.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,1.0,65+,High Density Urban,Urban,Urban Core,Downscale,59801.0,0.919841587543488
3707000.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,High school graduate,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",9.0,My candidates position on the issues,1.0,1.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50001.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,None,4.0,4.0,6.0,9.0,4.0,1.0,65+,Low Density Rural,Urban,Urban Core,Upscale,59405.0,0.964444637298584
3706997.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,,,,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,3.0,1.0,No,1.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",9.0,My candidates position on the issues,1.0,1.0,2.0,9.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,,,50001.0,9.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,2.0,2.0,Barack Obama did,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,1.0,65+,Town,Rural,Rural,Very upscale,59601.0,0.964444637298584
3706993.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,,,,1.0,1.0,1.0,1.0,2.0,Did not complete high school,2.0,1.0,3.0,1.0,No,1.0,3.0,1.0,1.0,,,,3.0,My candidates leadership/personal qualities,9.0,1.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50001.0,9.0,White,State questionnaire,White,9.0,9.0,9.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,2.0,2.0,4.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,2.0,65+,Town,Rural,Rural,Very upscale,59601.0,0.964444637298584
3706992.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,,,,1.0,9.0,1.0,1.0,2.0,High school graduate,3.0,2.0,4.0,1.0,No,9.0,9.0,9.0,1.0,,,,1.0,My candidates leadership/personal qualities,2.0,1.0,9.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50001.0,9.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,9.0,9.0,9.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,1.0,65+,Low Density Rural,Rural,Rural,Downscale,59701.0,0.964444637298584
3706990.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,3.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,My candidates position on the issues,2.0,1.0,2.0,1.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,50001.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,1.0,65+,Extremely Low Density Rural,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,59463.0,0.964444637298584
3706988.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,High school graduate,3.0,2.0,4.0,1.0,No,1.0,1.0,2.0,1.0,,,,1.0,My candidates position on the issues,2.0,1.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50001.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,1.0,65+,Low Density Rural,Urban,Urban Core,Upscale,59405.0,0.964444637298584
3706987.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,4.0,1.0,Yes,1.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates position on the issues,1.0,1.0,1.0,1.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50001.0,3.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,1.0,65+,Low Density Rural,Urban,Urban Core,Upscale,59405.0,0.964444637298584
3706985.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,9.0,,,,1.0,9.0,1.0,1.0,2.0,High school graduate,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates position on the issues,9.0,1.0,9.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Catholic,Catholic,2.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,9.0,65+,Low Density Rural,Rural,Rural,Downscale,59701.0,0.964444637298584
3706983.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,High school graduate,3.0,2.0,4.0,1.0,No,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,1.0,65+,Low Density Rural,Rural,Rural,Downscale,59701.0,0.964444637298584
3706972.0,60+,60+,65+,75 or over,Non black 60+,All other,Omit,Omit,Omit,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,High school graduate,3.0,2.0,4.0,2.0,,1.0,1.0,2.0,1.0,,,,1.0,My candidates leadership/personal qualities,2.0,1.0,9.0,3.0,65+,Democrat,Non black Democrat,All other,Democrat,Liberal,1.0,50002.0,2.0,Other,State questionnaire,Other,1.0,1.0,5.0,1.0,1.0,West,,,9.0,1.0,1.0,2.0,Female,Non black female,All other races,Non white female,Non white,1.0,2.0,1.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Non-white,4.0,4.0,6.0,9.0,13.0,1.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,59828.0,1.25409233570099
3706971.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,All others,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,High school graduate,2.0,1.0,1.0,2.0,No,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,My candidates leadership/personal qualities,2.0,1.0,9.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,50002.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,1.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,59859.0,1.21790325641632
3706966.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,4.0,3.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates position on the issues,2.0,1.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,1.0,65+,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0,0.91982489824295
3706964.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,4.0,3.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,1.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50003.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,1.0,65+,Suburb,Urban,Urban Core,Very upscale,59102.0,0.91982489824295
3706962.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,1.0,1.0,1.0,2.0,High school graduate,1.0,1.0,3.0,3.0,Yes,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50003.0,4.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,9.0,9.0,Omit,Version 1,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,59201.0,0.91982489824295
3706960.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,3.0,3.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates position on the issues,2.0,1.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,1.0,65+,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,59044.0,0.91982489824295
3706956.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,,,,1.0,1.0,1.0,1.0,2.0,High school graduate,2.0,1.0,3.0,1.0,No,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,My candidates leadership/personal qualities,1.0,1.0,2.0,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,59701.0,1.1414190530777
