ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BILLHELP,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GAY,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,LATINOS,MARRIED,NEC,NEC2,NYDPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1127477.0,18-29,18-29,18-24,18-24,Non black 18-29,All other,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,3.0,2.0,Call 3,1.0,1.0,2.0,2.0,1.0,College graduate,No,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,No,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,129.0,4.0,Asian,State questionnaire,Asian,3.0,2.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,,,English, New York,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,13.0,17-64,,,,,11794.0,1.09565556049347
1126860.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,Call 3,1.0,1.0,2.0,2.0,1.0,College graduate,Yes,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,Yes,Yes,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,129.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Married men,Non white,,,English, New York,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,9.0,17-64,,,,,11794.0,1.00161743164063
1126787.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,Never,Never,All others,Complete,2.0,4.0,2.0,Call 3,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,Yes,2.0,1.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,Yes,Yes,No,Not so good,Not so good/Poor,1.0,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Liberal,1.0,129.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,East,None,None,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,,,English, New York,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,9.0,17-64,,,,,11794.0,1.09565556049347
1126928.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,All others,Complete,1.0,4.0,2.0,Call 3,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,Yes,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,No,Poor,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,129.0,2.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Non-married men,White male,,,English, New York,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,None,2.0,1.0,1.0,1.0,1.0,1.0,17-64,,,,,11794.0,1.00161743164063
1126712.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,2.0,1.0,Call 3,1.0,2.0,1.0,8.0,3.0,High school graduate,No,3.0,2.0,2.0,1.0,1.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,129.0,1.0,White,State questionnaire,White,3.0,2.0,East,Jewish,Jewish,3.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,,,English, New York,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,Version 1,Jewish,2.0,1.0,1.0,1.0,1.0,1.0,17-64,,,,,11794.0,0.909719169139862
1117359.0,18-29,18-29,18-24,18-24,Non black 18-29,All other,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,1.0,1.0,Call 2,1.0,3.0,1.0,8.0,3.0,High school graduate,No,3.0,2.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,No,No,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,All other,Independent,Liberal,2.0,129.0,2.0,Other,State questionnaire,Other,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,,,English, New York,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,13.0,17-64,,,,,11794.0,0.995129287242889
1117230.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 2,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,129.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,,,English, New York,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Catholic,2.0,1.0,1.0,1.0,1.0,1.0,17-64,,,,,11794.0,0.995129287242889
1117096.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,All others,Complete,1.0,4.0,2.0,Call 2,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,No,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,129.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,,,English, New York,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,None,2.0,1.0,1.0,1.0,1.0,1.0,17-64,,,,,11794.0,0.995129287242889
1128135.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,1.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,129.0,2.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,,,English, New York,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,,,,,11794.0,0.916289389133453
1117033.0,18-29,18-29,18-24,18-24,Non black 18-29,All other,Once a week,More than once a week/Once a week,All others,Complete,1.0,2.0,1.0,Call 2,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,No,Good,Excellent/Good,3.0,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,1.0,129.0,1.0,Asian,State questionnaire,Asian,3.0,2.0,East,Something else,Muslim,9.0,2.0,2.0,1.0,Male,Non black male,All other races,Non white male,Non-married men,Non white,,,English, New York,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,13.0,17-64,,,,,11794.0,0.909719169139862
1128208.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,Once a week,More than once a week/Once a week,All others,Complete,3.0,1.0,1.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,1.0,1.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,129.0,1.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,,,English, New York,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,,,,,11794.0,0.916289389133453
1128063.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,3.0,2.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,129.0,1.0,Black,State questionnaire,Black,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,,,English, New York,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,,,,,11794.0,0.916289389133453
1128004.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,Once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,1.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,No,Poor,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,129.0,1.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Male,Black male,Black men,Non white male,Non-married men,Non white,,,English, New York,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,,,,,11794.0,0.837645947933197
1127945.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,3.0,2.0,Call 3,1.0,1.0,1.0,8.0,3.0,High school graduate,No,2.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,Yes,Yes,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,129.0,1.0,Black,State questionnaire,Hispanic/Latino,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,,,English, New York,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,9.0,17-64,,,,,11794.0,0.916289389133453
1127880.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,2.0,1.0,Call 3,1.0,1.0,1.0,8.0,3.0,High school graduate,No,3.0,2.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,Yes,Yes,No,Good,Excellent/Good,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,129.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,,,English, New York,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,9.0,17-64,,,,,11794.0,0.909719169139862
1127814.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,Catholic/Do not attend weekly,Complete,3.0,2.0,1.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",3.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,129.0,2.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,,,English, New York,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Catholic,2.0,1.0,1.0,1.0,1.0,1.0,17-64,,,,,11794.0,0.995129287242889
1127007.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,All others,Complete,3.0,3.0,2.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",3.0,No,No,No,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,129.0,4.0,White,State questionnaire,White,2.0,1.0,East,Jewish,Jewish,3.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,,,English, New York,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Jewish,2.0,1.0,1.0,1.0,1.0,1.0,17-64,,,,,11794.0,0.909719169139862
1104369.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,4.0,2.0,Call 1,1.0,1.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,4.0,129.0,1.0,Black,State questionnaire,Black,3.0,2.0,East,Catholic,Catholic,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,,,English, New York,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,,,,,11794.0,0.916289389133453
1127678.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,4.0,2.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",2.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,129.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,,,English, New York,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,2.0,1.0,1.0,1.0,1.0,1.0,17-64,,,,,11794.0,0.995129287242889
1127412.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,4.0,2.0,Call 3,1.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,129.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,,,English, New York,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,"Yes, I do and someone else does",Yes,I am,Yes,3.0,Version 1,None,2.0,1.0,1.0,1.0,1.0,1.0,17-64,,,,,11794.0,0.909719169139862
