ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,LATINOS,MARRIED,NEC,NEC2,NMPRSD08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1117512.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 1,1.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,4.0,2.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very downscale,87105.0,1.1955554485321
1117140.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Call 1,2.0,2.0,1.0,4.0,2.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Good,Excellent/Good,2.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,22.0,2.0,White,State questionnaire,White,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.373613387346268
1128795.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 3,3.0,2.0,1.0,4.0,2.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Poor,Not so good/Poor,2.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,35.0,2.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Town,Rural,Rural,Upscale,87401.0,1.2500472068786599
1128725.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,Call 3,2.0,2.0,2.0,4.0,2.0,College graduate,3.0,2.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,Yes,Yes,No,Good,Excellent/Good,2.0,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Conservative,5.0,27.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,4.0,2.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Suburbs,Suburbs,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,11.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,87031.0,0.306231796741486
1128669.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 3,1.0,2.0,1.0,4.0,2.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,Yes,Yes,No,Poor,Not so good/Poor,2.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,4.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Suburbs,Suburbs,English, New Mexico,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,10.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very downscale,87105.0,1.4755539894104
1128501.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 3,2.0,2.0,2.0,4.0,2.0,College graduate,3.0,2.0,2.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,Yes,Yes,Yes,Poor,Not so good/Poor,2.0,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Moderate,3.0,22.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,11.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.428724527359009
1128500.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 3,2.0,2.0,2.0,4.0,2.0,College graduate,3.0,2.0,2.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,Yes,Yes,Yes,Poor,Not so good/Poor,2.0,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Moderate,3.0,22.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,11.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.428724527359009
1128292.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Never,Never,All others,Complete,4.0,2.0,Call 3,2.0,2.0,1.0,4.0,2.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",2.0,Yes,Yes,No,Poor,Not so good/Poor,2.0,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Moderate,3.0,25.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,West,Something else,Something else,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,11.0,17-64,Low Density Rural,Rural,Rural,Upscale,87801.0,0.428724527359009
1120960.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 2,2.0,1.0,2.0,4.0,2.0,Postgraduate study,3.0,2.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,No,Yes,Not so good,Not so good/Poor,2.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,22.0,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.373613387346268
1129171.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,9.0,9.0,Call 3,3.0,2.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,3.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,No,No,No,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,35.0,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Town,Rural,Rural,Upscale,87401.0,0.858632028102875
1117500.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,1.0,Call 1,3.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",9.0,No,No,No,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,38.0,4.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,87505.0,0.973116278648376
1129160.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,9.0,9.0,Call 3,3.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,Yes,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,30.0,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,None,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,87582.0,2.91934895515442
1129153.0,30-59,30-44,30-39,30-39,,,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,3.0,3.0,2.0,8.0,3.0,College graduate,2.0,1.0,3.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",2.0,No,No,No,Poor,Not so good/Poor,3.0,18-64,Democrat,,,Democrat,Moderate,3.0,38.0,1.0,,State questionnaire,,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,,,,Non-married women,,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,1.0,2.0,1.0,9.0,9.0,Omit,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,,17-64,Suburb,Urban,Urban Core,Very upscale,87505.0,0.793684005737305
1117479.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,Call 1,2.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,Yes,Yes,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,22.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,,,,,,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.616078317165375
1129127.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,,,,Not complete,1.0,1.0,Call 3,3.0,,,8.0,3.0,,,,3.0,,,,,,,1.0,Yes,Yes,,Poor,Not so good/Poor,3.0,18-64,,,,,,,30.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,West,,,,,,,Male,Non black male,Latino men,Non white male,,Non white,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,11.0,17-64,Low Density Rural,Rural,Rural,Downscale,87582.0,3.34997749328613
1129114.0,30-59,30-44,40-49,40-44,Non black 30-44,Latino 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Call 3,3.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,3.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,Yes,Yes,Yes,Good,Excellent/Good,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,38.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,10.0,17-64,Suburb,Urban,Urban Core,Very upscale,87505.0,1.11665916442871
1117447.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Call 1,1.0,3.0,1.0,8.0,3.0,High school graduate,3.0,2.0,1.0,1.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,Yes,Yes,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,4.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,Suburbs,Suburbs,English, New Mexico,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,11.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very downscale,87105.0,0.751935482025146
1129108.0,30-59,45-59,50-64,50-59,,,Never,Never,All others,Complete,1.0,1.0,Call 3,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,No,Poor,Not so good/Poor,3.0,18-64,Democrat,,,Democrat,Liberal,1.0,30.0,1.0,,State questionnaire,,3.0,2.0,West,None,None,9.0,1.0,3.0,1.0,Male,,,,Non-married men,,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,9.0,9.0,Omit,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,,17-64,Low Density Rural,Rural,Rural,Downscale,87582.0,2.73227739334106
1129101.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 3,1.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Poor,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,3.0,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,87120.0,0.895161271095276
1117430.0,30-59,45-59,40-49,45-49,Black 45-59,Black 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 1,2.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,4.0,22.0,1.0,Black,State questionnaire,Black,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Married men,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,7.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,88220.0,0.580824315547943
1129084.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,34.0,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,87410.0,0.875804662704468
1129083.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,3.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,34.0,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,87410.0,0.875804662704468
1129073.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,4.0,2.0,Call 3,3.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,38.0,1.0,White,State questionnaire,White,3.0,2.0,West,Something else,Something else,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Something else,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,87505.0,0.973116278648376
1129065.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Never,Never,All others,Complete,2.0,1.0,Call 3,3.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,1.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",2.0,Yes,Yes,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,35.0,1.0,White,State questionnaire,Hispanic/Latino,3.0,2.0,West,None,None,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,11.0,17-64,Town,Rural,Rural,Upscale,87401.0,0.985287487506866
1117395.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,9.0,9.0,Call 1,1.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,9.0,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,87122.0,0.737191677093506
1129052.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 3,3.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,Yes,Poor,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,34.0,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,87410.0,0.875804662704468
1129035.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,1.0,Call 3,3.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,35.0,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,3.0,Version 1,None,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Town,Rural,Rural,Upscale,87401.0,0.985287487506866
1129027.0,30-59,30-44,40-49,40-44,Non black 30-44,Latino 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 3,2.0,3.0,1.0,8.0,3.0,Did not complete high school,2.0,1.0,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,Yes,Yes,Yes,Good,Excellent/Good,3.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,16.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,West,Something else,Something else,9.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,"Cities 10,000-50,000",Small Cities/Rural,English, New Mexico,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,1.0,2.0,2.0,4.0,4.0,10.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,88203.0,0.605143249034882
1129024.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 3,1.0,2.0,2.0,8.0,3.0,College graduate,3.0,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Yes,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,3.0,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English, New Mexico,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Catholic,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,87120.0,0.895161271095276
