ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEISS,AGEISS2,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKREP2,BRNAGAIN,CALL,CDNUM,COLLEDUC,EDUC,FAVMCCN,FAVMCCN2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,LATINO,MCCONSRV,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SATHUCK,SATISREPTX,SATMCCN,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,VTRPRS08,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,PRECINCT,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1224546.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Yes,Call 2,1.0,1.0,High school graduate,1.0,1.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,2.0,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,1.0,Low Density Rural,Rural,Rural,Upscale,5491.0,1.89599752426147
1224536.0,1.0,2.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,3.0,2.0,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,No,Call 2,1.0,2.0,College graduate,2.0,1.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,3.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,3.0,White,State questionnaire,White,East,None,None,5.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,3.0,1.0,Version 1,No,2.0,None,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,1.0,Low Density Rural,Rural,Rural,Upscale,5491.0,2.27665853500366
1224523.0,2.0,4.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,2.0,1.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,Call 2,1.0,2.0,College graduate,2.0,1.0,3.0,2.0,3.0,,,,1.0,No,2.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,2.0,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,1.0,Low Density Rural,Rural,Rural,Upscale,5491.0,2.10905861854553
1224508.0,2.0,3.0,60+,60+,65+,75 or over,,,3.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,Call 2,1.0,2.0,College graduate,1.0,1.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,3.0,Not so good,Not so good/Poor,65+,Republican,,,Republican,Conservative,4.0,3.0,,State questionnaire,,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,4.0,1.0,3.0,1.0,Male,,,,,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,2.0,Non-white,All others,All others,4.0,4.0,6.0,9.0,,65+,1.0,Low Density Rural,Rural,Rural,Upscale,5491.0,2.11692810058594
1227751.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,3.0,2.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,Call 3,1.0,2.0,College graduate,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,1.0,1.0,1.0,Version 1,No,2.0,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,1.0,Low Density Rural,Rural,Rural,Upscale,5491.0,1.89599752426147
1222743.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,3.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,No,Call 1,1.0,2.0,College graduate,1.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,6.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,3.0,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,1.0,Low Density Rural,Rural,Rural,Upscale,5491.0,1.33213710784912
1227678.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Yes,Call 3,1.0,1.0,Some college or associate degree,3.0,2.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",9.0,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,3.0,1.0,,,,,Non white,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,1.0,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,1.0,Low Density Rural,Rural,Rural,Upscale,5491.0,1.92725086212158
1227649.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,3.0,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,Call 3,1.0,1.0,Some college or associate degree,3.0,2.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,2.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,1.0,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,1.0,Low Density Rural,Rural,Rural,Upscale,5491.0,2.18221306800842
1228070.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,3.0,2.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,No,Call 3,1.0,1.0,High school graduate,2.0,1.0,3.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,3.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,5.0,1.0,White,State questionnaire,White,East,None,None,5.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,Election day exit poll,1.0,1.0,1.0,Version 1,No,1.0,None,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.33685147762299
1228069.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,3.0,2.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,No,Call 3,1.0,1.0,High school graduate,2.0,1.0,3.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,3.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,5.0,1.0,White,State questionnaire,White,East,None,None,5.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,Election day exit poll,1.0,1.0,1.0,Version 1,No,1.0,None,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.33685147762299
1228035.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,3.0,2.0,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,Call 3,1.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,1.0,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.20180010795593
1228006.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,3.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,Call 3,1.0,2.0,College graduate,2.0,1.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",4.0,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,4.0,2.0,Version 1,No,2.0,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.16151213645935
1223355.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,3.0,2.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,Call 1,1.0,2.0,College graduate,1.0,1.0,3.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,2.0,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.29203617572784
1223354.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,3.0,2.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,Call 1,1.0,2.0,College graduate,1.0,1.0,3.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,2.0,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.29203617572784
1224730.0,1.0,1.0,30-59,30-44,40-49,40-44,Non black 30-44,Latino 30-44,3.0,2.0,Omit,Omit,Omit,Complete,3.0,2.0,,Call 2,1.0,,,1.0,1.0,3.0,,1.0,,,,3.0,Yes,3.0,Good,Excellent/Good,18-64,,,,,,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,9.0,4.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non white,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,4.0,2.0,Version 1,No,2.0,Non-white,All others,All others,2.0,2.0,4.0,4.0,10.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.29203617572784
1223329.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,White 60+,2.0,1.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,Call 1,1.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,No,2.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,4.0,2.0,Version 1,No,2.0,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.36534702777863
1223304.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,3.0,2.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,No,Call 1,1.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",4.0,No,2.0,Good,Excellent/Good,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,2.0,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.36534702777863
1223249.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,2.0,1.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,Call 1,1.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,3.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,4.0,2.0,Version 1,No,2.0,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,1.16151213645935
1224715.0,2.0,3.0,18-29,18-29,25-29,25-29,Black 18-29,Black 18-29,2.0,1.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,No,Call 2,1.0,1.0,High school graduate,4.0,2.0,3.0,1.0,3.0,Less than 100k,Less than 50k,"Under $15,000",3.0,No,1.0,Good,Excellent/Good,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Independent,Conservative,4.0,1.0,Black,State questionnaire,Black,East,Catholic,Catholic,9.0,2.0,1.0,1.0,2.0,Male,Black male,Black men,Non white male,Non white,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,1.0,Non-white,All others,All others,1.0,1.0,2.0,2.0,5.0,17-64,4.0,Low Density Rural,Rural,Rural,Very downscale,5201.0,0.868574619293213
1228134.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,White 60+,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,Call 3,1.0,2.0,College graduate,1.0,1.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,2.0,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,5.0,2.0,Version 1,No,1.0,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,7.0,Low Density Rural,Rural,Rural,Downscale,5060.0,1.23149359226227
1228114.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,White 60+,3.0,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,Call 3,1.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,Election day exit poll,2.0,4.0,2.0,Version 1,No,1.0,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,7.0,Low Density Rural,Rural,Rural,Downscale,5060.0,1.10708570480347
