ID,ABORT2,ABORTION,AGEISS,AGEISS2,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,CALL,CDNUM,COLLEDUC,EDUC,FAVMCCN,FAVMCCN2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,LATINO,MCCONSRV,NEC,NEC2,OHRPRS08,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SATHUCK,SATISREPTX,SATMCCN,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1228387.0,1.0,2.0,3.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,No,Call 3,5.0,1.0,Some college or associate degree,2.0,1.0,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,3.0,Not so good,Not so good/Poor,1.0,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,149.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Ohio,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,43451.0,1.40711116790771
1229443.0,2.0,3.0,3.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Yes,Call 3,4.0,1.0,High school graduate,2.0,1.0,3.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,2.0,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,74.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Ohio,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.91378915309906
1228405.0,2.0,3.0,,,,,,Not complete,4.0,2.0,,Call 3,5.0,,,2.0,1.0,4.0,,,,,,4.0,No,,Good,Excellent/Good,1.0,,,,,,,149.0,2.0,White,State questionnaire,White,Midwest,,,,2.0,,,,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,Election day exit poll,2.0,5.0,2.0,Version 1,No,,,,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,6.0,,,43451.0,1.19077038764954
1222371.0,2.0,4.0,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Yes,Call 1,4.0,1.0,High school graduate,2.0,1.0,3.0,1.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,3.0,Poor,Not so good/Poor,1.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,74.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.91378915309906
1222322.0,2.0,3.0,3.0,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,Call 1,4.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,3.0,Good,Excellent/Good,1.0,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,74.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,6.0,,,45843.0,0.989901900291443
1222330.0,2.0,4.0,3.0,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,Call 1,4.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,2.0,Good,Excellent/Good,1.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,74.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,1.16974854469299
1225519.0,1.0,2.0,2.0,1.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Yes,Call 2,4.0,1.0,High school graduate,2.0,1.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,2.0,Not so good,Not so good/Poor,1.0,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,74.0,1.0,White,State questionnaire,White,Midwest,None,None,5.0,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,3.0,1.0,Version 1,No,None,White Born-again/Evangelical Christians,All others,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.91378915309906
1225518.0,1.0,2.0,2.0,1.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Yes,Call 2,4.0,1.0,High school graduate,2.0,1.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,2.0,Not so good,Not so good/Poor,1.0,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,74.0,1.0,White,State questionnaire,White,Midwest,None,None,5.0,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,3.0,1.0,Version 1,No,None,White Born-again/Evangelical Christians,All others,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.91378915309906
1229492.0,2.0,3.0,3.0,2.0,Never,Never,All others,Complete,4.0,2.0,No,Call 3,4.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,3.0,Not so good,Not so good/Poor,1.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,74.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.839877545833588
1225430.0,1.0,2.0,3.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,Call 2,4.0,2.0,College graduate,2.0,1.0,3.0,2.0,3.0,,,,2.0,No,3.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,74.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.850041508674622
1225423.0,2.0,3.0,2.0,1.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,Call 2,4.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,3.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,74.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,6.0,,,45843.0,1.08814477920532
1225417.0,1.0,2.0,3.0,2.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,No,Call 2,5.0,2.0,College graduate,2.0,1.0,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,3.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,149.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Ohio,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,6.0,,,43451.0,2.06251525878906
1225406.0,9.0,9.0,3.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,Call 2,4.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,3.0,Good,Excellent/Good,2.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,74.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,1.08814477920532
1225378.0,2.0,4.0,3.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,Call 2,4.0,1.0,High school graduate,2.0,1.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,No,3.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,74.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.850041508674622
1229490.0,1.0,2.0,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Yes,Call 3,4.0,1.0,High school graduate,2.0,1.0,3.0,1.0,2.0,,,,3.0,No,3.0,Poor,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,74.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,9.0,9.0,9.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,6.0,,,45843.0,1.08814477920532
1229477.0,1.0,2.0,3.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Yes,Call 3,4.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,3.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,74.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.850041508674622
1222382.0,2.0,3.0,3.0,2.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,No,Call 1,4.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,3.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,74.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,3.0,1.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,6.0,,,45843.0,1.28584027290344
1229489.0,2.0,4.0,3.0,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,Call 3,4.0,1.0,High school graduate,2.0,1.0,3.0,1.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,9.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,74.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.850041508674622
1229485.0,1.0,2.0,3.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,Call 3,4.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",4.0,No,3.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,74.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.850041508674622
1229481.0,2.0,4.0,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,No,Call 3,4.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,1.0,Not so good,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,74.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Ohio,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,0.850041508674622
1229463.0,2.0,3.0,2.0,1.0,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Yes,Call 3,4.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,2.0,Good,Excellent/Good,2.0,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,74.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Ohio,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,1.00447821617126
1229459.0,2.0,4.0,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Yes,Call 3,4.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,2.0,Poor,Not so good/Poor,2.0,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,74.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Ohio,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,2.0,2.0,1.0,17-64,Extremely Low Density Rural,6.0,,,45843.0,1.09096503257751
