ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ALDPRS08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,FAVBILL,FAVBILL2,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1121750.0,30-59,45-59,50-64,50-59,,,3.0,,,,Not complete,4.0,2.0,Call 3,6.0,,,8.0,3.0,,,,,,1.0,,,,,,3.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,30.0,1.0,,State questionnaire,,,,South,,,,,,,Female,,,,,,Suburbs,Suburbs,Alabama,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Downscale,35062.0,0.654543995857239
1121866.0,60+,60+,50-64,60-64,,,3.0,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 3,6.0,3.0,2.0,8.0,3.0,Postgraduate study,3.0,2.0,2.0,1.0,3.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,Yes,Poor,Not so good/Poor,18-64,Democrat,,,Democrat,Moderate,3.0,78.0,1.0,,State questionnaire,,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Male,,,,Married men,,Suburbs,Suburbs,Alabama,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,,17-64,Suburb,70s Suburbs,Urban Perimeter,Downscale,35476.0,0.407137423753738
1107751.0,60+,60+,65+,75 or over,,,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Call 1,7.0,3.0,2.0,8.0,3.0,Postgraduate study,4.0,2.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Not so good,Not so good/Poor,65+,Democrat,,,Democrat,Moderate,3.0,15.0,1.0,,State questionnaire,,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Female,,,,Married women,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,4.0,4.0,6.0,9.0,,65+,Low Density Rural,Rural,Rural,Upscale,36701.0,1.26393473148346
1121738.0,30-59,30-44,30-39,30-39,,,3.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 3,3.0,3.0,1.0,8.0,3.0,High school graduate,2.0,1.0,1.0,1.0,3.0,3.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,,,Democrat,Liberal,2.0,72.0,4.0,,State questionnaire,,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Male,,,,Married men,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,35014.0,0.522496819496155
1114933.0,30-59,30-44,30-39,30-39,,,3.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 2,7.0,3.0,1.0,8.0,3.0,High school graduate,2.0,1.0,3.0,2.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,,,Democrat,Moderate,3.0,76.0,1.0,,State questionnaire,,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,,,,Married women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,1.0,2.0,2.0,3.0,3.0,,17-64,Suburb,Urban,Urban Core,Upscale,35404.0,0.4818155169487
1109961.0,60+,60+,65+,65-74,,,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Call 1,7.0,1.0,1.0,8.0,3.0,Did not complete high school,3.0,2.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Not so good,Not so good/Poor,65+,Democrat,,,Democrat,Liberal,1.0,40.0,2.0,,State questionnaire,,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Male,,,,Married men,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,,65+,Suburb,Urban,Urban Core,Very downscale,35207.0,0.698434174060822
1109651.0,30-59,45-59,50-64,50-59,,,3.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,Call 1,7.0,3.0,2.0,8.0,3.0,College graduate,2.0,1.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,No,Poor,Not so good/Poor,18-64,Democrat,,,Democrat,Liberal,2.0,40.0,2.0,,State questionnaire,,3.0,2.0,South,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,,,,Non-married women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,,17-64,Suburb,Urban,Urban Core,Very downscale,35207.0,0.594473004341125
1123487.0,30-59,30-44,40-49,40-44,,,3.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 3,2.0,9.0,1.0,8.0,3.0,High school graduate,9.0,9.0,1.0,1.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,,No,Excellent,Excellent/Good,18-64,Democrat,,,Democrat,Liberal,2.0,10.0,2.0,,State questionnaire,,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,,,,Non-married women,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,,17-64,Low Density Rural,Rural,Rural,Very upscale,36330.0,0.65480238199234
1109261.0,30-59,45-59,50-64,50-59,,,3.0,,,,Not complete,1.0,1.0,Call 1,5.0,,,8.0,3.0,,,,,,5.0,,,,,,1.0,No,,Not so good,Not so good/Poor,18-64,,,,,,,50.0,1.0,,State questionnaire,,,,South,,,,,,,Female,,,,,,Suburbs,Suburbs,Alabama,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,3.0,3.0,5.0,6.0,,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,35749.0,0.901582300662994
1116122.0,60+,60+,50-64,60-64,,,3.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 2,7.0,3.0,1.0,8.0,3.0,Some college or associate degree,1.0,1.0,3.0,2.0,3.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,No,Poor,Not so good/Poor,18-64,Democrat,,,Democrat,Moderate,3.0,76.0,1.0,,State questionnaire,,3.0,2.0,South,Something else,Something else,9.0,1.0,3.0,1.0,Female,,,,Non-married women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,,17-64,Suburb,Urban,Urban Core,Upscale,35404.0,0.574482798576355
1122984.0,30-59,30-44,30-39,30-39,,,3.0,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Call 3,7.0,1.0,2.0,8.0,3.0,College graduate,3.0,2.0,3.0,2.0,1.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,,,Democrat,Moderate,3.0,40.0,1.0,,State questionnaire,,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,,,,Married women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,2.0,2.0,3.0,3.0,,17-64,Suburb,Urban,Urban Core,Very downscale,35207.0,0.594473004341125
1108910.0,30-59,45-59,50-64,50-59,,,3.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 1,7.0,3.0,2.0,8.0,3.0,College graduate,2.0,1.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Not so good,Not so good/Poor,18-64,Democrat,,,Democrat,Moderate,3.0,39.0,1.0,,State questionnaire,,3.0,2.0,South,Something else,Something else,9.0,2.0,2.0,1.0,Female,,,,Non-married women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,,17-64,Suburb,Urban,Urban Core,Downscale,35206.0,0.58475387096405
1116008.0,30-59,45-59,50-64,50-59,,,3.0,More than once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 2,7.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Poor,Not so good/Poor,18-64,Democrat,,,Democrat,Moderate,3.0,42.0,2.0,,State questionnaire,,2.0,1.0,South,Something else,Something else,9.0,1.0,3.0,1.0,Female,,,,Non-married women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,,17-64,High Density Urban,Urban,Urban Core,Very downscale,35218.0,0.682165861129761
1108835.0,30-59,45-59,40-49,45-49,,,3.0,More than once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Call 1,7.0,3.0,1.0,8.0,3.0,Some college or associate degree,2.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Poor,Not so good/Poor,18-64,Democrat,,,Democrat,Moderate,3.0,39.0,1.0,,State questionnaire,,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Female,,,,Non-married women,,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,,17-64,Suburb,Urban,Urban Core,Downscale,35206.0,0.58475387096405
1127476.0,30-59,45-59,40-49,45-49,,,3.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Call 3,7.0,3.0,2.0,8.0,3.0,Postgraduate study,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Poor,Not so good/Poor,18-64,Democrat,,,Democrat,Conservative,4.0,15.0,1.0,,State questionnaire,,3.0,2.0,South,Something else,Something else,9.0,1.0,3.0,1.0,Female,,,,Non-married women,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,,17-64,Low Density Rural,Rural,Rural,Upscale,36701.0,1.06005501747131
1108756.0,30-59,30-44,40-49,40-44,,,3.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 1,7.0,1.0,2.0,8.0,3.0,College graduate,1.0,1.0,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,Yes,Poor,Not so good/Poor,18-64,Democrat,,,Democrat,Liberal,1.0,15.0,1.0,,State questionnaire,,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,,,,Married women,,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,1.0,2.0,2.0,4.0,4.0,,17-64,Low Density Rural,Rural,Rural,Upscale,36701.0,1.06005501747131
1122381.0,,,,,,,3.0,More than once a week,More than once a week/Once a week,All others,Complete,9.0,9.0,Call 3,7.0,3.0,1.0,8.0,3.0,Did not complete high school,3.0,2.0,3.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,,,Omit,Omit,,Democrat,,,Democrat,Moderate,3.0,8.0,1.0,,State questionnaire,,3.0,2.0,South,None,None,9.0,9.0,9.0,9.0,Female,,,,,,Rural,Small Cities/Rural,Alabama,Election day exit poll,2.0,4.0,2.0,9.0,9.0,Omit,,,,,3.0,Version 1,Non-white,2.0,,,,,,,Extremely Low Density Rural,Rural,Rural,Downscale,36904.0,0.799416422843933
