ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ALRPRS08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHAREREL,SHARERL2,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1108692.0,2.0,3.0,60+,60+,50-64,60-64,Black 60+,Black 60+,1.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Yes,1.0,1.0,Call 1,6.0,2.0,1.0,2.0,High school graduate,3.0,1.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Black non Democrat,All Republicans,Republican,Conservative,4.0,7.0,1.0,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,Male,Black male,Black men,Non white male,Non white,1.0,1.0,Rural,Small Cities/Rural,Alabama,Election day exit poll,1.0,2.0,1.0,Version 1,No,Non-white,All others,All others,3.0,4.0,5.0,7.0,8.0,17-64,Low Density Rural,Rural,Rural,Downscale,35085.0,0.25798299908638
1124200.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,1.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 2,2.0,5.0,1.0,5.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,25.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Alabama,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Upscale,36301.0,0.240150421857834
1108173.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 1,7.0,2.0,1.0,2.0,Some college or associate degree,2.0,2.0,2.0,,,,Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,8.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,Rural,Small Cities/Rural,Alabama,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,36904.0,1.39834189414978
1122160.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 3,3.0,1.0,1.0,1.0,High school graduate,3.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,72.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,35014.0,0.764327466487885
1122154.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,2.0,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Yes,2.0,1.0,Call 3,5.0,2.0,1.0,2.0,High school graduate,5.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,28.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,Rural,Small Cities/Rural,Alabama,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,35966.0,0.724732160568237
1115154.0,2.0,3.0,30-59,30-44,40-49,40-44,,,2.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 2,4.0,2.0,1.0,2.0,Some college or associate degree,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,,,Republican,Conservative,5.0,79.0,2.0,,State questionnaire,,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Male,,,,,1.0,1.0,Rural,Small Cities/Rural,Alabama,Election day exit poll,1.0,2.0,1.0,Version 1,No,Non-white,All others,All others,2.0,2.0,4.0,4.0,,17-64,Low Density Rural,Rural,Rural,Upscale,35504.0,0.832459926605225
1108140.0,2.0,3.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,2.0,More than once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Yes,2.0,1.0,Call 1,7.0,2.0,1.0,5.0,Some college or associate degree,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,8.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,Rural,Small Cities/Rural,Alabama,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,36904.0,1.21883547306061
1115265.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,3.0,2.0,Call 2,5.0,5.0,2.0,5.0,Postgraduate study,5.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,44.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Rural,Rural,Upscale,35630.0,0.548819243907928
1115123.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,2.0,1.0,Call 2,6.0,3.0,2.0,3.0,Postgraduate study,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,78.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,4.0,2.0,Suburbs,Suburbs,Alabama,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Downscale,35476.0,0.799274444580078
1122121.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,2.0,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,3.0,2.0,Call 3,5.0,2.0,1.0,2.0,Some college or associate degree,5.0,2.0,3.0,,,,Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Moderate,3.0,28.0,2.0,American Indian,State questionnaire,Other,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,Female,Non black female,All other races,Non white female,Non white,1.0,1.0,Rural,Small Cities/Rural,Alabama,Election day exit poll,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,13.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,35966.0,0.668273150920868
1122120.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,9.0,Yes,2.0,1.0,Call 3,3.0,2.0,1.0,2.0,Some college or associate degree,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,72.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,35014.0,0.704783856868744
1122119.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,White 60+,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 3,6.0,2.0,2.0,2.0,College graduate,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,30.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,Suburbs,Suburbs,Alabama,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Downscale,35062.0,1.19480848312378
1115243.0,2.0,3.0,60+,60+,65+,65-74,,,2.0,,,,Not complete,2.0,1.0,,1.0,1.0,Call 2,6.0,,,,,1.0,,,,,,,,3.0,My candidates position on the issues,No,,,65+,,,,,,,30.0,2.0,,State questionnaire,,South,,,,2.0,2.0,Female,,,,,,,Suburbs,Suburbs,Alabama,Election day exit poll,2.0,4.0,2.0,Version 1,No,,,,4.0,4.0,6.0,8.0,,65+,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Downscale,35062.0,1.08394813537598
1122112.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,2.0,More than once a week,More than once a week/Once a week,All others,Complete,9.0,9.0,Yes,9.0,9.0,Call 3,1.0,2.0,1.0,2.0,Did not complete high school,4.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,9.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,Rural,Small Cities/Rural,Alabama,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,36451.0,2.97515916824341
1115112.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,2.0,Once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,2.0,1.0,Call 2,6.0,2.0,1.0,2.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,9.0,Omit,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,30.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,Suburbs,Suburbs,Alabama,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Downscale,35062.0,0.960299015045166
1108103.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,2.0,,,,Not complete,2.0,1.0,,2.0,1.0,Call 1,7.0,,,,,2.0,,,,,,,,4.0,My candidates position on the issues,No,,,18-64,,,,,,,8.0,2.0,White,State questionnaire,White,South,,,,2.0,2.0,Male,Non black male,White men,White male,White male,,,Rural,Small Cities/Rural,Alabama,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,,,,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,36904.0,1.21883547306061
1115225.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,1.0,1.0,Call 2,5.0,5.0,1.0,5.0,Some college or associate degree,5.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,44.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Rural,Rural,Upscale,35630.0,0.548819243907928
1129092.0,9.0,9.0,,,,,,,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,2.0,1.0,Call 3,5.0,2.0,2.0,2.0,College graduate,5.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,44.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Alabama,Election day exit poll,9.0,9.0,9.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,,,,,,,Suburb,Rural,Rural,Upscale,35630.0,0.550659537315369
