ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BILLHELP,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDLA,COLLEDUC,DPRS08,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,KATRINA,KATRINA2,LADPRS08,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITELA,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1154014.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,9.0,9.0,Call 2,5.0,1.0,2.0,2.0,College graduate,3.0,2.0,2.0,2.0,2.0,,,,9.0,3.0,2.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,6.0,1.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,9.0,9.0,9.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,4.0,2.0,9.0,9.0,Omit,,,,,9.0,Version 1,Catholic,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.37720799446106
1154005.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,9.0,9.0,Call 2,5.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,3.0,1.0,,,,1.0,3.0,2.0,1.0,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,6.0,4.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,,71320.0,1.72669970989227
1153507.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,9.0,9.0,Call 1,5.0,1.0,1.0,2.0,Did not complete high school,3.0,2.0,2.0,3.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,3.0,2.0,1.0,No,Poor,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,6.0,2.0,White,State questionnaire,White,2.0,1.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,,71320.0,1.72669970989227
1153496.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,9.0,9.0,Call 1,5.0,2.0,1.0,2.0,High school graduate,3.0,2.0,2.0,1.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,3.0,2.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,6.0,1.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Louisiana,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.37933588027954
1153488.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,9.0,9.0,Call 1,5.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,3.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,3.0,2.0,1.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,6.0,4.0,White,State questionnaire,White,2.0,1.0,South,Catholic,Catholic,2.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.72669970989227
1153479.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,9.0,9.0,Call 1,5.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,3.0,2.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,6.0,3.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.72669970989227
1153471.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,9.0,9.0,Call 1,5.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,3.0,2.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,6.0,1.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.37720799446106
1153465.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,9.0,9.0,Call 1,5.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,3.0,2.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,6.0,1.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.37933588027954
1153459.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,9.0,9.0,Call 1,5.0,1.0,2.0,2.0,College graduate,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,3.0,2.0,1.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,6.0,1.0,White,State questionnaire,White,1.0,1.0,South,Catholic,Catholic,2.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Louisiana,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.37933588027954
1154794.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,1.0,1.0,Call 3,5.0,2.0,1.0,8.0,High school graduate,2.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,1.0,2.0,No,Good,Excellent/Good,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,6.0,1.0,White,State questionnaire,White,2.0,1.0,South,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,,71320.0,1.82605409622192
1154788.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,9.0,9.0,9.0,Call 3,5.0,2.0,1.0,8.0,Some college or associate degree,9.0,9.0,2.0,2.0,2.0,,,,2.0,3.0,2.0,2.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,6.0,3.0,White,State questionnaire,White,9.0,9.0,South,Catholic,Catholic,2.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,5.0,2.0,9.0,9.0,Omit,No one does,No,No,No,2.0,Version 1,Catholic,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.45645260810852
1153980.0,60+,60+,65+,65-74,Black 60+,Black 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,9.0,9.0,Call 2,5.0,2.0,1.0,8.0,Did not complete high school,3.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,3.0,2.0,2.0,No,Excellent,Excellent/Good,65+,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,6.0,1.0,Black,State questionnaire,Black,3.0,2.0,South,Catholic,Catholic,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non white,Rural,Small Cities/Rural, Louisiana,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Non-white,4.0,4.0,6.0,8.0,8.0,65+,Extremely Low Density Rural,Rural,Rural,,71320.0,1.97592413425446
1153454.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Never,Never,Catholic/Do not attend weekly,Complete,2.0,9.0,9.0,Call 1,5.0,2.0,1.0,8.0,Did not complete high school,1.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,1.0,2.0,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,6.0,2.0,White,State questionnaire,White,1.0,1.0,South,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Louisiana,Election day exit poll,1.0,1.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,,71320.0,1.8288756608963
1153449.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,9.0,9.0,Call 1,5.0,1.0,1.0,8.0,High school graduate,2.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,1.0,2.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,6.0,4.0,White,State questionnaire,White,2.0,1.0,South,Catholic,Catholic,2.0,9.0,9.0,9.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Louisiana,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,1.8288756608963
1153444.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,9.0,9.0,Call 1,5.0,2.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,3.0,2.0,2.0,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,6.0,1.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,,71320.0,1.82605409622192
1153994.0,60+,60+,50-64,60-64,Non black 60+,Latino 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,9.0,9.0,Call 2,5.0,1.0,1.0,99.0,High school graduate,3.0,2.0,2.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,1.0,9.0,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,6.0,1.0,White,State questionnaire,Hispanic/Latino,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,4.0,2.0,Male,Non black male,Latino men,Non white male,Non white,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,3.0,4.0,5.0,7.0,12.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,5.07605409622192
1153986.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,9.0,9.0,Call 2,5.0,1.0,1.0,99.0,High school graduate,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,2.0,1.0,9.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,6.0,1.0,White,State questionnaire,White,2.0,1.0,South,Catholic,Catholic,2.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Louisiana,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,,71320.0,4.6260347366333
1155158.0,18-29,18-29,25-29,25-29,Black 18-29,Black 18-29,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 3,7.0,1.0,1.0,0.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,3.0,2.0,0.0,No,Not so good,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,52.0,3.0,Black,State questionnaire,Black,3.0,2.0,South,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non white,"Cities 50,000-500,000","Cities over 50,000", Louisiana,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,1.0,1.0,2.0,2.0,5.0,17-64,Suburb,Urban,Urban Core,Very downscale,70501.0,1.07932209968567
1154832.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,Once a week,More than once a week/Once a week,All others,Complete,1.0,2.0,1.0,Call 3,3.0,1.0,2.0,2.0,College graduate,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,3.0,2.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,86.0,2.0,Black,State questionnaire,Black,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,1.0,2.0,Male,Black male,Black men,Non white male,Non white,Suburbs,Suburbs, Louisiana,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,1.0,1.0,1.0,1.0,5.0,17-64,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,70086.0,0.778020739555359
