ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,ATTEND,ATTEND2,BACKSIDE,BEATREPSC,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDSC,COLLEDUC,DPRS08,EDUC,FTEVER,FTPRIM,FTVOTEP,GEOCODE,HSEDUC,INC100K,INC50K,INCOME07,IRAQKEEP,ISSIA08D,ISSVQUAL,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,READYBLACK,READYBL2,READYWOMAN,READYWM2,REGION,SATCLIN2,SATISCLIN,SATISOBAM,SATOBAM2,SCDPRS08,SEX,SEXBLACK,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNITESC,VERSION,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
693512.0,30-59,30-44,30-39,30-39,Non black 30-44,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,1.0,Call 2,1.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,1.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Moderate,3.0,66.0,1.0,White,State questionnaire,White,4.0,2.0,1.0,1.0,South,1.0,1.0,4.0,2.0,1.0,Female,Non black female,White female,Non-married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,1.0,Version 1,2.0,2.0,2.0,3.0,3.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,1.27674448490143
693504.0,18-29,18-29,18-24,18-24,Non black 18-29,A few times a year,A few times a month/A few times a year,Complete,1.0,2.0,1.0,Call 2,1.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,1.0,My candidates position on the issues,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Liberal,1.0,66.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,1.0,1.0,2.0,1.0,1.0,Male,Non black male,White male,Non-married men,White male,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,1.0,Version 1,2.0,1.0,1.0,1.0,1.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,1.47866368293762
693496.0,30-59,45-59,40-49,45-49,Non black 45-59,Never,Never,Complete,1.0,3.0,2.0,Call 2,1.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,3.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,1.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Independent,Liberal,2.0,66.0,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,1.0,1.0,2.0,1.0,1.0,Female,Non black female,White female,Non-married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,1.0,Version 1,2.0,3.0,3.0,4.0,5.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,1.27674448490143
693489.0,60+,60+,65+,65-74,Non black 60+,A few times a year,A few times a month/A few times a year,Complete,1.0,2.0,1.0,Call 2,1.0,1.0,1.0,2.0,Did not complete high school,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,1.0,My candidates position on the issues,Yes,Good,Excellent/Good,65+,Democrat,Non black Democrat,Democrat,Liberal,2.0,66.0,1.0,White,State questionnaire,White,3.0,2.0,1.0,1.0,South,1.0,1.0,2.0,1.0,1.0,Male,Non black male,White male,Married men,White male,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,1.0,Version 1,2.0,4.0,4.0,6.0,8.0,65+,Town,,Urban Perimeter,Upscale,29588.0,1.89981997013092
693070.0,60+,60+,65+,65-74,Non black 60+,A few times a month,A few times a month/A few times a year,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,2.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Liberal,1.0,66.0,2.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,South,1.0,1.0,2.0,1.0,1.0,Female,Non black female,White female,Married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,1.0,Version 1,1.0,4.0,4.0,6.0,8.0,65+,Town,,Urban Perimeter,Upscale,29588.0,1.65431320667267
693052.0,60+,60+,65+,75 or over,Black 60+,Once a week,More than once a week/Once a week,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,65+,Democrat,Black Democrat,Democrat,Moderate,3.0,66.0,4.0,Black,State questionnaire,Black,4.0,2.0,2.0,1.0,South,1.0,1.0,4.0,2.0,1.0,Male,Black male,Non white male,Non-married men,Non white,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,1.0,Version 1,2.0,4.0,4.0,6.0,9.0,65+,Town,,Urban Perimeter,Upscale,29588.0,2.12992167472839
693036.0,60+,60+,50-64,60-64,Non black 60+,Once a week,More than once a week/Once a week,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Moderate,3.0,66.0,3.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,South,1.0,1.0,2.0,1.0,1.0,Female,Non black female,White female,Married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,1.0,Version 1,1.0,3.0,4.0,5.0,7.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,1.65431320667267
693018.0,60+,60+,65+,65-74,Non black 60+,A few times a month,A few times a month/A few times a year,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,,2.0,,2.0,2.0,1.0,3.0,,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,1.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Conservative,5.0,66.0,1.0,White,State questionnaire,White,4.0,2.0,1.0,1.0,South,1.0,1.0,4.0,2.0,1.0,Female,Non black female,White female,Non-married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,1.0,Version 1,2.0,4.0,4.0,6.0,8.0,65+,Town,,Urban Perimeter,Upscale,29588.0,1.65431320667267
692999.0,60+,60+,65+,75 or over,Non black 60+,,,Not complete,,1.0,1.0,Call 1,1.0,,,2.0,,,,,3.0,,,,,,1.0,My candidates leadership/personal qualities,,Poor,Not so good/Poor,65+,,,,,,66.0,3.0,White,State questionnaire,White,3.0,2.0,1.0,1.0,South,,,,,1.0,Male,Non black male,White male,,White male,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,,,,,Version 1,,4.0,4.0,6.0,9.0,65+,Town,,Urban Perimeter,Upscale,29588.0,1.89981997013092
692986.0,60+,60+,65+,65-74,Non black 60+,More than once a week,More than once a week/Once a week,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,My candidates position on the issues,Yes,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Moderate,3.0,66.0,1.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,South,1.0,1.0,2.0,1.0,1.0,Female,Non black female,White female,Married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,1.0,Version 1,1.0,4.0,4.0,6.0,8.0,65+,Town,,Urban Perimeter,Upscale,29588.0,1.65431320667267
692974.0,60+,60+,50-64,60-64,,Once a week,More than once a week/Once a week,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,18-64,Democrat,,Democrat,Liberal,2.0,66.0,4.0,,State questionnaire,,3.0,2.0,1.0,1.0,South,1.0,1.0,3.0,2.0,1.0,Female,,,Married women,,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,1.0,Version 1,1.0,3.0,4.0,5.0,7.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,1.53154075145721
692965.0,60+,60+,50-64,60-64,Non black 60+,Once a week,More than once a week/Once a week,Complete,1.0,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Independent,Moderate,3.0,66.0,2.0,White,State questionnaire,White,3.0,2.0,3.0,2.0,South,1.0,1.0,3.0,2.0,1.0,Female,Non black female,White female,Married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,1.0,Version 1,1.0,3.0,4.0,5.0,7.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,1.65431320667267
692952.0,60+,60+,50-64,60-64,Non black 60+,A few times a month,A few times a month/A few times a year,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,3.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Independent,Moderate,3.0,66.0,4.0,White,State questionnaire,White,3.0,2.0,1.0,1.0,South,1.0,1.0,4.0,2.0,1.0,Male,Non black male,White male,Married men,White male,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,1.0,Version 1,2.0,3.0,4.0,5.0,7.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,1.89981997013092
692939.0,60+,60+,65+,75 or over,Non black 60+,Once a week,More than once a week/Once a week,Complete,1.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,3.0,1.0,,,,2.0,1.0,My candidates position on the issues,Yes,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Moderate,3.0,66.0,3.0,White,State questionnaire,White,1.0,1.0,2.0,1.0,South,1.0,1.0,1.0,1.0,1.0,Female,Non black female,White female,Married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,1.0,Version 1,1.0,4.0,4.0,6.0,9.0,65+,Town,,Urban Perimeter,Upscale,29588.0,1.65431320667267
692928.0,30-59,45-59,50-64,50-59,Non black 45-59,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Conservative,4.0,66.0,4.0,White,State questionnaire,White,4.0,2.0,1.0,1.0,South,1.0,1.0,3.0,2.0,1.0,Male,Non black male,White male,Married men,White male,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,1.0,Version 1,2.0,3.0,3.0,5.0,6.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,1.46621859073639
694305.0,30-59,30-44,30-39,30-39,Non black 30-44,Once a week,More than once a week/Once a week,Complete,2.0,3.0,2.0,Call 3,1.0,2.0,1.0,4.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,My candidates position on the issues,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Moderate,3.0,66.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,South,2.0,3.0,3.0,2.0,2.0,Female,Non black female,White female,Married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,2.0,Version 1,1.0,2.0,2.0,3.0,3.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,2.18985605239868
694289.0,18-29,18-29,18-24,18-24,Non black 18-29,Never,Never,Complete,2.0,2.0,1.0,Call 3,1.0,2.0,1.0,4.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,1.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Democrat,Non black Democrat,Democrat,Liberal,1.0,66.0,2.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,1.0,2.0,4.0,2.0,2.0,Female,Non black female,White female,Non-married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,2.0,Version 1,2.0,1.0,1.0,1.0,1.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,2.19245862960815
693586.0,30-59,30-44,40-49,40-44,Non black 30-44,Never,Never,Complete,2.0,4.0,2.0,Call 2,1.0,2.0,1.0,4.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,Independent,Liberal,2.0,66.0,3.0,White,State questionnaire,White,2.0,1.0,3.0,2.0,South,2.0,4.0,4.0,2.0,2.0,Female,Non black female,White female,Non-married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,2.0,Version 1,2.0,2.0,2.0,4.0,4.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,2.18985605239868
693566.0,60+,60+,65+,65-74,Non black 60+,Never,Never,Complete,4.0,4.0,2.0,Call 2,1.0,4.0,1.0,4.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,3.0,My candidates position on the issues,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Moderate,3.0,66.0,2.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,1.0,1.0,1.0,1.0,2.0,Female,Non black female,White female,Non-married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,1.0,1.0,1.0,1.0,1.0,Barack Obama did not,2.0,Version 1,2.0,4.0,4.0,6.0,8.0,65+,Town,,Urban Perimeter,Upscale,29588.0,2.19245862960815
693554.0,60+,60+,65+,65-74,Non black 60+,A few times a year,A few times a month/A few times a year,Complete,2.0,1.0,1.0,Call 2,1.0,2.0,1.0,4.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,,,,2.0,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Moderate,3.0,66.0,1.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,1.0,2.0,2.0,1.0,2.0,Female,Non black female,White female,Non-married women,White female,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,2.0,Version 1,2.0,4.0,4.0,6.0,8.0,65+,Town,,Urban Perimeter,Upscale,29588.0,2.19245862960815
693542.0,30-59,30-44,30-39,30-39,Non black 30-44,A few times a year,A few times a month/A few times a year,Complete,2.0,4.0,2.0,Call 2,1.0,2.0,2.0,4.0,College graduate,2.0,1.0,2.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,66.0,1.0,Asian,State questionnaire,Asian,1.0,1.0,1.0,1.0,South,1.0,2.0,3.0,2.0,2.0,Female,Non black female,Non white female,Married women,Non white,Suburbs,Suburbs,South Carolina,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,2.0,Version 1,1.0,2.0,2.0,3.0,3.0,17-64,Town,,Urban Perimeter,Upscale,29588.0,2.18985605239868
693164.0,60+,60+,65+,65-74,Non black 60+,Never,Never,Complete,9.0,9.0,9.0,Call 1,1.0,,1.0,4.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,Something else,,,66.0,2.0,White,State questionnaire,White,9.0,9.0,9.0,9.0,South,1.0,2.0,2.0,1.0,2.0,Male,Non black male,White male,Married men,White male,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,2.0,Version 1,2.0,4.0,4.0,6.0,8.0,65+,Town,,Urban Perimeter,Upscale,29588.0,2.19610404968262
693163.0,60+,60+,65+,65-74,Non black 60+,Never,Never,Complete,9.0,9.0,9.0,Call 1,1.0,,1.0,4.0,High school graduate,2.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,Something else,,,66.0,2.0,White,State questionnaire,White,9.0,9.0,9.0,9.0,South,1.0,2.0,2.0,1.0,2.0,Male,Non black male,White male,Married men,White male,Suburbs,Suburbs,South Carolina,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,2.0,Version 1,2.0,4.0,4.0,6.0,8.0,65+,Town,,Urban Perimeter,Upscale,29588.0,2.19610404968262
