ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CLINVSMCCN,COLLEDUC,DPRS08,ECONCLIN,ECONDEM,ECONOBAM,EDUC,GENDISS,GENDISS2,GENDISS4,GEOCODE,GUNOWNER,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,INTOUCH,INTOUCHCLIN,INTOUCHOBAM,ISSIA08D,LATINO,OBAMVSMCCN,OVER65,PADPRS08,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS2,RECESSION,REGION,REGPADEM,REGPADEM1,REGPADEM2,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,WHITEREL,WINNOM,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3635009.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,6.0,1.0,2.0,2.0,1.0,3.0,1.0,Postgraduate study,2.0,1.0,3.0,2.0,No,2.0,2.0,1.0,2.0,,,,3.0,1.0,Barack Obama is,2.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,51.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Something else,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19087.0,1.50324010848999
3635008.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 3,19.0,1.0,2.0,2.0,1.0,3.0,1.0,College graduate,3.0,2.0,4.0,5.0,Yes,1.0,3.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,56.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Town,60s Suburbs,Urban Perimeter,Very upscale,17011.0,1.12239050865173
3635007.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,2.0,Call 3,2.0,1.0,2.0,2.0,1.0,3.0,1.0,College graduate,3.0,2.0,2.0,1.0,No,1.0,3.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,157.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,None,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,19103.0,1.41947519779205
3635006.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 3,19.0,1.0,2.0,2.0,1.0,3.0,1.0,Postgraduate study,3.0,2.0,4.0,5.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,56.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Town,60s Suburbs,Urban Perimeter,Very upscale,17011.0,1.12239050865173
3635005.0,18-29,18-29,25-29,25-29,Non black 18-29,All other,Never,Never,All others,Complete,3.0,2.0,Call 3,2.0,1.0,2.0,2.0,1.0,1.0,2.0,Postgraduate study,3.0,2.0,4.0,1.0,No,1.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,Barack Obama is,3.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,All other,Democrat,Liberal,1.0,157.0,4.0,Other,State questionnaire,Other,3.0,2.0,5.0,1.0,2.0,East,2.0,1.0,1.0,None,None,,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non white,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Non-white,1.0,1.0,1.0,2.0,2.0,13.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,19103.0,1.2217264175415
3635004.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Call 3,19.0,1.0,2.0,2.0,1.0,3.0,1.0,Postgraduate study,3.0,2.0,4.0,5.0,No,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,56.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Protestant/Other Christian,2.0,1.0,1.0,2.0,2.0,1.0,17-64,Town,60s Suburbs,Urban Perimeter,Very upscale,17011.0,1.1745548248291
3635003.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,More than once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 3,2.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,1.0,1.0,No,1.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,1.0,Barack Obama is not,1.0,No,1.0,18-64,1.0,Republican,Black non Democrat,All Republicans,Republican,Conservative,5.0,151.0,1.0,Black,State questionnaire,Black,2.0,1.0,3.0,1.0,2.0,East,1.0,3.0,2.0,Something else,Something else,,2.0,2.0,1.0,Male,Black male,Black men,Non white male,Non white,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,1.0,1.0,1.0,1.0,1.0,Barack Obama did not,"Yes, I do and someone else does",Yes,I am,Yes,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,7.0,17-64,High Density Urban,Urban,Urban Core,Downscale,19131.0,1.14960873126984
3635001.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 3,19.0,2.0,2.0,2.0,2.0,4.0,2.0,College graduate,3.0,2.0,2.0,5.0,No,1.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,Barack Obama is not,1.0,No,2.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,56.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,East,,,,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Town,60s Suburbs,Urban Perimeter,Very upscale,17011.0,1.3646684885025
3635000.0,30-59,30-44,30-39,30-39,Black 30-44,Black 30-44,Never,Never,All others,Complete,3.0,2.0,Call 3,2.0,1.0,1.0,2.0,1.0,3.0,1.0,Some college or associate degree,2.0,1.0,3.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,151.0,1.0,Black,State questionnaire,Black,2.0,1.0,3.0,1.0,3.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Other Christian,,1.0,1.0,2.0,Female,Black female,Black women,Non white female,Non white,"Cities over 500,000","Cities over 50,000",Pennsylvania,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,6.0,17-64,High Density Urban,Urban,Urban Core,Downscale,19131.0,0.945511639118195
3634997.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 3,12.0,1.0,1.0,2.0,1.0,3.0,1.0,Some college or associate degree,3.0,2.0,4.0,5.0,Yes,1.0,3.0,1.0,2.0,,,,3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,42.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Town,Rural,Rural,Very downscale,15902.0,1.79158401489258
3634996.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 3,12.0,1.0,1.0,2.0,1.0,3.0,1.0,Some college or associate degree,3.0,2.0,4.0,5.0,Yes,1.0,3.0,1.0,2.0,,,,3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,42.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Town,Rural,Rural,Very downscale,15902.0,1.79158401489258
3634995.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 3,9.0,1.0,1.0,2.0,1.0,3.0,1.0,Some college or associate degree,3.0,2.0,4.0,5.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,82.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,17247.0,0.890979886054993
3634994.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 3,9.0,1.0,1.0,2.0,1.0,3.0,1.0,Some college or associate degree,3.0,2.0,4.0,5.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,82.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,17247.0,0.890979886054993
3634991.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 3,19.0,1.0,1.0,2.0,1.0,3.0,1.0,Some college or associate degree,2.0,1.0,3.0,5.0,Yes,1.0,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",4.0,2.0,Barack Obama is not,1.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,56.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,2.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,9.0,9.0,Omit,"Yes, I do",Yes,I am,Yes,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Town,60s Suburbs,Urban Perimeter,Very upscale,17011.0,1.12239050865173
3634990.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 3,12.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,5.0,Yes,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,Barack Obama is not,3.0,No,2.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,42.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Town,Rural,Rural,Very downscale,15902.0,2.17831349372864
3634987.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 3,9.0,1.0,2.0,2.0,9.0,9.0,9.0,College graduate,1.0,1.0,3.0,5.0,Yes,1.0,3.0,1.0,2.0,,,,3.0,1.0,Barack Obama is,3.0,No,2.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,82.0,2.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,3.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do and someone else does",Yes,I am,Yes,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,17247.0,0.890979886054993
