ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEISS,AGEISS2,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKREP2,BRNAGAIN,CALL,CDNUM,COLLEDUC,EDUC,FAVMCCN,FAVMCCN2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,LATINO,LATINOS,MCCONSRV,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SATHUCK,SATISREPTX,SATMCCN,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,TXRPRS08,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1221591.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,All other,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,,,Yes,,23.0,2.0,Postgraduate study,1.0,1.0,6.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",4.0,No,No,3.0,Good,Excellent/Good,65+,Independent/Something else,Non black non Democrat,All other,Independent,Conservative,4.0,,3.0,Other,State questionnaire,Other,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,4.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Non white,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,Yes,Non-white,All others,All others,4.0,4.0,6.0,8.0,13.0,65+,Suburb,Urban,Urban Core,Very upscale,78248.0,0.399427533149719
1221435.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,3.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,No,,23.0,1.0,Some college or associate degree,2.0,1.0,6.0,2.0,1.0,,,,1.0,No,No,2.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,,4.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,78015.0,1.5073869228363
1221339.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,3.0,2.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,Yes,,23.0,1.0,Some college or associate degree,1.0,1.0,6.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,,,9.0,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,9.0,4.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non white,"Cities 10,000-50,000",Small Cities/Rural,,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,10.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,79772.0,3.41338276863098
1221342.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,3.0,2.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,Yes,,23.0,2.0,College graduate,4.0,2.0,6.0,2.0,2.0,,,,1.0,,,3.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Moderate,3.0,,4.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,9.0,6.0,2.0,4.0,2.0,Female,Non black female,Latino women,Non white female,Non white,"Cities 10,000-50,000",Small Cities/Rural,,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,10.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,78852.0,1.7970689535141
1221362.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,3.0,2.0,A few times a year,A few times a month/A few times a year,All others,Complete,,,No,,23.0,2.0,College graduate,2.0,1.0,6.0,2.0,2.0,,,,1.0,No,No,2.0,Good,Excellent/Good,18-64,,,,,Conservative,5.0,,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,99.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,9.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,78016.0,7.97670316696167
1221369.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,White 60+,2.0,1.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,,21.0,1.0,High school graduate,2.0,1.0,6.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,1.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Very upscale,78230.0,2.65950918197632
1221460.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,3.0,2.0,More than once a week,More than once a week/Once a week,All others,Complete,,,Yes,,21.0,1.0,Some college or associate degree,9.0,9.0,6.0,2.0,1.0,,,,9.0,No,No,9.0,Omit,Omit,65+,Republican,Non black non Democrat,All Republicans,Republican,,,,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,9.0,9.0,9.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Upscale,78218.0,1.32853257656097
1221555.0,9.0,9.0,60+,60+,65+,75 or over,Non black 60+,White 60+,3.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,No,,21.0,2.0,College graduate,2.0,1.0,6.0,2.0,9.0,,,,9.0,No,No,3.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Very upscale,78209.0,0.624769568443298
1221459.0,1.0,2.0,60+,60+,65+,75 or over,Non black 60+,White 60+,2.0,1.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,No,,21.0,2.0,Postgraduate study,1.0,1.0,6.0,2.0,2.0,,,,2.0,No,No,3.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,78232.0,1.2495391368866
1221449.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,3.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,,,21.0,1.0,High school graduate,2.0,1.0,6.0,1.0,3.0,,,,4.0,No,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,9.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Protestant/Other Christian,All others,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Upscale,78233.0,1.38949751853943
1221404.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,White 60+,3.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,,21.0,1.0,High school graduate,1.0,1.0,6.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",4.0,No,No,3.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Upscale,78244.0,1.67895793914795
1221446.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,,,No,,21.0,1.0,High school graduate,4.0,2.0,6.0,1.0,3.0,100k or more,50k or more,"$200,000 or more",1.0,No,No,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Upscale,78233.0,1.3907755613327
1221454.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,White 60+,3.0,2.0,Omit,Omit,Omit,Complete,,,,,21.0,2.0,Postgraduate study,9.0,9.0,6.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,9.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,9.0,White,State questionnaire,White,South,,,9.0,10.0,9.0,9.0,9.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,Version 1,Yes,,All others,,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,78258.0,0.657826602458954
1221323.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,3.0,2.0,A few times a year,A few times a month/A few times a year,All others,Complete,,,Yes,,20.0,1.0,Some college or associate degree,2.0,1.0,6.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",4.0,,,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non white,"Cities over 500,000","Cities over 50,000",,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,Yes,Non-white,All others,All others,3.0,3.0,4.0,5.0,11.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,78250.0,5.44375562667847
1221554.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,3.0,2.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,,20.0,1.0,Some college or associate degree,1.0,1.0,6.0,2.0,2.0,,,,4.0,No,No,3.0,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,78213.0,0.624769568443298
1221453.0,9.0,9.0,30-59,45-59,50-64,50-59,,,3.0,2.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,No,,20.0,2.0,College graduate,1.0,1.0,6.0,2.0,3.0,,,,2.0,No,No,3.0,Not so good,Not so good/Poor,18-64,Republican,,,Republican,Conservative,4.0,,2.0,,State questionnaire,,South,Catholic,Catholic,9.0,4.0,2.0,2.0,1.0,Male,,,,,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,Yes,Non-white,All others,All others,3.0,3.0,5.0,6.0,,17-64,Suburb,Urban,Urban Core,Very upscale,78254.0,1.06956493854523
1221335.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,Latino 60+,3.0,2.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,No,,20.0,2.0,Postgraduate study,1.0,1.0,6.0,2.0,2.0,,,,2.0,,,3.0,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,9.0,4.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non white,"Cities over 500,000","Cities over 50,000",,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Non-white,All others,All others,4.0,4.0,6.0,9.0,12.0,65+,High Density Urban,Urban,Urban Core,Downscale,78228.0,3.30509495735168
1221333.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,3.0,2.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,Yes,,20.0,2.0,College graduate,1.0,1.0,6.0,2.0,2.0,,,,4.0,,,3.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Moderate,3.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,9.0,4.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non white,"Cities over 500,000","Cities over 50,000",,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,4.0,5.0,11.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,78207.0,3.41338276863098
1221436.0,9.0,9.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,3.0,2.0,Once a week,More than once a week/Once a week,All others,Complete,,,No,,20.0,2.0,College graduate,2.0,1.0,6.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",4.0,No,No,3.0,Omit,Omit,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Upscale,78245.0,1.5073869228363
1221551.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,3.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,No,,16.0,2.0,Postgraduate study,2.0,1.0,6.0,2.0,2.0,,,,3.0,No,No,3.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,9.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,4.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Texas,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,79912.0,0.694748759269714
