ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATDEM,BORNINSC,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHANGEREP,COLLEDUC,EDUC,GEOCODE,GETAHEAD,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,ISSVQUAL,MOVETOSC,OVER65,PARTY,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SCRPRS08,SEX,SEXRACE,SEXWHITE,SHAREREL,SHARERL2,SIZEPLAC,SIZEPLC3,STANUM,TAXPREF,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
536002.0,2.0,3.0,60+,60+,65+,65-74,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,1.0,1.0,1.0,No,2.0,1.0,Call 2,3.0,3.0,2.0,Postgraduate study,1.0,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates position on the issues,1.0,65+,Republican,Republican,Conservative,5.0,61.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Female,White female,White female,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,2.0,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,65+,Town,Rural,Rural,Upscale,29649.0,0.640392661094666
535785.0,2.0,3.0,30-59,45-59,40-49,45-49,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,2.0,4.0,2.0,Yes,2.0,1.0,Call 2,2.0,1.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates position on the issues,4.0,18-64,Republican,Republican,Conservative,4.0,100.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29036.0,0.687909245491028
538091.0,1.0,2.0,30-59,45-59,40-49,45-49,Never,Never,All others,Complete,1.0,1.0,4.0,2.0,No,2.0,1.0,Call 3,3.0,1.0,1.0,High school graduate,1.0,1.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",4.0,My candidates leadership/personal qualities,1.0,18-64,Independent/Something else,Independent,Moderate,3.0,89.0,1.0,White,State questionnaire,White,South,None,None,5.0,1.0,1.0,Male,White male,White male,3.0,2.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,3.0,1.0,Version 1,No,None,All others,All others,3.0,3.0,4.0,5.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29642.0,0.803312122821808
538090.0,2.0,4.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,All others,Complete,1.0,2.0,4.0,2.0,Yes,2.0,1.0,Call 3,1.0,1.0,2.0,College graduate,4.0,2.0,2.0,3.0,,,,3.0,My candidates leadership/personal qualities,4.0,18-64,Republican,Republican,Conservative,5.0,36.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale,29483.0,1.03813743591309
538072.0,2.0,3.0,60+,60+,65+,65-74,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,3.0,2.0,No,1.0,1.0,Call 3,1.0,1.0,1.0,Some college or associate degree,3.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates position on the issues,2.0,65+,Republican,Republican,Conservative,5.0,62.0,3.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,1.0,1.0,Male,White male,White male,3.0,2.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,1.0,2.0,1.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,8.0,65+,Town,80s Suburbs,Urban Perimeter,Upscale,29575.0,0.271230638027191
538003.0,1.0,1.0,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,1.0,Yes,3.0,2.0,Call 3,3.0,1.0,1.0,High school graduate,1.0,3.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Moderate,3.0,6.0,1.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,1.0,1.0,Female,White female,White female,3.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,1.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,White Born-again/Evangelical Christians,All others,2.0,2.0,3.0,3.0,17-64,Town,Rural,Rural,Very upscale,29621.0,0.641785383224487
537995.0,1.0,2.0,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,All others,Complete,1.0,2.0,3.0,2.0,Yes,2.0,1.0,Call 3,6.0,1.0,2.0,College graduate,4.0,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates leadership/personal qualities,2.0,18-64,Republican,Republican,Liberal,1.0,22.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,White female,White female,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",South Carolina,2.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,Urban,Urban Core,Very downscale,29405.0,0.645952165126801
537966.0,1.0,2.0,18-29,18-29,25-29,25-29,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,2.0,1.0,No,2.0,1.0,Call 3,2.0,4.0,2.0,Postgraduate study,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Moderate,3.0,99.0,2.0,White,State questionnaire,White,South,Jewish,Jewish,3.0,1.0,1.0,Female,White female,White female,3.0,2.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,1.0,1.0,1.0,Version 1,No,Jewish,All others,All others,1.0,1.0,2.0,2.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0,0.634481132030487
537949.0,1.0,1.0,30-59,45-59,50-64,50-59,Never,Never,Catholic/Do not attend weekly,Complete,1.0,2.0,2.0,1.0,No,3.0,2.0,Call 3,2.0,1.0,1.0,High school graduate,1.0,2.0,1.0,3.0,100k or more,50k or more,"$100,000-$149,999",4.0,My candidates leadership/personal qualities,4.0,18-64,Republican,Republican,Moderate,3.0,103.0,1.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,1.0,1.0,Female,White female,White female,3.0,2.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,29070.0,0.641785383224487
537927.0,2.0,3.0,30-59,30-44,30-39,30-39,Never,Never,All others,Complete,1.0,2.0,3.0,2.0,No,2.0,1.0,Call 3,4.0,1.0,2.0,College graduate,1.0,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates position on the issues,3.0,18-64,Republican,Republican,Conservative,4.0,49.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29687.0,0.553263247013092
537924.0,1.0,2.0,18-29,18-29,25-29,25-29,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,2.0,4.0,2.0,No,1.0,1.0,Call 3,4.0,1.0,2.0,College graduate,1.0,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Conservative,4.0,56.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,2.0,2.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,29690.0,0.731350600719452
537923.0,1.0,2.0,18-29,18-29,25-29,25-29,Never,Never,All others,Complete,5.0,1.0,4.0,2.0,No,2.0,1.0,Call 3,2.0,4.0,2.0,College graduate,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates leadership/personal qualities,1.0,18-64,Independent/Something else,Something else,Moderate,3.0,99.0,1.0,White,State questionnaire,White,South,None,None,5.0,1.0,1.0,Male,White male,White male,4.0,2.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,None,All others,All others,1.0,1.0,2.0,2.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29210.0,0.619452238082886
537807.0,2.0,3.0,30-59,30-44,30-39,30-39,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,3.0,2.0,No,2.0,1.0,Call 3,2.0,1.0,2.0,College graduate,2.0,1.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",4.0,My candidates position on the issues,1.0,18-64,Republican,Republican,Conservative,4.0,100.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29036.0,0.70459908246994
537801.0,2.0,3.0,30-59,30-44,40-49,40-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,2.0,3.0,2.0,Yes,3.0,2.0,Call 3,2.0,1.0,2.0,College graduate,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,My candidates position on the issues,4.0,18-64,Republican,Republican,Conservative,4.0,100.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29036.0,0.687909245491028
537767.0,2.0,3.0,30-59,30-44,30-39,30-39,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,4.0,2.0,No,2.0,1.0,Call 3,3.0,6.0,2.0,College graduate,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Conservative,4.0,61.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,White male,White male,3.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,17-64,Town,Rural,Rural,Upscale,29649.0,0.522152841091156
537760.0,1.0,1.0,18-29,18-29,18-24,18-24,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,3.0,2.0,No,2.0,1.0,Call 3,2.0,1.0,1.0,Some college or associate degree,2.0,1.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",1.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,5.0,98.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,1.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.584717929363251
537743.0,2.0,3.0,30-59,45-59,50-64,50-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,5.0,2.0,4.0,2.0,Yes,2.0,1.0,Call 3,6.0,3.0,2.0,College graduate,4.0,2.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",3.0,My candidates position on the issues,4.0,18-64,Republican,Republican,Moderate,3.0,20.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,White male,White male,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",South Carolina,2.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,Urban,Urban Core,Very downscale,29405.0,0.47298863530159
537653.0,2.0,3.0,30-59,45-59,40-49,45-49,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,2.0,1.0,1.0,No,2.0,1.0,Call 3,2.0,1.0,2.0,Postgraduate study,2.0,1.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",4.0,My candidates leadership/personal qualities,3.0,18-64,Republican,Republican,Moderate,3.0,92.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,Female,Non white female,Non white,2.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,3.0,1.0,Version 1,No,Non-white,All others,All others,3.0,3.0,4.0,5.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.441867232322693
537650.0,2.0,3.0,30-59,45-59,40-49,45-49,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,3.0,2.0,No,2.0,1.0,Call 3,2.0,1.0,2.0,College graduate,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,My candidates leadership/personal qualities,4.0,18-64,Republican,Republican,Moderate,3.0,92.0,3.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,1.0,1.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.431400716304779
537635.0,2.0,3.0,30-59,30-44,40-49,40-44,Omit,Omit,Omit,Complete,1.0,2.0,3.0,2.0,,2.0,1.0,Call 3,1.0,6.0,2.0,Postgraduate study,4.0,1.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",4.0,My candidates position on the issues,4.0,18-64,Republican,Republican,Conservative,4.0,19.0,3.0,White,State questionnaire,White,South,,,9.0,1.0,1.0,,,Non white,2.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,1.0,1.0,1.0,Version 1,No,,All others,,2.0,2.0,4.0,4.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29464.0,0.467141568660736
535249.0,2.0,4.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 1,5.0,2.0,1.0,High school graduate,3.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,My candidates position on the issues,4.0,18-64,Republican,Republican,Moderate,3.0,33.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,White female,White female,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,1.0,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,29536.0,0.799416601657867
535248.0,2.0,4.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 1,5.0,2.0,1.0,High school graduate,3.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,My candidates position on the issues,4.0,18-64,Republican,Republican,Moderate,3.0,33.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,White female,White female,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,1.0,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,29536.0,0.799416601657867
535247.0,2.0,4.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 1,5.0,2.0,1.0,High school graduate,3.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,My candidates position on the issues,4.0,18-64,Republican,Republican,Moderate,3.0,33.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,White female,White female,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,1.0,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,29536.0,0.799416601657867
