ID,AGE3,AGE60,AGE65,AGE9,ATTEND,ATTEND2,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CLNVSMCNPR,COLLEDUC,DPRS08,EDUC,FAVBILL,FAVBILL2,FAVGWBUSH,FAVGWBS2,FAVVILA,FAVVILA2,GENDISS,GENDISS2,GENDISS4,GEOCODE,GETAHEAD,HSEDUC,INC15K,INC30K,INCOMEPR,IRAQWAR,IRAQWAR2,ISSIA08D,LIVEINNY,LIVEINUS,LIVENUS2,MORE4PR,MORECLIN,MOREOBAM,OBVSMCPR,OVER65,PARTYPR,PRDPRS08,PRSTATE,QTYPE,RACEISS,RACEISS2,RACEPR,REGION,SATCLIN,SATISDEM,SATOBAM,SEX,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,USORPR,USPR,VERSION,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,PRECINCT,ZIPCODE,WEIGHT
3703653.0,60+,60+,50-64,60-64,More than once a week,More than once a week/Once a week,Complete,1.0,1.0,Call 2,1.0,1.0,2.0,Did not complete high school,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,Strongly approve,Approve,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,18-64,2.0,1.0,1.0,State questionnaire,2.0,1.0,2.0,East,1.0,1.0,2.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Version 1,3.0,4.0,5.0,7.0,17-64,5.0,950.0,0.986142754554749
3703640.0,18-29,18-29,25-29,25-29,A few times a month,A few times a month/A few times a year,Complete,1.0,1.0,Call 2,1.0,2.0,2.0,Postgraduate study,1.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,3.0,Strongly disapprove,Disapprove,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,,East,1.0,3.0,1.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,1.0,2.0,1.0,2.0,4.0,Version 1,1.0,1.0,2.0,2.0,17-64,5.0,950.0,0.88963371515274
3703617.0,30-59,45-59,40-49,45-49,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,Call 2,1.0,2.0,2.0,College graduate,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,Somewhat disapprove,Disapprove,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,1.0,East,1.0,3.0,1.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Version 1,3.0,3.0,4.0,5.0,17-64,5.0,950.0,0.938735485076904
3703604.0,30-59,45-59,40-49,45-49,More than once a week,More than once a week/Once a week,Complete,1.0,1.0,Call 2,1.0,2.0,2.0,Postgraduate study,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,5.0,Strongly disapprove,Disapprove,1.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,1.0,2.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,1.0,2.0,Version 1,3.0,3.0,4.0,5.0,17-64,5.0,950.0,0.938735485076904
3703588.0,18-29,18-29,25-29,25-29,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,Call 2,1.0,2.0,2.0,College graduate,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,7.0,Somewhat disapprove,Disapprove,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,3.0,1.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,4.0,2.0,1.0,2.0,Version 1,1.0,1.0,2.0,2.0,17-64,5.0,950.0,0.88963371515274
3703576.0,18-29,18-29,18-24,18-24,Never,Never,Complete,1.0,1.0,Call 2,1.0,1.0,2.0,High school graduate,2.0,1.0,4.0,2.0,4.0,2.0,9.0,9.0,9.0,2.0,3.0,1.0,1.0,1.0,1.0,Strongly disapprove,Disapprove,1.0,1.0,5.0,2.0,1.0,1.0,2.0,9.0,18-64,2.0,1.0,9.0,State questionnaire,9.0,9.0,2.0,East,1.0,1.0,2.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,Version 1,1.0,1.0,1.0,1.0,17-64,5.0,950.0,0.906598448753357
3703565.0,60+,60+,65+,65-74,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,Call 2,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,Strongly disapprove,Disapprove,3.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,65+,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,1.0,2.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,4.0,2.0,2.0,4.0,Version 1,4.0,4.0,6.0,8.0,65+,5.0,950.0,0.986142754554749
3703555.0,30-59,30-44,40-49,40-44,A few times a year,A few times a month/A few times a year,Complete,3.0,2.0,Call 2,1.0,2.0,2.0,College graduate,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,Strongly disapprove,Disapprove,2.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,3.0,1.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,1.0,1.0,1.0,1.0,2.0,Version 1,2.0,2.0,4.0,4.0,17-64,5.0,950.0,0.921169400215149
3703111.0,30-59,45-59,50-64,50-59,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,Call 1,1.0,1.0,2.0,High school graduate,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,Somewhat approve,Approve,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,1.0,East,1.0,1.0,2.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,2.0,3.0,Version 1,3.0,3.0,5.0,6.0,17-64,5.0,950.0,0.938735485076904
3703099.0,18-29,18-29,18-24,18-24,Once a week,More than once a week/Once a week,Complete,2.0,1.0,Call 1,1.0,2.0,2.0,College graduate,2.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,Strongly disapprove,Disapprove,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,18-64,1.0,1.0,3.0,State questionnaire,3.0,2.0,1.0,East,1.0,3.0,1.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,4.0,2.0,2.0,3.0,Version 1,1.0,1.0,1.0,1.0,17-64,5.0,950.0,0.88963371515274
3703087.0,30-59,45-59,40-49,45-49,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,Call 1,1.0,1.0,2.0,High school graduate,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,Somewhat approve,Approve,3.0,1.0,4.0,1.0,1.0,1.0,2.0,9.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,1.0,East,1.0,1.0,2.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,9.0,9.0,Version 1,3.0,3.0,4.0,5.0,17-64,5.0,950.0,0.921169400215149
3703077.0,30-59,30-44,30-39,30-39,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Postgraduate study,1.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,Strongly disapprove,Disapprove,2.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,18-64,,1.0,9.0,State questionnaire,3.0,2.0,1.0,East,1.0,3.0,1.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,1.0,1.0,1.0,2.0,3.0,Version 1,2.0,2.0,3.0,3.0,17-64,5.0,950.0,0.921169400215149
3703064.0,30-59,45-59,40-49,45-49,Once a week,More than once a week/Once a week,Complete,1.0,1.0,Call 1,1.0,1.0,2.0,High school graduate,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,Somewhat approve,Approve,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,18-64,2.0,1.0,1.0,State questionnaire,1.0,1.0,1.0,East,1.0,1.0,2.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,1.0,1.0,1.0,1.0,1.0,Version 1,3.0,3.0,4.0,5.0,17-64,5.0,950.0,0.921169400215149
3703054.0,30-59,45-59,40-49,45-49,Once a week,More than once a week/Once a week,Complete,1.0,1.0,Call 1,1.0,1.0,2.0,High school graduate,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,Strongly disapprove,Disapprove,2.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,1.0,2.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,3.0,1.0,1.0,2.0,Version 1,3.0,3.0,4.0,5.0,17-64,5.0,950.0,0.921169400215149
3703044.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,Complete,2.0,1.0,Call 1,1.0,2.0,2.0,Postgraduate study,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,Strongly disapprove,Disapprove,1.0,1.0,5.0,2.0,3.0,1.0,1.0,3.0,18-64,3.0,1.0,2.0,State questionnaire,3.0,2.0,2.0,East,1.0,1.0,2.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,3.0,1.0,2.0,4.0,Version 1,3.0,3.0,5.0,6.0,17-64,5.0,950.0,0.921169400215149
3703036.0,30-59,45-59,50-64,50-59,A few times a month,A few times a month/A few times a year,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,College graduate,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,Somewhat approve,Approve,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,1.0,East,1.0,3.0,1.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,4.0,2.0,2.0,3.0,Version 1,3.0,3.0,5.0,6.0,17-64,5.0,950.0,0.921169400215149
3703023.0,18-29,18-29,25-29,25-29,Once a week,More than once a week/Once a week,Complete,1.0,1.0,Call 1,3.0,2.0,2.0,College graduate,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,Strongly disapprove,Disapprove,1.0,2.0,5.0,2.0,3.0,1.0,1.0,3.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,1.0,2.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,Version 1,1.0,1.0,2.0,2.0,17-64,5.0,950.0,0.88963371515274
3703013.0,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,Complete,1.0,1.0,Call 1,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,Strongly approve,Approve,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,18-64,2.0,1.0,1.0,State questionnaire,1.0,1.0,1.0,East,1.0,1.0,2.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Version 1,3.0,3.0,5.0,6.0,17-64,5.0,950.0,0.938735485076904
3703003.0,18-29,18-29,25-29,25-29,Never,Never,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,College graduate,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,,,Strongly disapprove,Disapprove,1.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,1.0,2.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,3.0,1.0,1.0,2.0,Version 1,1.0,1.0,2.0,2.0,17-64,5.0,950.0,0.88963371515274
3702990.0,30-59,45-59,40-49,45-49,Once a week,More than once a week/Once a week,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Postgraduate study,1.0,1.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,Somewhat approve,Approve,1.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,1.0,2.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,1.0,2.0,Version 1,3.0,3.0,4.0,5.0,17-64,5.0,950.0,0.938735485076904
3702965.0,30-59,30-44,40-49,40-44,A few times a month,A few times a month/A few times a year,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,College graduate,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,Strongly disapprove,Disapprove,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,18-64,2.0,1.0,1.0,State questionnaire,3.0,2.0,2.0,East,1.0,1.0,2.0,Female,Suburbs,Suburbs,72.0,Election day exit poll,2.0,5.0,2.0,1.0,2.0,Version 1,2.0,2.0,4.0,4.0,17-64,5.0,950.0,0.921169400215149
3704178.0,30-59,30-44,40-49,40-44,Once a week,More than once a week/Once a week,Complete,1.0,1.0,Call 3,2.0,1.0,8.0,Some college or associate degree,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,Strongly disapprove,Disapprove,2.0,,5.0,2.0,3.0,1.0,1.0,1.0,18-64,2.0,2.0,1.0,State questionnaire,2.0,1.0,1.0,East,1.0,3.0,1.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,3.0,1.0,1.0,2.0,Version 1,2.0,2.0,4.0,4.0,17-64,5.0,950.0,0.982531607151031
3704146.0,18-29,18-29,25-29,25-29,A few times a year,A few times a month/A few times a year,Complete,1.0,1.0,Call 3,3.0,2.0,8.0,College graduate,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,Somewhat approve,Approve,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,18-64,2.0,2.0,1.0,State questionnaire,1.0,1.0,2.0,East,2.0,2.0,1.0,Male,Suburbs,Suburbs,72.0,Election day exit poll,2.0,3.0,1.0,2.0,3.0,Version 1,1.0,1.0,2.0,2.0,17-64,5.0,950.0,0.948895275592804
