ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,LATINOS,NEC,NEC2,NYRPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,ZIPCODE,SPANISHQ,STANUM,TELEPOLL,TERRWORR,TERWORR2,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,WEIGHT
1118113.0,1.0,2.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,No,4.0,2.0,Call 2,1.0,3.0,1.0,3.0,Some college or associate degree,2.0,2.0,1.0,,,,Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,129.0,3.0,White,State questionnaire,White,East,None,None,5.0,4.0,3.0,Male,Non black male,White men,White male,White male,,,11794.0,English, New York,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,Version 1,No,None,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.323116719722748
1118193.0,1.0,1.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,Never,Never,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 2,1.0,4.0,1.0,4.0,Some college or associate degree,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,Yes,Yes,Poor,Not so good/Poor,4.0,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Moderate,3.0,129.0,2.0,White,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,9.0,6.0,4.0,Male,Non black male,Latino men,Non white male,Non white,,,11794.0,English, New York,Election day exit poll,Not at all worried,Not worried,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,1.0,1.0,1.0,1.0,9.0,17-64,,,,,0.34660479426384
1118267.0,2.0,3.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 2,1.0,3.0,1.0,3.0,Some college or associate degree,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,129.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,,,11794.0,English, New York,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.345042496919632
1118336.0,1.0,2.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,2.0,1.0,Call 2,1.0,3.0,1.0,1.0,Some college or associate degree,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,129.0,1.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Male,Non black male,White men,White male,White male,,,11794.0,English, New York,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,Version 1,No,Jewish,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.323116719722748
1118337.0,1.0,2.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,2.0,1.0,Call 2,1.0,3.0,1.0,1.0,Some college or associate degree,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,129.0,1.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Male,Non black male,White men,White male,White male,,,11794.0,English, New York,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,Version 1,No,Jewish,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.323116719722748
1128288.0,1.0,1.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,Some college or associate degree,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,No,Good,Excellent/Good,2.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,129.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,Male,Non black male,White men,White male,White male,,,11794.0,English, New York,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.386971026659012
1128352.0,2.0,3.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,1.0,5.0,1.0,5.0,Some college or associate degree,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,No,Good,Excellent/Good,5.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,129.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,,,11794.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.156317323446274
1128408.0,1.0,1.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,Catholic/Do not attend weekly,Complete,3.0,2.0,No,4.0,2.0,Call 3,1.0,4.0,1.0,4.0,Some college or associate degree,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,4.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,129.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,6.0,4.0,Male,Non black male,White men,White male,White male,,,11794.0,English, New York,Election day exit poll,Not at all worried,Not worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.34660479426384
1128458.0,2.0,3.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,,,,Not complete,1.0,1.0,,3.0,2.0,Call 3,1.0,,,,,2.0,,,,,,,,3.0,My candidates position on the issues,No,No,,,3.0,18-64,,,,,,,129.0,3.0,White,State questionnaire,White,East,,,,4.0,3.0,Female,Non black female,White women,White female,White female,,,11794.0,English, New York,Election day exit poll,,,1.0,2.0,1.0,Version 1,No,,,,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.345042496919632
1128515.0,1.0,2.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,1.0,5.0,Some college or associate degree,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,4.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,129.0,1.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,6.0,4.0,Female,Non black female,White women,White female,White female,,,11794.0,English, New York,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,Version 1,No,Jewish,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.370124369859695
1128571.0,2.0,3.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 3,1.0,3.0,2.0,3.0,College graduate,2.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Strongly approve,Approve,3.0,My candidates position on the issues,No,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,129.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,,,11794.0,English, New York,Election day exit poll,Not at all worried,Not worried,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,,,,,0.323116719722748
1105278.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,All others,Complete,9.0,9.0,No,1.0,1.0,Call 1,8.0,3.0,2.0,3.0,Postgraduate study,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,4.0,My candidates leadership/personal qualities,No,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,66.0,1.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",10011.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Jewish,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.103212602436543
1105316.0,2.0,3.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 1,8.0,5.0,2.0,5.0,College graduate,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,5.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,66.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",10011.0,English, New York,Election day exit poll,Very worried,Worried,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.144559189677238
1105357.0,1.0,2.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,3.0,2.0,Call 1,8.0,3.0,2.0,5.0,College graduate,1.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,66.0,1.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",10011.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Jewish,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.103212602436543
1105392.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,No,4.0,2.0,Call 1,8.0,4.0,2.0,5.0,College graduate,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,4.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,66.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,6.0,4.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",10011.0,English, New York,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.145076245069504
1119300.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,4.0,2.0,No,4.0,2.0,Call 2,8.0,5.0,2.0,5.0,College graduate,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,5.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,66.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",10011.0,, New York,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.138485923409462
1119301.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,4.0,2.0,No,4.0,2.0,Call 2,8.0,5.0,2.0,5.0,College graduate,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,5.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,66.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",10011.0,, New York,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.138485923409462
1128261.0,2.0,4.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,1.0,1.0,Call 3,8.0,5.0,2.0,5.0,Postgraduate study,1.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,5.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,66.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",10011.0,English, New York,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.135373160243034
1128262.0,2.0,4.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,1.0,1.0,Call 3,8.0,5.0,2.0,5.0,Postgraduate study,1.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,No,Good,Excellent/Good,5.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,66.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",10011.0,English, New York,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.135373160243034
1107762.0,1.0,1.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Never,Never,All others,Complete,4.0,2.0,No,4.0,2.0,Call 1,14.0,5.0,2.0,5.0,Postgraduate study,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,No,Poor,Not so good/Poor,4.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,73.0,1.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,6.0,4.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",10022.0,English, New York,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Jewish,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.803570687770844
1107819.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,,2.0,1.0,Call 1,14.0,2.0,1.0,2.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,No,Good,Excellent/Good,5.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,73.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",10022.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.718323826789856
