ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKREP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHAREREL,SHAREREL2,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,TNRPRS08,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1101567.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,More than once a week,More than once a week/Once a week,All others,Complete,,,No,4.0,2.0,,8.0,1.0,2.0,3.0,Postgraduate study,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,All other,Something else,Conservative,5.0,50016.0,3.0,American Indian,State questionnaire,Other,South,Something else,Something else,9.0,1.0,1.0,Male,Non black male,All other races,Non white male,Non white,1.0,1.0,Rural,Small Cities/Rural,Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,13.0,17-64,Low Density Rural,Rural,Rural,Very downscale,38317.0,0.264725357294083
1101564.0,1.0,2.0,30-59,30-44,30-39,30-39,Black 30-44,Black 30-44,More than once a week,More than once a week/Once a week,All others,Complete,,,Yes,4.0,2.0,,6.0,1.0,2.0,1.0,Postgraduate study,3.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,4.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Something else,Moderate,3.0,50011.0,3.0,Black,State questionnaire,Black,South,Something else,Something else,9.0,1.0,1.0,Male,Black male,Black men,Non white male,Non white,1.0,1.0,Rural,Small Cities/Rural,Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,Yes,Non-white,All others,All others,2.0,2.0,3.0,3.0,6.0,17-64,Low Density Rural,Rural,Rural,Very downscale,37074.0,0.794176042079926
1101562.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,Yes,4.0,2.0,,7.0,1.0,2.0,1.0,Postgraduate study,3.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Conservative,5.0,50010.0,2.0,American Indian,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,9.0,1.0,1.0,Male,Non black male,Latino men,Non white male,Non white,1.0,1.0,Rural,Small Cities/Rural,Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,Yes,Non-white,All others,All others,3.0,3.0,4.0,5.0,11.0,17-64,Low Density Rural,Rural,Rural,Very downscale,38363.0,0.264725357294083
1101558.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,No,4.0,2.0,,8.0,1.0,2.0,1.0,College graduate,1.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,1.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Conservative,5.0,50034.0,2.0,Black,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,9.0,1.0,1.0,Male,Non black male,Latino men,Non white male,Non white,1.0,1.0,Rural,Small Cities/Rural,Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,Yes,Non-white,All others,All others,2.0,2.0,3.0,3.0,10.0,17-64,Low Density Rural,Rural,Rural,Very downscale,38063.0,1.05890142917633
1101504.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,,,No,3.0,2.0,,5.0,1.0,1.0,1.0,High school graduate,2.0,1.0,3.0,,,,Somewhat disapprove,Disapprove,4.0,My candidates position on the issues,No,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,50025.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,Suburbs,Suburbs,Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,Urban Perimeter,Upscale,37146.0,0.757575154304504
1101493.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,2.0,1.0,,7.0,1.0,1.0,3.0,High school graduate,1.0,1.0,2.0,,,,Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,50028.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,Suburbs,Suburbs,Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,38138.0,0.5871901512146
1101482.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,Yes,2.0,1.0,,1.0,3.0,1.0,5.0,High school graduate,4.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,50004.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,Suburbs,Suburbs,Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,37643.0,0.233040571212769
1101409.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,All others,Complete,,,Yes,3.0,2.0,,1.0,9.0,1.0,1.0,Did not complete high school,4.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Strongly disapprove,Disapprove,1.0,My candidates position on the issues,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,4.0,50004.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,Rural,Small Cities/Rural,Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,37869.0,0.466081142425537
1101398.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,,,No,2.0,1.0,,9.0,1.0,2.0,1.0,Postgraduate study,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Omit,Omit,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,50033.0,2.0,White,State questionnaire,White,South,Jewish,Jewish,3.0,1.0,1.0,Male,Non black male,White men,White male,White male,4.0,2.0,"Cities over 500,000","Cities over 50,000",Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,Yes,Jewish,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,38117.0,0.391460120677948
1101394.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,Yes,1.0,1.0,,2.0,1.0,1.0,1.0,High school graduate,4.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,4.0,Omit,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,50008.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,4.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,37923.0,0.144927978515625
1101377.0,1.0,1.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,No,2.0,1.0,,1.0,1.0,2.0,1.0,College graduate,4.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,50004.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,4.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Upscale,37604.0,0.553525984287262
1101376.0,9.0,9.0,,,,,,,Omit,Omit,Omit,Complete,,,,2.0,1.0,,5.0,1.0,1.0,4.0,Some college or associate degree,2.0,2.0,3.0,,,,Strongly approve,Approve,2.0,My candidates leadership/personal qualities,No,Excellent,Excellent/Good,,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,5.0,50025.0,2.0,White,State questionnaire,White,South,,,9.0,1.0,1.0,Male,Non black male,White men,White male,White male,4.0,2.0,"Cities over 500,000","Cities over 50,000",Tennessee,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,Version 1,No,,All others,,,,,,,,Suburb,Urban,Urban Core,Very upscale,37076.0,0.861531913280487
1119865.0,2.0,3.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,No,4.0,2.0,Call 2,1.0,1.0,1.0,9.0,High school graduate,4.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly disapprove,Disapprove,1.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,9.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,Rural,Small Cities/Rural,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,37722.0,0.929998993873596
1110492.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,2.0,2.0,2.0,5.0,College graduate,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,42.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,3.0,2.0,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Upscale,37938.0,0.657964169979095
1110486.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,1.0,2.0,1.0,2.0,Some college or associate degree,4.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,34.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,Suburbs,Suburbs,Tennessee,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,37873.0,0.620166599750519
1124467.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,3.0,2.0,Call 3,1.0,3.0,1.0,5.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,81.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,Suburbs,Suburbs,Tennessee,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,37617.0,0.724076092243195
1110467.0,2.0,3.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Yes,2.0,1.0,Call 1,2.0,1.0,2.0,1.0,Postgraduate study,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,42.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,2.0,1.0,Suburbs,Suburbs,Tennessee,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Upscale,37938.0,0.657964169979095
1110466.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 1,9.0,2.0,1.0,2.0,High school graduate,1.0,1.0,3.0,,,,Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,73.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,4.0,2.0,"Cities over 500,000","Cities over 50,000",Tennessee,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,38117.0,1.13996315002441
