ID,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATREP2,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDEM2,CLRCLIN,CLROBAM,CLRPLAN,COLLEDUC,DPRS08,EDUC,FINWORRY,FINWRRY2,GENDISS,GENDISS2,GEOCODE,HSEDUC,INC100K,INC50K,INCOME07,INSPIRSC,INSPIRSO,INSPIRES,ISSIA08D,LATINO,NEC,NEC2,OHDPRS08,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,SUPERDEL,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TRADE,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XCHIEFDEM,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1224799.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,3.0,2.0,Call 2,18.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,3.0,No,Not so good,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,110.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Ohio,1.0,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,1.0,1.0,17-64,Suburb,Rural,Rural,Downscale,43701.0,0.870708644390106
1224797.0,More than once a week,More than once a week/Once a week,All others,Complete,1.0,2.0,1.0,Call 2,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,1.0,1.0,5.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,67.0,3.0,White,State questionnaire,White,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,2.0,Election day exit poll,2.0,4.0,2.0,2.0,9.0,9.0,Omit,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,45050.0,0.781169176101685
1227126.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 3,13.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,3.0,2.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,1.0,3.0,No,Not so good,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,132.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Ohio,1.0,Election day exit poll,2.0,3.0,1.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,High Density Urban,Urban,Urban Core,Downscale,44301.0,1.47112572193146
1227125.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,1.0,Call 3,1.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,2.0,1.0,2.0,1.0,5.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,1.0,No,Good,Excellent/Good,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,72.0,2.0,White,State questionnaire,White,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Ohio,1.0,Election day exit poll,2.0,3.0,1.0,2.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Protestant/Other Christian,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,45231.0,0.812824606895447
1224791.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,Call 2,12.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,1.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,56.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,2.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,Protestant/Other Christian,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43068.0,1.18818175792694
1224788.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 2,13.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,2.0,1.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,132.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Ohio,9.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,High Density Urban,Urban,Urban Core,Downscale,44301.0,1.33656823635101
1224786.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,9.0,9.0,Call 2,16.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,1.0,1.0,3.0,2.0,2.0,1.0,,,,1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,128.0,1.0,White,State questionnaire,White,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Ohio,2.0,Election day exit poll,1.0,2.0,1.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,44641.0,2.5861713886261
1224785.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 2,12.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,2.0,1.0,3.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,51.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,2.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43017.0,1.02393901348114
1227117.0,Never,Never,All others,Complete,1.0,3.0,2.0,Call 3,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,2.0,1.0,2.0,1.0,5.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,2.0,,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,72.0,2.0,White,State questionnaire,White,2.0,1.0,Midwest,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,1.0,Election day exit poll,2.0,3.0,1.0,1.0,2.0,2.0,Barack Obama did,No one does,No,No,No,Version 1,None,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,45231.0,0.73847907781601
1222450.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,17.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,139.0,2.0,White,State questionnaire,White,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,2.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,3.0,3.0,4.0,5.0,3.0,1.0,1.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44685.0,1.41392028331757
1222445.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,2.0,1.0,Call 1,17.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,139.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,2.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44685.0,1.41392028331757
1224775.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,3.0,2.0,Call 2,12.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,1.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,1.0,2.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,51.0,1.0,White,State questionnaire,White,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Ohio,1.0,Election day exit poll,1.0,1.0,1.0,1.0,2.0,2.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,43017.0,1.12702298164368
1224773.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,Call 2,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,1.0,1.0,5.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,2.0,1.0,3.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,67.0,2.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Ohio,1.0,Election day exit poll,2.0,3.0,1.0,3.0,3.0,1.0,Barack Obama did,"Yes, I do and someone else does",Yes,I am,Yes,Version 1,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,1.0,1.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,45050.0,0.859812557697296
1224772.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,Call 2,2.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,3.0,2.0,5.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,144.0,1.0,White,State questionnaire,White,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,2.0,Election day exit poll,2.0,5.0,2.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,45039.0,0.708966672420502
1222438.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,2.0,1.0,Call 1,17.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,1.0,1.0,No,Not so good,Not so good/Poor,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,139.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,9.0,Election day exit poll,2.0,5.0,2.0,2.0,9.0,9.0,Omit,No one does,No,No,No,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44685.0,1.41392028331757
1224769.0,Never,Never,All others,Complete,1.0,2.0,1.0,Call 2,13.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,1.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,9.0,No,Poor,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,90.0,9.0,White,State questionnaire,White,3.0,2.0,Midwest,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,1.0,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,None,3.0,3.0,5.0,6.0,3.0,1.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0,0.916655421257019
1222434.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,2.0,1.0,Call 1,17.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,3.0,1.0,No,Not so good,Not so good/Poor,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,139.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Ohio,2.0,Election day exit poll,2.0,3.0,1.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,1.0,1.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,44685.0,1.41392028331757
1224764.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,Call 2,13.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,132.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Ohio,2.0,Election day exit poll,1.0,2.0,1.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,High Density Urban,Urban,Urban Core,Downscale,44301.0,1.33656823635101
