ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHANGEREP,COLLEDUC,EDUC,GEOCODE,GETAHEAD,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,NEC,NEC2,OVER65,PARTY,PARTYID,PHIL3,PHIL5,PRECINCT,PRSMI08R,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SEX,SEXRACE,SEXWHITE,SHAREREL,SHAREREL2,SIZEPLAC,SIZEPLC3,STANUM,TAXPREF,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
517469.0,2.0,3.0,30-59,45-59,50-64,50-59,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Yes,3.0,2.0,Call 1,8.0,3.0,2.0,College graduate,3.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Democrat,Democrat,Moderate,3.0,28.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Male,White male,White male,3.0,2.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,3.0,1.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,48842.0,0.708099007606506
517441.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,3.0,2.0,Call 1,12.0,2.0,1.0,High school graduate,2.0,3.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,5.0,63.0,2.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,0.56706303358078
517440.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,3.0,2.0,Call 1,12.0,2.0,1.0,High school graduate,2.0,3.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,5.0,63.0,2.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,0.56706303358078
517437.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,1.0,1.0,Call 1,9.0,4.0,2.0,Postgraduate study,2.0,1.0,2.0,9.0,,,,Strongly approve,Approve,9.0,My candidates position on the issues,Omit,Omit,18-64,Republican,Republican,Conservative,5.0,87.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,1.0,2.0,1.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48309.0,1.61608862876892
517434.0,1.0,1.0,30-59,30-44,40-49,40-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 1,13.0,2.0,1.0,High school graduate,1.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,9.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Republican,Moderate,3.0,150.0,2.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,2.0,3.0,1.0,No one does,No,No,No,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,48192.0,0.812687695026398
517413.0,2.0,3.0,30-59,30-44,40-49,40-44,Never,Never,All others,Complete,4.0,2.0,No,1.0,1.0,Call 1,12.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,2.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,63.0,2.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,4.0,4.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,0.56706303358078
517412.0,2.0,3.0,30-59,30-44,40-49,40-44,Never,Never,All others,Complete,4.0,2.0,No,1.0,1.0,Call 1,12.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,2.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,63.0,2.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,2.0,4.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,4.0,4.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,0.56706303358078
517384.0,2.0,3.0,30-59,30-44,40-49,40-44,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,No,2.0,1.0,Call 1,12.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,63.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,4.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,4.0,4.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,0.561119139194489
517383.0,2.0,3.0,30-59,30-44,40-49,40-44,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,No,2.0,1.0,Call 1,12.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,63.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,4.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,4.0,4.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48021.0,0.561119139194489
517362.0,2.0,4.0,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 1,9.0,2.0,2.0,Postgraduate study,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,9.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Republican,Liberal,2.0,87.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,1.0,2.0,1.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48309.0,1.63320767879486
517357.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,3.0,2.0,1.0,High school graduate,4.0,3.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,4.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Independent/Something else,Something else,Conservative,5.0,45.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,5.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,49525.0,0.74507087469101
517354.0,1.0,2.0,60+,60+,50-64,60-64,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 1,10.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,62.0,2.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,1.0,2.0,1.0,"Yes, I do",Yes,I am,Yes,Version 1,No,Catholic,All others,All others,3.0,4.0,5.0,7.0,17-64,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48310.0,2.37506651878357
517353.0,1.0,2.0,60+,60+,50-64,60-64,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 1,10.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,62.0,2.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,1.0,2.0,1.0,"Yes, I do",Yes,I am,Yes,Version 1,No,Catholic,All others,All others,3.0,4.0,5.0,7.0,17-64,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,48310.0,2.37506651878357
517321.0,2.0,3.0,30-59,30-44,40-49,40-44,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Yes,3.0,2.0,Call 1,8.0,3.0,2.0,College graduate,3.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Democrat,Democrat,Moderate,3.0,28.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,3.0,2.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,3.0,1.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,48842.0,0.70067685842514
517288.0,2.0,4.0,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,3.0,2.0,Call 1,10.0,2.0,1.0,Some college or associate degree,5.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",Strongly disapprove,Disapprove,4.0,My candidates leadership/personal qualities,Poor,Not so good/Poor,18-64,Democrat,Democrat,Liberal,2.0,50.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,3.0,1.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,48446.0,0.568970501422882
517274.0,2.0,4.0,30-59,30-44,40-49,40-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,1.0,1.0,Call 1,2.0,3.0,1.0,Some college or associate degree,4.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",Strongly approve,Approve,2.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,5.0,46.0,2.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,1.0,1.0,1.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,49345.0,0.748568832874298
517261.0,1.0,2.0,30-59,45-59,40-49,45-49,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,Yes,3.0,2.0,Call 1,2.0,2.0,1.0,High school graduate,4.0,1.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,Poor,Not so good/Poor,18-64,Democrat,Democrat,Moderate,3.0,46.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,3.0,1.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,49345.0,0.748568832874298
517256.0,2.0,3.0,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,3.0,2.0,Call 1,10.0,2.0,2.0,College graduate,5.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,5.0,50.0,2.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,5.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,48446.0,0.574997544288635
517251.0,2.0,4.0,18-29,18-29,25-29,25-29,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 1,2.0,2.0,1.0,Some college or associate degree,4.0,1.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,1.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Conservative,5.0,46.0,2.0,4.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,5.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,2.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,49345.0,0.995225667953491
517246.0,,,30-59,30-44,30-39,30-39,,,,Not complete,1.0,1.0,,2.0,1.0,Call 1,6.0,,,,4.0,,,,,,,Strongly approve,Approve,3.0,My candidates leadership/personal qualities,,,18-64,,,,,2.0,2.0,2.0,White,State questionnaire,White,Midwest,,,,2.0,Male,White male,White male,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,2.0,4.0,2.0,,,,,Version 1,No,,,,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,49010.0,0.613515019416809
517245.0,,,30-59,30-44,30-39,30-39,,,,Not complete,1.0,1.0,,2.0,1.0,Call 1,6.0,,,,4.0,,,,,,,Strongly approve,Approve,3.0,My candidates leadership/personal qualities,,,18-64,,,,,2.0,2.0,2.0,White,State questionnaire,White,Midwest,,,,2.0,Male,White male,White male,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,2.0,4.0,2.0,,,,,Version 1,No,,,,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,49010.0,0.613515019416809
517239.0,2.0,3.0,30-59,30-44,30-39,30-39,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,2.0,2.0,1.0,Some college or associate degree,4.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,Poor,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,46.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,2.0,4.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,49345.0,0.748568832874298
517229.0,,,60+,60+,50-64,60-64,,,,Not complete,3.0,2.0,,2.0,1.0,Call 1,6.0,,,,4.0,,,,,,,Strongly approve,Approve,4.0,My candidates leadership/personal qualities,,,18-64,,,,,2.0,2.0,1.0,White,State questionnaire,White,Midwest,,,,2.0,Male,White male,White male,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,2.0,5.0,2.0,,,,,Version 1,No,,,,3.0,4.0,5.0,7.0,17-64,Low Density Rural,Rural,Rural,Downscale,49010.0,0.76659882068634
517225.0,2.0,3.0,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,2.0,1.0,Call 1,2.0,2.0,2.0,College graduate,4.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,9.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,46.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs, Michigan,1.0,Election day exit poll,1.0,2.0,1.0,"Yes, I do",Yes,I am,Yes,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,49345.0,0.756498336791992
517215.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,Yes,2.0,1.0,Call 1,4.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,4.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,5.0,107.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,5.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0,0.707720577716827
517137.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,1.0,1.0,Call 1,12.0,2.0,2.0,Postgraduate study,2.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,Omit,Excellent,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,83.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,5.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48071.0,0.706882655620575
517136.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,1.0,1.0,Call 1,12.0,2.0,2.0,Postgraduate study,2.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,Omit,Excellent,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,83.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,5.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,48071.0,0.706882655620575
517111.0,2.0,4.0,60+,60+,50-64,60-64,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 1,4.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,Poor,Not so good/Poor,18-64,Independent/Something else,Something else,Conservative,4.0,107.0,2.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,3.0,1.0,No one does,No,No,No,Version 1,No,Catholic,All others,All others,3.0,4.0,5.0,7.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0,0.884310483932495
517108.0,,,30-59,45-59,50-64,50-59,,,,Not complete,4.0,2.0,,2.0,1.0,Call 1,6.0,,,,4.0,,,,,,,Somewhat approve,Approve,3.0,My candidates position on the issues,,,18-64,,,,,2.0,2.0,1.0,White,State questionnaire,White,Midwest,,,,2.0,Female,White female,White female,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural, Michigan,,Election day exit poll,2.0,4.0,2.0,,,,,Version 1,No,,,,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Downscale,49010.0,0.607084274291992
517104.0,1.0,1.0,30-59,30-44,40-49,40-44,Never,Never,All others,Complete,4.0,2.0,No,4.0,2.0,Call 1,2.0,4.0,2.0,College graduate,5.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,Poor,Not so good/Poor,18-64,Independent/Something else,Independent,Moderate,3.0,76.0,2.0,1.0,,State questionnaire,,Midwest,None,None,9.0,2.0,Female,,,4.0,2.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,1.0,1.0,1.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,No,Non-white,All others,All others,2.0,2.0,4.0,4.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,49445.0,0.6856369972229
517073.0,2.0,4.0,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 1,4.0,2.0,2.0,Postgraduate study,3.0,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,2.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Independent/Something else,Something else,Moderate,3.0,107.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,White male,White male,3.0,2.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,5.0,2.0,"Yes, I do",Yes,I am,Yes,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,48603.0,0.715217411518097
517070.0,2.0,3.0,30-59,30-44,40-49,40-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 1,3.0,2.0,2.0,College graduate,4.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Republican,Conservative,4.0,37.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs, Michigan,2.0,Election day exit poll,2.0,4.0,2.0,No one does,No,No,No,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,49301.0,0.84769880771637
