ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDEM2,CADPRS08,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GAY,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,LATINOS,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1111714.0,,,,,,,,,,Not complete,9.0,9.0,1.0,Call 1,47.0,,,2.0,1.0,,,,,2.0,,,,,,9.0,,,,Omit,Omit,,,,,,,,49.0,9.0,,State questionnaire,,,,West,,,,,,,,,,,,,Suburbs,Suburbs,,California,Election day exit poll,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Omit,,,,,,Version 1,,,,,,,,,Extremely High Density Urban,60s Suburbs,High-Growth Suburban Perimeter,Downscale,92840.0,0.576039373874664
1120669.0,60+,60+,65+,75 or over,Non black 60+,Latino 60+,,,,Not complete,9.0,9.0,1.0,Call 2,39.0,,,2.0,1.0,,,,,1.0,,,,,,1.0,,,,Not so good,Not so good/Poor,65+,,,,,,,41.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,West,,,,,,,Female,Non black female,Latino women,Non white female,,Non white,Suburbs,Suburbs,,California,Election day exit poll,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,Omit,No one does,No,No,No,,Version 1,,,4.0,4.0,6.0,9.0,12.0,65+,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,90603.0,0.961841881275177
1130065.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,,,,Not complete,4.0,2.0,1.0,Call 3,39.0,,,2.0,1.0,,,,,1.0,,,,,,2.0,Yes,Yes,,Not so good,Not so good/Poor,18-64,,,,,,,41.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,West,,,,,,,Female,Non black female,Latino women,Non white female,,Non white,Suburbs,Suburbs,English,California,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,9.0,9.0,Omit,No one does,No,No,No,,Version 1,,,2.0,2.0,3.0,3.0,10.0,17-64,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,90603.0,0.875404953956604
1102959.0,60+,60+,50-64,60-64,Non black 60+,All other,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,3.0,,22.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,5.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Moderate,3.0,,3.0,American Indian,State questionnaire,Other,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Married women,Non white,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,3.0,4.0,5.0,7.0,13.0,17-64,Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,93308.0,2.32767462730408
1102921.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,3.0,,20.0,3.0,1.0,8.0,3.0,Did not complete high school,No,1.0,1.0,5.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,Yes,Yes,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,3.0,3.0,4.0,5.0,11.0,17-64,Extremely High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,93234.0,2.29648637771606
1102789.0,30-59,30-44,40-49,40-44,,,A few times a year,A few times a month/A few times a year,All others,Complete,,,3.0,,19.0,3.0,1.0,8.0,3.0,High school graduate,No,3.0,2.0,5.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,,,No,Good,Excellent/Good,18-64,Independent/Something else,,,Something else,Conservative,4.0,,2.0,,State questionnaire,,3.0,2.0,West,None,None,9.0,2.0,2.0,1.0,Male,,,,Non-married men,,"Cities 50,000-500,000","Cities over 50,000",,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,,17-64,Suburb,Urban,Urban Core,Downscale,93722.0,2.33528327941895
1102725.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,,,3.0,,5.0,3.0,2.0,8.0,3.0,Postgraduate study,No,3.0,2.0,5.0,3.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Conservative,4.0,,2.0,Black,State questionnaire,Black,3.0,2.0,West,None,None,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Married men,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,7.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,95820.0,1.02965867519379
1103032.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,All others,Complete,,,3.0,,4.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,5.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,96145.0,0.712439954280853
1102912.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Never,Never,All others,Complete,,,3.0,,4.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,5.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,Yes,Yes,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,West,None,None,9.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Rural,Small Cities/Rural,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,11.0,17-64,Low Density Rural,Rural,Rural,Upscale,95946.0,0.999785006046295
1102842.0,30-59,45-59,50-64,50-59,,,Never,Never,Protestant/Do not attend weekly,Complete,,,3.0,,3.0,3.0,2.0,8.0,3.0,Postgraduate study,No,3.0,2.0,5.0,1.0,2.0,,,,3.0,,,Yes,Not so good,Not so good/Poor,18-64,Democrat,,,Democrat,Liberal,2.0,,1.0,,State questionnaire,,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,1.0,Female,,,,Married women,,Suburbs,Suburbs,,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,95608.0,1.05757451057434
1102957.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,,,3.0,,3.0,3.0,2.0,8.0,3.0,College graduate,No,3.0,2.0,5.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,2.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,95630.0,1.93426156044006
1102724.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,More than once a week,More than once a week/Once a week,All others,Complete,,,1.0,,17.0,1.0,1.0,2.0,1.0,High school graduate,No,2.0,1.0,4.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Moderate,3.0,,3.0,American Indian,State questionnaire,Other,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,1.0,2.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,13.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,95003.0,0.485240429639816
1102856.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,1.0,,17.0,1.0,2.0,2.0,1.0,College graduate,No,1.0,1.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Yes,Yes,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,1.0,1.0,West,Catholic,Catholic,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,95062.0,2.37189674377441
1102807.0,30-59,30-44,40-49,40-44,Non black 30-44,All other,A few times a year,A few times a month/A few times a year,All others,Complete,,,3.0,,17.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,4.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,All other,Something else,Liberal,2.0,,1.0,Other,State questionnaire,Other,3.0,2.0,West,Something else,Something else,9.0,2.0,2.0,1.0,Female,Non black female,All other races,Non white female,Married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,1.0,2.0,2.0,4.0,4.0,13.0,17-64,Suburb,Urban,Urban Core,Upscale,95060.0,0.946797251701355
1102668.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,3.0,,7.0,3.0,1.0,8.0,3.0,High school graduate,No,2.0,1.0,4.0,3.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Independent,Conservative,5.0,,2.0,Black,State questionnaire,Black,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,5.0,17-64,High Density Urban,Urban,Urban Core,Downscale,94590.0,2.10359072685242
1102889.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,3.0,,7.0,3.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,4.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,95687.0,2.1087908744812
1102727.0,30-59,30-44,40-49,40-44,Non black 30-44,Latino 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,3.0,,6.0,2.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,4.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",9.0,Yes,Yes,Yes,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, I do and someone else does",Yes,I am,Yes,3.0,Version 1,Non-white,1.0,2.0,2.0,4.0,4.0,10.0,17-64,Suburb,Urban,Urban Core,Upscale,95403.0,1.93575239181519
1102669.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,,,3.0,,6.0,1.0,1.0,8.0,3.0,Some college or associate degree,No,3.0,2.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Upscale,95401.0,0.53183376789093
1102710.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,2.0,,1.0,2.0,1.0,4.0,2.0,High school graduate,No,3.0,2.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,Yes,Yes,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,"Cities 10,000-50,000",Small Cities/Rural,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,12.0,65+,Suburb,Rural,Rural,Very downscale,95422.0,1.16843843460083
1102831.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,All others,Complete,,,2.0,,16.0,3.0,1.0,4.0,2.0,Some college or associate degree,No,2.0,1.0,3.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities over 500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,95120.0,4.30522060394287
1102834.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,3.0,,15.0,9.0,1.0,8.0,3.0,High school graduate,No,3.0,2.0,3.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,95051.0,3.37020945549011
1102910.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,,,3.0,,14.0,1.0,2.0,8.0,3.0,College graduate,No,2.0,1.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,California,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,None,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,94025.0,1.0643892288208
