ID,AGE3,AGE60,AGE65,AGE9,ATTEND,ATTEND2,ATTREL,BACKSIDE,BCLIN3RD,BEATREP,BREAKDEM,BREAKDM2,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFDEM,CHILD,COLLEDUC,DESCRIBPR,DPRS08,ECONWORR,ECOWORR2,EDUC,FAVBILL,FAVBILL2,FAVEDW,FAVEDW2,FAVHCLIN,FAVHCLN2,FAVOBAM,FAVOBAM2,FTEVER,FTPRIM,FTVOTEP,GEOCODE,GETAHEAD,GLOBWARM,HEALTHDEM,HONEST08,HSEDUC,INC100K,INC50K,INCOME07,IRAQKEEP,ISSIA08D,ISSVQUAL,LEADERD,MARCHILD,MARRIED,MARRIEDMOM,MOMS,NEC,NEC2,OVER65,PARENTS,PARTY,PARTYID,PHIL3,PHIL5,PRECINCT,PRSNH08D,QLTNH08D,QRACEAI,QTYPE,RACE,REGION,REGNHDEM,REL5,RELIGN8,RELWHITE,SEX,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TERRWORR,TERWORR2,TIME3D,TIMEPR,TIMEWK,TOOSOON,UNFAIRDEM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITE,VERSION,WHITEREL,WOMENWED,WORK,WRKWOMEN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
469571.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 2,1.0,,,2.0,3.0,4.0,2.0,1.0,College graduate,,,,,,,,,,,,3.0,1.0,2.0,2.0,,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,2.0,29.0,4.0,3.0,White,State questionnaire,White,East,2.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,1.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,Yes,All others,1.0,1.0,1.0,1.0,17-64,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,3835.0,0.897521138191223
469329.0,30-59,30-44,30-39,30-39,,,,Complete,1.0,,,,,,Call 2,1.0,,,1.0,3.0,4.0,1.0,1.0,High school graduate,,,,,,,,,,,,4.0,3.0,1.0,1.0,,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,3.0,My candidates position on the issues,,,,,,Poor,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,115.0,4.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Very worried,Worried,1.0,1.0,1.0,2.0,5.0,No one does,No,No,No,,Version 2,,,Yes,Working women,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,3872.0,0.604154825210571
469254.0,18-29,18-29,25-29,25-29,,,,Complete,1.0,,,,,,Call 2,2.0,,,1.0,3.0,4.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,,2.0,3.0,2.0,1.0,,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,3.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Republican,Republican,Moderate,3.0,88.0,4.0,3.0,White,State questionnaire,White,East,3.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Not too worried,Not worried,2.0,3.0,1.0,2.0,3.0,No one does,No,No,No,,Version 2,,,Yes,Working women,1.0,1.0,2.0,2.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,0.987254500389099
469189.0,30-59,30-44,40-49,40-44,,,,Complete,1.0,,,,,,Call 2,2.0,,,2.0,3.0,4.0,2.0,1.0,College graduate,,,,,,,,,,,,3.0,2.0,1.0,1.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,89.0,4.0,2.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,2.0,No one does,No,No,No,,Version 2,,,Yes,Working women,2.0,2.0,4.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3263.0,0.943508744239807
467826.0,30-59,45-59,50-64,50-59,,,,Complete,1.0,,,,,,Call 1,1.0,,,2.0,3.0,4.0,1.0,1.0,College graduate,,,,,,,,,,,,3.0,3.0,2.0,2.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,3.0,My candidates leadership/personal qualities,,,,,,Poor,Not so good/Poor,18-64,,Independent/Something else,Independent,Conservative,4.0,23.0,4.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,1.0,2.0,No one does,No,No,No,,Version 2,,,Yes,Working women,3.0,3.0,5.0,6.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3037.0,0.748021721839905
469153.0,30-59,30-44,40-49,40-44,,,,Complete,1.0,,,,,,Call 2,2.0,,,1.0,3.0,5.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,,3.0,3.0,2.0,2.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Republican,Republican,Conservative,4.0,89.0,5.0,2.0,White,State questionnaire,White,East,2.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,2.0,2.0,4.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3263.0,0.380195647478104
468142.0,30-59,30-44,30-39,30-39,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,3.0,6.0,1.0,1.0,College graduate,,,,,,,,,,,,2.0,2.0,1.0,1.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,My candidates position on the issues,,,,,,Good,Excellent/Good,18-64,,Independent/Something else,Independent,Moderate,3.0,88.0,6.0,9.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,2.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,2.0,2.0,3.0,3.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,0.998741447925568
471211.0,30-59,45-59,40-49,45-49,,,,Complete,1.0,,,,,,Call 3,2.0,,,2.0,3.0,8.0,3.0,2.0,Postgraduate study,,,,,,,,,,,,3.0,1.0,1.0,1.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,2.0,My candidates leadership/personal qualities,,,,,,Good,Excellent/Good,18-64,,Independent/Something else,Independent,Liberal,2.0,108.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,3.0,3.0,4.0,5.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,3464.0,0.940809369087219
470941.0,30-59,30-44,30-39,30-39,,,,Complete,1.0,,,,,,Call 3,2.0,,,2.0,3.0,8.0,1.0,1.0,Postgraduate study,,,,,,,,,,,,2.0,3.0,2.0,2.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,51.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,2.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,Yes,Working women,2.0,2.0,3.0,3.0,17-64,Town,Rural,Rural,Downscale,3766.0,0.857951998710632
470738.0,18-29,18-29,25-29,25-29,,,,Complete,1.0,,,,,,Call 3,1.0,,,1.0,3.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,1.0,3.0,2.0,1.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,My candidates leadership/personal qualities,,,,,,Good,Excellent/Good,18-64,,Democrat,Democrat,Liberal,1.0,58.0,7.0,2.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,3.0,No one does,No,No,No,,Version 2,,,No,All others,1.0,1.0,2.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3823.0,0.902394592761993
470434.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 3,1.0,,,1.0,3.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,3.0,1.0,2.0,1.0,,2.0,,,,3.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Something else,Moderate,3.0,8.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not worried,2.0,5.0,2.0,1.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,1.0,1.0,1.0,1.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,3110.0,1.30195927619934
470351.0,30-59,45-59,40-49,45-49,,,,Complete,1.0,,,,,,Call 3,1.0,,,1.0,3.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,3.0,2.0,2.0,1.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Conservative,4.0,105.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,2.0,"Yes, I do",Yes,I am,Yes,,Version 2,,,Yes,All others,3.0,3.0,4.0,5.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,3874.0,0.989780604839325
470279.0,60+,60+,50-64,60-64,,,,Complete,1.0,,,,,,Call 3,2.0,,,1.0,3.0,8.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,,1.0,3.0,2.0,1.0,,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Conservative,4.0,103.0,7.0,4.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Very worried,Worried,1.0,2.0,1.0,1.0,2.0,No one does,No,No,No,,Version 2,,,Yes,Working women,3.0,4.0,5.0,7.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0,1.54796385765076
470200.0,30-59,30-44,40-49,40-44,,,,Complete,2.0,,,,,,Call 3,2.0,,,1.0,3.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,2.0,2.0,1.0,2.0,,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Democrat,Democrat,Liberal,2.0,52.0,7.0,1.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,Election day exit poll,Very worried,Worried,1.0,1.0,1.0,2.0,9.0,No one does,No,No,No,,Version 2,,,,All others,2.0,2.0,4.0,4.0,17-64,Town,Rural,Rural,Downscale,3766.0,0.907566428184509
469726.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 2,2.0,,,1.0,3.0,8.0,2.0,1.0,High school graduate,,,,,,,,,,,,1.0,2.0,9.0,9.0,,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,9.0,Omit,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Conservative,5.0,76.0,7.0,9.0,White,State questionnaire,White,East,3.0,,,,Female,White female,,White female,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,2.0,3.0,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 2,,,No,All others,1.0,1.0,1.0,1.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,3060.0,0.764106094837189
469295.0,18-29,18-29,25-29,25-29,,,,Complete,2.0,,,,,,Call 2,2.0,,,2.0,3.0,8.0,2.0,1.0,College graduate,,,,,,,,,,,,2.0,2.0,1.0,2.0,,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,2.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Liberal,2.0,88.0,7.0,1.0,White,State questionnaire,White,East,2.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,1.0,1.0,2.0,2.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,0.95341557264328
469117.0,30-59,45-59,50-64,50-59,,,,Complete,1.0,,,,,,Call 2,2.0,,,1.0,3.0,8.0,2.0,1.0,Did not complete high school,,,,,,,,,,,,4.0,2.0,2.0,1.0,,1.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,3.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Conservative,4.0,85.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,"Yes, I do",Yes,I am,Yes,,Version 2,,,No,All others,3.0,3.0,5.0,6.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,3582.0,0.855987191200256
468976.0,18-29,18-29,18-24,18-24,,,,Complete,1.0,,,,,,Call 2,2.0,,,1.0,3.0,8.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,,2.0,2.0,1.0,1.0,,2.0,Less than 100k,Less than 50k,"Under $15,000",2.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Something else,Liberal,2.0,52.0,7.0,4.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,Election day exit poll,Not too worried,Not worried,2.0,5.0,2.0,2.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,1.0,1.0,1.0,1.0,17-64,Town,Rural,Rural,Downscale,3766.0,1.11536920070648
468946.0,30-59,30-44,30-39,30-39,,,,Complete,2.0,,,,,,Call 2,2.0,,,2.0,3.0,8.0,1.0,1.0,Postgraduate study,,,,,,,,,,,,2.0,2.0,1.0,1.0,,2.0,,,,3.0,9.0,My candidates leadership/personal qualities,,,,,,Not so good,Not so good/Poor,18-64,,Republican,Republican,Moderate,3.0,52.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,1.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,2.0,2.0,3.0,3.0,17-64,Town,Rural,Rural,Downscale,3766.0,0.9458167552948
468824.0,30-59,45-59,40-49,45-49,,,,Complete,2.0,,,,,,Call 1,1.0,,,2.0,3.0,8.0,2.0,1.0,College graduate,,,,,,,,,,,,3.0,2.0,2.0,1.0,,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,3.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,24.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Male,White male,,White male,Suburbs,Suburbs,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,2.0,No one does,No,No,No,,Version 2,,,Yes,All others,3.0,3.0,4.0,5.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3038.0,1.91270637512207
468783.0,18-29,18-29,25-29,25-29,,,,Complete,1.0,,,,,,Call 1,2.0,,,2.0,3.0,8.0,2.0,1.0,College graduate,,,,,,,,,,,,1.0,2.0,2.0,1.0,,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,2.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,76.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,2.0,2.0,No one does,No,No,No,,Version 2,,,Yes,Working women,1.0,1.0,2.0,2.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,3060.0,0.764106094837189
468355.0,30-59,30-44,40-49,40-44,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,3.0,8.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,,2.0,3.0,1.0,1.0,,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,18-64,,Independent/Something else,Independent,Moderate,3.0,114.0,7.0,1.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,1.0,9.0,No one does,No,No,No,,Version 2,,,Yes,Working women,2.0,2.0,4.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3773.0,0.833453595638275
468004.0,60+,60+,65+,75 or over,,,,Complete,1.0,,,,,,Call 1,2.0,,,1.0,3.0,8.0,1.0,1.0,High school graduate,,,,,,,,,,,,2.0,2.0,2.0,1.0,,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,1.0,My candidates position on the issues,,,,,,Not so good,Not so good/Poor,65+,,Independent/Something else,Independent,Conservative,5.0,118.0,7.0,4.0,White,State questionnaire,White,East,2.0,,,,Female,White female,,White female,Rural,Small Cities/Rural,New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,1.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,4.0,4.0,6.0,9.0,65+,Low Density Rural,Rural,Rural,Very downscale,3470.0,0.956291019916534
467709.0,60+,60+,65+,65-74,,,,Complete,2.0,,,,,,Call 1,2.0,,,1.0,3.0,8.0,2.0,1.0,High school graduate,,,,,,,,,,,,1.0,2.0,1.0,1.0,,1.0,,,,9.0,3.0,Omit,,,,,,Not so good,Not so good/Poor,65+,,Democrat,Democrat,Liberal,2.0,103.0,7.0,2.0,White,State questionnaire,White,East,1.0,,,,Female,White female,,White female,Suburbs,Suburbs,New Hampshire,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,2.0,9.0,No one does,No,No,No,,Version 2,,,No,All others,4.0,4.0,6.0,8.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3079.0,1.54796385765076
