ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATREP2,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDEM2,CLRCLIN,CLROBAM,CLRPLAN,COLLEDUC,DPRS08,EDUC,FINWORRY,FINWRRY2,GENDISS,GENDISS2,GEOCODE,HSEDUC,INC100K,INC50K,INCOME07,INSPIRSC,INSPIRSO,INSPIRES,ISSIA08D,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,RIDPRS08,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,SUPERDEL,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TRADE,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XCHIEFDEM,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1229255.0,30-59,45-59,40-49,45-49,Black 45-59,Black 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,1.0,8.0,Some college or associate degree,1.0,1.0,3.0,2.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,2.0,2.0,No,Not so good,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,47.0,2.0,Black,State questionnaire,Black,3.0,2.0,East,Catholic,Catholic,9.0,1.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non white,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,9.0,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,Non-white,3.0,3.0,4.0,5.0,7.0,1.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,2918.0,0.692359149456024
1229218.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,2.0,8.0,College graduate,2.0,1.0,3.0,2.0,1.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,1.0,2.0,2.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,47.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,2.0,Election day exit poll,2.0,4.0,2.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,2918.0,0.740373373031616
1229199.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,1.0,Call 3,2.0,1.0,1.0,2.0,1.0,1.0,8.0,High school graduate,1.0,1.0,2.0,1.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,1.0,No,Omit,Omit,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,51.0,2.0,White,State questionnaire,White,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,1.0,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Protestant/Other Christian,2.0,2.0,3.0,3.0,2.0,1.0,1.0,17-64,High Density Urban,Urban,Urban Core,Downscale,2905.0,0.938819646835327
1229175.0,18-29,18-29,18-24,18-24,,,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,Call 3,1.0,2.0,1.0,1.0,3.0,1.0,8.0,High school graduate,3.0,2.0,3.0,2.0,2.0,1.0,,,,2.0,1.0,2.0,2.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,,,Independent,Liberal,1.0,20.0,1.0,,State questionnaire,,3.0,2.0,East,Something else,Something else,9.0,1.0,1.0,3.0,1.0,Male,,,,,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,Non-white,1.0,1.0,1.0,1.0,,1.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2915.0,0.696711957454681
1229161.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,1.0,1.0,1.0,Call 3,1.0,,1.0,1.0,3.0,,8.0,,1.0,1.0,,,3.0,,,,,,,,2.0,No,Not so good,Not so good/Poor,18-64,,,,,,,43.0,1.0,White,State questionnaire,White,,,East,,,,1.0,,,,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Rhode Island,,Election day exit poll,2.0,5.0,2.0,,4.0,2.0,Barack Obama did not,,,,,Version 1,,3.0,3.0,5.0,6.0,3.0,1.0,,17-64,Suburb,Rural,Rural,Very upscale,2871.0,0.521342873573303
1226769.0,30-59,30-44,40-49,40-44,Non black 30-44,All other,Never,Never,Protestant/Do not attend weekly,Complete,1.0,1.0,1.0,Call 2,2.0,2.0,2.0,1.0,2.0,1.0,8.0,High school graduate,1.0,1.0,2.0,1.0,3.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,2.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,8.0,1.0,American Indian,State questionnaire,Other,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non white,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,4.0,2.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,Non-white,2.0,2.0,4.0,4.0,13.0,1.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,2816.0,0.465896725654602
1229057.0,30-59,30-44,40-49,40-44,Non black 30-44,All other,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,1.0,Call 3,2.0,2.0,1.0,1.0,3.0,2.0,8.0,Postgraduate study,1.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,2.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Moderate,3.0,32.0,4.0,Asian,State questionnaire,Asian,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Non white,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,1.0,2.0,1.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,Non-white,2.0,2.0,4.0,4.0,13.0,1.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0,0.648262739181519
1226530.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,Call 2,1.0,2.0,2.0,2.0,4.0,1.0,8.0,Some college or associate degree,2.0,1.0,2.0,1.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,1.0,3.0,3.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,47.0,1.0,White,State questionnaire,White,2.0,1.0,East,Catholic,Catholic,2.0,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,2.0,Election day exit poll,1.0,1.0,1.0,3.0,2.0,2.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Catholic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,2918.0,0.878038346767426
1226502.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,3.0,2.0,Call 2,1.0,9.0,2.0,2.0,4.0,2.0,8.0,College graduate,2.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,4.0,2.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,28.0,9.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Rhode Island,2.0,Election day exit poll,1.0,2.0,1.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,1.0,9.0,17-64,Suburb,Rural,Rural,Very upscale,2842.0,0.713910043239594
1226484.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,1.0,Call 2,1.0,2.0,1.0,1.0,3.0,2.0,8.0,College graduate,1.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,2.0,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,20.0,1.0,Asian,State questionnaire,Asian,3.0,2.0,East,Something else,Something else,9.0,1.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non white,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,1.0,1.0,1.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Non-white,2.0,2.0,3.0,3.0,13.0,1.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,2915.0,0.65327262878418
1226452.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,9.0,9.0,Call 2,1.0,1.0,1.0,1.0,3.0,1.0,8.0,Some college or associate degree,2.0,1.0,3.0,2.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",2.0,1.0,2.0,2.0,,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,47.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,2.0,Election day exit poll,2.0,4.0,2.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,None,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,2918.0,0.740373373031616
1224108.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,2.0,,,,2.0,1.0,2.0,2.0,Yes,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Moderate,3.0,43.0,1.0,White,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,1.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non white,Rural,Small Cities/Rural,Rhode Island,2.0,Election day exit poll,1.0,2.0,1.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,Non-white,4.0,4.0,6.0,8.0,12.0,1.0,1.0,65+,Suburb,Rural,Rural,Very upscale,2871.0,0.588067293167114
1226432.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,3.0,2.0,Call 2,1.0,2.0,1.0,1.0,3.0,2.0,8.0,College graduate,4.0,2.0,3.0,2.0,1.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,1.0,2.0,2.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,47.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,2.0,Election day exit poll,2.0,5.0,2.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,2918.0,0.740373373031616
1224079.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,Call 1,1.0,2.0,1.0,1.0,3.0,2.0,8.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,3.0,2.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,43.0,1.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Rhode Island,2.0,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Something else,3.0,3.0,5.0,6.0,3.0,1.0,2.0,17-64,Suburb,Rural,Rural,Very upscale,2871.0,0.618281304836273
1226241.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,1.0,1.0,1.0,Call 2,2.0,1.0,1.0,1.0,3.0,2.0,8.0,Postgraduate study,1.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,2.0,1.0,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,32.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,1.0,1.0,1.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,None,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0,0.616583585739136
1226225.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,1.0,Call 2,2.0,1.0,2.0,2.0,4.0,1.0,8.0,Some college or associate degree,3.0,2.0,3.0,2.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,2.0,4.0,1.0,No,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,32.0,2.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,1.0,1.0,1.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,1.0,1.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0,0.731231093406677
1229052.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,3.0,2.0,Call 3,2.0,2.0,1.0,1.0,3.0,2.0,8.0,College graduate,3.0,2.0,3.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,1.0,3.0,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,32.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,1.0,Election day exit poll,2.0,4.0,2.0,9.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,None,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2852.0,0.649811387062073
1222930.0,18-29,18-29,25-29,25-29,Black 18-29,Black 18-29,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,1.0,Call 1,2.0,2.0,1.0,1.0,3.0,1.0,8.0,Did not complete high school,1.0,1.0,2.0,1.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,1.0,2.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,1.0,51.0,1.0,Black,State questionnaire,Black,2.0,1.0,East,None,None,9.0,1.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non white,"Cities 50,000-500,000","Cities over 50,000",Rhode Island,1.0,Election day exit poll,2.0,3.0,1.0,1.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,Non-white,1.0,1.0,2.0,2.0,5.0,1.0,2.0,17-64,High Density Urban,Urban,Urban Core,Downscale,2905.0,0.882135391235352
1222890.0,60+,60+,50-64,60-64,,,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,1.0,Call 1,1.0,2.0,1.0,1.0,3.0,2.0,8.0,Postgraduate study,2.0,1.0,3.0,2.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,2.0,1.0,,Poor,Not so good/Poor,18-64,Democrat,,,Democrat,Liberal,1.0,29.0,1.0,,State questionnaire,,3.0,2.0,East,,,9.0,1.0,1.0,3.0,1.0,Female,,,,,Rural,Small Cities/Rural,Rhode Island,2.0,Election day exit poll,2.0,5.0,2.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,,3.0,4.0,5.0,7.0,,1.0,2.0,17-64,Suburb,Rural,Rural,Very upscale,2842.0,1.11025500297546
1222662.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,2.0,1.0,Call 1,2.0,2.0,2.0,2.0,4.0,2.0,8.0,Postgraduate study,2.0,1.0,2.0,1.0,3.0,2.0,,,,2.0,1.0,2.0,2.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,21.0,1.0,White,State questionnaire,White,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Rhode Island,2.0,Election day exit poll,2.0,5.0,2.0,3.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,1.0,2.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2822.0,0.73221218585968
