ID,AGE3,BACKSIDE,BREAKCAU,BRNAGAIN,BUSHANG08,CALL,CDNUM,DESIA08R,GEOCODE,IAPARTYID,IARPRS08,INC100K,INC50K08,INCOME08,ISSIA08R,PHIL4R,PRECINCT,QLTIA08R,QRACE3,QTYPE,REGION,RPRS08,SEX,SHAREREL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMECAU,VERSION,XAGE,XAGE6,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
437253.0,30-59,Complete,1.0,Yes,1.0,Call 2,4.0,1.0,1.0,2.0,2.0,100k or more,2.0,6.0,3.0,2.0,113.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.29297637939453
437162.0,30-59,Complete,4.0,Yes,3.0,Call 2,4.0,1.0,1.0,2.0,2.0,Less than 100k,1.0,3.0,3.0,1.0,113.0,1.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.29297637939453
436941.0,30-59,Complete,2.0,No,2.0,Call 1,4.0,1.0,1.0,2.0,2.0,100k or more,2.0,6.0,3.0,3.0,113.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,2.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.29297637939453
437222.0,18-29,Complete,1.0,Yes,3.0,Call 2,4.0,2.0,1.0,2.0,2.0,Less than 100k,1.0,1.0,2.0,3.0,113.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,3.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,1.0,1.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.29297637939453
437207.0,30-59,Complete,2.0,Yes,2.0,Call 2,4.0,2.0,1.0,2.0,2.0,Less than 100k,2.0,4.0,2.0,1.0,113.0,1.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.29297637939453
438615.0,60+,Complete,1.0,Yes,2.0,Call 2,5.0,1.0,3.0,2.0,5.0,Less than 100k,1.0,3.0,1.0,1.0,98.0,2.0,1.0,State questionnaire,Midwest,6.0,,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,3.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,4.28991317749023
438519.0,30-59,Complete,9.0,Yes,1.0,Call 2,5.0,1.0,3.0,2.0,6.0,100k or more,2.0,6.0,4.0,2.0,98.0,4.0,1.0,State questionnaire,Midwest,7.0,Male,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,4.15251207351685
439467.0,30-59,Complete,1.0,Yes,2.0,Call 3,5.0,1.0,3.0,2.0,6.0,Less than 100k,1.0,3.0,1.0,1.0,98.0,2.0,1.0,State questionnaire,Midwest,7.0,Male,3.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,3.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,4.15251207351685
436825.0,60+,Complete,1.0,No,3.0,Call 1,4.0,1.0,1.0,1.0,7.0,Less than 100k,2.0,4.0,9.0,2.0,113.0,1.0,1.0,State questionnaire,Midwest,9.0,Male,3.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,3.0,Version 1,3.0,5.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.11707592010498
436798.0,60+,Complete,1.0,,3.0,Call 1,4.0,1.0,1.0,2.0,7.0,Less than 100k,1.0,3.0,1.0,1.0,113.0,1.0,1.0,State questionnaire,Midwest,9.0,Male,4.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.11707592010498
436733.0,60+,Complete,1.0,Yes,4.0,Call 1,4.0,1.0,1.0,2.0,7.0,Less than 100k,2.0,4.0,4.0,1.0,113.0,2.0,1.0,State questionnaire,Midwest,9.0,Female,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,3.0,5.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.11707592010498
436772.0,30-59,Complete,1.0,No,2.0,Call 1,4.0,1.0,1.0,3.0,7.0,Less than 100k,1.0,3.0,2.0,1.0,113.0,1.0,1.0,State questionnaire,Midwest,9.0,Male,2.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,3.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,4.11707592010498
438556.0,60+,Complete,1.0,Yes,1.0,Call 2,5.0,1.0,3.0,2.0,4.0,Less than 100k,2.0,4.0,4.0,2.0,98.0,2.0,1.0,State questionnaire,Midwest,4.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,5.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,4.03400087356567
438413.0,60+,Complete,9.0,No,2.0,Call 2,5.0,1.0,3.0,2.0,4.0,100k or more,2.0,6.0,2.0,2.0,98.0,3.0,1.0,State questionnaire,Midwest,4.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,5.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,4.03400087356567
437686.0,30-59,Complete,3.0,No,3.0,Call 3,4.0,1.0,1.0,2.0,6.0,100k or more,2.0,6.0,3.0,2.0,113.0,2.0,1.0,State questionnaire,Midwest,7.0,Female,4.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,2.0,3.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.88606643676758
437660.0,30-59,Complete,2.0,No,2.0,Call 3,4.0,2.0,1.0,2.0,6.0,100k or more,2.0,6.0,3.0,1.0,113.0,2.0,1.0,State questionnaire,Midwest,7.0,Male,3.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.88606643676758
437577.0,30-59,Complete,1.0,Yes,1.0,Call 3,4.0,2.0,1.0,2.0,6.0,Less than 100k,1.0,3.0,1.0,1.0,113.0,2.0,1.0,State questionnaire,Midwest,7.0,Male,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,2.0,3.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.88606643676758
437321.0,60+,Complete,3.0,No,2.0,Call 2,4.0,2.0,1.0,3.0,6.0,Less than 100k,2.0,5.0,3.0,2.0,113.0,4.0,1.0,State questionnaire,Midwest,7.0,Female,3.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,3.0,5.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.88606643676758
437184.0,30-59,Complete,1.0,Yes,2.0,Call 2,4.0,2.0,1.0,2.0,6.0,Less than 100k,1.0,2.0,3.0,1.0,113.0,2.0,1.0,State questionnaire,Midwest,7.0,Male,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.88606643676758
436863.0,60+,Complete,2.0,No,2.0,Call 1,4.0,2.0,1.0,2.0,6.0,Less than 100k,2.0,4.0,1.0,1.0,113.0,4.0,1.0,State questionnaire,Midwest,7.0,Male,4.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.88606643676758
436910.0,30-59,Complete,1.0,Yes,1.0,Call 1,4.0,2.0,1.0,2.0,6.0,100k or more,2.0,6.0,1.0,2.0,113.0,4.0,1.0,State questionnaire,Midwest,7.0,Female,3.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.88606643676758
436888.0,60+,Complete,1.0,Yes,2.0,Call 1,4.0,1.0,1.0,2.0,6.0,Less than 100k,2.0,5.0,4.0,3.0,113.0,3.0,1.0,State questionnaire,Midwest,7.0,Male,3.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,5.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.88606643676758
437637.0,30-59,Complete,2.0,No,3.0,Call 3,4.0,1.0,1.0,2.0,1.0,Less than 100k,2.0,5.0,4.0,1.0,113.0,4.0,1.0,State questionnaire,Midwest,1.0,Male,2.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.8450040817260698
436843.0,30-59,Complete,1.0,Yes,2.0,Call 1,4.0,1.0,1.0,2.0,1.0,Less than 100k,2.0,4.0,4.0,2.0,113.0,3.0,1.0,State questionnaire,Midwest,1.0,Male,4.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,3.8450040817260698
439476.0,18-29,Complete,2.0,Yes,3.0,Call 3,4.0,2.0,2.0,2.0,0.0,,,,2.0,2.0,116.0,2.0,1.0,State questionnaire,Midwest,0.0,Female,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,1.0,1.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,3.79423332214355
437427.0,60+,Complete,2.0,Yes,2.0,Call 1,4.0,1.0,3.0,2.0,5.0,Less than 100k,1.0,2.0,2.0,2.0,37.0,1.0,1.0,State questionnaire,Midwest,6.0,,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50447.0,3.26641273498535
437509.0,60+,Complete,1.0,No,2.0,Call 1,4.0,1.0,3.0,2.0,6.0,,,,2.0,2.0,37.0,2.0,,State questionnaire,Midwest,7.0,Male,4.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50447.0,3.14594626426697
438250.0,30-59,Complete,9.0,Yes,2.0,Call 2,5.0,2.0,3.0,2.0,4.0,Less than 100k,1.0,3.0,4.0,1.0,98.0,3.0,1.0,State questionnaire,Midwest,4.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,3.14028143882751
439565.0,60+,Complete,4.0,Yes,1.0,Call 3,5.0,1.0,3.0,2.0,2.0,Less than 100k,2.0,4.0,3.0,1.0,98.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,3.01414656639099
438649.0,60+,Complete,1.0,Yes,1.0,Call 2,5.0,1.0,3.0,2.0,2.0,Less than 100k,2.0,5.0,3.0,2.0,98.0,2.0,1.0,State questionnaire,Midwest,2.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,5.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,3.01414656639099
437851.0,30-59,Complete,2.0,Yes,3.0,Call 1,4.0,1.0,3.0,2.0,7.0,Less than 100k,2.0,4.0,3.0,1.0,37.0,1.0,1.0,State questionnaire,Midwest,9.0,Male,2.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50447.0,3.00701880455017
439772.0,30-59,Complete,2.0,No,1.0,Call 3,4.0,1.0,3.0,2.0,7.0,Less than 100k,2.0,4.0,1.0,1.0,37.0,1.0,1.0,State questionnaire,Midwest,9.0,Male,4.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50447.0,3.00701880455017
437631.0,60+,Complete,1.0,Yes,2.0,Call 2,1.0,1.0,2.0,2.0,4.0,Less than 100k,1.0,3.0,2.0,2.0,15.0,1.0,1.0,State questionnaire,Midwest,4.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,50670.0,2.94931554794312
438035.0,60+,Complete,1.0,Yes,2.0,Call 2,5.0,1.0,3.0,2.0,2.0,Less than 100k,1.0,1.0,1.0,2.0,98.0,2.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,2.91224765777588
438003.0,60+,Complete,1.0,Yes,2.0,Call 2,5.0,1.0,3.0,2.0,2.0,Less than 100k,1.0,1.0,1.0,2.0,98.0,2.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,2.91224765777588
437826.0,60+,Complete,1.0,Yes,1.0,Call 1,5.0,1.0,3.0,2.0,2.0,Less than 100k,1.0,2.0,1.0,2.0,98.0,1.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,2.91224765777588
437748.0,60+,Complete,9.0,,1.0,Call 1,5.0,1.0,3.0,2.0,2.0,,,,4.0,2.0,98.0,1.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,2.91224765777588
439591.0,60+,Complete,4.0,Yes,1.0,Call 3,5.0,1.0,3.0,2.0,2.0,Less than 100k,2.0,4.0,3.0,1.0,98.0,2.0,1.0,State questionnaire,Midwest,2.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51247.0,2.91224765777588
437679.0,30-59,Complete,1.0,Yes,2.0,Call 1,4.0,2.0,3.0,2.0,7.0,Less than 100k,1.0,3.0,1.0,1.0,37.0,1.0,1.0,State questionnaire,Midwest,9.0,Female,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,50447.0,2.90536093711853
438848.0,60+,Complete,2.0,No,3.0,Call 3,4.0,2.0,2.0,2.0,4.0,Less than 100k,2.0,4.0,2.0,2.0,116.0,4.0,1.0,State questionnaire,Midwest,4.0,Male,3.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,2.79608678817749
437208.0,60+,Complete,2.0,Yes,2.0,Call 1,4.0,1.0,2.0,3.0,4.0,Less than 100k,1.0,3.0,3.0,2.0,116.0,3.0,1.0,State questionnaire,Midwest,4.0,Male,4.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,2.79608678817749
437175.0,60+,Complete,2.0,No,2.0,Call 1,4.0,2.0,2.0,2.0,4.0,100k or more,2.0,6.0,4.0,3.0,116.0,3.0,1.0,State questionnaire,Midwest,4.0,Male,4.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,2.79608678817749
437803.0,60+,Complete,2.0,,2.0,Call 3,5.0,2.0,3.0,2.0,6.0,Less than 100k,1.0,3.0,1.0,1.0,65.0,2.0,1.0,State questionnaire,Midwest,7.0,Male,3.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,3.0,Version 1,4.0,6.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,2.72751045227051
437157.0,60+,Complete,1.0,Yes,1.0,Call 1,5.0,1.0,3.0,2.0,6.0,Less than 100k,2.0,4.0,4.0,2.0,65.0,1.0,1.0,State questionnaire,Midwest,7.0,Male,4.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,2.72751045227051
437194.0,60+,Complete,1.0,No,3.0,Call 1,4.0,1.0,2.0,3.0,4.0,100k or more,2.0,6.0,2.0,3.0,116.0,1.0,1.0,State questionnaire,Midwest,4.0,Female,4.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,3.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,2.7015597820282
439413.0,60+,Complete,1.0,No,2.0,Call 3,4.0,2.0,2.0,2.0,4.0,Less than 100k,2.0,4.0,2.0,2.0,116.0,3.0,1.0,State questionnaire,Midwest,4.0,Female,3.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,2.7015597820282
439315.0,60+,Complete,1.0,No,2.0,Call 3,4.0,1.0,2.0,3.0,4.0,Less than 100k,2.0,4.0,3.0,2.0,116.0,4.0,1.0,State questionnaire,Midwest,4.0,Female,4.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,2.7015597820282
439243.0,60+,Complete,9.0,,2.0,Call 3,4.0,1.0,2.0,3.0,4.0,,,,3.0,2.0,116.0,4.0,1.0,State questionnaire,Midwest,4.0,Female,4.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,52101.0,2.7015597820282
439362.0,30-59,Complete,1.0,No,4.0,Call 3,4.0,1.0,1.0,3.0,5.0,Less than 100k,1.0,3.0,3.0,2.0,112.0,1.0,1.0,State questionnaire,Midwest,6.0,Male,3.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,2.66435551643372
436814.0,30-59,Complete,1.0,No,2.0,Call 1,4.0,2.0,1.0,3.0,5.0,100k or more,2.0,6.0,2.0,2.0,112.0,4.0,1.0,State questionnaire,Midwest,6.0,Male,2.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,3.0,Version 1,3.0,4.0,Low Density Rural,Rural,Rural,Downscale,50501.0,2.66435551643372
437240.0,60+,Complete,3.0,Yes,2.0,Call 1,1.0,1.0,2.0,2.0,7.0,Less than 100k,1.0,3.0,1.0,1.0,15.0,2.0,1.0,State questionnaire,Midwest,9.0,Male,1.0,Rural,Small Cities/Rural, Iowa,Election day exit poll,3.0,Version 1,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,50670.0,2.66043877601624
437297.0,60+,Complete,2.0,No,2.0,Call 2,4.0,1.0,1.0,2.0,4.0,Less than 100k,2.0,4.0,4.0,2.0,112.0,1.0,1.0,State questionnaire,Midwest,4.0,Female,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,2.0,Version 1,3.0,5.0,Low Density Rural,Rural,Rural,Downscale,50501.0,2.64343047142029
437275.0,30-59,Complete,1.0,Yes,3.0,Call 2,4.0,2.0,1.0,3.0,4.0,Less than 100k,2.0,4.0,2.0,2.0,112.0,1.0,1.0,State questionnaire,Midwest,4.0,Male,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,Version 1,2.0,3.0,Low Density Rural,Rural,Rural,Downscale,50501.0,2.64343047142029
436767.0,60+,Complete,1.0,Yes,3.0,Call 1,4.0,1.0,1.0,2.0,4.0,Less than 100k,1.0,2.0,1.0,2.0,112.0,3.0,1.0,State questionnaire,Midwest,4.0,Female,1.0,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,1.0,Version 1,4.0,6.0,Low Density Rural,Rural,Rural,Downscale,50501.0,2.64343047142029
437817.0,60+,Complete,2.0,Yes,3.0,Call 3,5.0,1.0,3.0,2.0,6.0,,,,1.0,2.0,65.0,2.0,1.0,State questionnaire,Midwest,7.0,Female,1.0,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,Version 1,4.0,6.0,Low Density Rural,Urban,Urban Core,Very downscale,51109.0,2.6353018283844
