ID,ABORT2,ABORTION,ATTEND,ATTEND2,ATTREL,AZRPRS08,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,LATINOS,MOVETOAZ,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1101988.0,1.0,1.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,1.0,Complete,,,No,1.0,1.0,,7.0,3.0,1.0,5.0,Some college or associate degree,2.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat disapprove,Disapprove,4.0,My candidates position on the issues,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,3.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85736.0,0.273125648498535
1102023.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,No,2.0,1.0,,5.0,1.0,2.0,1.0,Postgraduate study,1.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85268.0,4.03233575820923
1102011.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,1.0,Complete,,,No,3.0,2.0,,5.0,9.0,2.0,9.0,Postgraduate study,1.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,,3.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,85255.0,1.00808393955231
1102164.0,1.0,1.0,A few times a year,A few times a month/A few times a year,All others,1.0,Complete,,,No,3.0,2.0,,3.0,1.0,2.0,1.0,Postgraduate study,1.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,9.0,White,State questionnaire,White,West,Jewish,Jewish,3.0,1.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Jewish,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85086.0,2.01616787910461
1102300.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,Yes,2.0,1.0,,3.0,1.0,1.0,1.0,High school graduate,1.0,1.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,No,1.0,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85032.0,2.01616787910461
1102128.0,1.0,1.0,A few times a month,A few times a month/A few times a year,All others,1.0,Complete,,,No,2.0,1.0,,3.0,3.0,2.0,1.0,College graduate,1.0,2.0,2.0,,,,Strongly approve,Approve,4.0,My candidates leadership/personal qualities,No,No,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85032.0,2.01616787910461
1102294.0,1.0,2.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,Yes,2.0,1.0,,2.0,3.0,2.0,1.0,Postgraduate study,1.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,4.0,My candidates position on the issues,Yes,Yes,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,Male,Non black male,Latino men,Non white male,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Non-white,All others,All others,2.0,2.0,4.0,4.0,10.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85308.0,2.643559217453
1102120.0,1.0,2.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,Yes,2.0,1.0,,2.0,3.0,1.0,3.0,High school graduate,1.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,,,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85375.0,1.00808393955231
1102064.0,2.0,3.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,Yes,1.0,1.0,,2.0,1.0,1.0,1.0,Some college or associate degree,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,No,3.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,4.03073930740356
1102025.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,No,1.0,1.0,,2.0,1.0,2.0,5.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,,4.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,1.00808393955231
1101976.0,2.0,3.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,No,2.0,1.0,,2.0,1.0,2.0,5.0,College graduate,1.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85379.0,2.68715977668762
1102232.0,2.0,3.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,Yes,1.0,1.0,,2.0,5.0,2.0,5.0,College graduate,1.0,2.0,2.0,,,,Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,No,3.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85374.0,1.34357988834381
1108111.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,4.0,2.0,Yes,1.0,1.0,Call 1,1.0,1.0,1.0,5.0,Some college or associate degree,2.0,2.0,3.0,,,,Somewhat approve,Approve,2.0,My candidates position on the issues,No,No,3.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,59.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Arizona,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85222.0,0.634574830532074
1129224.0,2.0,3.0,Never,Never,All others,1.0,Complete,1.0,1.0,No,3.0,2.0,Call 3,8.0,1.0,2.0,1.0,Postgraduate study,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,9.0,My candidates position on the issues,No,No,2.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,46.0,2.0,White,State questionnaire,White,West,Something else,Something else,4.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,Yes,Something else,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85718.0,0.499657303094864
1109177.0,2.0,3.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,1.0,Complete,1.0,1.0,No,2.0,1.0,Call 1,2.0,3.0,2.0,3.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,30.0,4.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,80s Suburbs,Urban Perimeter,Very upscale,85381.0,1.29311072826385
1119532.0,1.0,2.0,More than once a week,More than once a week/Once a week,All others,1.0,Complete,3.0,2.0,No,2.0,1.0,Call 2,5.0,5.0,2.0,5.0,Postgraduate study,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,No (Spanish speaking),4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,15.0,2.0,American Indian,State questionnaire,Other,West,Jewish,Jewish,9.0,1.0,1.0,Male,Non black male,All other races,Non white male,Non white,Suburbs,Suburbs,Spanish,Arizona,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,No,Non-white,All others,All others,1.0,1.0,2.0,2.0,13.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85268.0,0.984978079795837
1130151.0,2.0,4.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,1.0,Complete,3.0,2.0,No,3.0,2.0,Call 3,3.0,3.0,1.0,5.0,High school graduate,1.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,9.0,2.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,English,Arizona,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85234.0,1.09442007541656
1102052.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,2.0,Complete,,,,2.0,1.0,,8.0,2.0,2.0,2.0,College graduate,3.0,2.0,3.0,,,,Strongly approve,Approve,1.0,My candidates position on the issues,No,No,3.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,All others,,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,85616.0,2.24464917182922
1102113.0,2.0,4.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,2.0,Complete,,,Yes,1.0,1.0,,7.0,2.0,1.0,2.0,High school graduate,3.0,1.0,1.0,100k or more,50k or more,"$200,000 or more",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Downscale,85367.0,5.98573160171509
1102100.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,2.0,Complete,,,Yes,2.0,1.0,,1.0,3.0,2.0,2.0,Postgraduate study,3.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,No,4.0,Good,Excellent/Good,Independent/Something else,Non black non Democrat,All other,Independent,Moderate,3.0,,2.0,Other,State questionnaire,Other,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Male,Non black male,All other races,Non white male,Non white,Rural,Small Cities/Rural,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Non-white,All others,All others,4.0,4.0,6.0,8.0,13.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,85501.0,1.09632301330566
1102271.0,1.0,1.0,Never,Never,All others,2.0,Complete,,,No,2.0,1.0,,1.0,5.0,2.0,2.0,College graduate,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,No,4.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,2.0,White,State questionnaire,White,West,None,None,5.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,None,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Very upscale,86004.0,1.93650591373444
1102048.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,2.0,Complete,,,Yes,3.0,2.0,,8.0,3.0,1.0,5.0,Some college or associate degree,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,2.0,My candidates leadership/personal qualities,No,No,4.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,85710.0,1.09722113609314
1102027.0,1.0,1.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,2.0,Complete,,,Yes,2.0,1.0,,8.0,5.0,2.0,9.0,College graduate,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,4.0,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85710.0,0.512857854366302
