ID,AGE3,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,BREAKDEM,BREAKDM2,CALL,CDNUM,CLINASVP,CLINVSMCCN,COLLEDUC,DPRS08,EDUC,GASTAX,GENDISS,GENDISS2,GENDISS4,GEOCODE,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,KYDPRS08,OBAMAASVP,OBAMVSMCCN,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS08,RECSS082,REGION,REL5,RELIGN8,RELWHITE,REVWRIGHT,RVWRGHT2,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHARECLIN,SHAREOBAM,SHAREVAL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,WHITEREL,WINNOM,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3695160.0,60+,,,,Not complete,1.0,2.0,1.0,Call 1,1.0,,,,2.0,,2.0,,,,2.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,82.0,2.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Rural,Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,42345.0,1.29036211967468
3695132.0,60+,,,,Not complete,1.0,3.0,2.0,Call 1,1.0,,,,2.0,,1.0,,,,2.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,77.0,1.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,Rural,Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Low Density Rural,Rural,Rural,Upscale,42025.0,1.56526625156403
3695114.0,30-59,,,,Not complete,2.0,4.0,2.0,Call 1,1.0,,,,2.0,,2.0,,,,2.0,2.0,4.0,2.0,,,,,9.0,1.0,,,,,,,,,35.0,1.0,,State questionnaire,,,,,1.0,1.0,South,,,,,,1.0,3.0,1.0,Male,,,,,2.0,2.0,4.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,2.0,2.0,4.0,4.0,,2.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,42420.0,0.791580379009247
3695106.0,30-59,,,,Not complete,1.0,2.0,1.0,Call 1,1.0,,,,2.0,,1.0,,,,2.0,1.0,3.0,1.0,,,,,2.0,1.0,,,,,,,,,35.0,1.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,2.0,2.0,3.0,3.0,2.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,42420.0,1.00030148029327
3695076.0,60+,,,,Not complete,1.0,2.0,1.0,Call 1,2.0,,,,2.0,,2.0,,,,3.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,2.0,3.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,9.0,4.0,1.0,65+,Low Density Rural,Rural,Rural,Downscale,42141.0,1.06701481342316
3694923.0,60+,,,,Not complete,1.0,9.0,9.0,Call 1,4.0,,,,2.0,,9.0,,,,4.0,9.0,9.0,9.0,,,,,2.0,1.0,,,,,,,,,63.0,3.0,White,State questionnaire,White,,,,4.0,2.0,South,,,,,,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,9.0,9.0,9.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,9.0,4.0,1.0,65+,Suburb,70s Suburbs,Urban Perimeter,Very upscale,41018.0,1.26344132423401
3694857.0,30-59,,,,Not complete,1.0,4.0,2.0,Call 1,5.0,,,,2.0,,1.0,,,,5.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,66.0,2.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Rural,Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,41844.0,0.981403887271881
3694809.0,60+,,,,Not complete,1.0,3.0,2.0,Call 1,5.0,,,,2.0,,1.0,,,,5.0,1.0,1.0,2.0,,,,,2.0,1.0,,,,,,,,,89.0,3.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Rural,Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,8.0,4.0,1.0,65+,Low Density Rural,Rural,Rural,Very downscale,41562.0,1.10258650779724
3694804.0,60+,,,,Not complete,1.0,4.0,2.0,Call 1,5.0,,,,2.0,,1.0,,,,5.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,89.0,2.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,Rural,Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,8.0,4.0,1.0,65+,Low Density Rural,Rural,Rural,Very downscale,41562.0,1.22602903842926
3694802.0,30-59,,,,Not complete,1.0,4.0,2.0,Call 1,5.0,,,,2.0,,1.0,,,,5.0,1.0,1.0,2.0,,,,,3.0,1.0,,,,,,,,,89.0,2.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,Rural,Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,2.0,2.0,4.0,4.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Very downscale,41562.0,0.868981540203094
3694797.0,30-59,,,,Not complete,1.0,2.0,1.0,Call 1,6.0,,,,2.0,,2.0,,,,5.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,29.0,3.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Kentucky,Election day exit poll,1.0,1.0,1.0,,,,Version 1,,,2.0,2.0,4.0,4.0,2.0,1.0,17-64,Suburb,Rural,Rural,Very upscale,40601.0,0.781488299369812
3694760.0,30-59,,,,Not complete,1.0,3.0,2.0,Call 1,4.0,,,,2.0,,1.0,,,,4.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,65.0,3.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,4.0,5.0,3.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,41015.0,1.08545279502869
3694753.0,18-29,,,,Not complete,1.0,4.0,2.0,Call 1,3.0,,,,2.0,,1.0,,,,1.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,51.0,2.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,4.0,2.0,,,,Version 1,,,1.0,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,40118.0,1.31990623474121
3694744.0,30-59,,,,Not complete,9.0,9.0,9.0,Call 1,4.0,,,,2.0,,9.0,,,,4.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,61.0,3.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,9.0,9.0,9.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,4.0,5.0,3.0,9.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,41017.0,0.746248781681061
3694725.0,30-59,,,,Not complete,1.0,4.0,2.0,Call 1,3.0,,,,2.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,51.0,3.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,4.0,5.0,3.0,1.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,40118.0,1.18675208091736
3694702.0,60+,,,,Not complete,9.0,4.0,2.0,Call 1,4.0,,,,2.0,,2.0,,,,4.0,2.0,4.0,2.0,,,,,9.0,1.0,,,,,,,,,61.0,9.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,2.0,2.0,4.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,9.0,4.0,9.0,65+,Suburb,70s Suburbs,Urban Perimeter,Very upscale,41017.0,1.17074382305145
3696081.0,60+,,,,Not complete,2.0,1.0,1.0,Call 3,2.0,,,,2.0,,2.0,,,,2.0,1.0,1.0,2.0,,,,,3.0,1.0,,,,,,,,,21.0,3.0,White,State questionnaire,White,,,,3.0,2.0,South,,,,,,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,42301.0,1.26920855045319
3696053.0,30-59,,,,Not complete,1.0,3.0,2.0,Call 3,1.0,,,,2.0,,1.0,,,,2.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,35.0,2.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,42420.0,0.899586260318756
3696047.0,30-59,,,,Not complete,1.0,4.0,2.0,Call 3,1.0,,,,2.0,,1.0,,,,2.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,35.0,3.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,3.0,1.0,,,,Version 1,,,2.0,2.0,3.0,3.0,2.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,42420.0,1.00030148029327
3696016.0,30-59,,,,Not complete,1.0,3.0,2.0,Call 3,1.0,,,,2.0,,1.0,,,,2.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,35.0,3.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,42420.0,0.899586260318756
3695858.0,30-59,,,,Not complete,1.0,4.0,2.0,Call 3,5.0,,,,2.0,,1.0,,,,5.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,75.0,2.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Rural,Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,4.0,5.0,3.0,1.0,17-64,Low Density Rural,Rural,Rural,Very downscale,41465.0,0.917399287223816
3695846.0,60+,,,,Not complete,1.0,3.0,2.0,Call 3,6.0,,,,2.0,,1.0,,,,5.0,9.0,9.0,9.0,,,,,1.0,1.0,,,,,,,,,29.0,3.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,2.0,2.0,4.0,"Cities 10,000-50,000",Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,8.0,4.0,1.0,65+,Suburb,Rural,Rural,Very upscale,40601.0,1.22602903842926
3695821.0,18-29,,,,Not complete,1.0,4.0,2.0,Call 3,3.0,,,,2.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,3.0,1.0,,,,,,,,,50.0,4.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,1.0,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Upscale,40214.0,1.36645996570587
3695756.0,30-59,,,,Not complete,1.0,2.0,1.0,Call 3,6.0,,,,2.0,,2.0,,,,5.0,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,29.0,4.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Kentucky,Election day exit poll,1.0,1.0,1.0,,,,Version 1,,,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Suburb,Rural,Rural,Very upscale,40601.0,0.868981540203094
3695637.0,60+,,,,Not complete,1.0,3.0,2.0,Call 2,3.0,,,,2.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,51.0,1.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,8.0,4.0,1.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,40118.0,1.67436528205872
3695636.0,60+,,,,Not complete,1.0,3.0,2.0,Call 2,3.0,,,,2.0,,1.0,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,51.0,1.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,8.0,4.0,1.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,40118.0,1.67436528205872
3695609.0,60+,,,,Not complete,1.0,1.0,1.0,Call 2,1.0,,,,2.0,,1.0,,,,2.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,35.0,1.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,4.0,4.0,6.0,8.0,4.0,1.0,65+,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,42420.0,1.26920855045319
3695593.0,30-59,,,,Not complete,1.0,4.0,2.0,Call 2,2.0,,,,2.0,,1.0,,,,3.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,3.0,1.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,2.0,2.0,3.0,3.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,42141.0,1.67010927200317
3695574.0,30-59,,,,Not complete,1.0,4.0,2.0,Call 2,1.0,,,,2.0,,2.0,,,,2.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,35.0,4.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,42420.0,1.00030148029327
3695566.0,30-59,,,,Not complete,1.0,9.0,9.0,Call 2,2.0,,,,2.0,,9.0,,,,3.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,3.0,4.0,White,State questionnaire,White,,,,1.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,4.0,5.0,3.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,42141.0,1.67010927200317
3695538.0,30-59,,,,Not complete,1.0,4.0,2.0,Call 2,1.0,,,,2.0,,1.0,,,,2.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,35.0,1.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,Suburbs,Suburbs,Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,2.0,2.0,3.0,3.0,2.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,42420.0,1.00030148029327
3695382.0,60+,,,,Not complete,2.0,2.0,1.0,Call 2,3.0,,,,8.0,,1.0,,,,1.0,1.0,3.0,1.0,,,,,2.0,2.0,,,,,,,,,50.0,2.0,White,State questionnaire,White,,,,2.0,1.0,South,,,,,,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Election day exit poll,1.0,2.0,1.0,,,,Version 1,,,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,40214.0,1.62199461460114
3695378.0,30-59,,,,Not complete,2.0,2.0,1.0,Call 2,3.0,,,,8.0,,2.0,,,,1.0,2.0,2.0,1.0,,,,,1.0,2.0,,,,,,,,,50.0,3.0,Black,State questionnaire,Black,,,,1.0,1.0,South,,,,,,2.0,2.0,1.0,Male,Black male,Black men,Non white male,Non white,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,2.0,2.0,3.0,3.0,6.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,40214.0,0.793995022773743
3695353.0,30-59,,,,Not complete,2.0,1.0,1.0,Call 2,3.0,,,,8.0,,1.0,,,,1.0,2.0,2.0,1.0,,,,,1.0,2.0,,,,,,,,,50.0,4.0,Black,State questionnaire,Black,,,,2.0,1.0,South,,,,,,2.0,2.0,1.0,Male,Black male,Black men,Non white male,Non white,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Election day exit poll,2.0,5.0,2.0,,,,Version 1,,,3.0,3.0,5.0,6.0,7.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,40214.0,0.793995022773743
