ID,@2NDIAD08,AGE3,BACKSIDE,BREAKCAU,CALL,CDNUM,DPRS08,GEOCODE,IADPRS08,IAPARTYID,INC100K,INC50K08,INCOME08,ISSIA08D,MARRIED,PHIL3,PHIL4,PRECINCT,PREVCAUC,QLTIA08D,QRACE3,QTYPE,REGION,SEX,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIMECAU,UNION2,VERSION,WOMENWED,XAGE,XAGE6,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
436908.0,2.0,60+,Complete,1.0,Call 2,1.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,4.0,2.0,Yes,Liberal,1.0,6.0,1.0,4.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,4.0,1.0,Version 1,1.0,4.0,6.0,Suburb,Rural,Rural,Very upscale,50613.0,0.712720215320587
436876.0,2.0,60+,Complete,1.0,Call 1,1.0,1.0,2.0,1.0,1.0,,,,2.0,Yes,Moderate,3.0,95.0,1.0,3.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Suburb,Urban,Urban Core,Upscale,52806.0,0.809155166149139
436671.0,3.0,60+,Complete,1.0,Call 1,3.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,4.0,1.0,Yes,Moderate,3.0,36.0,1.0,4.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Upscale,50638.0,1.04680788516998
436647.0,3.0,60+,Complete,1.0,Call 2,4.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,5.0,9.0,Yes,Liberal,2.0,34.0,1.0,9.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,2.0,Version 1,1.0,3.0,5.0,Extremely Low Density Rural,Rural,Rural,Downscale,50435.0,0.4187231361866
436616.0,5.0,30-59,Complete,1.0,Call 1,4.0,1.0,1.0,1.0,1.0,Less than 100k,2.0,5.0,1.0,Yes,Liberal,2.0,110.0,1.0,3.0,1.0,State questionnaire,Midwest,,,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,4.0,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,50160.0,0.49497252702713
436613.0,3.0,60+,Complete,1.0,Call 2,4.0,1.0,3.0,1.0,1.0,Less than 100k,2.0,5.0,1.0,Yes,Conservative,4.0,22.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,3.0,5.0,Town,Rural,Rural,Upscale,50401.0,1.9741827249527
436597.0,5.0,30-59,Complete,1.0,Call 2,4.0,1.0,3.0,1.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Liberal,2.0,22.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,3.0,2.0,Version 1,1.0,3.0,4.0,Town,Rural,Rural,Upscale,50401.0,1.72789740562439
436532.0,5.0,30-59,Complete,1.0,Call 1,2.0,1.0,2.0,1.0,1.0,100k or more,2.0,6.0,2.0,Yes,Liberal,1.0,44.0,1.0,2.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,52245.0,3.01464343070984
436486.0,4.0,60+,Complete,1.0,Call 1,1.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,4.0,2.0,Yes,Moderate,3.0,46.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,52310.0,1.06995809078217
436456.0,3.0,30-59,Complete,1.0,Call 1,1.0,1.0,2.0,1.0,1.0,Less than 100k,1.0,2.0,2.0,No,Moderate,3.0,6.0,1.0,1.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,4.0,Suburb,Rural,Rural,Very upscale,50613.0,0.737227082252502
436418.0,4.0,18-29,Complete,1.0,Call 1,1.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,5.0,1.0,Yes,Moderate,3.0,10.0,2.0,1.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,1.0,Version 1,2.0,1.0,1.0,Suburb,Urban,Urban Core,Downscale,50702.0,0.277541309595108
436406.0,5.0,18-29,Complete,1.0,Call 1,1.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Moderate,3.0,10.0,1.0,3.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,1.0,Version 1,2.0,1.0,1.0,Suburb,Urban,Urban Core,Downscale,50702.0,0.277541309595108
436389.0,1.0,60+,Complete,1.0,Call 1,4.0,1.0,2.0,1.0,1.0,,,,2.0,No,Moderate,3.0,34.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,1.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,50435.0,0.4187231361866
436354.0,2.0,60+,Complete,1.0,Call 1,4.0,1.0,2.0,1.0,1.0,100k or more,2.0,6.0,2.0,Yes,Moderate,3.0,34.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,3.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,50435.0,0.494855642318726
436351.0,1.0,30-59,Complete,1.0,Call 1,3.0,1.0,1.0,1.0,1.0,Less than 100k,1.0,3.0,3.0,No,Moderate,3.0,71.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,4.0,High Density Urban,Urban,Urban Core,Very upscale,50310.0,1.21063601970673
436231.0,5.0,60+,Complete,1.0,Call 1,4.0,1.0,3.0,1.0,1.0,Less than 100k,2.0,4.0,2.0,Yes,Moderate,3.0,22.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 10,000-50,000",Small Cities/Rural, Iowa,Election day exit poll,5.0,1.0,Version 1,2.0,4.0,6.0,Town,Rural,Rural,Upscale,50401.0,1.9741827249527
439961.0,4.0,30-59,Complete,1.0,Call 3,1.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,4.0,2.0,No,Moderate,3.0,96.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,4.0,Suburb,Urban,Urban Core,Upscale,52806.0,0.418284028768539
439914.0,2.0,30-59,Complete,1.0,Call 3,4.0,1.0,1.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Liberal,2.0,103.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,2.0,Version 1,1.0,3.0,4.0,Low Density Rural,Rural,Rural,Very upscale,50244.0,0.433822274208069
439905.0,5.0,18-29,Complete,3.0,Call 3,1.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,4.0,1.0,No,Moderate,3.0,96.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,1.0,2.0,Suburb,Urban,Urban Core,Upscale,52806.0,0.411972552537918
439745.0,1.0,30-59,Complete,1.0,Call 3,1.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Moderate,3.0,10.0,1.0,1.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,1.0,Version 1,2.0,3.0,4.0,Suburb,Urban,Urban Core,Downscale,50702.0,0.481761127710342
439729.0,2.0,30-59,Complete,1.0,Call 3,1.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,5.0,1.0,Yes,Liberal,2.0,10.0,1.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,3.0,1.0,Version 1,1.0,3.0,4.0,Suburb,Urban,Urban Core,Downscale,50702.0,0.40764319896698
439689.0,1.0,60+,Complete,1.0,Call 3,3.0,1.0,1.0,1.0,1.0,,,,2.0,Yes,Liberal,1.0,80.0,1.0,4.0,1.0,State questionnaire,Midwest,Male,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,3.0,1.0,Version 1,2.0,4.0,6.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50322.0,0.573919773101807
439462.0,3.0,30-59,Complete,1.0,Call 3,4.0,1.0,1.0,1.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Liberal,2.0,99.0,1.0,1.0,1.0,State questionnaire,Midwest,Male,Married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,1.0,2.0,Version 1,2.0,3.0,4.0,Suburb,Urban,Urban Core,Very upscale,50010.0,0.859078407287598
439441.0,2.0,60+,Complete,1.0,Call 3,4.0,1.0,1.0,1.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Liberal,1.0,99.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,2.0,Version 1,1.0,4.0,6.0,Suburb,Urban,Urban Core,Very upscale,50010.0,0.702747106552124
439394.0,5.0,60+,Complete,2.0,Call 3,2.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,4.0,2.0,No,Moderate,3.0,50.0,2.0,3.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,1.0,Version 1,2.0,3.0,5.0,Suburb,Urban,Urban Core,Upscale,52404.0,0.638523399829865
439238.0,3.0,18-29,Complete,2.0,Call 3,3.0,1.0,1.0,1.0,1.0,Less than 100k,1.0,3.0,2.0,No,Moderate,3.0,70.0,2.0,2.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,1.0,2.0,High Density Urban,Urban,Urban Core,Very upscale,50310.0,1.24486875534058
439236.0,1.0,30-59,Complete,9.0,Call 3,4.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,4.0,3.0,Yes,Moderate,3.0,34.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,1.0,Version 1,2.0,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Downscale,50435.0,0.511871218681335
439200.0,3.0,30-59,Complete,2.0,Call 3,3.0,1.0,1.0,1.0,1.0,Less than 100k,2.0,4.0,2.0,No,Liberal,1.0,70.0,2.0,3.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,2.0,3.0,High Density Urban,Urban,Urban Core,Very upscale,50310.0,1.26394021511078
439186.0,4.0,30-59,Complete,1.0,Call 3,4.0,1.0,1.0,1.0,1.0,100k or more,2.0,6.0,2.0,Yes,Liberal,2.0,110.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,2.0,3.0,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,50160.0,0.846217930316925
439155.0,3.0,18-29,Complete,2.0,Call 3,4.0,1.0,1.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Liberal,1.0,100.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,2.0,Version 1,1.0,1.0,1.0,Suburb,Urban,Urban Core,Very upscale,50011.0,0.949229121208191
439004.0,5.0,30-59,Complete,4.0,Call 3,1.0,1.0,2.0,1.0,1.0,Less than 100k,1.0,1.0,2.0,No,Liberal,1.0,96.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,3.0,2.0,Version 1,2.0,2.0,3.0,Suburb,Urban,Urban Core,Upscale,52806.0,0.353931903839111
438947.0,2.0,60+,Complete,1.0,Call 3,3.0,1.0,1.0,1.0,1.0,Less than 100k,1.0,3.0,2.0,Yes,Liberal,1.0,70.0,1.0,3.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,4.0,6.0,High Density Urban,Urban,Urban Core,Very upscale,50310.0,0.714731991291046
438884.0,2.0,60+,Complete,1.0,Call 3,4.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,4.0,2.0,Yes,Moderate,3.0,34.0,1.0,1.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,4.0,1.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,50435.0,0.494855642318726
438868.0,3.0,30-59,Complete,2.0,Call 3,3.0,1.0,1.0,1.0,1.0,100k or more,2.0,6.0,2.0,Yes,Moderate,3.0,80.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,3.0,4.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50322.0,0.593653976917267
438821.0,2.0,30-59,Complete,1.0,Call 3,3.0,1.0,1.0,1.0,1.0,100k or more,2.0,6.0,2.0,Yes,Liberal,1.0,80.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,3.0,4.0,Suburb,70s Suburbs,Urban Perimeter,Very upscale,50322.0,0.593653976917267
438668.0,1.0,60+,Complete,1.0,Call 3,4.0,1.0,1.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Liberal,2.0,100.0,1.0,1.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,3.0,2.0,Version 1,2.0,3.0,5.0,Suburb,Urban,Urban Core,Very upscale,50011.0,0.644083619117737
438625.0,4.0,60+,Complete,1.0,Call 3,1.0,1.0,2.0,1.0,1.0,Less than 100k,1.0,2.0,2.0,No,Liberal,2.0,96.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,4.0,6.0,Suburb,Urban,Urban Core,Upscale,52806.0,0.342166513204575
438607.0,2.0,30-59,Complete,1.0,Call 3,4.0,1.0,2.0,1.0,1.0,Less than 100k,1.0,3.0,9.0,Yes,Conservative,4.0,34.0,1.0,1.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,2.0,Version 1,2.0,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Downscale,50435.0,0.511871218681335
438579.0,3.0,30-59,Complete,1.0,Call 3,3.0,1.0,1.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Moderate,3.0,70.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,2.0,3.0,High Density Urban,Urban,Urban Core,Very upscale,50310.0,1.06948566436768
438554.0,5.0,30-59,Complete,2.0,Call 2,5.0,1.0,3.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Moderate,3.0,97.0,2.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Very downscale,51570.0,2.73156023025513
438547.0,1.0,60+,Complete,2.0,Call 3,4.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,Yes,Liberal,2.0,34.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,50435.0,0.494855642318726
438541.0,2.0,30-59,Complete,9.0,Call 3,3.0,1.0,1.0,1.0,1.0,,,,1.0,Yes,Moderate,3.0,70.0,1.0,3.0,1.0,State questionnaire,Midwest,,,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,3.0,4.0,High Density Urban,Urban,Urban Core,Very upscale,50310.0,0.739307999610901
438533.0,3.0,18-29,Complete,2.0,Call 3,2.0,1.0,2.0,1.0,1.0,Less than 100k,2.0,5.0,2.0,No,Liberal,1.0,50.0,1.0,1.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,1.0,Version 1,2.0,1.0,1.0,Suburb,Urban,Urban Core,Upscale,52404.0,0.550432980060577
438460.0,3.0,18-29,Complete,1.0,Call 3,1.0,1.0,2.0,1.0,1.0,Less than 100k,1.0,2.0,2.0,No,Liberal,1.0,96.0,1.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,1.0,2.0,Suburb,Urban,Urban Core,Upscale,52806.0,0.348591446876526
438439.0,2.0,30-59,Complete,2.0,Call 3,2.0,1.0,2.0,1.0,1.0,100k or more,2.0,6.0,1.0,Yes,Moderate,3.0,45.0,1.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Suburbs,Suburbs, Iowa,Election day exit poll,4.0,2.0,Version 1,2.0,3.0,4.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.399721801280975
438396.0,3.0,30-59,Complete,2.0,Call 3,1.0,1.0,2.0,1.0,1.0,Less than 100k,1.0,2.0,1.0,No,Liberal,1.0,96.0,2.0,1.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,5.0,1.0,Version 1,2.0,2.0,3.0,Suburb,Urban,Urban Core,Upscale,52806.0,0.418284028768539
438389.0,4.0,60+,Complete,1.0,Call 3,5.0,1.0,3.0,1.0,1.0,Less than 100k,1.0,3.0,1.0,Yes,Moderate,3.0,66.0,2.0,3.0,1.0,State questionnaire,Midwest,Male,Married men,Rural,Small Cities/Rural, Iowa,Election day exit poll,3.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51050.0,0.685911178588867
438350.0,2.0,30-59,Complete,2.0,Call 3,2.0,1.0,2.0,1.0,1.0,,,,3.0,Yes,Liberal,2.0,45.0,2.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,Suburbs,Suburbs, Iowa,Election day exit poll,5.0,2.0,Version 1,1.0,3.0,4.0,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,52338.0,0.338225454092026
438349.0,2.0,30-59,Complete,2.0,Call 3,3.0,1.0,2.0,1.0,1.0,100k or more,2.0,6.0,3.0,Yes,Liberal,2.0,39.0,1.0,1.0,1.0,State questionnaire,Midwest,Female,Married women,Rural,Small Cities/Rural, Iowa,Election day exit poll,2.0,2.0,Version 1,1.0,3.0,4.0,Extremely Low Density Rural,Rural,Rural,Upscale,52307.0,0.826585412025452
438324.0,4.0,60+,Complete,1.0,Call 3,5.0,1.0,3.0,1.0,1.0,,,,9.0,Yes,Moderate,3.0,66.0,2.0,1.0,1.0,State questionnaire,Midwest,,,Rural,Small Cities/Rural, Iowa,Election day exit poll,5.0,2.0,Version 1,2.0,4.0,6.0,Extremely Low Density Rural,Rural,Rural,Downscale,51050.0,0.401205360889435
438286.0,2.0,60+,Complete,1.0,Call 3,4.0,1.0,1.0,1.0,1.0,Less than 100k,2.0,4.0,2.0,No,Liberal,1.0,101.0,1.0,9.0,1.0,State questionnaire,Midwest,Male,Non-married men,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,3.0,2.0,Version 1,2.0,4.0,6.0,Suburb,Urban,Urban Core,Very upscale,50011.0,3.35947227478027
438263.0,6.0,18-29,Complete,1.0,Call 3,2.0,1.0,2.0,1.0,1.0,Less than 100k,1.0,1.0,2.0,No,Liberal,2.0,43.0,2.0,3.0,1.0,State questionnaire,Midwest,Female,Non-married women,"Cities 50,000-500,000","Cities over 50,000", Iowa,Election day exit poll,4.0,1.0,Version 1,2.0,1.0,1.0,Suburb,Urban,Urban Core,Upscale,52240.0,1.27054214477539
