ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDSC,COLLEDUC,CUBAN3,CUBAN3S,DPRS08,EDUC,FLDPRS08,GEOCODE,HSEDUC,INC100K,INC50K,INCOME07,IRAQKEEP,ISSIA08D,ISSVQUAL,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,READYBLACK,RDYBLCK2,READYWOMAN,RDYWMN2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN2,SATISCLIN,SATISOBAM,SATOBAM2,SEX,SEXBLACK,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,UNITESC,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
698473.0,60+,60+,65+,75 or over,Non black 60+,Never,Never,All others,Complete,,,,6.0,1.0,2.0,3.0,3.0,2.0,Postgraduate study,1.0,5.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,1.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Liberal,2.0,,4.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,South,None,None,5.0,1.0,1.0,2.0,1.0,Female,Non black female,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,1.0,Version 1,None,2.0,4.0,4.0,6.0,9.0,65+,Low Density Rural,Urban,Urban Core,Very downscale,32609.0,0.166180610656738
698376.0,60+,60+,65+,75 or over,Non black 60+,Once a week,More than once a week/Once a week,All others,Complete,,,,6.0,4.0,1.0,3.0,3.0,2.0,High school graduate,1.0,5.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Moderate,3.0,,2.0,White,State questionnaire,White,2.0,1.0,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,1.0,Female,Non black female,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,9.0,65+,Suburb,Urban,Urban Core,Very upscale,32605.0,0.664722442626953
698503.0,30-59,30-44,40-49,40-44,Non black 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,,,,6.0,1.0,1.0,3.0,3.0,2.0,Some college or associate degree,1.0,5.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,1.0,Male,Non black male,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,1.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,4.0,4.0,17-64,Suburb,Urban,Urban Core,Downscale,32608.0,2.31274104118347
698484.0,30-59,45-59,40-49,45-49,Non black 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,,,,6.0,2.0,1.0,3.0,3.0,4.0,Some college or associate degree,2.0,5.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,My candidates leadership/personal qualities,Yes,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,Independent,Conservative,4.0,,2.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,3.0,3.0,2.0,Male,Non black male,White male,Married men,White male,"Cities over 500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,2.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,17-64,Suburb,Urban,Urban Core,Downscale,32221.0,5.30697774887085
698266.0,30-59,30-44,30-39,30-39,Non black 30-44,Never,Never,Protestant/Do not attend weekly,Complete,,,,6.0,4.0,2.0,3.0,3.0,8.0,Postgraduate study,4.0,5.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Liberal,2.0,,4.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,2.0,1.0,1.0,Female,Non black female,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,4.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,17-64,Suburb,Urban,Urban Core,Upscale,32607.0,3.67654490470886
698215.0,60+,60+,65+,75 or over,Non black 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,,6.0,1.0,1.0,3.0,3.0,2.0,High school graduate,1.0,5.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,3.0,2.0,Female,Non black female,White female,Non-married women,White female,Rural,Small Cities/Rural,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,65+,Low Density Rural,Rural,Rural,Very downscale,32091.0,0.664722442626953
698409.0,60+,60+,50-64,60-64,Non black 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,,,,6.0,1.0,1.0,3.0,3.0,2.0,Did not complete high school,1.0,5.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Moderate,3.0,,4.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,South,Catholic,Catholic,2.0,1.0,1.0,3.0,2.0,Male,Non black male,White male,Non-married men,White male,Suburbs,Suburbs,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,1.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,17-64,Town,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,34491.0,0.444099992513657
698378.0,60+,60+,65+,65-74,Non black 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,,6.0,1.0,1.0,3.0,3.0,2.0,Some college or associate degree,1.0,5.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Liberal,2.0,,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,1.0,Female,Non black female,White female,Married women,White female,Suburbs,Suburbs,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,1.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,32068.0,0.673092842102051
698249.0,60+,60+,50-64,60-64,Non black 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,,,,6.0,1.0,2.0,3.0,3.0,2.0,College graduate,1.0,5.0,2.0,,,,2.0,2.0,My candidates leadership/personal qualities,Yes,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,Independent,Liberal,2.0,,1.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,1.0,Male,Non black male,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,1.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,17-64,Suburb,Urban,Urban Core,Very upscale,32605.0,0.888199985027313
698205.0,60+,60+,65+,75 or over,Non black 60+,Never,Never,Protestant/Do not attend weekly,Complete,,,,6.0,2.0,1.0,3.0,3.0,4.0,Some college or associate degree,2.0,5.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,4.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,9.0,9.0,Female,Non black female,White female,Non-married women,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,9.0,9.0,Omit,9.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,65+,Low Density Rural,Rural,Rural,Upscale,32667.0,0.381329655647278
698330.0,30-59,45-59,40-49,45-49,Non black 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,,,,6.0,2.0,1.0,3.0,3.0,8.0,High school graduate,4.0,5.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,2.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Independent,Moderate,3.0,,1.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,2.0,1.0,1.0,Female,Non black female,White female,Married women,White female,Suburbs,Suburbs,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,1.0,Barack Obama did not,4.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,4.0,5.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,32073.0,3.67654490470886
698247.0,60+,60+,65+,75 or over,Black 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,,6.0,4.0,2.0,3.0,3.0,8.0,College graduate,4.0,5.0,2.0,,,,2.0,2.0,My candidates leadership/personal qualities,No,Omit,Omit,65+,Democrat,Black Democrat,Democrat,,,,4.0,Black,State questionnaire,Black,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,2.0,1.0,1.0,Female,Black female,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,4.0,Version 1,Non-white,2.0,4.0,4.0,6.0,9.0,65+,Suburb,Urban,Urban Core,Very upscale,32605.0,3.37374401092529
698393.0,30-59,30-44,40-49,40-44,Non black 30-44,Never,Never,All others,Complete,,,,6.0,1.0,1.0,3.0,3.0,2.0,High school graduate,1.0,5.0,1.0,,,,1.0,3.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Liberal,1.0,,1.0,Asian,State questionnaire,Asian,1.0,1.0,1.0,1.0,South,None,None,9.0,1.0,1.0,3.0,2.0,Female,Non black female,Non white female,Married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,4.0,2.0,Barack Obama did not,1.0,Version 1,Non-white,1.0,2.0,2.0,4.0,4.0,17-64,Suburb,Urban,Urban Core,Downscale,32608.0,3.6895489692688
698274.0,30-59,45-59,40-49,45-49,Non black 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,,6.0,,2.0,3.0,3.0,8.0,Postgraduate study,4.0,5.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,3.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Liberal,2.0,,2.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,1.0,1.0,Female,Non black female,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,4.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,4.0,5.0,17-64,Suburb,Urban,Urban Core,Upscale,32607.0,3.67654490470886
698315.0,30-59,45-59,50-64,50-59,Non black 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,,,,6.0,1.0,1.0,3.0,3.0,8.0,Some college or associate degree,4.0,5.0,2.0,,,,1.0,9.0,My candidates position on the issues,No,Omit,Omit,18-64,Independent/Something else,Non black non Democrat,Independent,Conservative,5.0,,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,None,None,5.0,1.0,1.0,1.0,1.0,Female,Non black female,White female,Non-married women,White female,Suburbs,Suburbs,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,Barack Obama did,4.0,Version 1,None,2.0,3.0,3.0,5.0,6.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,32669.0,0.589349031448364
698220.0,60+,60+,65+,75 or over,Non black 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,,5.0,1.0,2.0,3.0,3.0,2.0,Postgraduate study,1.0,5.0,2.0,,,,1.0,1.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Conservative,5.0,,1.0,White,State questionnaire,White,9.0,9.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,9.0,9.0,Male,Non black male,White male,Married men,White male,Rural,Small Cities/Rural,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,65+,Low Density Rural,Rural,Rural,Very downscale,32696.0,0.937631964683533
698233.0,60+,60+,65+,65-74,Non black 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,,,5.0,1.0,1.0,3.0,3.0,4.0,High school graduate,2.0,5.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,1.0,1.0,Female,Non black female,White female,Married women,White female,Rural,Small Cities/Rural,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,9.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,32621.0,0.772262930870056
698273.0,30-59,45-59,50-64,50-59,Non black 45-59,Never,Never,Catholic/Do not attend weekly,Complete,,,,5.0,1.0,1.0,3.0,3.0,2.0,Some college or associate degree,1.0,5.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Catholic,Catholic,2.0,1.0,1.0,1.0,1.0,Male,Non black male,White male,Married men,White male,Suburbs,Suburbs,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,1.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,17-64,Extremely Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,34431.0,1.15637052059174
698237.0,60+,60+,65+,65-74,Non black 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,,5.0,1.0,1.0,3.0,3.0,2.0,High school graduate,1.0,5.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,9.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Democrat,Liberal,2.0,,4.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,4.0,2.0,Female,Non black female,White female,Non-married women,White female,Rural,Small Cities/Rural,English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,65+,Low Density Rural,Rural,Rural,Very downscale,32696.0,0.336546421051025
698295.0,30-59,30-44,30-39,30-39,Non black 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,,,,4.0,2.0,2.0,3.0,3.0,4.0,Postgraduate study,2.0,5.0,2.0,,,,3.0,1.0,My candidates position on the issues,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,3.0,3.0,2.0,Male,Non black male,White male,Married men,White male,"Cities over 500,000","Cities over 50,000",English,Florida,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,2.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,3.0,3.0,17-64,Suburb,Urban,Urban Core,Upscale,32246.0,2.65348887443542
