ID,ABORT2,ABORTION,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,COLLEDUC,EDUC,FAVHUCK,FAVHUCK2,FAVMCCN,FAVMCCN2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,MCCONSRV,MSRPRS08,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SATMCCNNOM,STMCNNM2,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TLKRADIO,TLKRADI2,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1251493.0,2.0,4.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 3,1.0,2.0,College graduate,1.0,1.0,2.0,1.0,3.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",4.0,3.0,1.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,56.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,6.0,,,38685.0,0.552825570106506
1250367.0,2.0,3.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,Yes,Call 2,1.0,2.0,College graduate,1.0,1.0,2.0,1.0,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,2.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,57.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,38870.0,0.677700579166412
1251291.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 3,3.0,2.0,College graduate,1.0,1.0,2.0,1.0,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,2.0,1.0,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,73.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,6.0,,,39667.0,1.21241235733032
1251259.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,,Call 3,3.0,1.0,Some college or associate degree,1.0,1.0,4.0,2.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,2.0,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,73.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,2.0,1.0,Version 1,Yes,Protestant/Other Christian,All others,,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,6.0,,,39667.0,1.70798563957214
1251215.0,1.0,2.0,A few times a month,A few times a month/A few times a year,All others,Complete,Yes,Call 3,4.0,2.0,College graduate,1.0,1.0,2.0,1.0,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",3.0,3.0,1.0,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,40.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,6.0,,,39481.0,0.974115252494812
1251201.0,2.0,3.0,A few times a month,A few times a month/A few times a year,All others,Complete,Yes,Call 3,1.0,1.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,1.0,1.0,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,57.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,38870.0,0.594603002071381
1251159.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 3,1.0,1.0,High school graduate,2.0,1.0,3.0,2.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,2.0,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,2.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,3.0,2.0,,,,,Non white,Rural,Small Cities/Rural, Mississippi,Election day exit poll,1.0,1.0,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,6.0,,,39756.0,0.0614224448800087
1251158.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 3,1.0,1.0,High school graduate,2.0,1.0,3.0,2.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,2.0,1.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,2.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,3.0,2.0,,,,,Non white,Rural,Small Cities/Rural, Mississippi,Election day exit poll,1.0,1.0,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,6.0,,,39756.0,0.0614224448800087
1251121.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,No,Call 3,1.0,2.0,Postgraduate study,1.0,1.0,2.0,1.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,13.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,6.0,,,39451.0,1.32703351974487
1251114.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 3,1.0,2.0,Postgraduate study,1.0,1.0,2.0,1.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,2.0,1.0,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,13.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,6.0,,,39451.0,1.51249039173126
1250806.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 2,2.0,2.0,College graduate,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,3.0,3.0,1.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,3.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,6.0,,,38645.0,0.372426152229309
1249690.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 1,4.0,2.0,Postgraduate study,3.0,2.0,2.0,1.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,3.0,2.0,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,40.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,1.0,,,,,Non white,Rural,Small Cities/Rural, Mississippi,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,6.0,,,39481.0,0.996988713741302
1249685.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 1,4.0,2.0,College graduate,1.0,1.0,1.0,1.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,3.0,2.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,40.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,6.0,,,39481.0,0.697869658470154
1249677.0,2.0,3.0,Once a week,More than once a week/Once a week,All others,Complete,Yes,Call 1,1.0,1.0,High school graduate,3.0,2.0,1.0,1.0,2.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,3.0,2.0,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,13.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,1.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,1.0,2.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,1.0,1.0,17-64,Extremely Low Density Rural,6.0,,,39451.0,0.886005103588104
1249660.0,2.0,4.0,A few times a year,A few times a month/A few times a year,All others,Complete,Yes,Call 1,1.0,1.0,High school graduate,3.0,2.0,1.0,1.0,2.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,3.0,2.0,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,13.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,1.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,39451.0,1.08356904983521
1249653.0,1.0,2.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,No,Call 1,1.0,1.0,Some college or associate degree,3.0,2.0,1.0,1.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,3.0,2.0,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,13.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,4.0,2.0,3.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,6.0,,,39451.0,1.52647769451141
1249649.0,1.0,2.0,Omit,Omit,Omit,Complete,,Call 1,3.0,1.0,High school graduate,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,73.0,4.0,White,State questionnaire,White,South,,,9.0,4.0,9.0,9.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,1.0,1.0,1.0,3.0,2.0,Version 1,Yes,,All others,,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,39667.0,1.35154354572296
1249645.0,2.0,3.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,Yes,Call 1,1.0,1.0,High school graduate,2.0,1.0,2.0,1.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,2.0,2.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,13.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,1.0,1.0,17-64,Extremely Low Density Rural,6.0,,,39451.0,1.00982701778412
1249643.0,1.0,2.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 1,1.0,2.0,College graduate,1.0,1.0,1.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,2.0,2.0,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,57.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,38870.0,0.563964247703552
1249638.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,Yes,Call 1,3.0,1.0,High school graduate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,3.0,2.0,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,73.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,3.0,2.0,Version 1,,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,6.0,,,39667.0,1.18582141399384
1249633.0,2.0,3.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,Yes,Call 1,1.0,1.0,High school graduate,1.0,1.0,1.0,1.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,3.0,2.0,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,13.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,1.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Mississippi,Election day exit poll,2.0,5.0,2.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,6.0,,,39451.0,1.33930575847626
