ID,@2NDNVD08,AGE3,AGE60,BACKSIDE,BREAKDNV,BREAKDN2,CALL,CDNUM,DPRS08,GEOCODE,INC100K,INC50K08,INCOME08,ISSIA08D,LATINO,LATINOS,NVDPRS08,NVPARTYID,OVER65,PARTYNV,PHIL3,PHIL5,PRECINCT,QLTNV08D,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,SEX,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3DNV,TIMECAUNV,TIMEWKNV,UNION2,VERSION,WHITEREL,XAGE,XAGE6,XAGE60,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
536195.0,3.0,30-59,45-59,Complete,2.0,1.0,Call 2,1.0,2.0,2.0,Less than 100k,2.0,4.0,2.0,No,No,1.0,1.0,18-64,1.0,Moderate,3.0,47.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,Male,White male,White male,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Protestant/Other Christian,3.0,4.0,3.0,17-64,,,,,,0.563243687152863
536186.0,2.0,60+,60+,Complete,1.0,1.0,Call 2,1.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,No,No,1.0,1.0,65+,1.0,Moderate,3.0,47.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.571785628795624
536172.0,3.0,18-29,18-29,Complete,1.0,1.0,Call 2,1.0,2.0,2.0,Less than 100k,1.0,3.0,1.0,Yes,Yes,1.0,1.0,18-64,1.0,Liberal,1.0,47.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Non-white,1.0,2.0,1.0,17-64,,,,,,0.495686262845993
536167.0,2.0,60+,60+,Complete,2.0,1.0,Call 2,1.0,2.0,2.0,Less than 100k,1.0,2.0,1.0,No,No,1.0,1.0,65+,1.0,Moderate,3.0,47.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Male,White male,White male,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.625145018100739
536159.0,2.0,60+,60+,Complete,1.0,1.0,Call 2,1.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,No,No,1.0,1.0,65+,1.0,Liberal,1.0,47.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Male,White male,White male,,,English,Nevada,Election day exit poll,2.0,3.0,1.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.625145018100739
536144.0,7.0,60+,60+,Complete,2.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,2.0,4.0,3.0,No,No,1.0,1.0,65+,1.0,Liberal,2.0,18.0,4.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Catholic,4.0,6.0,4.0,65+,,,,,,0.647020637989044
536132.0,1.0,60+,60+,Complete,2.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,3.0,2.0,No,No,1.0,1.0,65+,1.0,Moderate,3.0,18.0,1.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,Male,White male,White male,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Catholic,4.0,6.0,4.0,65+,,,,,,0.707400977611542
536121.0,2.0,60+,60+,Complete,4.0,2.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,3.0,2.0,No,No,1.0,1.0,65+,1.0,Liberal,1.0,18.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Male,White male,White male,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.707400977611542
536095.0,2.0,60+,60+,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,3.0,3.0,No,No,1.0,1.0,18-64,1.0,Moderate,3.0,18.0,1.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Catholic,3.0,5.0,4.0,17-64,,,,,,0.647020637989044
536082.0,1.0,,,Complete,9.0,9.0,Call 1,1.0,2.0,2.0,,,,1.0,,,1.0,,,,,,18.0,9.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,,,9.0,Female,Non white female,Non white,,,,Nevada,Election day exit poll,1.0,1.0,1.0,,Version 1,Non-white,,,,,,,,,,0.513608813285828
536073.0,3.0,30-59,45-59,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,2.0,5.0,9.0,No,No,1.0,1.0,18-64,1.0,Liberal,2.0,18.0,9.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,3.0,4.0,3.0,17-64,,,,,,0.582953214645386
536064.0,7.0,60+,60+,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,,,,1.0,No,No,1.0,1.0,65+,1.0,Moderate,3.0,18.0,3.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Catholic,4.0,6.0,4.0,65+,,,,,,0.647020637989044
536056.0,1.0,60+,60+,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,1.0,2.0,No,No,1.0,1.0,65+,1.0,Liberal,1.0,18.0,4.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.647020637989044
536044.0,3.0,30-59,30-44,Complete,2.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,2.0,3.0,Yes,Yes,1.0,1.0,18-64,1.0,Moderate,3.0,18.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,1.0,1.0,1.0,2.0,Version 1,Non-white,2.0,3.0,2.0,17-64,,,,,,0.582953214645386
535898.0,7.0,30-59,45-59,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,Yes,Yes,1.0,1.0,18-64,1.0,Conservative,4.0,47.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,2.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.515167951583862
535896.0,2.0,60+,60+,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,2.0,1.0,No,No,1.0,1.0,65+,1.0,Liberal,1.0,47.0,4.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.571785628795624
535893.0,6.0,60+,60+,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,1.0,1.0,No,No,1.0,1.0,18-64,1.0,Liberal,1.0,47.0,2.0,White,State questionnaire,White,West,Jewish,Jewish,3.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Jewish,3.0,5.0,4.0,17-64,,,,,,0.571785628795624
535889.0,2.0,60+,60+,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,1.0,1.0,No,No,1.0,1.0,65+,1.0,Liberal,1.0,47.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.571785628795624
535887.0,3.0,60+,60+,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,1.0,2.0,No,No,1.0,3.0,65+,3.0,Liberal,1.0,47.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.571785628795624
535877.0,4.0,60+,60+,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,1.0,9.0,Yes,Yes,1.0,1.0,65+,1.0,Liberal,1.0,47.0,1.0,,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,1.0,1.0,1.0,2.0,Version 1,Non-white,4.0,6.0,4.0,65+,,,,,,0.472336322069168
535875.0,7.0,30-59,45-59,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,Yes,Yes,1.0,1.0,18-64,1.0,Liberal,1.0,47.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,None,None,9.0,Male,Non white male,Non white,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.563243687152863
535873.0,3.0,30-59,45-59,Complete,1.0,1.0,Call 1,1.0,2.0,2.0,Less than 100k,1.0,1.0,1.0,Yes,Yes,1.0,1.0,18-64,1.0,Moderate,3.0,47.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,1.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.515167951583862
537283.0,4.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,No,No,1.0,3.0,65+,3.0,Conservative,5.0,47.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Male,White male,White male,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,1.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.625145018100739
537281.0,2.0,30-59,45-59,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,1.0,Yes,Yes,1.0,1.0,18-64,1.0,Moderate,3.0,47.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,1.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.515167951583862
537280.0,7.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,2.0,1.0,No,No,1.0,2.0,65+,2.0,Conservative,4.0,47.0,4.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Catholic,4.0,6.0,4.0,65+,,,,,,0.571785628795624
537278.0,1.0,,,Complete,9.0,9.0,Call 3,1.0,2.0,2.0,,,,2.0,,,1.0,,,,,,47.0,9.0,Other,State questionnaire,Other,West,,,9.0,Female,Non white female,Non white,,,,Nevada,Election day exit poll,2.0,5.0,2.0,,Version 1,Non-white,,,,,,,,,,0.453886836767197
537276.0,2.0,30-59,45-59,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,100k or more,2.0,6.0,1.0,No,No,1.0,1.0,18-64,1.0,Moderate,3.0,47.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,3.0,1.0,2.0,Version 1,Protestant/Other Christian,3.0,4.0,3.0,17-64,,,,,,0.515167951583862
537273.0,7.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,,,,1.0,,,1.0,1.0,65+,1.0,,,47.0,2.0,White,State questionnaire,White,West,,,9.0,Male,White male,White male,,,,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,,4.0,6.0,4.0,65+,,,,,,0.625145018100739
537272.0,2.0,30-59,45-59,Complete,9.0,9.0,Call 3,1.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,No,No,1.0,1.0,18-64,1.0,Liberal,1.0,47.0,3.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Catholic,3.0,4.0,3.0,17-64,,,,,,0.515167951583862
537270.0,3.0,60+,60+,Complete,2.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,2.0,5.0,9.0,No,No,1.0,1.0,65+,1.0,Liberal,1.0,47.0,2.0,Black,State questionnaire,Black,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Non-white,4.0,6.0,4.0,65+,,,,,,0.487947434186935
537267.0,2.0,60+,60+,Complete,9.0,9.0,Call 3,1.0,2.0,2.0,,,,9.0,No,No,1.0,1.0,65+,1.0,,,47.0,9.0,White,State questionnaire,White,West,,,9.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,,4.0,6.0,4.0,65+,,,,,,0.571785628795624
537265.0,1.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,2.0,1.0,No,No,1.0,1.0,65+,1.0,Moderate,3.0,47.0,2.0,Asian,State questionnaire,Asian,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,Male,Non white male,Non white,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Non-white,4.0,6.0,4.0,65+,,,,,,0.625145018100739
537263.0,3.0,60+,60+,Complete,2.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,2.0,4.0,1.0,No,No,1.0,1.0,65+,1.0,Liberal,1.0,47.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.571785628795624
537262.0,2.0,30-59,30-44,Complete,2.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,3.0,Yes,Yes,1.0,1.0,18-64,1.0,Moderate,3.0,47.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,3.0,1.0,1.0,Version 1,Non-white,2.0,3.0,2.0,17-64,,,,,,0.515167951583862
537259.0,2.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,2.0,1.0,No,No,1.0,1.0,65+,1.0,Moderate,3.0,47.0,9.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.571785628795624
537256.0,7.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,1.0,3.0,No,No,1.0,1.0,18-64,1.0,,,47.0,2.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Catholic,3.0,5.0,4.0,17-64,,,,,,0.571785628795624
537150.0,7.0,30-59,45-59,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,1.0,No,No,1.0,1.0,18-64,1.0,Moderate,3.0,47.0,3.0,Asian,State questionnaire,Asian,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.515167951583862
537145.0,3.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,2.0,2.0,No,No,1.0,1.0,65+,1.0,Moderate,3.0,47.0,4.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.571785628795624
537141.0,3.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,9.0,,,1.0,1.0,65+,1.0,,,47.0,9.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,Female,White female,White female,,,,Nevada,Election day exit poll,2.0,5.0,2.0,,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.571785628795624
537137.0,7.0,30-59,45-59,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,1.0,No,No,1.0,1.0,18-64,1.0,Moderate,3.0,47.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,Female,White female,White female,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,3.0,4.0,3.0,17-64,,,,,,0.515167951583862
537039.0,3.0,30-59,30-44,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,,,,9.0,Yes,Yes,1.0,3.0,18-64,3.0,Conservative,4.0,18.0,9.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,2.0,Version 1,Non-white,2.0,3.0,2.0,17-64,,,,,,0.582953214645386
537026.0,1.0,30-59,45-59,Complete,9.0,9.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,9.0,Yes,Yes,1.0,1.0,18-64,1.0,Liberal,1.0,18.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,1.0,1.0,1.0,2.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.582953214645386
537020.0,2.0,60+,60+,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,1.0,3.0,No,No,1.0,1.0,65+,1.0,Liberal,1.0,18.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,Male,White male,White male,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Protestant/Other Christian,4.0,6.0,4.0,65+,,,,,,0.707400977611542
537011.0,4.0,30-59,45-59,Complete,2.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,3.0,Yes,Yes,1.0,1.0,18-64,1.0,Moderate,3.0,18.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Male,Non white male,Non white,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,2.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.637354731559753
537003.0,6.0,30-59,30-44,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,1.0,Yes,Yes,1.0,1.0,18-64,1.0,Moderate,3.0,18.0,4.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Non-white,2.0,3.0,2.0,17-64,,,,,,0.582953214645386
536993.0,4.0,60+,60+,Complete,2.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,2.0,4.0,2.0,Yes,Yes,1.0,1.0,65+,1.0,Conservative,5.0,18.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Male,Non white male,Non white,,,English,Nevada,Election day exit poll,2.0,5.0,2.0,1.0,Version 1,Non-white,4.0,6.0,4.0,65+,,,,,,0.707400977611542
536984.0,3.0,30-59,45-59,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,100k or more,2.0,6.0,1.0,No,No,1.0,1.0,18-64,1.0,Moderate,3.0,18.0,1.0,Black,State questionnaire,Black,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,4.0,2.0,1.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.497477531433105
536974.0,1.0,30-59,45-59,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,3.0,1.0,Yes,Yes,1.0,1.0,18-64,1.0,Liberal,1.0,18.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Catholic,Catholic,9.0,Male,Non white male,Non white,,,English,Nevada,Election day exit poll,1.0,1.0,1.0,1.0,Version 1,Non-white,3.0,4.0,3.0,17-64,,,,,,0.637354731559753
536966.0,7.0,18-29,18-29,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,1.0,3.0,No,No,1.0,4.0,18-64,3.0,Liberal,2.0,18.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,None,None,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,3.0,1.0,2.0,Version 1,Non-white,1.0,1.0,1.0,17-64,,,,,,0.560908138751984
536958.0,7.0,18-29,18-29,Complete,1.0,1.0,Call 3,1.0,2.0,2.0,Less than 100k,1.0,1.0,3.0,Yes,Yes,1.0,1.0,18-64,1.0,Liberal,2.0,18.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,West,Protestant/Other Non-Catholic Christian,Other Christian,9.0,Female,Non white female,Non white,,,English,Nevada,Election day exit poll,2.0,3.0,1.0,2.0,Version 1,Non-white,1.0,1.0,1.0,17-64,,,,,,0.560908138751984
