ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATREP2,BREAKDEM,BREAKDEM2,CALL,CDNUM,CHIEFDEM2,CLRCLIN,CLROBAM,CLRPLAN,COLLEDUC,DPRS08,EDUC,FINWORRY,FINWORRY2,GENDISS,GENDISS2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,INSPIRECLIN,INSPIREOBAM,INSPIRES,ISSIA08D,LATINO,LATINOS,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUPERDEL,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,TRADE,TXDPRS08,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XCHIEFDEM,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1220952.0,18-29,18-29,25-29,25-29,Non black 18-29,Latino 18-29,Never,Never,All others,Complete,2.0,,,,27.0,2.0,1.0,1.0,3.0,2.0,8.0,College graduate,4.0,2.0,3.0,2.0,6.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,2.0,2.0,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Moderate,3.0,,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,South,None,None,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non white,Suburbs,Suburbs,,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,1.0,1.0,2.0,2.0,9.0,2.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,78586.0,2.55867648124695
1220942.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,,23.0,2.0,1.0,1.0,3.0,2.0,8.0,College graduate,3.0,2.0,3.0,2.0,6.0,2.0,1.0,,,,2.0,1.0,2.0,1.0,,,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,South,Catholic,Catholic,9.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non white,Suburbs,Suburbs,,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,3.0,3.0,5.0,6.0,11.0,2.0,2.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very downscale,78112.0,2.5651068687439
1220877.0,18-29,18-29,18-24,18-24,Black 18-29,Black 18-29,More than once a week,More than once a week/Once a week,All others,Complete,1.0,,,,21.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,1.0,1.0,6.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,2.0,1.0,1.0,No,No,Excellent,Excellent/Good,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,,2.0,Black,State questionnaire,Black,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,1.0,2.0,Female,Black female,Black women,Non white female,Non white,"Cities over 500,000","Cities over 50,000",English,Texas,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,1.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,1.0,1.0,1.0,1.0,5.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,78258.0,4.63050699234009
1220853.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,,,,20.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,3.0,2.0,6.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,2.0,,,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Conservative,4.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Non white,"Cities over 500,000","Cities over 50,000",,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,3.0,3.0,5.0,6.0,11.0,1.0,1.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,78250.0,6.3134126663208
1221045.0,60+,60+,65+,65-74,Non black 60+,Latino 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,20.0,2.0,1.0,1.0,3.0,2.0,8.0,College graduate,1.0,1.0,3.0,2.0,6.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,2.0,1.0,,,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Non white,"Cities over 500,000","Cities over 50,000",,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,4.0,4.0,6.0,8.0,12.0,2.0,2.0,65+,High Density Urban,Urban,Urban Core,Very downscale,78201.0,1.20652043819427
1221013.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,2.0,,,,16.0,2.0,2.0,1.0,2.0,2.0,8.0,College graduate,3.0,2.0,3.0,2.0,6.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,2.0,2.0,No,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,,3.0,White,State questionnaire,White,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",English,Texas,9.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,79912.0,1.62152898311615
1221121.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,,15.0,2.0,1.0,1.0,3.0,1.0,8.0,Some college or associate degree,4.0,2.0,3.0,2.0,6.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,2.0,1.0,No,No,Good,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,2.0,2.0,65+,Suburb,Rural,Rural,Very downscale,78577.0,0.911720812320709
1221213.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,21.0,9.0,1.0,1.0,3.0,1.0,99.0,Some college or associate degree,2.0,1.0,3.0,2.0,5.0,2.0,3.0,,,,2.0,1.0,2.0,1.0,No,No,Good,Excellent/Good,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,9.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,2.0,9.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,78130.0,0.659344494342804
1221141.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,19.0,2.0,1.0,1.0,3.0,2.0,8.0,College graduate,2.0,1.0,3.0,2.0,5.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,2.0,1.0,No,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,English,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,79316.0,1.3191305398941
1221265.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,19.0,2.0,1.0,2.0,1.0,1.0,8.0,Some college or associate degree,3.0,2.0,2.0,1.0,5.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,1.0,3.0,1.0,No,No,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,,2.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Texas,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,2.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,79367.0,0.556270718574524
1221004.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,19.0,1.0,1.0,2.0,1.0,2.0,8.0,College graduate,4.0,2.0,3.0,2.0,5.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,2.0,1.0,No,No,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,79424.0,2.54679369926453
1220999.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,,,,13.0,2.0,2.0,1.0,2.0,1.0,8.0,Some college or associate degree,2.0,1.0,3.0,2.0,5.0,2.0,1.0,,,,2.0,1.0,2.0,1.0,No,No,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,English,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,2.0,2.0,3.0,3.0,2.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,79553.0,2.65671586990356
1220939.0,30-59,30-44,40-49,40-44,Black 30-44,Black 30-44,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,,,,13.0,1.0,2.0,2.0,4.0,1.0,8.0,High school graduate,3.0,2.0,3.0,2.0,5.0,1.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,2.0,1.0,No,No,Poor,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,,1.0,Black,State questionnaire,Black,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,1.0,Female,Black female,Black women,Non white female,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,2.0,2.0,4.0,4.0,6.0,2.0,1.0,17-64,Suburb,Urban,Urban Core,Upscale,76308.0,3.66475439071655
1221266.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,11.0,2.0,2.0,1.0,2.0,1.0,8.0,Some college or associate degree,1.0,1.0,1.0,1.0,5.0,2.0,1.0,,,,2.0,1.0,2.0,1.0,No,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,English,Texas,1.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,1.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,2.0,2.0,65+,Low Density Rural,Rural,Rural,Downscale,76801.0,0.556270718574524
1221146.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,,,,11.0,9.0,2.0,2.0,4.0,1.0,8.0,Some college or associate degree,3.0,2.0,3.0,2.0,5.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,2.0,4.0,1.0,No,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,,9.0,White,State questionnaire,White,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,9.0,9.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Upscale,76904.0,1.27339684963226
1221156.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,31.0,1.0,2.0,2.0,4.0,2.0,8.0,College graduate,1.0,1.0,3.0,2.0,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,2.0,4.0,1.0,No,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,4.0,,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,English,Texas,9.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,1.0,1.0,17-64,Low Density Rural,80s Suburbs,Urban Perimeter,Upscale,78641.0,1.03704953193665
1220958.0,30-59,30-44,40-49,40-44,Non black 30-44,All other,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,,,,31.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,3.0,2.0,4.0,2.0,9.0,,,,1.0,2.0,1.0,3.0,No,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,All other,Independent,Conservative,4.0,,3.0,Asian,State questionnaire,Asian,3.0,2.0,South,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,All other races,Non white female,Non white,Suburbs,Suburbs,English,Texas,9.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,1.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,2.0,2.0,4.0,4.0,13.0,1.0,1.0,17-64,Low Density Rural,80s Suburbs,Urban Perimeter,Upscale,78641.0,3.05562138557434
1220956.0,30-59,45-59,40-49,45-49,Black 45-59,Black 45-59,Once a week,More than once a week/Once a week,All others,Complete,2.0,,,,31.0,2.0,1.0,1.0,3.0,2.0,8.0,Postgraduate study,1.0,1.0,3.0,2.0,4.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,1.0,No,No,Good,Excellent/Good,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,,1.0,Black,State questionnaire,Black,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,1.0,Male,Black male,Black men,Non white male,Non white,Suburbs,Suburbs,English,Texas,2.0,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,3.0,3.0,4.0,5.0,7.0,2.0,2.0,17-64,Low Density Rural,80s Suburbs,Urban Perimeter,Upscale,78641.0,3.12140846252441
