ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,MORPRS08,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1106279.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,6.0,2.0,1.0,2.0,Some college or associate degree,3.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly disapprove,Disapprove,4.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,31.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,White Born-again/Evangelical Christians,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,64118.0,1.24247944355011
1127267.0,2.0,3.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,Yes,3.0,2.0,Call 3,2.0,5.0,2.0,2.0,College graduate,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,95.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63366.0,1.63015842437744
1108008.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,1.0,1.0,Call 1,8.0,3.0,1.0,1.0,Some college or associate degree,5.0,2.0,1.0,,,,Strongly approve,Approve,3.0,My candidates position on the issues,No,2.0,Excellent,Excellent/Good,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,17.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,2.0,3.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,Rural,Rural,Upscale,63755.0,1.21403682231903
1116187.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,1.0,1.0,Call 2,2.0,2.0,2.0,2.0,College graduate,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,94.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63376.0,1.79063212871552
1107358.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,4.0,2.0,2.0,2.0,Postgraduate study,4.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,2.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,150.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,White Born-again/Evangelical Christians,All others,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,65706.0,0.822671473026276
1109695.0,1.0,1.0,30-59,45-59,50-64,50-59,Black 45-59,Black 45-59,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,1.0,2.0,1.0,4.0,Some college or associate degree,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Independent,Conservative,4.0,127.0,2.0,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,Female,Black female,Black women,Non white female,Non white,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,7.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,63121.0,0.869434595108032
1126096.0,1.0,2.0,30-59,45-59,40-49,45-49,,,,,,Not complete,4.0,2.0,,2.0,1.0,Call 3,4.0,,,,,4.0,,,,,,,,3.0,My candidates position on the issues,No,2.0,,,18-64,,,,,,,2.0,1.0,,State questionnaire,,Midwest,,,,2.0,2.0,Male,,,,,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,,,,3.0,3.0,4.0,5.0,,17-64,Low Density Rural,Rural,Rural,Very downscale,65355.0,0.517894506454468
1124988.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,All others,Complete,9.0,9.0,No,3.0,2.0,Call 3,2.0,1.0,2.0,1.0,Postgraduate study,2.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,108.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63038.0,1.76562857627869
1106907.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,3.0,2.0,No,2.0,1.0,Call 1,4.0,9.0,2.0,9.0,Postgraduate study,5.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,78.0,2.0,White,State questionnaire,White,Midwest,Something else,Something else,4.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Something else,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Upscale,64093.0,0.456838876008987
1109139.0,2.0,4.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,1.0,1.0,Call 1,2.0,2.0,1.0,2.0,High school graduate,2.0,1.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,2.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,94.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63376.0,1.79063212871552
1117251.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,1.0,1.0,Call 2,8.0,2.0,1.0,2.0,Some college or associate degree,5.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,17.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,63755.0,0.539738118648529
1107323.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,3.0,2.0,Call 1,4.0,3.0,1.0,2.0,Some college or associate degree,4.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,150.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,65706.0,0.822671473026276
1118645.0,1.0,2.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,All others,Complete,4.0,2.0,No,2.0,1.0,Call 2,3.0,3.0,2.0,2.0,College graduate,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,139.0,2.0,White,State questionnaire,White,Midwest,None,None,5.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,None,All others,All others,1.0,1.0,1.0,1.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,63116.0,0.708582282066345
1124956.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,All others,Complete,4.0,2.0,No,3.0,2.0,Call 3,4.0,2.0,1.0,2.0,High school graduate,4.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,2.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,101.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,64763.0,1.31438589096069
1124951.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 3,6.0,1.0,2.0,2.0,Postgraduate study,3.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,90.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Missouri,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,64152.0,0.426186233758926
1117217.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,2.0,1.0,Call 2,8.0,3.0,2.0,5.0,College graduate,5.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,17.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Missouri,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,63755.0,0.539738118648529
1106184.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,,,,Not complete,3.0,2.0,,3.0,2.0,Call 1,4.0,,,,,4.0,,,,,,,,3.0,My candidates position on the issues,No,2.0,,,18-64,,,,,,,23.0,2.0,White,State questionnaire,White,Midwest,,,,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,,,,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,64744.0,0.546108603477478
1127135.0,2.0,3.0,18-29,18-29,25-29,25-29,Non black 18-29,All other,Once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,No,2.0,1.0,Call 3,2.0,3.0,2.0,3.0,College graduate,2.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,9.0,My candidates position on the issues,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,109.0,2.0,Asian,State questionnaire,Asian,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,Female,Non black female,All other races,Non white female,Non white,Suburbs,Suburbs,Missouri,Election day exit poll,2.0,4.0,2.0,Version 1,No,Non-white,All others,All others,1.0,1.0,2.0,2.0,13.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,63005.0,4.43929481506348
1126017.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 3,4.0,2.0,1.0,2.0,High school graduate,4.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Missouri,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,65355.0,0.430609792470932
