ID,ABORT2,ABORTION,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKREP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,DERPRS08,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1126138.0,1.0,2.0,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,3.0,2.0,Call 3,1.0,2.0,1.0,2.0,2.0,Some college or associate degree,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,36.0,3.0,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,Female,Black female,Black women,Non white female,Non white,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,Yes,Non-white,All others,All others,2.0,2.0,3.0,3.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.685593605041504
1123916.0,2.0,3.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,1.0,1.0,Call 3,1.0,2.0,1.0,2.0,2.0,High school graduate,1.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,4.0,20.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.968283712863922
1126077.0,2.0,4.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Yes,1.0,1.0,Call 3,1.0,3.0,2.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,2.0,My candidates position on the issues,No,Omit,Omit,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,64.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,19963.0,0.72886860370636
1113928.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,1.0,1.0,Call 2,1.0,2.0,2.0,2.0,2.0,Postgraduate study,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,64.0,2.0,Other,State questionnaire,Other,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Female,Non black female,All other races,Non white female,Non white,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,13.0,17-64,Low Density Rural,Rural,Rural,Downscale,19963.0,0.72886860370636
1126120.0,1.0,2.0,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,3.0,2.0,Call 3,1.0,2.0,1.0,2.0,2.0,Some college or associate degree,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,36.0,3.0,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,2.0,Female,Black female,Black women,Non white female,Non white,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,Yes,Non-white,All others,All others,2.0,2.0,3.0,3.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.685593605041504
1123823.0,1.0,2.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,1.0,2.0,2.0,2.0,2.0,College graduate,1.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,20.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.968283712863922
1113862.0,2.0,4.0,More than once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Yes,2.0,1.0,Call 2,1.0,2.0,1.0,2.0,5.0,High school graduate,2.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,64.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,Low Density Rural,Rural,Rural,Downscale,19963.0,0.794469177722931
1108327.0,2.0,4.0,More than once a week,More than once a week/Once a week,All others,Complete,9.0,9.0,Yes,2.0,1.0,Call 1,1.0,9.0,2.0,2.0,9.0,Postgraduate study,1.0,2.0,1.0,,,,Omit,Omit,4.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,36.0,2.0,White,State questionnaire,White,East,,,9.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,,White Born-again/Evangelical Christians,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.691376149654388
1123763.0,2.0,3.0,,,,Not complete,4.0,2.0,,4.0,2.0,Call 3,1.0,,,2.0,,,1.0,,,,,,,,3.0,My candidates position on the issues,No,,,,,,,,,20.0,2.0,White,State questionnaire,White,East,,,,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,2.0,1.0,Version 1,No,,,,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.968283712863922
1113173.0,2.0,4.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,,2.0,1.0,Call 2,1.0,9.0,1.0,2.0,9.0,Some college or associate degree,2.0,2.0,1.0,,,,Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,74.0,9.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,19947.0,0.932858109474182
1108283.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,1.0,1.0,Call 1,1.0,3.0,1.0,2.0,2.0,High school graduate,1.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,36.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.753602266311646
1104966.0,2.0,4.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,9.0,Yes,1.0,1.0,Call 1,1.0,5.0,2.0,2.0,5.0,College graduate,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,16.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,19709.0,1.49287784099579
1113163.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Yes,2.0,1.0,Call 2,1.0,3.0,2.0,2.0,1.0,College graduate,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,8.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0,1.14470684528351
1122607.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 3,1.0,2.0,1.0,2.0,2.0,High school graduate,1.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,53.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,1.78669738769531
1125836.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 3,1.0,2.0,1.0,2.0,2.0,Some college or associate degree,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,48.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Downscale,19805.0,0.767739057540894
1125835.0,2.0,3.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 3,1.0,2.0,1.0,2.0,2.0,Some college or associate degree,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,48.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Downscale,19805.0,0.767739057540894
1113683.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 2,1.0,1.0,1.0,2.0,5.0,High school graduate,1.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,36.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.691376149654388
1123544.0,2.0,4.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,9.0,Yes,2.0,1.0,Call 3,1.0,3.0,2.0,2.0,1.0,Postgraduate study,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,Good,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,74.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,19947.0,1.01681840419769
1113591.0,2.0,3.0,Omit,Omit,Omit,Complete,3.0,2.0,,2.0,1.0,Call 2,1.0,1.0,2.0,2.0,2.0,Postgraduate study,1.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,20.0,4.0,White,State questionnaire,White,East,,,9.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,Version 1,No,,All others,,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.968283712863922
1124584.0,2.0,4.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,3.0,2.0,Call 3,1.0,3.0,2.0,2.0,5.0,College graduate,2.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,70.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Town,Rural,Rural,Very downscale,19960.0,1.68630146980286
1123468.0,2.0,3.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,2.0,1.0,Call 3,1.0,5.0,2.0,2.0,5.0,Postgraduate study,2.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,Excellent,Excellent/Good,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,74.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,19947.0,1.01681840419769
