ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLK,PARTYBYR,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHAREREL,SHARERL2,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UTRPRS08,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1111156.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,2.0,1.0,,4.0,2.0,Call 1,2.0,,,,,1.0,,,,,,,,2.0,My candidates leadership/personal qualities,No,,,65+,,,,,,,39.0,3.0,White,State questionnaire,White,West,,,,7.0,5.0,Male,Non black male,White men,White male,White male,,,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,Yes,,,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84092.0,0.888273775577545
1125342.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 3,3.0,5.0,2.0,5.0,College graduate,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,1.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Independent/Something else,4.0,2.0,Independent,Moderate,3.0,31.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0,1.05098843574524
1119711.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,3.0,2.0,Call 2,3.0,3.0,1.0,5.0,Some college or associate degree,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Independent/Something else,4.0,2.0,Independent,Conservative,4.0,18.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,4.0,2.0,Suburbs,Suburbs, Utah,Election day exit poll,1.0,2.0,1.0,5.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0,0.945176243782043
1110612.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,1.0,1.0,Call 1,1.0,5.0,1.0,5.0,Some college or associate degree,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Moderate,3.0,2.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,2.0,1.0,Rural,Small Cities/Rural, Utah,Election day exit poll,2.0,4.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,84311.0,0.872150480747223
1110611.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,1.0,1.0,Call 1,1.0,5.0,1.0,5.0,Some college or associate degree,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Moderate,3.0,2.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,2.0,1.0,Rural,Small Cities/Rural, Utah,Election day exit poll,2.0,4.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,84311.0,0.872150480747223
1130464.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,,,,Not complete,4.0,2.0,,2.0,1.0,Call 3,1.0,,,,,2.0,,,,,,,,1.0,My candidates position on the issues,No,,,18-64,,,,,,,4.0,2.0,White,State questionnaire,White,West,,,,7.0,5.0,Male,Non black male,White men,White male,White male,,,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,Yes,,,,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,84010.0,1.08320391178131
1119433.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 2,3.0,5.0,2.0,5.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,Excellent,Excellent/Good,65+,Republican,4.0,7.0,Republican,Conservative,4.0,31.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,4.0,2.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0,0.989886522293091
1110607.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,1.0,1.0,Call 1,3.0,5.0,1.0,5.0,Some college or associate degree,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,48.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,3.0,2.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,84604.0,0.975958108901978
1110600.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 1,1.0,5.0,2.0,5.0,College graduate,2.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,65+,Republican,4.0,7.0,Republican,Moderate,3.0,58.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very downscale,84404.0,1.05896043777466
1119695.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 2,3.0,5.0,1.0,5.0,High school graduate,1.0,1.0,1.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,4.0,7.0,Republican,Conservative,4.0,18.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0,0.945176243782043
1119693.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 2,1.0,5.0,1.0,5.0,Some college or associate degree,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,4.0,7.0,Republican,Conservative,4.0,2.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,3.0,2.0,Rural,Small Cities/Rural, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,84311.0,0.925984978675842
1110595.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,3.0,5.0,2.0,5.0,Postgraduate study,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,18-64,Independent/Something else,4.0,2.0,Independent,Moderate,3.0,18.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0,0.891822636127472
1110590.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 1,3.0,5.0,1.0,5.0,High school graduate,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Independent/Something else,4.0,2.0,Independent,Moderate,3.0,50.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,4.0,2.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,84660.0,1.74466645717621
1126031.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,3.0,9.0,2.0,5.0,Postgraduate study,1.0,2.0,9.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,31.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,3.0,2.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,84095.0,1.04910683631897
1119411.0,2.0,3.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,1.0,1.0,Call 2,1.0,1.0,1.0,5.0,Some college or associate degree,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,58.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,Urban,Urban Core,Very downscale,84404.0,1.06380236148834
1130440.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,1.0,1.0,1.0,5.0,Some college or associate degree,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,1.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,4.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,3.0,2.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,84010.0,1.08320391178131
1110584.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,1.0,5.0,1.0,5.0,High school graduate,2.0,1.0,3.0,,,,Somewhat approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,56.0,1.0,White,State questionnaire,White,West,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,4.0,2.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Very downscale,84404.0,0.965738892555237
1110582.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 1,1.0,5.0,1.0,5.0,High school graduate,3.0,1.0,2.0,,,,Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,65+,Republican,4.0,7.0,Republican,Moderate,3.0,2.0,4.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,1.0,1.0,Rural,Small Cities/Rural, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,84311.0,0.873714685440063
1110579.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 1,3.0,5.0,2.0,5.0,College graduate,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,4.0,7.0,Republican,Liberal,2.0,48.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,4.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Upscale,84604.0,0.975958108901978
1119932.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 2,1.0,5.0,2.0,5.0,College graduate,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,56.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,1.0,1.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,Yes,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very downscale,84404.0,0.967470943927765
1111110.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,2.0,5.0,1.0,5.0,Some college or associate degree,3.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,13.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural, Utah,Election day exit poll,2.0,4.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0,1.04094433784485
1110567.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,1.0,5.0,2.0,5.0,College graduate,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,58.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,3.0,2.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very downscale,84404.0,1.12030398845673
1119664.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 2,1.0,5.0,1.0,5.0,Some college or associate degree,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,18-64,Independent/Something else,4.0,2.0,Independent,Conservative,4.0,58.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very downscale,84404.0,1.12231314182281
1120491.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,1.0,1.0,Call 2,1.0,5.0,2.0,5.0,Postgraduate study,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,65+,Republican,4.0,7.0,Republican,Conservative,4.0,4.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Very upscale,84010.0,1.02389192581177
1120490.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,1.0,1.0,Call 2,1.0,5.0,2.0,5.0,Postgraduate study,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,65+,Republican,4.0,7.0,Republican,Conservative,4.0,4.0,1.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Very upscale,84010.0,1.02389192581177
1110561.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 1,3.0,5.0,1.0,5.0,Some college or associate degree,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,4.0,7.0,Republican,Conservative,4.0,18.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,4.0,2.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Downscale,84120.0,0.945176243782043
1111101.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 1,3.0,5.0,1.0,5.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,Omit,Omit,18-64,Republican,4.0,7.0,Republican,Conservative,4.0,28.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,Suburbs,Suburbs, Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,80s Suburbs,Urban Perimeter,Downscale,84123.0,0.973239004611969
1110554.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,3.0,5.0,2.0,5.0,Postgraduate study,3.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,65+,Republican,4.0,7.0,Republican,Conservative,4.0,48.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,1.0,1.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,4.0,2.0,5.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Upscale,84604.0,0.919218301773071
1119372.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 2,1.0,5.0,1.0,5.0,Some college or associate degree,2.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Conservative,5.0,58.0,3.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000", Utah,Election day exit poll,2.0,5.0,2.0,5.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very downscale,84404.0,1.12231314182281
1111086.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,2.0,1.0,Call 1,2.0,3.0,2.0,5.0,Postgraduate study,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,4.0,7.0,Republican,Conservative,4.0,13.0,2.0,White,State questionnaire,White,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,3.0,2.0,"Cities 10,000-50,000",Small Cities/Rural, Utah,Election day exit poll,1.0,2.0,1.0,5.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,84720.0,1.04094433784485
