V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37
1.0,0.0,G,32.0,3.0,11.0,First call,1.0,30-39,White,Female,Chavez,More,No,Approve,Approve,White,Neither,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,0.837,Favorable
1.0,0.0,G,32.0,3.0,12.0,First call,1.0,45-49,Hispanic,Female,Johnson,Less,Yes,Disapprove,Approve,Hispanic,,,,,,,,,,,18 to 64,State,Not complete,Albuqueque area,45 to 59,40 to 49,,40 to 49,1.082,Unfavorable
1.0,0.0,G,32.0,3.0,13.0,First call,1.0,50-59,White,Male,Chavez,Less,No,Approve,Disapprove,White,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,0.8410000000000001,Unfavorable
1.0,0.0,G,32.0,3.0,14.0,First call,1.0,50-59,Asian,Male,Johnson,Less,No,Approve,Approve,Asian,Neither,No,No,No,Better,Clinton,Republican,Postgrad,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Republican,50 to 64,1.292,Unfavorable
1.0,0.0,G,32.0,3.0,15.0,First call,1.0,40-44,Hispanic,Female,Johnson,More,Yes,Approve,Disapprove,Hispanic,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,1.082,Favorable
1.0,0.0,G,32.0,3.0,16.0,First call,1.0,45-49,,Male,Johnson,More,No,Disapprove,Disapprove,,Neither,Yes,Yes,No,Worse,Clinton,Independent,,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,1.292,Unfavorable
1.0,0.0,G,32.0,3.0,17.0,First call,1.0,65 and over,Hispanic,Female,Johnson,More,Yes,Disapprove,Approve,Hispanic,,Yes,Yes,No,,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Republican,65 and over,1.44,Unfavorable
1.0,0.0,G,32.0,3.0,18.0,Second call,1.0,45-49,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.708,Favorable
1.0,0.0,G,32.0,3.0,19.0,Second call,1.0,40-44,Hispanic,Female,Chavez,More,Yes,Approve,Approve,Hispanic,,,,,,,,,,,18 to 64,State,Not complete,Albuqueque area,30 to 44,40 to 49,,40 to 49,0.704,Favorable
1.0,0.0,G,32.0,3.0,20.0,Second call,1.0,45-49,Hispanic,Male,Johnson,Less,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Republican,40 to 49,1.087,Unfavorable
1.0,0.0,G,32.0,3.0,21.0,Second call,1.0,45-49,Hispanic,Female,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Worse,Clinton,Democrat,No HS,Under 15K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.704,Favorable
1.0,0.0,G,32.0,3.0,22.0,Second call,1.0,60-64,White,Male,Johnson,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Better,Perot,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,1.72,Unfavorable
1.0,0.0,G,32.0,3.0,23.0,Second call,1.0,30-39,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Same,Clinton,Democrat,Some college,,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,0.708,Unfavorable
1.0,0.0,G,32.0,3.0,24.0,Second call,1.0,65 and over,Hispanic,Female,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,65 and over,0.9380000000000001,Favorable
1.0,0.0,G,32.0,3.0,25.0,Second call,1.0,45-49,Hispanic,Female,Johnson,More,Yes,Approve,Approve,Hispanic,Neither,No,No,No,Same,Did not vote,Independent,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,1.082,Favorable
1.0,0.0,G,32.0,3.0,26.0,Third call,1.0,40-44,Hispanic,Male,Johnson,More,Yes,Approve,Approve,Hispanic,Neither,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,1.087,Favorable
1.0,0.0,G,32.0,3.0,27.0,Third call,1.0,40-44,Hispanic,Male,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,0.708,Favorable
1.0,0.0,G,32.0,3.0,28.0,Third call,1.0,30-39,White,Female,Johnson,More,No,Approve,Approve,White,Neither,No,No,No,Same,Did not vote,Republican,Some college,75 to 100K,Conservative,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,1.286,Unfavorable
1.0,0.0,G,32.0,3.0,29.0,Third call,1.0,30-39,Hispanic,Male,Johnson,Less,Yes,Disapprove,Disapprove,White,Neither,Yes,Yes,,Same,Dole,Republican,Some college,100K or more,Conservative,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,1.087,Unfavorable
1.0,0.0,G,32.0,3.0,30.0,Third call,1.0,50-59,White,Female,Johnson,Less,No,Disapprove,Disapprove,White,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Republican,50 to 64,1.286,Unfavorable
1.0,0.0,G,32.0,3.0,31.0,Third call,1.0,30-39,Hispanic,Female,Johnson,Less,Yes,Approve,Disapprove,,,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,1.082,Favorable
1.0,0.0,G,32.0,3.0,32.0,Third call,1.0,45-49,White,Male,Chavez,More,No,Approve,Approve,White,Neither,No,Yes,Yes,Worse,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.8410000000000001,Unfavorable
1.0,0.0,G,32.0,3.0,33.0,Third call,1.0,45-49,White,Female,Johnson,,No,Approve,,White,Support Clinton,No,No,,Same,Clinton,Democrat,,100K or more,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,1.286,Favorable
1.0,0.0,G,32.0,3.0,34.0,Third call,1.0,40-44,White,Female,Chavez,More,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Worse,Perot,Something else,College grad,15 to 30K,,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Independent/Other,40 to 49,0.837,Unfavorable
1.0,0.0,G,32.0,3.0,35.0,Third call,1.0,65 and over,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,65 and over,0.943,Favorable
1.0,0.0,G,32.0,3.0,36.0,Third call,1.0,50-59,White,Female,Chavez,More,No,Approve,Approve,White,Neither,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Independent/Other,50 to 64,0.837,Unfavorable
1.0,0.0,G,32.0,3.0,37.0,Third call,1.0,60-64,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Support Clinton,No,No,No,Same,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,0.943,Favorable
1.0,0.0,G,32.0,3.0,38.0,Third call,1.0,45-49,Hispanic,Female,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.704,Favorable
1.0,0.0,G,32.0,3.0,39.0,Third call,1.0,18-24,White,Female,Other,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,No,Same,Clinton,Independent,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Independent/Other,18 to 24,1.061,Unfavorable
1.0,0.0,G,32.0,3.0,40.0,Third call,1.0,60-64,White,Female,Chavez,Less,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,Same,Did not vote,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,1.114,Unfavorable
1.0,0.0,G,32.0,3.0,41.0,Third call,1.0,45-49,White,Male,Johnson,Less,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Republican,40 to 49,1.292,Unfavorable
1.0,0.0,G,32.0,3.0,42.0,Third call,1.0,30-39,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Clinton,Republican,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,0.708,Favorable
1.0,0.0,G,32.0,3.0,43.0,Third call,1.0,30-39,,Male,Chavez,Less,No,Approve,Disapprove,,Neither,No,No,No,Same,Clinton,Independent,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Independent/Other,30 to 39,0.8410000000000001,Favorable
1.0,0.0,G,32.0,3.0,44.0,Third call,1.0,50-59,Hispanic,Male,Chavez,More,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Democrat,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,0.708,Unfavorable
1.0,0.0,G,32.0,3.0,45.0,Third call,1.0,40-44,Hispanic,Female,Johnson,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,1.082,Favorable
1.0,0.0,G,32.0,3.0,46.0,Third call,1.0,18-24,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Did not vote,Democrat,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Democrat,18 to 24,0.723,Unfavorable
1.0,0.0,G,32.0,3.0,47.0,Third call,1.0,25-29,Other,Female,Chavez,Less,No,Approve,Disapprove,Other,Support Clinton,No,No,No,Same,Clinton,Something else,College grad,15 to 30K,Liberal,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Independent/Other,25 to 29,0.8540000000000001,Favorable
1.0,0.0,G,32.0,3.0,48.0,Third call,1.0,50-59,Hispanic,Female,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,0.704,Favorable
1.0,0.0,G,32.0,3.0,49.0,Third call,1.0,40-44,Hispanic,Male,Chavez,,Yes,Approve,Disapprove,Hispanic,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,0.708,Favorable
1.0,0.0,G,32.0,3.0,50.0,Third call,1.0,65 and over,Hispanic,Female,Chavez,,,Approve,Approve,Hispanic,Support Clinton,No,No,No,Better,Clinton,Democrat,No HS,,Conservative,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,65 and over,0.9380000000000001,Favorable
1.0,0.0,G,32.0,6.0,1.0,First call,1.0,50-59,Hispanic,,Chavez,,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Worse,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,0.949,Favorable
1.0,0.0,G,32.0,6.0,2.0,First call,1.0,65 and over,White,Female,Johnson,More,No,Approve,Approve,White,Neither,No,No,No,Same,Clinton,Republican,Some college,30 to 50K,Moderate,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Republican,65 and over,2.306,Unfavorable
1.0,0.0,G,32.0,6.0,3.0,First call,1.0,30-39,Hispanic,Male,Chavez,Less,Yes,Approve,,Hispanic,Neither,No,No,No,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,0.9540000000000001,Favorable
1.0,0.0,G,32.0,6.0,4.0,First call,1.0,40-44,Hispanic,Female,Chavez,Less,Yes,Approve,Approve,Hispanic,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,0.949,Favorable
1.0,0.0,G,32.0,6.0,5.0,First call,1.0,50-59,Hispanic,Female,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,,Better,Clinton,Independent,HS grad,50 to 75K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Independent/Other,50 to 64,0.949,Favorable
1.0,0.0,G,32.0,6.0,6.0,First call,1.0,50-59,Hispanic,Male,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Support Clinton,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,Democrat,50 to 64,0.9540000000000001,Favorable
1.0,0.0,G,32.0,6.0,7.0,First call,1.0,45-49,White,Male,Chavez,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,1.133,Favorable
1.0,0.0,G,32.0,6.0,8.0,First call,1.0,45-49,Hispanic,Female,Chavez,,Yes,Disapprove,Disapprove,Hispanic,Support Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.949,Unfavorable
1.0,0.0,G,32.0,6.0,9.0,First call,1.0,30-39,Hispanic,Female,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,,Same,Did not vote,Democrat,College grad,Under 15K,Conservative,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,0.949,
1.0,0.0,G,32.0,6.0,10.0,First call,1.0,60-64,Hispanic,Female,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Same,Clinton,Something else,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Independent/Other,50 to 64,1.264,Favorable
1.0,0.0,G,32.0,6.0,11.0,First call,1.0,65 and over,White,Female,Chavez,Less,No,Approve,Disapprove,White,Neither,No,No,Yes,Same,Clinton,Republican,College grad,30 to 50K,Moderate,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Republican,65 and over,1.5,Unfavorable
1.0,0.0,G,32.0,6.0,12.0,First call,1.0,45-49,Hispanic,Female,Johnson,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Same,Clinton,Democrat,Some college,,Liberal,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,1.458,Favorable
1.0,0.0,G,32.0,6.0,13.0,First call,1.0,40-44,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,0.9540000000000001,Favorable
1.0,0.0,G,32.0,6.0,14.0,First call,1.0,25-29,Hispanic,Male,Chavez,,Yes,Approve,,Hispanic,,No,No,,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Democrat,25 to 29,0.9740000000000001,Unfavorable
1.0,0.0,G,32.0,6.0,15.0,First call,1.0,65 and over,Hispanic,Male,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,65 and over,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,65 and over,1.27,Favorable
1.0,0.0,G,32.0,6.0,16.0,First call,1.0,45-49,White,Female,Chavez,Less,No,Approve,Disapprove,White,Neither,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,1.127,Favorable
1.0,0.0,G,32.0,6.0,17.0,Second call,1.0,25-29,White,Female,Johnson,More,No,Disapprove,Approve,White,Neither,No,Yes,No,Worse,Did not vote,Republican,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Republican,25 to 29,1.768,Favorable
1.0,0.0,G,32.0,6.0,18.0,Second call,1.0,45-49,Black,,Chavez,More,No,Approve,Disapprove,Black,Neither,No,No,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Democrat,40 to 49,0.9540000000000001,Unfavorable
1.0,0.0,G,32.0,6.0,19.0,Second call,1.0,40-44,White,Female,Chavez,More,No,Approve,Disapprove,White,Neither,No,No,Yes,Same,Dole,Democrat,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,1.127,Unfavorable
1.0,0.0,G,32.0,6.0,20.0,Second call,1.0,40-44,Black,Male,Chavez,More,No,Approve,Approve,Black,Support Clinton,No,No,Yes,Same,Clinton,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Republican,40 to 49,0.9540000000000001,Favorable
1.0,0.0,G,32.0,6.0,21.0,Second call,1.0,30-39,White,Male,Chavez,More,No,Approve,Disapprove,White,Neither,No,No,No,Better,Other,Independent,Postgrad,30 to 50K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Independent/Other,30 to 39,1.133,Favorable
1.0,0.0,G,32.0,6.0,22.0,Second call,1.0,25-29,Hispanic,Female,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,25 to 29,Democrat,25 to 29,0.969,Favorable
1.0,0.0,G,32.0,6.0,23.0,Second call,1.0,30-39,Hispanic,Female,Chavez,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Independent/Other,30 to 39,0.949,Favorable
1.0,0.0,G,32.0,6.0,24.0,Second call,1.0,30-39,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,0.9540000000000001,Favorable
1.0,0.0,G,32.0,6.0,25.0,Second call,1.0,40-44,Hispanic,Male,Johnson,Less,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Same,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Independent/Other,40 to 49,1.4649999999999999,Unfavorable
1.0,0.0,G,32.0,6.0,26.0,Second call,1.0,30-39,Hispanic,Female,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,Yes,No,Same,Did not vote,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Democrat,30 to 39,0.949,Unfavorable
1.0,0.0,G,32.0,6.0,27.0,Second call,1.0,18-24,Black,Female,Johnson,Less,No,Approve,Disapprove,Black,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Democrat,18 to 24,1.488,Favorable
1.0,0.0,G,32.0,6.0,28.0,Second call,1.0,30-39,Hispanic,Female,Johnson,More,Yes,Disapprove,Approve,Hispanic,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Republican,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,Republican,30 to 39,1.458,Unfavorable
1.0,0.0,G,32.0,6.0,29.0,Second call,1.0,18-24,Hispanic,Male,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,,Worse,Did not vote,Democrat,No HS,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,18 to 29,18 to 24,Democrat,18 to 24,0.9740000000000001,Favorable
1.0,0.0,G,32.0,6.0,30.0,Second call,1.0,30-39,Hispanic,Male,Chavez,More,Yes,Approve,Approve,Hispanic,Neither,No,No,Yes,Same,Clinton,,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,30 to 39,,30 to 39,0.9540000000000001,Favorable
1.0,0.0,G,32.0,6.0,31.0,Second call,1.0,60-64,Hispanic,Male,Chavez,More,Yes,Approve,Approve,Hispanic,Neither,No,No,Yes,Same,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,1.27,Favorable
1.0,0.0,G,32.0,6.0,32.0,Second call,1.0,60-64,White,Male,Chavez,More,No,Approve,Disapprove,White,Neither,No,Yes,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,60 and over,65 and over,Democrat,50 to 64,1.5070000000000001,
1.0,0.0,G,32.0,6.0,33.0,Third call,1.0,40-44,Hispanic,Female,Other,More,Yes,Approve,Approve,Hispanic,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,1.178,Favorable
1.0,0.0,G,32.0,6.0,34.0,Third call,1.0,45-49,White,Female,Johnson,Less,No,Approve,Approve,White,Neither,Yes,No,Yes,Same,Clinton,Independent,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Albuqueque area,45 to 59,40 to 49,Independent/Other,40 to 49,1.732,Unfavorable
1.0,0.0,G,32.0,6.0,35.0,Third call,1.0,50-59,Hispanic,Female,Chavez,Less,Yes,Approve,Approve,Hispanic,Neither,No,No,Yes,Same,Clinton,,,15 to 30K,Moderate,18 to 64,State,Complete,Albuqueque area,45 to 59,50 to 59,,50 to 64,0.949,Favorable
1.0,0.0,G,32.0,6.0,36.0,Third call,1.0,40-44,Hispanic,Female,Chavez,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Same,Did not vote,Democrat,No HS,30 to 50K,Moderate,18 to 64,State,Complete,Albuqueque area,30 to 44,40 to 49,Democrat,40 to 49,0.949,Favorable
