V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45
1.0,0.0,G,14.0,2.0,13.0,Third call,1.0,45-49,White,Female,Fitzgerald,Ryan,Approve,Approve,,,Oppose Clinton,No,,,No,Yes,Yes,Worse,Independent,,3.0,College grad,Protestant,50 to 75K,Moderate,18 to 64,,National,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,1.262,,Unfavorable,No
1.0,0.0,G,14.0,2.0,14.0,Third call,1.0,45-49,White,Female,Fitzgerald,Poshard,Approve,Disapprove,,,Neither,No,,,No,Yes,Yes,Better,Republican,,1.0,HS grad,Catholic,30 to 50K,Moderate,18 to 64,,National,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,1.23,,Unfavorable,No
1.0,0.0,G,14.0,2.0,15.0,Third call,1.0,65 and over,White,Female,Moseley-Braun,Poshard,Approve,Disapprove,,,Support Clinton,Yes,,,No,No,No,Better,Democrat,,1.0,College grad,Catholic,30 to 50K,Moderate,65 and over,,National,Complete,North,60 and over,60 and over,Democrat,65 and over,1.8840000000000001,,Favorable,No
1.0,0.0,G,14.0,2.0,16.0,Third call,1.0,60-64,White,Male,Moseley-Braun,Poshard,Approve,Disapprove,,,Neither,No,,,No,No,No,Same,Democrat,,1.0,HS grad,Catholic,30 to 50K,Liberal,18 to 64,,National,Complete,North,60 and over,60 and over,Democrat,50 to 64,2.094,,Favorable,Yes
1.0,0.0,G,14.0,2.0,17.0,Third call,1.0,40-44,Black,Male,Moseley-Braun,Ryan,Approve,,,,Neither,No,,,No,No,Yes,Same,Democrat,,1.0,Some college,None,15 to 30K,Moderate,18 to 64,,National,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,1.4929999999999999,,Favorable,No
1.0,0.0,G,14.0,2.0,18.0,Third call,1.0,30-39,White,Female,Fitzgerald,Ryan,Disapprove,Disapprove,,,Oppose Clinton,Yes,,,Yes,Yes,No,Same,Republican,,2.0,Some college,Protestant,15 to 30K,Conservative,18 to 64,,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.262,,Unfavorable,No
1.0,0.0,G,14.0,2.0,19.0,Third call,1.0,40-44,White,Male,Fitzgerald,Ryan,Disapprove,Disapprove,,,Neither,No,,,Yes,Yes,Yes,Worse,Democrat,,2.0,Some college,Protestant,30 to 50K,Moderate,18 to 64,,National,Complete,North,30 to 44,40 to 49,Republican,40 to 49,1.404,,Unfavorable,No
1.0,0.0,G,14.0,2.0,20.0,Third call,1.0,50-59,White,Female,Moseley-Braun,Ryan,Approve,Disapprove,,,Support Clinton,No,,,No,No,No,Better,Democrat,,2.0,HS grad,Protestant,15 to 30K,Moderate,18 to 64,,National,Complete,North,45 to 59,50 to 59,Republican,50 to 64,1.47,,Unfavorable,No
1.0,0.0,G,14.0,2.0,21.0,Third call,1.0,45-49,White,Male,Fitzgerald,Ryan,,Approve,,,Neither,Yes,,,No,,,Same,Republican,,3.0,Some college,Protestant,15 to 30K,Moderate,18 to 64,,National,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,1.404,,,No
1.0,0.0,G,14.0,2.0,22.0,Third call,1.0,40-44,White,Female,Moseley-Braun,Poshard,Approve,Approve,,,Support Clinton,No,,,No,No,No,Better,Democrat,,1.0,College grad,Protestant,30 to 50K,Liberal,18 to 64,,National,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,1.432,,Favorable,No
1.0,0.0,G,14.0,2.0,23.0,Third call,1.0,25-29,White,Male,Moseley-Braun,Poshard,Approve,Approve,,,Support Clinton,No,,,No,No,No,Worse,Democrat,,1.0,College grad,Protestant,50 to 75K,Liberal,18 to 64,,National,Complete,North,18 to 29,25 to 29,Democrat,25 to 29,1.912,,Favorable,No
1.0,0.0,G,14.0,2.0,24.0,Third call,1.0,40-44,Black,Male,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Better,,,1.0,,,50 to 75K,Moderate,18 to 64,,National,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,1.453,,,
1.0,0.0,G,14.0,2.0,25.0,Third call,1.0,30-39,White,Male,Fitzgerald,Ryan,Approve,,,,,,,,,,,Better,,,2.0,,,30 to 50K,Moderate,18 to 64,,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.404,,,
1.0,0.0,G,14.0,2.0,26.0,Third call,1.0,30-39,White,Female,Moseley-Braun,Other,Approve,,,,,,,,,,,Worse,,,4.0,,,Under 15K,Conservative,18 to 64,,National,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.631,,,
1.0,0.0,G,14.0,2.0,27.0,Third call,1.0,65 and over,White,Female,Fitzgerald,Poshard,Disapprove,,,,,,,,,,,Same,,,3.0,,,,Conservative,65 and over,,National,Complete,North,60 and over,60 and over,Independent/Other,65 and over,1.613,,,
1.0,0.0,G,14.0,2.0,28.0,Third call,1.0,40-44,White,Male,Moseley-Braun,Poshard,,,,,,,,,,,,Worse,,,1.0,,,50 to 75K,Moderate,18 to 64,,National,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,1.5939999999999999,,,
1.0,0.0,G,14.0,2.0,29.0,Third call,1.0,40-44,White,Male,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Same,,,1.0,,,15 to 30K,Moderate,18 to 64,,National,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,1.5939999999999999,,,
1.0,0.0,G,14.0,2.0,30.0,Third call,1.0,60-64,White,Male,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Better,,,1.0,,,50 to 75K,Liberal,18 to 64,,National,Complete,North,60 and over,60 and over,Democrat,50 to 64,2.094,,,
1.0,0.0,G,14.0,2.0,31.0,Third call,1.0,45-49,White,Male,Fitzgerald,Ryan,Disapprove,,,,,,,,,,,Worse,,,,,,,Conservative,18 to 64,,National,Complete,North,45 to 59,40 to 49,,40 to 49,1.404,,,
1.0,0.0,G,14.0,2.0,32.0,Third call,1.0,45-49,White,,Fitzgerald,Poshard,Disapprove,,,,,,,,,,,Worse,,,3.0,,,15 to 30K,Moderate,18 to 64,,National,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,1.369,,,
1.0,0.0,G,14.0,2.0,33.0,Third call,1.0,40-44,White,Female,Fitzgerald,Ryan,Disapprove,,,,,,,,,,,Worse,,,1.0,,,15 to 30K,Moderate,18 to 64,,National,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,1.262,,,
1.0,0.0,G,14.0,2.0,34.0,Third call,1.0,45-49,Black,Female,Moseley-Braun,Poshard,Approve,,,,,,,,,,,Better,,,1.0,,,75 to 100K,Liberal,18 to 64,,National,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,1.306,,,
1.0,0.0,G,14.0,7.0,1.0,First call,1.0,40-44,White,Female,Fitzgerald,Ryan,Disapprove,Approve,,Against candidate,Neither,No,Good,Fitzgerald,Yes,Yes,,Same,Republican,Always illegal,2.0,College grad,Protestant,50 to 75K,Moderate,18 to 64,Support,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.8230000000000001,Abortion,Unfavorable,No
1.0,0.0,G,14.0,7.0,2.0,First call,1.0,50-59,White,Male,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,Against candidate,Support Clinton,No,Good,Neither,No,No,No,Better,Democrat,Mostly legal,1.0,College grad,Other Christian,100K or more,Moderate,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,1.038,Clin/Lwnsky,Unfavorable,Yes
1.0,0.0,G,14.0,7.0,3.0,First call,1.0,65 and over,Asian,Female,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Support Clinton,No,Good,Neither,No,No,No,Same,Democrat,Mostly legal,1.0,Postgrad,Protestant,50 to 75K,Moderate,65 and over,Support,State,Complete,North,60 and over,60 and over,Democrat,65 and over,1.226,Education,Favorable,No
1.0,0.0,G,14.0,7.0,4.0,First call,1.0,25-29,White,Male,Fitzgerald,Poshard,Disapprove,Disapprove,Neither,,Neither,No,Good,Fitzgerald,Yes,Yes,No,Worse,Republican,Mostly legal,3.0,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,North,18 to 29,25 to 29,Independent/Other,25 to 29,1.068,Ethical standards,Unfavorable,Yes
1.0,0.0,G,14.0,7.0,5.0,First call,1.0,60-64,White,Female,Fitzgerald,Ryan,Disapprove,Approve,Ryan,For candidate,Neither,No,Excellent,Fitzgerald,Yes,Yes,Yes,Same,Republican,Mostly illegal,3.0,HS grad,Protestant,30 to 50K,Moderate,18 to 64,Support,State,Complete,North,60 and over,60 and over,Independent/Other,50 to 64,1.079,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,6.0,First call,1.0,65 and over,White,Female,Fitzgerald,Ryan,Approve,Disapprove,Both,For candidate,Neither,No,Good,Both,,,,Same,Republican,Mostly legal,3.0,Some college,Protestant,30 to 50K,Moderate,65 and over,Support,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,1.079,,Unfavorable,No
1.0,0.0,G,14.0,7.0,7.0,First call,1.0,65 and over,White,Female,Moseley-Braun,,Approve,Disapprove,Neither,Against candidate,Neither,No,Not good,Neither,No,No,No,Worse,Democrat,Always legal,3.0,HS grad,Protestant,15 to 30K,Conservative,65 and over,Support,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,1.245,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,8.0,First call,1.0,45-49,White,Female,Fitzgerald,Ryan,Approve,Approve,Neither,For candidate,Neither,No,Good,Fitzgerald,No,No,Yes,Same,Independent,Mostly legal,3.0,College grad,Catholic,50 to 75K,Moderate,18 to 64,Support,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.8230000000000001,Ethical standards,Favorable,No
1.0,0.0,G,14.0,7.0,9.0,First call,1.0,50-59,White,Male,Fitzgerald,Other,Disapprove,Disapprove,Poshard,For candidate,Oppose Clinton,No,Good,Fitzgerald,Yes,Yes,No,Same,Republican,Mostly legal,2.0,College grad,Catholic,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,1.015,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,10.0,First call,1.0,18-24,White,Female,Fitzgerald,Ryan,Disapprove,Disapprove,Both,Against candidate,Neither,No,Excellent,Neither,No,No,No,Better,Independent,Always legal,3.0,HS grad,Catholic,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,North,18 to 29,18 to 24,Independent/Other,18 to 24,0.986,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,11.0,First call,1.0,40-44,White,Male,Fitzgerald,Ryan,Disapprove,Disapprove,Neither,For candidate,Neither,No,Not good,Neither,No,Yes,Yes,Worse,Republican,Mostly legal,2.0,Some college,None,15 to 30K,Conservative,18 to 64,Support,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.914,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,12.0,Second call,1.0,50-59,White,Male,Moseley-Braun,Poshard,Approve,Disapprove,Both,Against candidate,Support Clinton,No,Good,Neither,No,No,No,Better,Democrat,Mostly legal,3.0,HS grad,Protestant,75 to 100K,Moderate,18 to 64,Support,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.038,Education,Favorable,No
1.0,0.0,G,14.0,7.0,13.0,Second call,1.0,45-49,White,Female,Fitzgerald,Poshard,Disapprove,Disapprove,Neither,Against candidate,Neither,No,Good,Fitzgerald,No,Yes,Yes,Better,Republican,Mostly legal,2.0,Some college,Other Christian,30 to 50K,Moderate,18 to 64,Support,State,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.801,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,14.0,Second call,1.0,30-39,White,Female,Moseley-Braun,Poshard,Disapprove,Disapprove,Neither,Against candidate,Neither,No,Good,Neither,No,Yes,Yes,Same,Something else,Always legal,1.0,Postgrad,Something else,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.932,,Unfavorable,No
1.0,0.0,G,14.0,7.0,15.0,Second call,1.0,50-59,White,Female,Moseley-Braun,Ryan,Approve,Approve,Ryan,For candidate,Neither,No,Excellent,Both,No,No,Yes,Same,Democrat,Always legal,1.0,Postgrad,Protestant,15 to 30K,Liberal,18 to 64,Support,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.957,Abortion,Unfavorable,Yes
1.0,0.0,G,14.0,7.0,16.0,Second call,1.0,50-59,White,Female,Moseley-Braun,Poshard,Approve,Approve,,For candidate,Neither,No,Good,Both,No,No,Yes,Better,Democrat,Always legal,3.0,College grad,Protestant,75 to 100K,Liberal,18 to 64,Support,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.932,Education,Favorable,No
1.0,0.0,G,14.0,7.0,17.0,Second call,1.0,65 and over,White,Female,Fitzgerald,Ryan,Approve,Approve,Both,Against candidate,Neither,No,Good,Fitzgerald,No,No,Yes,Same,Democrat,Mostly legal,1.0,Some college,Protestant,15 to 30K,Moderate,65 and over,Support,State,Complete,North,60 and over,60 and over,Democrat,65 and over,1.079,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,18.0,Second call,1.0,50-59,White,Female,Fitzgerald,Ryan,Approve,Disapprove,Both,Against candidate,Neither,Yes,Good,Both,No,No,No,Same,Democrat,Mostly legal,3.0,HS grad,Protestant,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.8230000000000001,,Favorable,Yes
1.0,0.0,G,14.0,7.0,19.0,Second call,1.0,65 and over,White,Female,Fitzgerald,Ryan,Approve,Approve,,For candidate,Neither,Yes,Good,,,Yes,Yes,Same,Republican,Mostly illegal,2.0,Some college,Catholic,30 to 50K,Moderate,65 and over,Support,State,Complete,North,60 and over,60 and over,Republican,65 and over,1.079,Abortion,,No
1.0,0.0,G,14.0,7.0,20.0,Second call,1.0,65 and over,White,Female,Fitzgerald,Ryan,Approve,Disapprove,Both,Against candidate,Neither,No,Good,Both,No,No,No,Same,Republican,Mostly illegal,2.0,HS grad,Protestant,15 to 30K,Conservative,65 and over,Support,State,Complete,North,60 and over,60 and over,Republican,65 and over,1.079,Social Security,Favorable,No
1.0,0.0,G,14.0,7.0,21.0,Second call,1.0,40-44,White,Female,Moseley-Braun,Ryan,Approve,Approve,Ryan,Against candidate,Support Clinton,No,Good,,No,No,Yes,Better,Democrat,Mostly illegal,1.0,Postgrad,Something else,50 to 75K,Liberal,18 to 64,Support,State,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,0.957,,Favorable,No
1.0,0.0,G,14.0,7.0,22.0,Second call,1.0,40-44,White,Female,Fitzgerald,Poshard,Approve,Approve,Both,Against candidate,Neither,No,Good,Fitzgerald,Yes,Yes,Yes,Same,Independent,Mostly illegal,1.0,Some college,Protestant,50 to 75K,Liberal,18 to 64,Support,State,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,0.801,Education,Unfavorable,No
1.0,0.0,G,14.0,7.0,23.0,Second call,1.0,65 and over,White,Male,Moseley-Braun,Poshard,Approve,Disapprove,Neither,For candidate,Neither,No,Good,Neither,No,No,Yes,Same,Democrat,Mostly illegal,3.0,Postgrad,Protestant,30 to 50K,Liberal,65 and over,Support,State,Complete,North,60 and over,60 and over,Independent/Other,65 and over,1.363,Ethical standards,Favorable,No
1.0,0.0,G,14.0,7.0,24.0,Second call,1.0,60-64,White,Female,Fitzgerald,Ryan,Approve,Disapprove,Both,Against candidate,Neither,No,Good,Fitzgerald,No,No,No,Better,Democrat,Always legal,3.0,HS grad,Protestant,15 to 30K,Moderate,18 to 64,Support,State,Complete,North,60 and over,60 and over,Independent/Other,50 to 64,1.079,Social Security,Unfavorable,Yes
1.0,0.0,G,14.0,7.0,25.0,Second call,1.0,30-39,White,Female,Fitzgerald,Ryan,Disapprove,Disapprove,Ryan,For candidate,Neither,No,Good,Fitzgerald,No,Yes,No,Better,Republican,Mostly illegal,3.0,College grad,Other Christian,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.8230000000000001,,Unfavorable,No
1.0,0.0,G,14.0,7.0,26.0,Second call,1.0,30-39,White,Male,Fitzgerald,Poshard,Approve,Disapprove,Both,For candidate,Neither,No,Good,Fitzgerald,No,No,No,Same,Independent,Always legal,1.0,Some college,None,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.89,Taxes,Favorable,No
1.0,0.0,G,14.0,7.0,27.0,Third call,1.0,40-44,White,Female,Fitzgerald,Ryan,Disapprove,Disapprove,Ryan,Against candidate,Neither,No,Good,,Yes,Yes,No,Same,Republican,Always legal,2.0,College grad,Protestant,Under 15K,Moderate,18 to 64,Support,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.8230000000000001,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,28.0,Third call,1.0,50-59,White,Female,Other,Ryan,Approve,Disapprove,,Against candidate,Neither,No,Good,Fitzgerald,No,No,No,Same,Independent,Always legal,3.0,Postgrad,None,100K or more,Moderate,18 to 64,Support,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.107,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,29.0,Third call,1.0,18-24,White,Female,Moseley-Braun,Poshard,Approve,Disapprove,Neither,For candidate,Support Clinton,No,Good,Neither,No,No,No,Same,Democrat,Always legal,1.0,Some college,Protestant,30 to 50K,Liberal,18 to 64,Support,State,Complete,North,18 to 29,18 to 24,Democrat,18 to 24,1.119,Clin/Lwnsky,Unfavorable,No
1.0,0.0,G,14.0,7.0,30.0,Third call,1.0,30-39,White,Female,Moseley-Braun,Ryan,Approve,Disapprove,Ryan,For candidate,Neither,No,Good,Both,No,Yes,No,Same,Democrat,Mostly legal,1.0,Some college,Other Christian,30 to 50K,Moderate,18 to 64,Support,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.957,Education,Unfavorable,No
1.0,0.0,G,14.0,7.0,31.0,Third call,1.0,25-29,White,Male,Other,Poshard,Approve,Disapprove,Neither,Against candidate,Neither,No,Good,Neither,No,No,No,Better,Democrat,Mostly illegal,3.0,College grad,Protestant,30 to 50K,Liberal,18 to 64,Support,State,Complete,North,18 to 29,25 to 29,Independent/Other,25 to 29,1.437,Ethical standards,Favorable,Yes
1.0,0.0,G,14.0,7.0,32.0,Third call,1.0,30-39,Other,Female,Moseley-Braun,Poshard,Approve,Approve,,For candidate,Neither,No,Good,Moseley-Braun,No,No,Yes,Better,Democrat,Always legal,1.0,Postgrad,None,30 to 50K,Liberal,18 to 64,Support,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.932,Education,Unfavorable,Yes
1.0,0.0,G,14.0,7.0,33.0,Third call,1.0,25-29,White,Male,Fitzgerald,Ryan,Disapprove,Approve,Both,For candidate,Neither,No,Good,Both,No,Yes,Yes,Better,Independent,Mostly illegal,3.0,Postgrad,Protestant,15 to 30K,Moderate,18 to 64,Support,State,Complete,North,18 to 29,25 to 29,Independent/Other,25 to 29,1.096,Education,Unfavorable,Yes
1.0,0.0,G,14.0,7.0,34.0,Third call,1.0,30-39,White,Female,Moseley-Braun,Ryan,Approve,Disapprove,Ryan,For candidate,Neither,No,Good,Neither,No,No,No,Same,Democrat,Mostly legal,1.0,College grad,Other Christian,30 to 50K,Liberal,18 to 64,Support,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.957,Taxes,Unfavorable,Yes
1.0,0.0,G,14.0,7.0,35.0,Third call,1.0,50-59,White,Female,Fitzgerald,Ryan,Approve,Approve,Both,For candidate,Neither,No,Good,Both,Yes,No,Yes,Same,Independent,Mostly illegal,2.0,Some college,Protestant,30 to 50K,Moderate,18 to 64,Support,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.8230000000000001,Education,Unfavorable,No
1.0,0.0,G,14.0,7.0,36.0,Third call,1.0,25-29,White,Male,Moseley-Braun,Poshard,Approve,Disapprove,Neither,For candidate,Neither,No,Good,Neither,No,No,No,Same,Democrat,Always legal,1.0,Postgrad,Protestant,30 to 50K,Liberal,18 to 64,Support,State,Complete,North,18 to 29,25 to 29,Democrat,25 to 29,1.245,Education,Favorable,No
1.0,0.0,G,14.0,7.0,37.0,Third call,1.0,40-44,White,Female,Fitzgerald,Poshard,Approve,Approve,Neither,Against candidate,Neither,No,Good,Neither,No,Yes,Yes,Same,Republican,Mostly legal,3.0,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,Support,State,Complete,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.801,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,7.0,38.0,Third call,1.0,40-44,White,Female,Fitzgerald,Poshard,Approve,Approve,Both,For candidate,Neither,No,Good,Both,No,No,No,Better,Democrat,Always legal,1.0,College grad,Catholic,75 to 100K,Moderate,18 to 64,Support,State,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,0.801,Taxes,Favorable,Yes
1.0,0.0,G,14.0,7.0,39.0,Third call,1.0,18-24,White,Female,Moseley-Braun,Poshard,Approve,Approve,,For candidate,Neither,No,Good,,,Yes,,Better,Democrat,Always legal,1.0,Some college,Other Christian,15 to 30K,Moderate,18 to 64,,State,Complete,North,18 to 29,18 to 24,Democrat,18 to 24,1.119,Education,Unfavorable,No
1.0,0.0,G,14.0,7.0,40.0,Third call,1.0,45-49,White,Male,Moseley-Braun,Poshard,,,Neither,For candidate,,No,Good,,,,,,,Always legal,,,,,,18 to 64,,State,Not complete,North,45 to 59,40 to 49,,40 to 49,1.038,Education,,
1.0,0.0,G,14.0,11.0,1.0,First call,1.0,40-44,White,Male,Fitzgerald,Ryan,Disapprove,Disapprove,Both,For candidate,Neither,No,Good,Fitzgerald,Yes,Yes,Yes,Better,Republican,Mostly illegal,2.0,College grad,Catholic,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,40 to 49,Republican,40 to 49,0.9920000000000001,Ethical standards,Unfavorable,No
1.0,0.0,G,14.0,11.0,2.0,First call,1.0,30-39,Black,Male,Moseley-Braun,Poshard,Approve,Disapprove,Poshard,For candidate,Neither,No,Good,Neither,No,No,No,Better,Democrat,Mostly illegal,1.0,Postgrad,Something else,30 to 50K,Liberal,18 to 64,Support,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.8089999999999999,Economy/jobs,Unfavorable,No
1.0,0.0,G,14.0,11.0,3.0,First call,1.0,65 and over,White,Male,Moseley-Braun,Poshard,Approve,Disapprove,Both,Against candidate,Support Clinton,No,Good,Both,No,No,Yes,Worse,Democrat,Mostly legal,1.0,Some college,Protestant,15 to 30K,Liberal,65 and over,Support,State,Complete,South,60 and over,60 and over,Democrat,65 and over,0.926,Social Security,Favorable,No
1.0,0.0,G,14.0,11.0,4.0,First call,1.0,65 and over,White,,Moseley-Braun,Poshard,Disapprove,Disapprove,Poshard,For candidate,Support Clinton,,Not good,Moseley-Braun,No,No,No,Same,Democrat,Mostly illegal,1.0,HS grad,Protestant,Under 15K,Moderate,65 and over,Oppose,State,Complete,South,60 and over,60 and over,Democrat,65 and over,0.993,Social Security,Favorable,No
1.0,0.0,G,14.0,11.0,5.0,First call,1.0,30-39,White,Male,Moseley-Braun,Poshard,Disapprove,Disapprove,Neither,For candidate,Neither,No,Poor,Neither,No,No,No,Same,Democrat,Always legal,1.0,HS grad,Protestant,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,0.802,Economy/jobs,Favorable,Yes
