V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
1.0,0.0,G,17.0,11.0,11.0,Second call,1.0,30-39,White,Male,Felenciano,Sawyer,Approve,Approve,Support Clinton,No,No,No,Yes,Same,Democrat,50 to 75K,,18 to 64,State,Witchita area,30 to 44,30 to 39,Democrat,30 to 39,0.773
1.0,0.0,G,17.0,11.0,12.0,Second call,1.0,45-49,White,Male,Brownback,Graves,Disapprove,Approve,Oppose Clinton,No,Yes,No,No,Worse,Independent,15 to 30K,Conservative,18 to 64,State,Witchita area,45 to 59,40 to 49,Independent/Other,40 to 49,0.531
1.0,0.0,G,17.0,11.0,13.0,Second call,1.0,18-24,White,Female,Brownback,Other,Disapprove,,,Yes,Yes,Yes,,,Republican,,Conservative,18 to 64,State,Witchita area,18 to 29,18 to 24,Republican,18 to 24,0.696
1.0,0.0,G,17.0,11.0,14.0,Second call,1.0,65 and over,White,Female,Felenciano,Sawyer,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Democrat,15 to 30K,Moderate,65 and over,State,Witchita area,60 and over,60 and over,Democrat,65 and over,0.9269999999999999
1.0,0.0,G,17.0,11.0,15.0,Second call,1.0,60-64,White,Male,Brownback,Graves,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Something else,15 to 30K,Moderate,18 to 64,State,Witchita area,60 and over,60 and over,Independent/Other,50 to 64,0.607
1.0,0.0,G,17.0,11.0,16.0,Second call,1.0,60-64,White,Female,Brownback,Sawyer,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Democrat,,,18 to 64,State,Witchita area,60 and over,60 and over,Democrat,50 to 64,0.7449999999999999
1.0,0.0,G,17.0,11.0,17.0,Second call,1.0,60-64,White,Male,Felenciano,Sawyer,Approve,,Neither,No,No,No,No,Better,Democrat,50 to 75K,Conservative,18 to 64,State,Witchita area,60 and over,60 and over,Democrat,50 to 64,0.883
1.0,0.0,G,17.0,11.0,18.0,Second call,1.0,65 and over,White,Female,Brownback,Graves,Approve,Approve,Neither,Yes,No,No,,Same,Republican,15 to 30K,Moderate,65 and over,State,Witchita area,60 and over,60 and over,Republican,65 and over,0.636
1.0,0.0,G,17.0,11.0,19.0,Second call,1.0,30-39,White,Female,Brownback,Sawyer,Disapprove,,Neither,No,Yes,Yes,Yes,Worse,Republican,50 to 75K,Moderate,18 to 64,State,Witchita area,30 to 44,30 to 39,Republican,30 to 39,0.652
1.0,0.0,G,17.0,11.0,20.0,Second call,1.0,40-44,White,Male,Brownback,Graves,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Republican,50 to 75K,Conservative,18 to 64,State,Witchita area,30 to 44,40 to 49,Republican,40 to 49,0.531
1.0,0.0,G,17.0,11.0,21.0,Second call,1.0,45-49,White,Female,Felenciano,Sawyer,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Democrat,50 to 75K,Moderate,18 to 64,State,Witchita area,45 to 59,40 to 49,Democrat,40 to 49,0.81
1.0,0.0,G,17.0,11.0,22.0,Second call,1.0,50-59,White,Male,Brownback,Graves,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Democrat,50 to 75K,Conservative,18 to 64,State,Witchita area,45 to 59,50 to 59,Democrat,50 to 64,0.531
1.0,0.0,G,17.0,11.0,23.0,Second call,1.0,65 and over,White,Male,Brownback,Graves,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Republican,100K or more,Moderate,65 and over,State,Witchita area,60 and over,60 and over,Republican,65 and over,0.607
1.0,0.0,G,17.0,11.0,24.0,Second call,1.0,50-59,White,Male,Felenciano,Graves,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Independent,15 to 30K,Conservative,18 to 64,State,Witchita area,45 to 59,50 to 59,Independent/Other,50 to 64,0.6609999999999999
1.0,0.0,G,17.0,11.0,25.0,Second call,1.0,50-59,White,Female,Brownback,Graves,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Independent,30 to 50K,Moderate,18 to 64,State,Witchita area,45 to 59,50 to 59,Independent/Other,50 to 64,0.5569999999999999
1.0,0.0,G,17.0,11.0,26.0,Second call,1.0,18-24,White,Female,Brownback,Graves,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Democrat,15 to 30K,,18 to 64,State,Witchita area,18 to 29,18 to 24,Democrat,18 to 24,0.49700000000000005
1.0,0.0,G,17.0,11.0,27.0,Second call,1.0,50-59,White,Female,Brownback,Graves,Approve,Approve,Neither,No,No,No,No,Same,Democrat,50 to 75K,Moderate,18 to 64,State,Witchita area,45 to 59,50 to 59,Democrat,50 to 64,0.5569999999999999
1.0,0.0,G,17.0,11.0,28.0,Second call,1.0,65 and over,White,Male,Brownback,Graves,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Republican,30 to 50K,Conservative,65 and over,State,Witchita area,60 and over,60 and over,Republican,65 and over,0.607
1.0,0.0,G,17.0,11.0,29.0,Second call,1.0,30-39,White,Male,Brownback,Graves,Approve,Disapprove,Neither,No,No,Yes,No,Same,Republican,30 to 50K,Moderate,18 to 64,State,Witchita area,30 to 44,30 to 39,Republican,30 to 39,0.531
1.0,0.0,G,17.0,11.0,30.0,Second call,1.0,50-59,White,Male,Brownback,Graves,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Independent,30 to 50K,Conservative,18 to 64,State,Witchita area,45 to 59,50 to 59,Independent/Other,50 to 64,0.531
1.0,0.0,G,17.0,11.0,31.0,Second call,1.0,30-39,White,Female,Brownback,Graves,Disapprove,Approve,Neither,No,No,Yes,Yes,Better,Democrat,30 to 50K,Conservative,18 to 64,State,Witchita area,30 to 44,30 to 39,Democrat,30 to 39,0.5569999999999999
1.0,0.0,G,17.0,11.0,32.0,Second call,1.0,40-44,White,Male,Brownback,Graves,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Republican,30 to 50K,Conservative,18 to 64,State,Witchita area,30 to 44,40 to 49,Republican,40 to 49,0.531
1.0,0.0,G,17.0,11.0,33.0,Third call,1.0,45-49,Hispanic,Female,Brownback,Graves,Approve,Disapprove,Neither,No,No,No,Yes,Better,Independent,,Conservative,18 to 64,State,Witchita area,45 to 59,40 to 49,Independent/Other,40 to 49,0.473
1.0,0.0,G,17.0,11.0,34.0,Third call,1.0,45-49,White,Female,Felenciano,Graves,Approve,Approve,Neither,No,No,No,Yes,Same,Democrat,50 to 75K,Moderate,18 to 64,State,Witchita area,45 to 59,40 to 49,Democrat,40 to 49,0.693
1.0,0.0,G,17.0,11.0,35.0,Third call,1.0,60-64,White,Male,Brownback,Graves,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Republican,30 to 50K,Moderate,18 to 64,State,Witchita area,60 and over,60 and over,Republican,50 to 64,0.607
1.0,0.0,G,17.0,11.0,36.0,Third call,1.0,30-39,Black,Female,Felenciano,Sawyer,Approve,Disapprove,Support Clinton,,No,No,Yes,Same,Democrat,50 to 75K,Moderate,18 to 64,State,Witchita area,30 to 44,30 to 39,Democrat,30 to 39,0.6859999999999999
1.0,0.0,G,17.0,11.0,37.0,Third call,1.0,50-59,White,Male,Brownback,Graves,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Republican,,Conservative,18 to 64,State,Witchita area,45 to 59,50 to 59,Republican,50 to 64,0.531
1.0,0.0,G,17.0,11.0,38.0,Third call,1.0,50-59,White,Male,Felenciano,Sawyer,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Same,Democrat,50 to 75K,Moderate,18 to 64,State,Witchita area,45 to 59,50 to 59,Democrat,50 to 64,0.773
1.0,0.0,G,17.0,11.0,39.0,Third call,1.0,45-49,White,Male,Brownback,Graves,Approve,Disapprove,Neither,Yes,No,No,No,Better,Democrat,50 to 75K,Conservative,18 to 64,State,Witchita area,45 to 59,40 to 49,Democrat,40 to 49,0.531
1.0,0.0,G,17.0,11.0,40.0,Third call,1.0,30-39,White,Female,Brownback,Graves,Approve,Approve,Neither,No,No,Yes,Yes,Better,Republican,30 to 50K,Moderate,18 to 64,State,Witchita area,30 to 44,30 to 39,Republican,30 to 39,0.5569999999999999
1.0,0.0,G,17.0,11.0,41.0,Third call,1.0,65 and over,White,Female,Brownback,Sawyer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Democrat,15 to 30K,Moderate,65 and over,State,Witchita area,60 and over,60 and over,Democrat,65 and over,0.7449999999999999
1.0,0.0,G,17.0,11.0,42.0,Third call,1.0,50-59,White,Male,Felenciano,Graves,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Democrat,50 to 75K,Liberal,18 to 64,State,Witchita area,45 to 59,50 to 59,Democrat,50 to 64,0.6609999999999999
1.0,0.0,G,17.0,11.0,43.0,Third call,1.0,45-49,White,Female,Brownback,Graves,Approve,Approve,Neither,No,No,No,No,Worse,Democrat,30 to 50K,Conservative,18 to 64,State,Witchita area,45 to 59,40 to 49,Democrat,40 to 49,0.5569999999999999
1.0,0.0,G,17.0,11.0,44.0,Third call,1.0,25-29,White,Female,Brownback,Graves,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Republican,50 to 75K,Conservative,18 to 64,State,Witchita area,18 to 29,25 to 29,Republican,25 to 29,0.49700000000000005
1.0,0.0,G,17.0,11.0,45.0,Third call,1.0,40-44,White,Male,Brownback,Graves,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Republican,75 to 100K,Liberal,18 to 64,State,Witchita area,30 to 44,40 to 49,Republican,40 to 49,0.531
1.0,0.0,G,17.0,22.0,1.0,First call,1.0,50-59,White,Female,Brownback,Graves,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Republican,30 to 50K,Moderate,18 to 64,National,Rural counties,45 to 59,50 to 59,Republican,50 to 64,1.326
1.0,0.0,G,17.0,22.0,2.0,First call,1.0,65 and over,White,Male,Brownback,Graves,Approve,Approve,Neither,No,No,No,No,Same,Independent,Under 15K,Liberal,65 and over,National,Rural counties,60 and over,60 and over,Independent/Other,65 and over,1.532
1.0,0.0,G,17.0,22.0,3.0,First call,1.0,50-59,White,Male,Brownback,Graves,Disapprove,Disapprove,,,,,,,,,,18 to 64,National,Rural counties,45 to 59,50 to 59,,50 to 64,1.4
1.0,0.0,G,17.0,22.0,4.0,First call,1.0,60-64,White,Male,Brownback,Graves,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Republican,15 to 30K,Moderate,18 to 64,National,Rural counties,60 and over,60 and over,Republican,50 to 64,1.532
1.0,0.0,G,17.0,22.0,5.0,First call,1.0,50-59,White,Female,Brownback,Graves,Disapprove,,,,,,,Same,Independent,30 to 50K,Conservative,18 to 64,National,Rural counties,45 to 59,50 to 59,Independent/Other,50 to 64,1.326
1.0,0.0,G,17.0,22.0,6.0,First call,1.0,45-49,White,Female,Brownback,Graves,Disapprove,,,,,,,Better,Independent,30 to 50K,Moderate,18 to 64,National,Rural counties,45 to 59,40 to 49,Independent/Other,40 to 49,1.326
1.0,0.0,G,17.0,22.0,7.0,First call,1.0,65 and over,White,Female,Brownback,Graves,Approve,,,,,,,Same,Republican,,,65 and over,National,Rural counties,60 and over,60 and over,Republican,65 and over,1.451
1.0,0.0,G,17.0,22.0,8.0,Second call,1.0,18-24,White,Male,Brownback,Graves,Disapprove,Approve,Neither,No,No,Yes,No,Better,Something else,15 to 30K,Conservative,18 to 64,National,Rural counties,18 to 29,18 to 24,Independent/Other,18 to 24,1.318
1.0,0.0,G,17.0,22.0,9.0,Second call,1.0,50-59,White,Male,Felenciano,Sawyer,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Independent,15 to 30K,Conservative,18 to 64,National,Rural counties,45 to 59,50 to 59,Independent/Other,50 to 64,1.202
1.0,0.0,G,17.0,22.0,10.0,Second call,1.0,65 and over,White,Female,Brownback,Graves,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Republican,15 to 30K,Conservative,65 and over,National,Rural counties,60 and over,60 and over,Republican,65 and over,1.451
1.0,0.0,G,17.0,22.0,11.0,Second call,1.0,30-39,White,Male,Brownback,Sawyer,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Republican,50 to 75K,Moderate,18 to 64,National,Rural counties,30 to 44,30 to 39,Republican,30 to 39,1.6400000000000001
1.0,0.0,G,17.0,22.0,12.0,Second call,1.0,40-44,White,Male,Brownback,Graves,Disapprove,,,,,,,Better,Republican,30 to 50K,Conservative,18 to 64,National,Rural counties,30 to 44,40 to 49,Republican,40 to 49,1.4
1.0,0.0,G,17.0,22.0,13.0,Second call,1.0,30-39,White,Female,Brownback,Graves,Disapprove,,,,,,,Worse,Republican,50 to 75K,Moderate,18 to 64,National,Rural counties,30 to 44,30 to 39,Republican,30 to 39,1.326
1.0,0.0,G,17.0,22.0,14.0,Second call,1.0,60-64,White,Male,Brownback,Graves,Approve,,,,,,,Same,Independent,15 to 30K,Moderate,18 to 64,National,Rural counties,60 and over,60 and over,Independent/Other,50 to 64,1.532
1.0,0.0,G,17.0,22.0,15.0,Second call,1.0,45-49,White,Female,Brownback,Graves,Approve,,,,,,,Same,Republican,30 to 50K,Moderate,18 to 64,National,Rural counties,45 to 59,40 to 49,Republican,40 to 49,1.326
1.0,0.0,G,17.0,22.0,16.0,Second call,1.0,40-44,White,Male,Brownback,Graves,Disapprove,,,,,,,Same,Republican,15 to 30K,Conservative,18 to 64,National,Rural counties,30 to 44,40 to 49,Republican,40 to 49,1.4
1.0,0.0,G,17.0,22.0,17.0,Third call,1.0,45-49,White,Female,Brownback,Graves,Approve,Approve,Neither,No,No,No,No,Same,Independent,15 to 30K,Liberal,18 to 64,National,Rural counties,45 to 59,40 to 49,Independent/Other,40 to 49,1.326
1.0,0.0,G,17.0,22.0,18.0,Third call,1.0,45-49,White,Male,Brownback,Graves,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Republican,Under 15K,Moderate,18 to 64,National,Rural counties,45 to 59,40 to 49,Republican,40 to 49,1.4
1.0,0.0,G,17.0,22.0,19.0,Third call,1.0,60-64,White,Female,Brownback,Graves,Approve,Disapprove,Neither,No,No,No,Yes,Same,Democrat,15 to 30K,Moderate,18 to 64,National,Rural counties,60 and over,60 and over,Democrat,50 to 64,1.451
1.0,0.0,G,17.0,22.0,20.0,Third call,1.0,65 and over,White,Male,Brownback,Graves,Disapprove,Disapprove,,,,,,,,,,65 and over,National,Rural counties,60 and over,60 and over,,65 and over,1.532
1.0,0.0,G,17.0,22.0,21.0,Third call,1.0,50-59,White,Male,Felenciano,Graves,Approve,Approve,Neither,No,No,Yes,Yes,Same,Republican,30 to 50K,Conservative,18 to 64,National,Rural counties,45 to 59,50 to 59,Republican,50 to 64,1.027
1.0,0.0,G,17.0,22.0,22.0,Third call,1.0,30-39,Black,Male,Brownback,Graves,Approve,Disapprove,Neither,No,No,No,No,Worse,Democrat,15 to 30K,Moderate,18 to 64,National,Rural counties,30 to 44,30 to 39,Democrat,30 to 39,1.346
1.0,0.0,G,17.0,22.0,23.0,Third call,1.0,30-39,White,Female,Brownback,Graves,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Republican,15 to 30K,Moderate,18 to 64,National,Rural counties,30 to 44,30 to 39,Republican,30 to 39,1.326
1.0,0.0,G,17.0,22.0,24.0,Third call,1.0,25-29,White,Female,Brownback,Graves,Approve,Approve,Neither,No,No,Yes,No,Same,Republican,15 to 30K,Conservative,18 to 64,National,Rural counties,18 to 29,25 to 29,Republican,25 to 29,1.248
1.0,0.0,G,17.0,22.0,25.0,Third call,1.0,18-24,White,Female,Brownback,Graves,Approve,Approve,Oppose Clinton,Yes,No,No,No,Same,Republican,Under 15K,Moderate,18 to 64,National,Rural counties,18 to 29,18 to 24,Republican,18 to 24,1.248
1.0,0.0,G,17.0,22.0,26.0,Third call,1.0,60-64,White,Male,Felenciano,Sawyer,Approve,,,,,,,Better,Independent,30 to 50K,Moderate,18 to 64,National,Rural counties,60 and over,60 and over,Independent/Other,50 to 64,1.312
1.0,0.0,G,17.0,22.0,27.0,Third call,1.0,50-59,Hispanic,Male,Felenciano,Sawyer,Approve,,,,,,,Same,Independent,30 to 50K,Moderate,18 to 64,National,Rural counties,45 to 59,50 to 59,Independent/Other,50 to 64,1.157
1.0,0.0,G,17.0,22.0,28.0,Third call,1.0,25-29,White,Male,,,,,,,,,,Worse,Republican,50 to 75K,Moderate,18 to 64,National,Rural counties,18 to 29,25 to 29,Republican,25 to 29,1.272
1.0,0.0,G,17.0,22.0,29.0,Third call,1.0,60-64,White,Male,Felenciano,Sawyer,Approve,,,,,,,,,,,18 to 64,National,Rural counties,60 and over,60 and over,,50 to 64,1.312
1.0,0.0,G,17.0,22.0,30.0,Third call,1.0,60-64,White,Male,Felenciano,Sawyer,Approve,,,,,,,Worse,Democrat,15 to 30K,Moderate,18 to 64,National,Rural counties,60 and over,60 and over,Democrat,50 to 64,1.312
1.0,0.0,G,17.0,22.0,31.0,Third call,1.0,18-24,White,Female,Brownback,Graves,Approve,,,,,,,Same,Republican,Under 15K,Conservative,18 to 64,National,Rural counties,18 to 29,18 to 24,Republican,18 to 24,1.248
1.0,0.0,G,17.0,22.0,32.0,Third call,1.0,65 and over,White,Female,Felenciano,Graves,Disapprove,,,,,,,Worse,Republican,15 to 30K,Moderate,65 and over,National,Rural counties,60 and over,60 and over,Republican,65 and over,1.064
1.0,0.0,G,17.0,22.0,33.0,Third call,1.0,30-39,White,Female,Brownback,Graves,Disapprove,,,,,,,Worse,Republican,15 to 30K,Moderate,18 to 64,National,Rural counties,30 to 44,30 to 39,Republican,30 to 39,1.326
1.0,0.0,G,17.0,22.0,34.0,Third call,1.0,65 and over,,Male,Felenciano,Sawyer,Approve,,,,,,,,,,,65 and over,National,Rural counties,60 and over,60 and over,,65 and over,1.312
1.0,0.0,G,17.0,22.0,35.0,Third call,1.0,18-24,White,Female,Brownback,Graves,Disapprove,,,,,,,Same,Independent,30 to 50K,Moderate,18 to 64,National,Rural counties,18 to 29,18 to 24,Independent/Other,18 to 24,1.248
1.0,0.0,G,17.0,29.0,1.0,First call,1.0,30-39,White,Male,Brownback,Graves,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Republican,75 to 100K,Moderate,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Republican,30 to 39,0.887
1.0,0.0,G,17.0,29.0,2.0,First call,1.0,65 and over,White,Female,Brownback,Graves,Disapprove,Approve,Oppose Clinton,,Yes,Yes,No,Same,Republican,30 to 50K,Conservative,65 and over,State,KC suburbs/SE,60 and over,60 and over,Republican,65 and over,0.983
1.0,0.0,G,17.0,29.0,3.0,First call,1.0,30-39,White,Female,Brownback,Graves,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Republican,100K or more,Moderate,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Republican,30 to 39,0.845
1.0,0.0,G,17.0,29.0,4.0,First call,1.0,30-39,Black,Female,Felenciano,Sawyer,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Democrat,30 to 50K,Liberal,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Democrat,30 to 39,0.607
1.0,0.0,G,17.0,29.0,5.0,First call,1.0,45-49,White,Female,Brownback,Graves,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Republican,50 to 75K,Moderate,18 to 64,State,KC suburbs/SE,45 to 59,40 to 49,Republican,40 to 49,0.845
1.0,0.0,G,17.0,29.0,6.0,First call,1.0,30-39,White,Female,Felenciano,Sawyer,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Democrat,100K or more,Moderate,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Democrat,30 to 39,0.7599999999999999
1.0,0.0,G,17.0,29.0,7.0,First call,1.0,40-44,White,Female,Brownback,Graves,Disapprove,Disapprove,Neither,Yes,No,No,Yes,Better,Republican,,Conservative,18 to 64,State,KC suburbs/SE,30 to 44,40 to 49,Republican,40 to 49,0.845
1.0,0.0,G,17.0,29.0,8.0,First call,1.0,30-39,White,Female,Felenciano,Sawyer,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Democrat,30 to 50K,Moderate,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Democrat,30 to 39,0.7599999999999999
1.0,0.0,G,17.0,29.0,9.0,First call,1.0,40-44,White,Female,Brownback,Graves,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Republican,50 to 75K,Conservative,18 to 64,State,KC suburbs/SE,30 to 44,40 to 49,Republican,40 to 49,0.845
1.0,0.0,G,17.0,29.0,10.0,Second call,1.0,65 and over,White,Female,Brownback,Graves,Disapprove,Disapprove,Oppose Clinton,,No,No,Yes,Same,Something else,,,65 and over,State,KC suburbs/SE,60 and over,60 and over,Independent/Other,65 and over,0.983
1.0,0.0,G,17.0,29.0,11.0,Second call,1.0,50-59,White,Female,Brownback,Graves,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Republican,30 to 50K,Moderate,18 to 64,State,KC suburbs/SE,45 to 59,50 to 59,Republican,50 to 64,0.845
1.0,0.0,G,17.0,29.0,12.0,Second call,1.0,50-59,White,Female,Brownback,Graves,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Republican,50 to 75K,Conservative,18 to 64,State,KC suburbs/SE,45 to 59,50 to 59,Republican,50 to 64,0.845
1.0,0.0,G,17.0,29.0,13.0,Second call,1.0,65 and over,White,Male,Brownback,Graves,Disapprove,,Oppose Clinton,No,Yes,Yes,Yes,Same,Republican,,Conservative,65 and over,State,KC suburbs/SE,60 and over,60 and over,Republican,65 and over,1.033
1.0,0.0,G,17.0,29.0,14.0,Second call,1.0,65 and over,White,Female,Brownback,Graves,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Democrat,15 to 30K,Moderate,65 and over,State,KC suburbs/SE,60 and over,60 and over,Democrat,65 and over,0.983
1.0,0.0,G,17.0,29.0,15.0,Second call,1.0,30-39,White,Female,Felenciano,Graves,Approve,Disapprove,Neither,No,No,No,,Same,Democrat,75 to 100K,Liberal,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Democrat,30 to 39,0.651
1.0,0.0,G,17.0,29.0,16.0,Second call,1.0,65 and over,White,Female,Brownback,Graves,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,,Republican,,Conservative,65 and over,State,KC suburbs/SE,60 and over,60 and over,Republican,65 and over,0.983
1.0,0.0,G,17.0,29.0,17.0,Second call,1.0,30-39,,Male,Brownback,Graves,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Same,Republican,15 to 30K,Conservative,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Republican,30 to 39,0.887
1.0,0.0,G,17.0,29.0,18.0,Second call,1.0,50-59,White,Female,Brownback,Graves,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Republican,30 to 50K,Conservative,18 to 64,State,KC suburbs/SE,45 to 59,50 to 59,Republican,50 to 64,0.845
1.0,0.0,G,17.0,29.0,19.0,Second call,1.0,30-39,White,Female,Felenciano,Sawyer,Approve,Disapprove,Neither,No,No,No,Yes,Same,Independent,50 to 75K,Moderate,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Independent/Other,30 to 39,0.7599999999999999
1.0,0.0,G,17.0,29.0,20.0,Second call,1.0,30-39,White,Male,Brownback,Graves,Approve,Approve,Neither,No,No,Yes,Yes,Same,Republican,30 to 50K,Moderate,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Republican,30 to 39,0.887
1.0,0.0,G,17.0,29.0,21.0,Second call,1.0,18-24,White,Male,Brownback,Graves,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Republican,15 to 30K,Conservative,18 to 64,State,KC suburbs/SE,18 to 29,18 to 24,Republican,18 to 24,0.957
1.0,0.0,G,17.0,29.0,22.0,Second call,1.0,30-39,White,Male,Brownback,,Disapprove,Disapprove,Neither,Yes,Yes,Yes,,Better,Republican,30 to 50K,Conservative,18 to 64,State,KC suburbs/SE,30 to 44,30 to 39,Republican,30 to 39,0.9269999999999999
1.0,0.0,G,17.0,29.0,23.0,Second call,1.0,25-29,White,Female,Felenciano,Sawyer,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Independent,15 to 30K,Moderate,18 to 64,State,KC suburbs/SE,18 to 29,25 to 29,Independent/Other,25 to 29,0.8180000000000001
