V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
1.0,0.0,G,42.0,4.0,24.0,Second call,1.0,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.279
1.0,0.0,G,42.0,4.0,25.0,Second call,1.0,30-39,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Independent,Yes,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.166
1.0,0.0,G,42.0,4.0,26.0,Second call,1.0,45-49,White,Male,Daschle,Janklow,Moser,Approve,Approve,Neither,Yes,No,Yes,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.318
1.0,0.0,G,42.0,4.0,27.0,Second call,1.0,40-44,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,Yes,15 to 30K,Liberal,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.166
1.0,0.0,G,42.0,4.0,28.0,Second call,1.0,18-24,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.404
1.0,0.0,G,42.0,4.0,29.0,Second call,1.0,18-24,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,No,No,Same,Dole,Independent,No,Under 15K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,18 to 24,Independent/Other,18 to 24,0.404
1.0,0.0,G,42.0,4.0,30.0,Second call,1.0,40-44,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.37399999999999994
1.0,0.0,G,42.0,4.0,31.0,Second call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Republican,No,Under 15K,Liberal,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.32999999999999996
1.0,0.0,G,42.0,4.0,32.0,Second call,1.0,40-44,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Better,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,0.37399999999999994
1.0,0.0,G,42.0,4.0,33.0,Second call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Republican,No,15 to 30K,Liberal,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.32999999999999996
1.0,0.0,G,42.0,4.0,34.0,Second call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Republican,No,Under 15K,Liberal,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.32999999999999996
1.0,0.0,G,42.0,4.0,35.0,Second call,1.0,40-44,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.37399999999999994
1.0,0.0,G,42.0,4.0,36.0,Second call,1.0,65 and over,White,Female,Daschle,Hunhoff,Thune,Approve,,Neither,No,No,Yes,Better,Clinton,Democrat,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.227
1.0,0.0,G,42.0,4.0,37.0,Second call,1.0,18-24,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,No,Under 15K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,18 to 24,Independent/Other,18 to 24,0.404
1.0,0.0,G,42.0,4.0,38.0,Second call,1.0,18-24,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.404
1.0,0.0,G,42.0,4.0,39.0,Second call,1.0,18-24,White,Female,Schmidt,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Dole,Republican,No,50 to 75K,Liberal,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.36
1.0,0.0,G,42.0,4.0,40.0,Second call,1.0,40-44,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,Yes,15 to 30K,Liberal,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.166
1.0,0.0,G,42.0,4.0,41.0,Second call,1.0,45-49,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.318
1.0,0.0,G,42.0,4.0,42.0,Second call,1.0,30-39,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Independent,Yes,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.166
1.0,0.0,G,42.0,4.0,43.0,Second call,1.0,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.279
1.0,0.0,G,42.0,4.0,44.0,Second call,1.0,45-49,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,No,75 to 100K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.23
1.0,0.0,G,42.0,4.0,45.0,Second call,1.0,50-59,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Worse,Perot,Independent,No,75 to 100K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.283
1.0,0.0,G,42.0,4.0,46.0,Second call,1.0,18-24,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.455
1.0,0.0,G,42.0,4.0,47.0,Second call,1.0,18-24,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,No,Under 15K,Liberal,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.24
1.0,0.0,G,42.0,4.0,48.0,Third call,1.0,25-29,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,18 to 29,25 to 29,Republican,25 to 29,0.278
1.0,0.0,G,42.0,4.0,49.0,Third call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Perot,Independent,No,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.32999999999999996
1.0,0.0,G,42.0,4.0,50.0,Third call,1.0,18-24,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,No,Under 15K,Liberal,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.24
1.0,0.0,G,42.0,4.0,51.0,Third call,1.0,18-24,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,,,Dole,Republican,,,Conservative,18 to 64,,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.386
1.0,0.0,G,42.0,4.0,52.0,Third call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Perot,Something else,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.32999999999999996
1.0,0.0,G,42.0,4.0,53.0,Third call,1.0,30-39,White,Male,Daschle,Hunhoff,Thune,Approve,Approve,Neither,No,No,,Better,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.258
1.0,0.0,G,42.0,4.0,54.0,Third call,1.0,50-59,White,Female,Daschle,Hunhoff,Thune,Approve,Approve,Neither,No,No,No,Better,Perot,Independent,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.229
1.0,0.0,G,42.0,4.0,55.0,Third call,1.0,65 and over,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,,Worse,Clinton,Democrat,Yes,50 to 75K,Liberal,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.159
1.0,0.0,G,42.0,4.0,56.0,Third call,1.0,45-49,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,No,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Independent/Other,40 to 49,0.37399999999999994
1.0,0.0,G,42.0,4.0,57.0,Third call,1.0,30-39,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.318
1.0,0.0,G,42.0,4.0,58.0,Third call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.32999999999999996
1.0,0.0,G,42.0,4.0,59.0,Third call,1.0,18-24,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,Yes,Same,Dole,Republican,Yes,Under 15K,Moderate,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.37499999999999994
1.0,0.0,G,42.0,4.0,60.0,Third call,1.0,25-29,White,Male,Daschle,Janklow,Moser,Disapprove,Disapprove,Neither,No,No,Yes,Same,Dole,Republican,No,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,25 to 29,Republican,25 to 29,0.38899999999999996
1.0,0.0,G,42.0,4.0,61.0,Third call,1.0,40-44,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,No,No,Worse,Dole,Republican,Yes,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,0.306
1.0,0.0,G,42.0,4.0,62.0,Third call,1.0,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Republican,Yes,Under 15K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,25 to 29,Republican,25 to 29,0.33299999999999996
1.0,0.0,G,42.0,4.0,63.0,Third call,1.0,60-64,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,50 to 64,0.29
1.0,0.0,G,42.0,4.0,64.0,Third call,1.0,40-44,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.194
1.0,0.0,G,42.0,7.0,1.0,First call,1.0,65 and over,White,Female,Daschle,Hunhoff,Thune,,Disapprove,,,,,,,,Yes,,,65 and over,Approve,State,Not complete,Northeast,60 and over,60 and over,,65 and over,0.319
1.0,0.0,G,42.0,7.0,2.0,First call,1.0,65 and over,White,,Daschle,Hunhoff,Moser,Approve,Approve,,,,,,,,No,,,65 and over,Approve,State,Not complete,Northeast,60 and over,60 and over,,65 and over,0.377
1.0,0.0,G,42.0,7.0,3.0,First call,1.0,60-64,White,Male,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,Yes,,Conservative,18 to 64,,State,Complete,Northeast,60 and over,60 and over,Independent/Other,50 to 64,0.362
1.0,0.0,G,42.0,7.0,4.0,First call,1.0,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.569
1.0,0.0,G,42.0,7.0,5.0,First call,1.0,25-29,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Perot,Democrat,Yes,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.38299999999999995
1.0,0.0,G,42.0,7.0,6.0,First call,1.0,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,Yes,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.31399999999999995
1.0,0.0,G,42.0,7.0,7.0,First call,1.0,65 and over,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Oppose Clinton,No,No,No,Better,Clinton,Republican,,15 to 30K,Moderate,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.606
1.0,0.0,G,42.0,7.0,8.0,First call,1.0,18-24,White,Female,Daschle,Hunhoff,Moser,Disapprove,Approve,Neither,No,No,No,Same,Did not vote,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.40900000000000003
1.0,0.0,G,42.0,7.0,9.0,First call,1.0,30-39,White,Female,Schmidt,Janklow,Thune,,Approve,Neither,No,Yes,No,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.501
1.0,0.0,G,42.0,7.0,10.0,First call,1.0,50-59,White,Male,,Janklow,Thune,Disapprove,Approve,,,,,,,,Yes,,,18 to 64,Disapprove,State,Not complete,Northeast,45 to 59,50 to 59,,50 to 64,0.501
1.0,0.0,G,42.0,7.0,11.0,First call,1.0,60-64,,Male,,,,,,Oppose Clinton,,Yes,,Same,Dole,Republican,No,,Conservative,18 to 64,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,50 to 64,0.517
1.0,0.0,G,42.0,7.0,12.0,First call,1.0,50-59,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.5640000000000001
1.0,0.0,G,42.0,7.0,13.0,First call,1.0,18-24,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,No,75 to 100K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,18 to 24,Independent/Other,18 to 24,0.78
1.0,0.0,G,42.0,7.0,14.0,First call,1.0,40-44,White,Male,Daschle,Janklow,Thune,,,Neither,No,No,Yes,Same,Dole,Republican,No,15 to 30K,Conservative,18 to 64,,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,0.64
1.0,0.0,G,42.0,7.0,15.0,First call,1.0,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,,,,,,,,Yes,,,18 to 64,Approve,State,Not complete,Northeast,45 to 59,50 to 59,,50 to 64,0.31399999999999995
1.0,0.0,G,42.0,7.0,16.0,First call,1.0,40-44,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,Yes,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.276
1.0,0.0,G,42.0,7.0,17.0,First call,1.0,40-44,White,Female,Daschle,Janklow,Moser,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Same,Clinton,Democrat,No,,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.484
1.0,0.0,G,42.0,7.0,18.0,First call,1.0,40-44,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Better,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,0.64
1.0,0.0,G,42.0,7.0,19.0,First call,1.0,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,No,100K or more,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.64
1.0,0.0,G,42.0,7.0,20.0,Second call,1.0,25-29,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Republican,Yes,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,18 to 29,25 to 29,Republican,25 to 29,0.6429999999999999
1.0,0.0,G,42.0,7.0,21.0,Second call,1.0,30-39,White,Female,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Republican,Yes,Under 15K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.464
1.0,0.0,G,42.0,7.0,22.0,Second call,1.0,65 and over,White,,Daschle,Janklow,Moser,Approve,Approve,,,,,,,,Yes,,,65 and over,Approve,State,Not complete,Northeast,60 and over,60 and over,,65 and over,0.39499999999999996
1.0,0.0,G,42.0,7.0,23.0,Second call,1.0,50-59,White,Male,Daschle,Janklow,Moser,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,No,30 to 50K,Liberal,18 to 64,,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.548
1.0,0.0,G,42.0,7.0,24.0,Second call,1.0,18-24,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,Yes,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.337
1.0,0.0,G,42.0,7.0,25.0,Second call,1.0,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.38099999999999995
1.0,0.0,G,42.0,7.0,26.0,Second call,1.0,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Worse,Perot,Something else,Yes,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.276
1.0,0.0,G,42.0,7.0,27.0,Second call,1.0,45-49,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,Yes,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.464
1.0,0.0,G,42.0,7.0,28.0,Second call,1.0,45-49,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Clinton,Something else,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,40 to 49,Independent/Other,40 to 49,0.64
