V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
1.0,0.0,G,35.0,7.0,22.0,Second call,1.0,45-49,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.188
1.0,0.0,G,35.0,7.0,23.0,Second call,1.0,40-44,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.716
1.0,0.0,G,35.0,7.0,24.0,Second call,1.0,50-59,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.976
1.0,0.0,G,35.0,7.0,25.0,Second call,1.0,40-44,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Perot,Independent,Under 15K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.716
1.0,0.0,G,35.0,7.0,26.0,Second call,1.0,60-64,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,South,60 and over,60 and over,Independent/Other,50 to 64,1.125
1.0,0.0,G,35.0,7.0,27.0,Second call,1.0,30-39,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.188
1.0,0.0,G,35.0,7.0,28.0,Second call,1.0,65 and over,White,Female,Dorgan,Cramer,,,Neither,,,,Same,Dole,Republican,,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,0.8620000000000001
1.0,0.0,G,35.0,7.0,29.0,Third call,1.0,30-39,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.8740000000000001
1.0,0.0,G,35.0,7.0,30.0,Third call,1.0,50-59,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,Yes,No,Better,Dole,Something else,50 to 75K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.8740000000000001
1.0,0.0,G,35.0,7.0,31.0,Third call,1.0,30-39,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.716
1.0,0.0,G,35.0,7.0,32.0,Third call,1.0,30-39,White,Male,Dorgan,Other,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.444
1.0,0.0,G,35.0,7.0,33.0,Third call,1.0,40-44,Other,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.716
1.0,0.0,G,35.0,7.0,34.0,Third call,1.0,30-39,White,Female,Dorgan,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.6669999999999999
1.0,0.0,G,35.0,7.0,35.0,Third call,1.0,40-44,White,Female,Other,Other,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Something else,Under 15K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,2.594
1.0,0.0,G,35.0,7.0,36.0,Third call,1.0,18-24,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,1.494
1.0,0.0,G,35.0,7.0,37.0,Third call,1.0,40-44,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Oppose Clinton,No,No,No,Better,Did not vote,Democrat,15 to 30K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.8740000000000001
1.0,0.0,G,35.0,7.0,38.0,Third call,1.0,45-49,White,Female,Dorgan,Pomeroy,Approve,,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.716
1.0,0.0,G,35.0,7.0,39.0,Third call,1.0,40-44,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.716
1.0,0.0,G,35.0,7.0,40.0,Third call,1.0,30-39,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.716
1.0,0.0,G,35.0,7.0,41.0,Third call,1.0,30-39,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.716
1.0,0.0,G,35.0,7.0,42.0,Third call,1.0,30-39,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.976
1.0,0.0,G,35.0,7.0,43.0,Third call,1.0,60-64,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,60 and over,60 and over,Independent/Other,50 to 64,1.537
1.0,0.0,G,35.0,7.0,44.0,Third call,1.0,50-59,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,,Republican,,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.976
1.0,0.0,G,35.0,7.0,45.0,Third call,1.0,40-44,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Did not vote,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,1.188
1.0,0.0,G,35.0,7.0,46.0,Third call,1.0,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Perot,Republican,75 to 100K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.8740000000000001
1.0,0.0,G,35.0,7.0,47.0,Third call,1.0,30-39,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,Yes,Yes,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.8740000000000001
1.0,0.0,G,35.0,7.0,48.0,Third call,1.0,50-59,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,,Same,Clinton,Democrat,,Conservative,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.716
1.0,0.0,G,35.0,7.0,49.0,Third call,1.0,50-59,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.716
1.0,0.0,G,35.0,7.0,50.0,Third call,1.0,25-29,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,18 to 29,25 to 29,Republican,25 to 29,1.494
1.0,0.0,G,35.0,16.0,1.0,First call,1.0,45-49,White,Female,Dorgan,Pomeroy,,Disapprove,Neither,No,No,No,Same,Clinton,Independent,,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.341
1.0,0.0,G,35.0,16.0,2.0,First call,1.0,45-49,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Independent,75 to 100K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.19
1.0,0.0,G,35.0,16.0,3.0,First call,1.0,65 and over,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.31
1.0,0.0,G,35.0,16.0,4.0,First call,1.0,25-29,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,Yes,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,East,18 to 29,25 to 29,Democrat,25 to 29,1.299
1.0,0.0,G,35.0,16.0,5.0,First call,1.0,50-59,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,100K or more,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.19
1.0,0.0,G,35.0,16.0,6.0,First call,1.0,45-49,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Democrat,40 to 49,1.399
1.0,0.0,G,35.0,16.0,7.0,First call,1.0,30-39,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.19
1.0,0.0,G,35.0,16.0,8.0,First call,1.0,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,,Better,Perot,Independent,,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.399
1.0,0.0,G,35.0,16.0,9.0,First call,1.0,40-44,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.19
1.0,0.0,G,35.0,16.0,10.0,First call,1.0,18-24,White,Male,Nalewaja,Cramer,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,East,18 to 29,18 to 24,Republican,18 to 24,1.108
1.0,0.0,G,35.0,16.0,11.0,First call,1.0,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.399
1.0,0.0,G,35.0,16.0,12.0,First call,1.0,50-59,White,Male,Nalewaja,Cramer,Approve,Approve,Neither,No,No,No,Better,Clinton,Something else,30 to 50K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.19
1.0,0.0,G,35.0,16.0,13.0,First call,1.0,40-44,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,50 to 75K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.14
1.0,0.0,G,35.0,16.0,14.0,First call,1.0,30-39,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.341
1.0,0.0,G,35.0,16.0,15.0,Second call,1.0,30-39,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.341
1.0,0.0,G,35.0,16.0,16.0,Second call,1.0,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.54
1.0,0.0,G,35.0,16.0,17.0,Second call,1.0,65 and over,White,Male,Dorgan,Cramer,Disapprove,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,15 to 30K,Moderate,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.496
1.0,0.0,G,35.0,16.0,18.0,Second call,1.0,50-59,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.19
1.0,0.0,G,35.0,16.0,19.0,Second call,1.0,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.19
1.0,0.0,G,35.0,16.0,20.0,Second call,1.0,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Something else,30 to 50K,Liberal,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.54
1.0,0.0,G,35.0,16.0,21.0,Second call,1.0,65 and over,White,Female,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Liberal,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.54
1.0,0.0,G,35.0,16.0,22.0,Second call,1.0,45-49,White,Female,Nalewaja,Cramer,Approve,Approve,Neither,No,No,No,Same,Dole,Independent,100K or more,Conservative,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.14
1.0,0.0,G,35.0,16.0,23.0,Second call,1.0,50-59,Black,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,Under 15K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.189
1.0,0.0,G,35.0,16.0,24.0,Second call,1.0,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,1.19
1.0,0.0,G,35.0,16.0,25.0,Second call,1.0,40-44,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,1.399
1.0,0.0,G,35.0,16.0,26.0,Second call,1.0,45-49,White,Male,Dorgan,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Independent,,Conservative,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.301
1.0,0.0,G,35.0,16.0,27.0,Second call,1.0,50-59,White,Female,Nalewaja,Pomeroy,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.225
1.0,0.0,G,35.0,16.0,28.0,Second call,1.0,25-29,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East,18 to 29,25 to 29,Republican,25 to 29,1.108
1.0,0.0,G,35.0,16.0,29.0,Third call,1.0,65 and over,White,Female,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,No,Better,,Democrat,Under 15K,Moderate,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.54
1.0,0.0,G,35.0,16.0,30.0,Third call,1.0,45-49,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.341
1.0,0.0,G,35.0,16.0,31.0,Third call,1.0,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.399
1.0,0.0,G,35.0,16.0,32.0,Third call,1.0,18-24,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,East,18 to 29,18 to 24,Democrat,18 to 24,1.245
1.0,0.0,G,35.0,16.0,33.0,Third call,1.0,45-49,White,Female,Dorgan,Cramer,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Republican,100K or more,Moderate,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.246
1.0,0.0,G,35.0,16.0,34.0,Third call,1.0,30-39,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.341
1.0,0.0,G,35.0,16.0,35.0,Third call,1.0,45-49,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Perot,Republican,Under 15K,Conservative,18 to 64,State,East,45 to 59,40 to 49,Republican,40 to 49,1.19
1.0,0.0,G,35.0,16.0,36.0,Third call,1.0,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Something else,15 to 30K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.341
1.0,0.0,G,35.0,16.0,37.0,Third call,1.0,30-39,White,Female,Nalewaja,,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,East,30 to 44,30 to 39,Republican,30 to 39,1.198
1.0,0.0,G,35.0,16.0,38.0,Third call,1.0,40-44,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,1.399
1.0,0.0,G,35.0,16.0,39.0,Third call,1.0,40-44,Hispanic,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,,,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.3399999999999999
1.0,0.0,G,35.0,16.0,40.0,Third call,1.0,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,100K or more,Moderate,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,1.341
1.0,0.0,G,35.0,16.0,41.0,Third call,1.0,18-24,White,Male,Dorgan,Cramer,Approve,,Neither,No,No,No,Same,Did not vote,Republican,Under 15K,Conservative,18 to 64,State,East,18 to 29,18 to 24,Republican,18 to 24,1.209
1.0,0.0,G,35.0,16.0,42.0,Third call,1.0,25-29,White,Male,Dorgan,Cramer,Approve,Disapprove,Neither,No,No,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,East,18 to 29,25 to 29,Republican,25 to 29,1.209
1.0,0.0,G,35.0,16.0,43.0,Third call,1.0,25-29,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,East,18 to 29,25 to 29,Democrat,25 to 29,1.245
1.0,0.0,G,35.0,16.0,44.0,Third call,1.0,50-59,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.14
1.0,0.0,G,35.0,16.0,45.0,Third call,1.0,30-39,White,Female,Dorgan,Pomeroy,Disapprove,Approve,Neither,No,Yes,No,Same,Dole,Democrat,50 to 75K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.341
1.0,0.0,G,35.0,16.0,46.0,Third call,1.0,45-49,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,East,45 to 59,40 to 49,Democrat,40 to 49,1.399
1.0,0.0,G,35.0,18.0,1.0,First call,1.0,50-59,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Perot,Independent,75 to 100K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.425
1.0,0.0,G,35.0,18.0,2.0,First call,1.0,50-59,Other,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Better,Dole,Independent,75 to 100K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.443
1.0,0.0,G,35.0,18.0,3.0,First call,1.0,50-59,White,Male,Dorgan,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Perot,Independent,50 to 75K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.41300000000000003
1.0,0.0,G,35.0,18.0,4.0,First call,1.0,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,0.443
1.0,0.0,G,35.0,18.0,5.0,First call,1.0,45-49,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.425
1.0,0.0,G,35.0,18.0,6.0,First call,1.0,50-59,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,75 to 100K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Republican,50 to 64,0.363
