V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36
1.0,0.0,G,7.0,3.0,23.0,Second call,1.0,45-49,Black,Female,Dodd,Rowland,Approve,Disapprove,Support Clinton,Good,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Large Cities,45 to 59,40 to 49,Democrat,40 to 49,0.75,Favorable
1.0,0.0,G,7.0,3.0,24.0,Second call,1.0,45-49,Asian,Female,Dodd,,,,Neither,Good,,,,,Clinton,Democrat,No HS,,,18 to 64,State,Complete,Large Cities,45 to 59,40 to 49,Democrat,40 to 49,0.873,
1.0,0.0,G,7.0,3.0,25.0,Second call,1.0,30-39,Hispanic,Female,Dodd,Kennelly,Approve,Approve,Support Clinton,Good,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,State,Complete,Large Cities,30 to 44,30 to 39,Democrat,30 to 39,0.6849999999999999,Favorable
1.0,0.0,G,7.0,3.0,26.0,Second call,1.0,50-59,Black,Female,,Kennelly,,Disapprove,Support Clinton,Good,No,No,,Same,Did not vote,,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Large Cities,45 to 59,50 to 59,,50 to 64,0.751,
1.0,0.0,G,7.0,3.0,27.0,Second call,1.0,65 and over,Hispanic,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Good,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Liberal,65 and over,State,Complete,Large Cities,60 and over,60 and over,Democrat,65 and over,1.005,
1.0,0.0,G,7.0,3.0,28.0,Second call,1.0,60-64,Black,Female,Dodd,Kennelly,Approve,Approve,Support Clinton,Not so good,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,State,Complete,Large Cities,60 and over,60 and over,Democrat,50 to 64,1.005,Favorable
1.0,0.0,G,7.0,3.0,29.0,Third call,1.0,40-44,Black,Female,Dodd,Rowland,Approve,Approve,Neither,Not so good,No,No,No,Worse,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Large Cities,30 to 44,40 to 49,Independent/Other,40 to 49,0.75,Favorable
1.0,0.0,G,7.0,3.0,30.0,Third call,1.0,40-44,Black,Male,,Rowland,Approve,Approve,,Good,No,Yes,Yes,Same,Clinton,Republican,No HS,15 to 30K,Liberal,18 to 64,State,Complete,Large Cities,30 to 44,40 to 49,Republican,40 to 49,0.928,
1.0,0.0,G,7.0,3.0,31.0,Third call,1.0,30-39,Black,Female,Dodd,Kennelly,Approve,Approve,Neither,Good,No,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,State,Complete,Large Cities,30 to 44,30 to 39,Democrat,30 to 39,0.6849999999999999,Favorable
1.0,0.0,G,7.0,3.0,32.0,Third call,1.0,65 and over,Hispanic,Male,Dodd,Rowland,Disapprove,Approve,Neither,Good,No,Yes,Yes,Same,Clinton,Republican,HS grad,50 to 75K,Conservative,65 and over,State,Complete,Large Cities,60 and over,60 and over,Republican,65 and over,1.2469999999999999,Favorable
1.0,0.0,G,7.0,3.0,33.0,Third call,1.0,40-44,White,Male,Dodd,Rowland,Approve,Disapprove,Support Clinton,Good,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Large Cities,30 to 44,40 to 49,Democrat,40 to 49,1.024,Favorable
1.0,0.0,G,7.0,3.0,34.0,Third call,1.0,30-39,Hispanic,Female,Dodd,Rowland,Approve,Disapprove,Support Clinton,Good,No,Yes,No,Same,,Democrat,HS grad,,Conservative,18 to 64,State,Complete,Large Cities,30 to 44,30 to 39,Democrat,30 to 39,0.75,Favorable
1.0,0.0,G,7.0,3.0,35.0,Third call,1.0,65 and over,Black,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Good,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Conservative,65 and over,State,Complete,Large Cities,60 and over,60 and over,Democrat,65 and over,1.005,Favorable
1.0,0.0,G,7.0,3.0,36.0,Third call,1.0,30-39,Hispanic,Female,Dodd,Rowland,Approve,Approve,Support Clinton,Excellent,No,Yes,No,Better,Clinton,Republican,College grad,Under 15K,Liberal,18 to 64,State,Complete,Large Cities,30 to 44,30 to 39,Republican,30 to 39,0.75,Favorable
1.0,0.0,G,7.0,3.0,37.0,Third call,1.0,30-39,Other,Male,Franks,Rowland,Approve,Approve,Neither,Excellent,No,No,Yes,Worse,Did not vote,Democrat,HS grad,Under 15K,Liberal,18 to 64,State,Complete,Large Cities,30 to 44,30 to 39,Democrat,30 to 39,1.436,Favorable
1.0,0.0,G,7.0,3.0,38.0,Third call,1.0,50-59,Hispanic,Female,Dodd,Rowland,Approve,Disapprove,Neither,Good,No,No,No,Same,Perot,Independent,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Large Cities,45 to 59,50 to 59,Independent/Other,50 to 64,0.75,Favorable
1.0,0.0,G,7.0,3.0,39.0,Third call,1.0,50-59,Hispanic,Male,,Kennelly,Approve,Approve,,Good,No,Yes,Yes,Same,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,State,Complete,Large Cities,45 to 59,50 to 59,Democrat,50 to 64,0.8510000000000001,Favorable
1.0,0.0,G,7.0,3.0,40.0,Third call,1.0,40-44,Hispanic,Female,Dodd,,Approve,Disapprove,Support Clinton,Good,No,No,No,Better,Did not vote,Democrat,No HS,15 to 30K,Liberal,18 to 64,State,Complete,Large Cities,30 to 44,40 to 49,Democrat,40 to 49,0.722,Favorable
1.0,0.0,G,7.0,3.0,41.0,Third call,1.0,50-59,Black,Male,Franks,Kennelly,Disapprove,Disapprove,Neither,Not so good,Yes,Yes,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Large Cities,45 to 59,50 to 59,Democrat,50 to 64,1.086,
1.0,0.0,G,7.0,3.0,42.0,Third call,1.0,50-59,Hispanic,Female,Dodd,Kennelly,Approve,,Support Clinton,Good,No,No,,Better,Clinton,Democrat,No HS,,,18 to 64,State,Complete,Large Cities,45 to 59,50 to 59,Democrat,50 to 64,0.6849999999999999,Favorable
1.0,0.0,G,7.0,3.0,43.0,Third call,1.0,,White,,,Kennelly,Disapprove,Approve,,,Yes,Yes,No,Same,,Democrat,,,Liberal,,State,Complete,Large Cities,,,Democrat,,1.027,Favorable
1.0,0.0,G,7.0,3.0,44.0,Third call,1.0,30-39,Hispanic,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Good,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Large Cities,30 to 44,30 to 39,Democrat,30 to 39,0.6849999999999999,Favorable
1.0,0.0,G,7.0,3.0,45.0,Third call,1.0,30-39,Black,Male,Dodd,Kennelly,Approve,Disapprove,Neither,Good,No,No,Yes,Same,Did not vote,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Large Cities,30 to 44,30 to 39,Republican,30 to 39,0.777,Favorable
1.0,0.0,G,7.0,3.0,46.0,Third call,1.0,18-24,Hispanic,Female,,Other,Approve,Approve,Support Clinton,Good,No,No,Yes,Same,Did not vote,Independent,,30 to 50K,Liberal,18 to 64,State,Complete,Large Cities,18 to 29,18 to 24,Independent/Other,18 to 24,0.589,Favorable
1.0,0.0,G,7.0,3.0,47.0,Third call,1.0,25-29,Hispanic,Female,Dodd,Kennelly,Approve,Disapprove,Neither,Not so good,No,No,No,Worse,Clinton,Democrat,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Large Cities,18 to 29,25 to 29,Democrat,25 to 29,0.5609999999999999,Unfavorable
1.0,0.0,G,7.0,3.0,48.0,Third call,1.0,18-24,White,Male,Dodd,Kennelly,Approve,Disapprove,Neither,Not so good,No,No,No,Worse,Clinton,Independent,Some college,Under 15K,Liberal,18 to 64,State,Complete,Large Cities,18 to 29,18 to 24,Independent/Other,18 to 24,0.768,Unfavorable
1.0,0.0,G,7.0,3.0,49.0,Third call,1.0,65 and over,Black,Female,Dodd,Rowland,Approve,Approve,Neither,Good,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Large Cities,60 and over,60 and over,Democrat,65 and over,1.099,Favorable
1.0,0.0,G,7.0,3.0,50.0,Third call,1.0,18-24,Black,Female,Dodd,Kennelly,Approve,Approve,Support Clinton,Not so good,No,No,No,Better,Clinton,Democrat,HS grad,,Conservative,18 to 64,State,Complete,Large Cities,18 to 29,18 to 24,Democrat,18 to 24,0.5609999999999999,Favorable
1.0,0.0,G,7.0,3.0,51.0,Third call,1.0,30-39,Black,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Not so good,No,No,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Large Cities,30 to 44,30 to 39,Democrat,30 to 39,0.6849999999999999,Favorable
1.0,0.0,G,7.0,4.0,1.0,First call,1.0,18-24,White,Male,Franks,Rowland,Disapprove,Disapprove,Neither,Good,No,Yes,Yes,Same,Dole,Republican,Some college,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,18 to 29,18 to 24,Republican,18 to 24,1.517,Unfavorable
1.0,0.0,G,7.0,4.0,2.0,First call,1.0,40-44,White,Male,,Rowland,Disapprove,Disapprove,Support Clinton,Excellent,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,30 to 44,40 to 49,Republican,40 to 49,1.558,Unfavorable
1.0,0.0,G,7.0,4.0,3.0,First call,1.0,40-44,Asian,Female,Franks,Rowland,Approve,Disapprove,Neither,Good,No,No,No,,,Something else,College grad,75 to 100K,Moderate,18 to 64,State,Complete,East/West Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.254,Favorable
1.0,0.0,G,7.0,4.0,4.0,First call,1.0,45-49,White,Female,Franks,Rowland,Disapprove,Approve,Oppose Clinton,Good,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,40 to 49,Republican,40 to 49,1.254,Unfavorable
1.0,0.0,G,7.0,4.0,5.0,First call,1.0,30-39,White,Male,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,Good,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,East/West Rural,30 to 44,30 to 39,Republican,30 to 39,1.27,Unfavorable
1.0,0.0,G,7.0,4.0,6.0,First call,1.0,40-44,White,Male,Dodd,Rowland,Disapprove,Disapprove,Neither,Excellent,Yes,Yes,,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,30 to 44,40 to 49,Republican,40 to 49,1.7109999999999999,Unfavorable
1.0,0.0,G,7.0,4.0,7.0,First call,1.0,50-59,Black,Male,Dodd,Rowland,Approve,Approve,Neither,Good,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Democrat,50 to 64,1.202,Favorable
1.0,0.0,G,7.0,4.0,8.0,First call,1.0,30-39,White,Female,Dodd,Rowland,Disapprove,Approve,Neither,Good,Yes,Yes,Yes,Worse,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,East/West Rural,30 to 44,30 to 39,Republican,30 to 39,1.69,Unfavorable
1.0,0.0,G,7.0,4.0,9.0,First call,1.0,60-64,White,Male,Dodd,Kennelly,Approve,Approve,Neither,Good,No,No,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Complete,East/West Rural,60 and over,60 and over,Democrat,50 to 64,1.808,Unfavorable
1.0,0.0,G,7.0,4.0,10.0,First call,1.0,60-64,Asian,Female,Dodd,Kennelly,Approve,Approve,Neither,Good,Yes,Yes,,Better,Perot,Democrat,College grad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,60 and over,60 and over,Democrat,50 to 64,1.7850000000000001,Unfavorable
1.0,0.0,G,7.0,4.0,11.0,Second call,1.0,45-49,White,Male,Franks,Rowland,Disapprove,Approve,Neither,Good,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,40 to 49,Republican,40 to 49,1.27,Unfavorable
1.0,0.0,G,7.0,4.0,12.0,Second call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,Approve,Oppose Clinton,Good,Yes,Yes,No,Same,Dole,Republican,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Republican,50 to 64,1.254,Unfavorable
1.0,0.0,G,7.0,4.0,13.0,Second call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,,Oppose Clinton,Good,Yes,Yes,Yes,,Dole,Independent,Some college,,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Independent/Other,50 to 64,1.254,Unfavorable
1.0,0.0,G,7.0,4.0,14.0,Second call,1.0,40-44,White,Female,Dodd,Rowland,Approve,Disapprove,Neither,Good,No,Yes,No,Better,Perot,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.69,Unfavorable
1.0,0.0,G,7.0,4.0,15.0,Second call,1.0,65 and over,White,,,Rowland,,,,,,,,,,,,,,65 and over,State,Not complete,East/West Rural,60 and over,60 and over,,65 and over,1.776,
1.0,0.0,G,7.0,4.0,16.0,Second call,1.0,50-59,White,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Good,No,No,No,Same,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Democrat,50 to 64,1.547,Favorable
1.0,0.0,G,7.0,4.0,17.0,Second call,1.0,65 and over,White,Male,Dodd,Rowland,Disapprove,Disapprove,Neither,Good,Yes,No,Yes,Worse,Dole,Republican,Postgrad,30 to 50K,Conservative,65 and over,State,Complete,East/West Rural,60 and over,60 and over,Republican,65 and over,1.976,Unfavorable
1.0,0.0,G,7.0,4.0,18.0,Second call,1.0,50-59,White,Male,Dodd,Rowland,Disapprove,Disapprove,Neither,Good,No,No,Yes,Worse,Dole,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Republican,50 to 64,1.7109999999999999,Unfavorable
1.0,0.0,G,7.0,4.0,19.0,Second call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,Poor,Yes,Yes,Yes,Worse,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Republican,50 to 64,1.254,Unfavorable
1.0,0.0,G,7.0,4.0,20.0,Second call,1.0,60-64,White,Female,Franks,Kennelly,,,Neither,Not so good,,,,Same,Dole,Something else,HS grad,,,18 to 64,State,Complete,East/West Rural,60 and over,60 and over,Independent/Other,50 to 64,1.3239999999999998,Unfavorable
1.0,0.0,G,7.0,4.0,21.0,Second call,1.0,50-59,White,Male,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,Poor,No,Yes,Yes,Worse,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Republican,50 to 64,1.27,Unfavorable
1.0,0.0,G,7.0,4.0,22.0,Second call,1.0,30-39,White,Male,Dodd,Rowland,Approve,Approve,Neither,Good,Yes,No,Yes,Same,Clinton,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Complete,East/West Rural,30 to 44,30 to 39,Republican,30 to 39,1.7109999999999999,Unfavorable
1.0,0.0,G,7.0,4.0,23.0,Second call,1.0,45-49,White,Female,,Rowland,Approve,Approve,Support Clinton,Not so good,No,No,No,Same,Clinton,Republican,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,East/West Rural,45 to 59,40 to 49,Republican,40 to 49,1.54,Favorable
1.0,0.0,G,7.0,4.0,24.0,Third call,1.0,30-39,Hispanic,Female,Franks,Rowland,Disapprove,Approve,Neither,Good,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,East/West Rural,30 to 44,30 to 39,Republican,30 to 39,0.88,Unfavorable
1.0,0.0,G,7.0,4.0,25.0,Third call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,Approve,Neither,Good,No,Yes,Yes,Better,Clinton,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Republican,50 to 64,1.254,Unfavorable
1.0,0.0,G,7.0,4.0,26.0,Third call,1.0,40-44,White,Male,Franks,Rowland,Disapprove,Approve,Neither,Good,No,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,East/West Rural,30 to 44,40 to 49,Republican,40 to 49,1.27,Unfavorable
1.0,0.0,G,7.0,4.0,27.0,Third call,1.0,50-59,White,Female,Dodd,Kennelly,Approve,Disapprove,Neither,Good,No,Yes,No,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Democrat,50 to 64,1.547,Unfavorable
1.0,0.0,G,7.0,4.0,28.0,Third call,1.0,50-59,White,Female,Dodd,Kennelly,Approve,Disapprove,Neither,Good,No,No,No,Same,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Democrat,50 to 64,1.547,Unfavorable
1.0,0.0,G,7.0,4.0,29.0,Third call,1.0,40-44,White,Male,Franks,Rowland,Approve,Disapprove,Neither,Excellent,,Yes,No,Better,Dole,Independent,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,East/West Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.27,Unfavorable
1.0,0.0,G,7.0,4.0,30.0,Third call,1.0,45-49,White,Female,Franks,Rowland,Disapprove,Approve,Oppose Clinton,Not so good,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,40 to 49,Republican,40 to 49,1.254,Unfavorable
1.0,0.0,G,7.0,4.0,31.0,Third call,1.0,40-44,White,Male,Franks,Rowland,Disapprove,Approve,Oppose Clinton,Good,Yes,,,Better,Dole,Independent,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,East/West Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.27,Unfavorable
1.0,0.0,G,7.0,4.0,32.0,Third call,1.0,65 and over,White,Female,Franks,Kennelly,Disapprove,Disapprove,Oppose Clinton,Good,Yes,Yes,Yes,Same,Clinton,Democrat,Some college,Under 15K,Liberal,65 and over,State,Complete,East/West Rural,60 and over,60 and over,Democrat,65 and over,1.3239999999999998,Unfavorable
1.0,0.0,G,7.0,4.0,33.0,Third call,1.0,50-59,White,Female,Franks,Rowland,Disapprove,Disapprove,Neither,Good,No,No,Yes,Same,Dole,Independent,Some college,75 to 100K,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Independent/Other,50 to 64,1.254,Unfavorable
1.0,0.0,G,7.0,4.0,34.0,Third call,1.0,65 and over,White,Male,Franks,Rowland,Disapprove,Disapprove,Oppose Clinton,Not so good,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,65 and over,State,Complete,East/West Rural,60 and over,60 and over,Republican,65 and over,1.4649999999999999,Unfavorable
1.0,0.0,G,7.0,4.0,35.0,Third call,1.0,60-64,White,Male,Dodd,Rowland,Approve,Disapprove,Support Clinton,Good,No,No,No,Same,Clinton,Independent,,50 to 75K,Liberal,18 to 64,State,Complete,East/West Rural,60 and over,60 and over,Independent/Other,50 to 64,1.976,Favorable
1.0,0.0,G,7.0,4.0,36.0,Third call,1.0,45-49,White,Female,Dodd,Rowland,Approve,Disapprove,Neither,Good,No,No,Yes,Better,Clinton,Independent,College grad,100K or more,Moderate,18 to 64,State,Complete,East/West Rural,45 to 59,40 to 49,Independent/Other,40 to 49,1.69,Unfavorable
1.0,0.0,G,7.0,4.0,37.0,Third call,1.0,18-24,White,Female,Dodd,Kennelly,Approve,Disapprove,Neither,Good,No,No,Yes,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,East/West Rural,18 to 29,18 to 24,Democrat,18 to 24,1.851,Favorable
1.0,0.0,G,7.0,4.0,38.0,Third call,1.0,50-59,,Female,Dodd,Kennelly,Approve,Disapprove,Support Clinton,Excellent,No,No,No,Better,Clinton,Democrat,College grad,100K or more,Liberal,18 to 64,State,Complete,East/West Rural,45 to 59,50 to 59,Democrat,50 to 64,1.547,Favorable
1.0,0.0,G,7.0,4.0,39.0,Third call,1.0,50-59,White,Female,Dodd,Rowland,Approve,Disapprove,,Good,,,,,,,,,,18 to 64,State,Not complete,East/West Rural,45 to 59,50 to 59,,50 to 64,1.69,Unfavorable
