V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
1.0,0.0,G,40.0,5.0,4.0,First call,1.0,60-64,White,Female,York,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,York,State,Warwick/suburbs,60 and over,60 and over,Democrat,50 to 64,0.922
1.0,0.0,G,40.0,5.0,5.0,First call,1.0,65 and over,White,Male,York,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Conservative,65 and over,York,State,Warwick/suburbs,60 and over,60 and over,Democrat,65 and over,0.857
1.0,0.0,G,40.0,5.0,6.0,First call,1.0,50-59,White,Female,Almond,Disapprove,Disapprove,Neither,No,No,Yes,Worse,Dole,Independent,50 to 75K,Moderate,18 to 64,Almond,State,Warwick/suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.8260000000000001
1.0,0.0,G,40.0,5.0,7.0,First call,1.0,65 and over,White,Male,Almond,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,Almond,State,Warwick/suburbs,60 and over,60 and over,Democrat,65 and over,1.029
1.0,0.0,G,40.0,5.0,8.0,First call,1.0,65 and over,White,Male,Almond,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Independent,15 to 30K,Conservative,65 and over,Almond,State,Warwick/suburbs,60 and over,60 and over,Independent/Other,65 and over,1.029
1.0,0.0,G,40.0,5.0,9.0,First call,1.0,50-59,White,Female,York,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Did not vote,Democrat,Under 15K,Conservative,18 to 64,York,State,Warwick/suburbs,45 to 59,50 to 59,Democrat,50 to 64,0.688
1.0,0.0,G,40.0,5.0,10.0,First call,1.0,65 and over,White,Male,York,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Liberal,65 and over,York,State,Warwick/suburbs,60 and over,60 and over,Democrat,65 and over,0.857
1.0,0.0,G,40.0,5.0,11.0,First call,1.0,45-49,White,Female,Healy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,Would not vote,State,Warwick/suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.8920000000000001
1.0,0.0,G,40.0,5.0,12.0,First call,1.0,45-49,White,Female,Almond,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,Almond,State,Warwick/suburbs,45 to 59,40 to 49,Republican,40 to 49,0.8260000000000001
1.0,0.0,G,40.0,5.0,13.0,First call,1.0,30-39,White,Female,York,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,York,State,Warwick/suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.688
1.0,0.0,G,40.0,5.0,14.0,First call,1.0,65 and over,White,Male,Almond,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,Almond,State,Warwick/suburbs,60 and over,60 and over,Democrat,65 and over,1.029
1.0,0.0,G,40.0,5.0,15.0,First call,1.0,18-24,Other,Male,Healy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Independent,15 to 30K,Conservative,18 to 64,Would not vote,State,Warwick/suburbs,18 to 29,18 to 24,Independent/Other,18 to 24,1.011
1.0,0.0,G,40.0,5.0,16.0,Second call,1.0,30-39,White,Female,York,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,York,State,Warwick/suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.688
1.0,0.0,G,40.0,5.0,17.0,Second call,1.0,30-39,White,Female,Almond,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,Almond,State,Warwick/suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.8260000000000001
1.0,0.0,G,40.0,5.0,18.0,Second call,1.0,40-44,White,Female,York,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.688
1.0,0.0,G,40.0,5.0,19.0,Second call,1.0,50-59,White,Male,Almond,Approve,Disapprove,Neither,No,Yes,Yes,Same,Perot,Republican,,Liberal,18 to 64,Almond,State,Warwick/suburbs,45 to 59,50 to 59,Republican,50 to 64,0.766
1.0,0.0,G,40.0,5.0,20.0,Second call,1.0,60-64,White,Male,York,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,30 to 50K,Moderate,18 to 64,York,State,Warwick/suburbs,60 and over,60 and over,Democrat,50 to 64,0.857
1.0,0.0,G,40.0,5.0,21.0,Second call,1.0,40-44,White,Female,Almond,Approve,Approve,Support Clinton,No,No,Yes,Better,Clinton,Independent,50 to 75K,Liberal,18 to 64,Almond,State,Warwick/suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.8260000000000001
1.0,0.0,G,40.0,5.0,22.0,Second call,1.0,50-59,White,Female,Almond,Approve,Approve,Neither,No,No,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,Almond,State,Warwick/suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.8260000000000001
1.0,0.0,G,40.0,5.0,23.0,Second call,1.0,40-44,Black,Female,Almond,Approve,Approve,Neither,No,Yes,Yes,Same,Perot,Independent,30 to 50K,Conservative,18 to 64,Almond,State,Warwick/suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,1.044
1.0,0.0,G,40.0,5.0,24.0,Second call,1.0,65 and over,White,Female,Almond,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,30 to 50K,Moderate,65 and over,Almond,State,Warwick/suburbs,60 and over,60 and over,Independent/Other,65 and over,1.106
1.0,0.0,G,40.0,5.0,25.0,Second call,1.0,40-44,Black,Male,York,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.808
1.0,0.0,G,40.0,5.0,26.0,Third call,1.0,45-49,White,Male,Almond,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,Almond,State,Warwick/suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.766
1.0,0.0,G,40.0,5.0,27.0,Third call,1.0,30-39,Black,Female,York,Approve,Approve,Support Clinton,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,York,State,Warwick/suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.867
1.0,0.0,G,40.0,5.0,28.0,Third call,1.0,,Other,Male,Healy,Disapprove,Disapprove,Oppose Clinton,Yes,,,Worse,Did not vote,Something else,,Liberal,,Would not vote,State,Warwick/suburbs,,,Independent/Other,,0.8310000000000001
1.0,0.0,G,40.0,5.0,29.0,Third call,1.0,45-49,White,Female,York,Approve,Approve,Support Clinton,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,York,State,Warwick/suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.688
1.0,0.0,G,40.0,5.0,30.0,Third call,1.0,40-44,White,Female,York,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,,Liberal,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.688
1.0,0.0,G,40.0,5.0,31.0,Third call,1.0,45-49,,Male,Almond,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,Almond,State,Warwick/suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.766
1.0,0.0,G,40.0,5.0,32.0,Third call,1.0,30-39,White,Female,York,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,York,State,Warwick/suburbs,30 to 44,30 to 39,Democrat,30 to 39,0.688
1.0,0.0,G,40.0,5.0,33.0,Third call,1.0,40-44,White,Male,York,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.641
1.0,0.0,G,40.0,5.0,34.0,Third call,1.0,50-59,White,Male,Almond,Approve,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,Almond,State,Warwick/suburbs,45 to 59,50 to 59,Republican,50 to 64,0.766
1.0,0.0,G,40.0,5.0,35.0,Third call,1.0,60-64,White,Male,Almond,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,Almond,State,Warwick/suburbs,60 and over,60 and over,Republican,50 to 64,1.029
1.0,0.0,G,40.0,5.0,36.0,Third call,1.0,40-44,White,Female,York,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.688
1.0,0.0,G,40.0,5.0,37.0,Third call,1.0,25-29,White,Male,Almond,Approve,Approve,Neither,No,No,No,Same,,Republican,30 to 50K,,18 to 64,Almond,State,Warwick/suburbs,18 to 29,25 to 29,Republican,25 to 29,0.9369999999999999
1.0,0.0,G,40.0,5.0,38.0,Third call,1.0,40-44,White,Female,York,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.688
1.0,0.0,G,40.0,5.0,39.0,Third call,1.0,25-29,White,Male,Healy,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,,Something else,15 to 30K,,18 to 64,Would not vote,State,Warwick/suburbs,18 to 29,25 to 29,Independent/Other,25 to 29,1.011
1.0,0.0,G,40.0,5.0,40.0,Third call,1.0,45-49,White,Male,York,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,York,State,Warwick/suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.641
1.0,0.0,G,40.0,6.0,1.0,First call,1.0,25-29,White,Female,Almond,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Clinton,Independent,Under 15K,Liberal,18 to 64,Almond,State,Warwick/suburbs,18 to 29,25 to 29,Independent/Other,25 to 29,0.583
1.0,0.0,G,40.0,6.0,2.0,First call,1.0,50-59,White,Male,Almond,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,Almond,State,Warwick/suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,0.448
1.0,0.0,G,40.0,6.0,3.0,First call,1.0,45-49,,Male,York,Approve,Approve,Neither,No,No,No,Better,Dole,Independent,Under 15K,Moderate,18 to 64,York,State,Warwick/suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.37
1.0,0.0,G,40.0,6.0,4.0,First call,1.0,40-44,White,Male,York,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.37
1.0,0.0,G,40.0,6.0,5.0,First call,1.0,60-64,White,Male,Almond,Disapprove,Disapprove,Neither,No,Yes,No,Same,Perot,Independent,75 to 100K,Moderate,18 to 64,Almond,State,Warwick/suburbs,60 and over,60 and over,Independent/Other,50 to 64,0.596
1.0,0.0,G,40.0,6.0,6.0,First call,1.0,25-29,White,Female,Almond,Disapprove,Approve,Oppose Clinton,No,No,Yes,Same,Did not vote,Democrat,30 to 50K,Moderate,18 to 64,Almond,State,Warwick/suburbs,18 to 29,25 to 29,Democrat,25 to 29,0.583
1.0,0.0,G,40.0,6.0,7.0,First call,1.0,40-44,White,Male,Almond,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,Almond,State,Warwick/suburbs,30 to 44,40 to 49,Democrat,40 to 49,0.448
1.0,0.0,G,40.0,6.0,8.0,Second call,1.0,45-49,White,Female,Almond,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,Almond,State,Warwick/suburbs,45 to 59,40 to 49,Republican,40 to 49,0.47900000000000004
1.0,0.0,G,40.0,6.0,9.0,Second call,1.0,45-49,White,Female,York,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,15 to 30K,Moderate,18 to 64,York,State,Warwick/suburbs,45 to 59,40 to 49,Independent/Other,40 to 49,0.39899999999999997
1.0,0.0,G,40.0,6.0,10.0,Second call,1.0,30-39,White,Female,Almond,Approve,Disapprove,Neither,No,No,No,Same,Perot,Independent,15 to 30K,Moderate,18 to 64,Almond,State,Warwick/suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.47900000000000004
1.0,0.0,G,40.0,6.0,11.0,Second call,1.0,65 and over,White,Male,York,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,65 and over,York,State,Warwick/suburbs,60 and over,60 and over,Democrat,65 and over,0.49700000000000005
1.0,0.0,G,40.0,6.0,12.0,Second call,1.0,30-39,White,Male,Healy,Approve,Disapprove,Neither,No,No,No,Same,Perot,Independent,15 to 30K,Moderate,18 to 64,Almond,State,Warwick/suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,0.481
1.0,0.0,G,40.0,6.0,13.0,Second call,1.0,40-44,White,Female,Almond,Approve,Approve,Neither,No,No,No,Worse,Clinton,Republican,15 to 30K,Moderate,18 to 64,Almond,State,Warwick/suburbs,30 to 44,40 to 49,Republican,40 to 49,0.47900000000000004
1.0,0.0,G,40.0,6.0,14.0,Second call,1.0,65 and over,White,Male,York,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,65 and over,York,State,Warwick/suburbs,60 and over,60 and over,Democrat,65 and over,0.49700000000000005
1.0,0.0,G,40.0,6.0,15.0,Second call,1.0,25-29,White,Male,York,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,York,State,Warwick/suburbs,18 to 29,25 to 29,Independent/Other,25 to 29,0.453
1.0,0.0,G,40.0,6.0,16.0,Second call,1.0,40-44,White,Male,York,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.37
1.0,0.0,G,40.0,6.0,17.0,Second call,1.0,45-49,White,Male,Healy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Democrat,30 to 50K,Moderate,18 to 64,York,State,Warwick/suburbs,45 to 59,40 to 49,Democrat,40 to 49,0.481
1.0,0.0,G,40.0,6.0,18.0,Second call,1.0,40-44,White,Male,Almond,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,Almond,State,Warwick/suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.448
1.0,0.0,G,40.0,6.0,19.0,Second call,1.0,40-44,White,Male,York,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,75 to 100K,Liberal,18 to 64,York,State,Warwick/suburbs,30 to 44,40 to 49,Independent/Other,40 to 49,0.37
1.0,0.0,G,40.0,6.0,20.0,Second call,1.0,45-49,White,Female,Almond,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Republican,30 to 50K,Conservative,18 to 64,Almond,State,Warwick/suburbs,45 to 59,40 to 49,Republican,40 to 49,0.47900000000000004
