V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42
1.0,0.0,G,18.0,6.0,15.0,Second call,1.0,60-64,White,Female,Baesler,Approve,Disapprove,Approve,Baesler,Neither,Yes,Current,No,No,No,Same,Clinton,Unfavorable,Democrat,Some college,Good,50 to 75K,Moderate,18 to 64,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,0.8,,Favorable,Yes
1.0,0.0,G,18.0,6.0,16.0,Second call,1.0,50-59,White,Female,Baesler,Approve,Disapprove,,Baesler,Neither,No,Current,No,No,Yes,Better,Clinton,,Democrat,Postgrad,Good,75 to 100K,Liberal,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.612,Health Care,,Yes
1.0,0.0,G,18.0,6.0,17.0,Second call,1.0,40-44,White,Female,Bunning,Disapprove,Approve,Disapprove,,Neither,Yes,Never,Yes,Yes,Yes,Same,Did not vote,Favorable,Independent,Postgrad,Good,50 to 75K,Conservative,18 to 64,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.714,Taxes,Unfavorable,Yes
1.0,0.0,G,18.0,6.0,18.0,Second call,1.0,18-24,White,Male,Baesler,Approve,Disapprove,Disapprove,Both,Neither,Yes,Never,No,No,,Better,Did not vote,Unfavorable,Independent,HS grad,Not good,Under 15K,Liberal,18 to 64,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,0.8410000000000001,Health Care,Favorable,No
1.0,0.0,G,18.0,6.0,19.0,Second call,1.0,18-24,White,Male,Baesler,Approve,Approve,Approve,Baesler,Support Clinton,Yes,Never,No,No,No,Better,Clinton,Favorable,Democrat,College grad,Not good,15 to 30K,Conservative,18 to 64,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.8410000000000001,,Favorable,No
1.0,0.0,G,18.0,6.0,20.0,Second call,1.0,30-39,White,Female,Bunning,Disapprove,Disapprove,Disapprove,Both,Neither,No,Former,No,Yes,Yes,Same,Dole,Favorable,Republican,College grad,Not good,50 to 75K,Moderate,18 to 64,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.714,Economy/jobs,Unfavorable,Yes
1.0,0.0,G,18.0,6.0,21.0,Second call,1.0,25-29,White,Female,Baesler,Disapprove,Approve,Approve,Both,Neither,No,Current,No,Yes,Yes,Better,Clinton,Favorable,Democrat,Some college,Good,50 to 75K,Moderate,18 to 64,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,0.6859999999999999,,Unfavorable,Yes
1.0,0.0,G,18.0,6.0,22.0,Second call,1.0,60-64,White,Female,Baesler,Approve,Approve,Approve,Baesler,Neither,,Never,No,No,Yes,Same,Dole,,Independent,HS grad,Good,15 to 30K,Conservative,18 to 64,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.8,,Unfavorable,Yes
1.0,0.0,G,18.0,6.0,23.0,Second call,1.0,60-64,White,Female,Bunning,Disapprove,Approve,Disapprove,Bunning,Oppose Clinton,,Never,Yes,Yes,,Better,Dole,Favorable,Republican,Some college,Not good,30 to 50K,Conservative,18 to 64,State,Complete,East,60 and over,60 and over,Republican,50 to 64,0.933,Education,Unfavorable,No
1.0,0.0,G,18.0,6.0,24.0,Second call,1.0,50-59,White,Female,Bunning,Disapprove,Disapprove,Disapprove,Neither,Neither,Yes,Never,Yes,Yes,No,Same,Dole,Favorable,Republican,Postgrad,Not good,75 to 100K,Conservative,18 to 64,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.714,Taxes,Unfavorable,Yes
1.0,0.0,G,18.0,6.0,25.0,Second call,1.0,65 and over,White,Male,Baesler,Approve,Approve,Disapprove,Baesler,Neither,No,Former,No,No,No,Better,Clinton,Unfavorable,Democrat,Postgrad,Excellent,50 to 75K,Liberal,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,0.98,Clin/Lwnsky,Favorable,Yes
1.0,0.0,G,18.0,6.0,26.0,Second call,1.0,40-44,White,Female,Bunning,Approve,Approve,Approve,Both,Neither,No,Never,No,No,No,Better,Perot,Favorable,Republican,HS grad,Not good,Under 15K,Liberal,18 to 64,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,0.714,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,6.0,27.0,Second call,1.0,50-59,White,Female,Baesler,Disapprove,Disapprove,Disapprove,Baesler,Neither,Yes,Never,No,Yes,Yes,Same,Clinton,,Democrat,No HS,Not good,Under 15K,Liberal,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.612,,Unfavorable,Yes
1.0,0.0,G,18.0,6.0,28.0,Second call,1.0,65 and over,White,Female,Bunning,,,,Bunning,,Yes,Never,Yes,Yes,Yes,Same,Dole,Favorable,Republican,Postgrad,Good,15 to 30K,Conservative,65 and over,State,Complete,East,60 and over,60 and over,Republican,65 and over,0.933,Clin/Lwnsky,Unfavorable,No
1.0,0.0,G,18.0,6.0,29.0,Second call,1.0,65 and over,White,Male,Baesler,Approve,,Approve,Baesler,Support Clinton,No,,No,Yes,Yes,Better,Clinton,Unfavorable,Democrat,College grad,Excellent,75 to 100K,Conservative,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,0.98,Clin/Lwnsky,Favorable,Yes
1.0,0.0,G,18.0,6.0,30.0,Second call,1.0,65 and over,White,Male,Bunning,Disapprove,Approve,Disapprove,Both,Oppose Clinton,Yes,Former,Yes,Yes,Yes,Worse,Dole,Favorable,Republican,No HS,Good,15 to 30K,Conservative,65 and over,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.142,,Unfavorable,Yes
1.0,0.0,G,18.0,6.0,31.0,Second call,1.0,30-39,White,Male,Baesler,Disapprove,Disapprove,Disapprove,Baesler,Neither,No,Current,No,Yes,No,Better,Did not vote,,Democrat,HS grad,Good,15 to 30K,Conservative,18 to 64,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.75,Health Care,Unfavorable,Yes
1.0,0.0,G,18.0,6.0,32.0,Second call,1.0,60-64,White,Male,Baesler,Approve,Disapprove,Approve,Neither,Support Clinton,No,Current,No,No,No,Worse,Clinton,Favorable,Democrat,College grad,Excellent,100K or more,Liberal,18 to 64,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,0.98,Economy/jobs,Favorable,Yes
1.0,0.0,G,18.0,6.0,33.0,Third call,1.0,50-59,White,Female,Baesler,Approve,Approve,Approve,Both,Neither,No,,No,No,No,Same,Clinton,Unfavorable,Democrat,HS grad,Good,50 to 75K,Moderate,18 to 64,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.612,Health Care,Favorable,Yes
1.0,0.0,G,18.0,6.0,34.0,Third call,1.0,18-24,White,Female,Baesler,Approve,Disapprove,Approve,Baesler,Neither,No,Never,No,No,No,Better,Clinton,Unfavorable,Democrat,Postgrad,Good,50 to 75K,Moderate,18 to 64,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.6859999999999999,,Favorable,No
1.0,0.0,G,18.0,6.0,35.0,Third call,1.0,18-24,White,Female,Baesler,Approve,Disapprove,Approve,Baesler,Neither,Yes,Never,No,No,No,Better,Did not vote,Unfavorable,Democrat,HS grad,Good,50 to 75K,Moderate,18 to 64,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.6859999999999999,Economy/jobs,Unfavorable,No
1.0,0.0,G,18.0,6.0,36.0,Third call,1.0,65 and over,White,Female,Bunning,Approve,Disapprove,Disapprove,Bunning,Neither,No,Former,No,No,No,Same,Clinton,Unfavorable,Democrat,No HS,Good,Under 15K,Moderate,65 and over,State,Complete,East,60 and over,60 and over,Democrat,65 and over,0.933,Health Care,Favorable,No
1.0,0.0,G,18.0,9.0,1.0,First call,1.0,30-39,White,Male,Bunning,Approve,Approve,,,Oppose Clinton,No,,Yes,Yes,No,Better,Dole,,Republican,College grad,,75 to 100K,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.513,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,2.0,First call,1.0,30-39,White,Male,Bunning,Disapprove,Approve,,,Neither,No,,Yes,Yes,Yes,Better,Dole,,Republican,Some college,,75 to 100K,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.513,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,3.0,First call,1.0,30-39,White,Male,Bunning,Approve,Disapprove,,,Neither,No,,No,No,No,Better,Clinton,,Democrat,College grad,,50 to 75K,Liberal,18 to 64,National,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.513,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,4.0,First call,1.0,50-59,White,Male,Baesler,Approve,Disapprove,,,,,,,,,,,,,,,,,18 to 64,National,Not complete,North,45 to 59,50 to 59,,50 to 64,0.41000000000000003,,,Yes
1.0,0.0,G,18.0,9.0,5.0,First call,1.0,45-49,White,Male,Bunning,Disapprove,Disapprove,,,Oppose Clinton,No,,Yes,Yes,No,Same,Dole,,Republican,College grad,,100K or more,Conservative,18 to 64,National,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.513,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,6.0,First call,1.0,18-24,White,Male,Bunning,Disapprove,Disapprove,,,Neither,No,,Yes,Yes,No,Worse,Did not vote,,Democrat,HS grad,,75 to 100K,Moderate,18 to 64,National,Complete,North,18 to 29,18 to 24,Democrat,18 to 24,0.718,,Unfavorable,No
1.0,0.0,G,18.0,9.0,7.0,First call,1.0,30-39,White,Female,Bunning,Approve,,,,,,,,,,Same,,,Republican,,Good,50 to 75K,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.433,,,
1.0,0.0,G,18.0,9.0,8.0,First call,1.0,45-49,White,Male,Bunning,Disapprove,,,,,,,,,,Worse,,,Republican,,Poor,50 to 75K,Conservative,18 to 64,National,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.513,,,
1.0,0.0,G,18.0,9.0,9.0,First call,1.0,30-39,White,Male,Bunning,Disapprove,,,,,,,,,,Better,,,Republican,,Excellent,75 to 100K,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.513,,,
1.0,0.0,G,18.0,9.0,10.0,First call,1.0,40-44,White,Male,Bunning,Disapprove,,,,,,,,,,Same,,,Republican,,Excellent,50 to 75K,Conservative,18 to 64,National,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.513,,,
1.0,0.0,G,18.0,9.0,11.0,First call,1.0,45-49,White,Female,Baesler,,,,,,,,,,,Same,,,Independent,,Good,50 to 75K,Moderate,18 to 64,National,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.347,,,
1.0,0.0,G,18.0,9.0,12.0,First call,1.0,50-59,White,Male,Bunning,Disapprove,,,,,,,,,,Same,,,Republican,,Good,75 to 100K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.513,,,
1.0,0.0,G,18.0,9.0,13.0,First call,1.0,45-49,White,Female,Baesler,Approve,,,,,,,,,,Better,,,Independent,,Good,75 to 100K,Moderate,18 to 64,National,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.347,,,
1.0,0.0,G,18.0,9.0,14.0,Second call,1.0,60-64,White,Female,Bunning,Disapprove,Disapprove,,,Oppose Clinton,Yes,,,Yes,,Same,Dole,,Independent,Some college,,30 to 50K,Conservative,18 to 64,National,Complete,North,60 and over,60 and over,Independent/Other,50 to 64,0.724,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,15.0,Second call,1.0,30-39,White,Female,Baesler,Approve,Approve,,,Neither,No,,No,No,,Better,Clinton,,Democrat,HS grad,,75 to 100K,Moderate,18 to 64,National,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.347,,Favorable,No
1.0,0.0,G,18.0,9.0,16.0,Second call,1.0,65 and over,White,Male,Baesler,Approve,Approve,,,Support Clinton,No,,No,No,No,Same,Clinton,,Democrat,Some college,,15 to 30K,Moderate,65 and over,National,Complete,North,60 and over,60 and over,Democrat,65 and over,0.684,,Favorable,Yes
1.0,0.0,G,18.0,9.0,17.0,Second call,1.0,30-39,White,Female,Bunning,Disapprove,Approve,,,Neither,Yes,,,Yes,,Same,Dole,,Republican,College grad,,,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.433,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,18.0,Second call,1.0,50-59,White,Male,Bunning,Disapprove,Disapprove,,,Oppose Clinton,No,,Yes,Yes,Yes,Worse,Dole,,Republican,HS grad,,30 to 50K,Moderate,18 to 64,National,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.513,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,19.0,Second call,1.0,45-49,White,Female,Bunning,Disapprove,,,,,,,,,,Better,,,Republican,,Excellent,30 to 50K,Conservative,18 to 64,National,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.433,,,
1.0,0.0,G,18.0,9.0,20.0,Second call,1.0,30-39,White,Female,Bunning,Disapprove,,,,,,,,,,Better,,,Republican,,Good,75 to 100K,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.433,,,
1.0,0.0,G,18.0,9.0,21.0,Second call,1.0,40-44,White,Female,Baesler,Approve,,,,,,,,,,,,,,,Good,,,18 to 64,National,Not complete,North,30 to 44,40 to 49,,40 to 49,0.347,,,
1.0,0.0,G,18.0,9.0,22.0,Second call,1.0,45-49,,Female,Bunning,Disapprove,,,,,,,,,,Better,,,Democrat,,Good,50 to 75K,Moderate,18 to 64,National,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.433,,,
1.0,0.0,G,18.0,9.0,23.0,Second call,1.0,65 and over,White,Male,Bunning,Disapprove,,,,,,,,,,Better,,,Republican,,Good,30 to 50K,Conservative,65 and over,National,Complete,North,60 and over,60 and over,Republican,65 and over,0.857,,,
1.0,0.0,G,18.0,9.0,24.0,Third call,1.0,45-49,White,Female,Bunning,Disapprove,Approve,,,Neither,No,,,,,Same,Dole,,Republican,Some college,,50 to 75K,Conservative,18 to 64,National,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.433,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,25.0,Third call,1.0,30-39,White,Female,Bunning,Disapprove,Approve,,,Oppose Clinton,No,,Yes,Yes,Yes,Same,Dole,,Independent,Postgrad,,50 to 75K,Moderate,18 to 64,National,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.433,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,26.0,Third call,1.0,40-44,White,Female,Bunning,Disapprove,Approve,,,Neither,Yes,,Yes,No,No,Better,Dole,,Republican,College grad,,,Conservative,18 to 64,National,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.433,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,27.0,Third call,1.0,45-49,White,Male,Bunning,Approve,Disapprove,,,Support Clinton,Yes,,No,No,No,Same,Clinton,,Republican,HS grad,,30 to 50K,Moderate,18 to 64,National,Complete,North,45 to 59,40 to 49,Republican,40 to 49,0.513,,Favorable,Yes
1.0,0.0,G,18.0,9.0,28.0,Third call,1.0,30-39,White,Male,Bunning,Disapprove,Disapprove,,,Oppose Clinton,No,,Yes,Yes,Yes,Same,Dole,,Republican,Some college,,100K or more,Conservative,18 to 64,National,Complete,North,30 to 44,30 to 39,Republican,30 to 39,0.513,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,29.0,Third call,1.0,65 and over,White,Male,Bunning,Disapprove,Approve,,,Oppose Clinton,Yes,,Yes,Yes,Yes,Better,Dole,,Republican,HS grad,,50 to 75K,Conservative,65 and over,National,Complete,North,60 and over,60 and over,Republican,65 and over,0.857,,Unfavorable,Yes
1.0,0.0,G,18.0,9.0,30.0,Third call,1.0,40-44,White,Male,Bunning,Disapprove,,,,,,,,,,Better,,,Republican,,Good,50 to 75K,Conservative,18 to 64,National,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.513,,,
1.0,0.0,G,18.0,9.0,31.0,Third call,1.0,40-44,White,Female,Baesler,Approve,,,,,,,,,,Same,,,Democrat,,Good,30 to 50K,Moderate,18 to 64,National,Complete,North,30 to 44,40 to 49,Democrat,40 to 49,0.347,,,
1.0,0.0,G,18.0,9.0,32.0,Third call,1.0,30-39,White,Female,Bunning,Disapprove,,,,,,,,,,Better,,,Independent,,Good,30 to 50K,Moderate,18 to 64,National,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.433,,,
1.0,0.0,G,18.0,9.0,33.0,Third call,1.0,30-39,White,Male,Bunning,Disapprove,,,,,,,,,,Worse,,,Independent,,Excellent,30 to 50K,Moderate,18 to 64,National,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.513,,,
1.0,0.0,G,18.0,9.0,34.0,Third call,1.0,25-29,White,Female,Bunning,Disapprove,,,,,,,,,,Better,,,Republican,,Good,75 to 100K,Conservative,18 to 64,National,Complete,North,18 to 29,25 to 29,Republican,25 to 29,0.607,,,
1.0,0.0,G,18.0,12.0,1.0,First call,1.0,65 and over,White,Female,Bunning,Approve,Approve,Approve,Bunning,Neither,Yes,Never,No,Yes,,Same,Clinton,Favorable,Democrat,HS grad,Good,,,65 and over,State,Complete,North,60 and over,60 and over,Democrat,65 and over,1.457,Health Care,Favorable,Yes
1.0,0.0,G,18.0,12.0,2.0,First call,1.0,50-59,White,Female,Baesler,Approve,Disapprove,Disapprove,Baesler,Support Clinton,No,Current,No,No,No,Same,Clinton,Unfavorable,Democrat,HS grad,Good,30 to 50K,Liberal,18 to 64,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.696,,Favorable,Yes
1.0,0.0,G,18.0,12.0,3.0,First call,1.0,30-39,White,Male,Bunning,Disapprove,Approve,Disapprove,Bunning,Oppose Clinton,Yes,Never,Yes,Yes,,,Dole,Unfavorable,Republican,HS grad,Not good,30 to 50K,,18 to 64,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.031,Clin/Lwnsky,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,4.0,First call,1.0,30-39,White,Male,Bunning,Disapprove,Disapprove,Disapprove,Neither,Oppose Clinton,No,Former,Yes,Yes,Yes,Better,Perot,Unfavorable,Republican,Some college,Good,50 to 75K,Conservative,18 to 64,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.031,,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,5.0,First call,1.0,40-44,White,Female,Bunning,Disapprove,Disapprove,Disapprove,Bunning,,Yes,Never,,,,Worse,Dole,Favorable,Republican,HS grad,Not good,,Moderate,18 to 64,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.8720000000000001,,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,6.0,First call,1.0,45-49,White,Female,Bunning,Disapprove,Approve,Approve,Both,Neither,No,Never,No,Yes,Yes,Better,Clinton,Favorable,Democrat,Some college,Good,,Conservative,18 to 64,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.8720000000000001,,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,7.0,First call,1.0,45-49,White,Male,Bunning,Approve,Disapprove,Disapprove,Neither,Neither,No,Current,No,No,No,Same,Did not vote,Favorable,Republican,HS grad,Good,15 to 30K,Liberal,18 to 64,State,Complete,North,45 to 59,40 to 49,Republican,40 to 49,1.031,,Favorable,Yes
1.0,0.0,G,18.0,12.0,8.0,First call,1.0,30-39,White,Female,Bunning,Disapprove,Disapprove,Disapprove,Both,Neither,No,Former,Yes,Yes,Yes,Worse,Dole,Favorable,Democrat,College grad,Good,75 to 100K,Moderate,18 to 64,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,0.8720000000000001,,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,9.0,First call,1.0,45-49,White,Male,Bunning,Disapprove,Disapprove,Approve,Bunning,,Yes,Former,No,Yes,,Worse,Dole,Favorable,Democrat,Some college,Good,30 to 50K,Conservative,18 to 64,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,1.031,,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,10.0,First call,1.0,30-39,White,Male,Bunning,Approve,Approve,Approve,Both,Neither,Yes,Former,No,No,Yes,Better,Dole,Unfavorable,Republican,HS grad,Good,75 to 100K,Liberal,18 to 64,State,Complete,North,30 to 44,30 to 39,Republican,30 to 39,1.031,Foreign Policy,Favorable,Yes
1.0,0.0,G,18.0,12.0,11.0,First call,1.0,,White,Male,Bunning,Disapprove,Approve,,Both,,,Current,Yes,Yes,Yes,Worse,Dole,,Republican,HS grad,,,,,State,Complete,North,,,Republican,,1.031,Health Care,,No
1.0,0.0,G,18.0,12.0,12.0,First call,1.0,40-44,White,Male,Bunning,Disapprove,Approve,Disapprove,Both,Neither,Yes,Current,Yes,Yes,No,Better,Dole,Favorable,Republican,College grad,Good,50 to 75K,Conservative,18 to 64,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,1.031,,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,13.0,Second call,1.0,50-59,White,Female,Bunning,Disapprove,Approve,Disapprove,Bunning,Neither,,Current,No,Yes,Yes,Same,Dole,Favorable,Republican,HS grad,Not good,30 to 50K,Conservative,18 to 64,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.8720000000000001,Education,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,14.0,Second call,1.0,60-64,White,Male,Bunning,Disapprove,Approve,Disapprove,Bunning,Oppose Clinton,,Current,,Yes,,Same,Dole,Favorable,Republican,HS grad,,30 to 50K,Conservative,18 to 64,State,Complete,North,60 and over,60 and over,Republican,50 to 64,1.724,Taxes,Unfavorable,Yes
1.0,0.0,G,18.0,12.0,15.0,Second call,1.0,18-24,White,Male,Bunning,Disapprove,Approve,Approve,Both,Neither,Yes,Current,Yes,Yes,Yes,Same,Did not vote,Favorable,Republican,Some college,Good,,Conservative,18 to 64,State,Complete,North,18 to 29,18 to 24,Republican,18 to 24,1.443,Education,Unfavorable,No
1.0,0.0,G,18.0,12.0,16.0,Second call,1.0,18-24,White,Male,Baesler,Disapprove,Disapprove,Approve,Baesler,Oppose Clinton,Yes,Never,Yes,Yes,Yes,Worse,Did not vote,Favorable,Democrat,HS grad,Poor,15 to 30K,Liberal,18 to 64,State,Complete,North,18 to 29,18 to 24,Democrat,18 to 24,1.153,Health Care,Unfavorable,Yes
