V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42
1.0,0.0,G,11.0,2.0,30.0,Third call,1.0,18-24,White,Female,Coles,Barnes,Approve,Disapprove,Oppose Clinton,No,Good,No,No,No,Better,Did not vote,Both,Democrat,Some college,Under 15K,Liberal,18 to 64,State,Complete,North and South,18 to 29,18 to 24,Democrat,18 to 24,0.571,Education,Education,Unfavorable,Unfavorable,Yes
1.0,0.0,G,11.0,2.0,31.0,Third call,1.0,50-59,White,Male,Coverdale,Barnes,Approve,Approve,Neither,Yes,Good,No,Yes,Yes,Better,Perot,Neither,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,North and South,45 to 59,50 to 59,Democrat,50 to 64,0.447,Health Care,Education,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,2.0,32.0,Third call,1.0,45-49,Black,Female,Coverdale,Barnes,Disapprove,Approve,Support Clinton,Yes,Good,Yes,Yes,Yes,Worse,Dole,Both,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,North and South,45 to 59,40 to 49,Republican,40 to 49,0.33499999999999996,Clin/Lwnskny,Education,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,2.0,33.0,Third call,1.0,30-39,White,Female,Loftman,Cashin,Approve,Approve,Neither,No,Excellent,Yes,Yes,Yes,Better,Clinton,Barnes,Democrat,No HS,50 to 75K,Liberal,18 to 64,State,Complete,North and South,30 to 44,30 to 39,Democrat,30 to 39,0.231,Education,Education,Unfavorable,Unfavorable,Yes
1.0,0.0,G,11.0,2.0,34.0,Third call,1.0,50-59,White,Male,Coles,Millner,Approve,Disapprove,Neither,No,Good,No,No,Yes,Better,Clinton,Both,Democrat,College grad,Under 15K,Moderate,18 to 64,State,Complete,North and South,45 to 59,50 to 59,Democrat,50 to 64,0.5189999999999999,Health Care,Education,Favorable,Favorable,No
1.0,0.0,G,11.0,2.0,35.0,Third call,1.0,50-59,White,Male,Coles,Barnes,Approve,Disapprove,Support Clinton,No,Good,No,No,No,Same,Clinton,Barnes,Democrat,No HS,75 to 100K,Moderate,18 to 64,State,Complete,North and South,45 to 59,50 to 59,Democrat,50 to 64,0.39499999999999996,Health Care,Crime/drugs,Favorable,Unfavorable,Yes
1.0,0.0,G,11.0,2.0,36.0,Third call,1.0,50-59,White,Male,Coverdale,Barnes,Approve,Approve,Neither,No,Good,No,No,No,Better,Clinton,Neither,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,North and South,45 to 59,50 to 59,Democrat,50 to 64,0.447,Economy/jobs,Education,Unfavorable,Unfavorable,No
1.0,0.0,G,11.0,2.0,37.0,Third call,1.0,30-39,White,Male,Coverdale,Millner,Disapprove,Approve,Neither,Yes,Good,No,Yes,No,Better,Dole,Millner,Independent,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,North and South,30 to 44,30 to 39,Independent/Other,30 to 39,0.591,Education,Ethic/moral,Favorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,1.0,First call,1.0,40-44,White,Male,Coverdale,Millner,Disapprove,Disapprove,Oppose Clinton,No,Good,Yes,Yes,No,Same,Dole,Both,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Republican,40 to 49,1.056,Economy/jobs,Economy/jobs,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,2.0,First call,1.0,40-44,White,Male,Coverdale,Millner,Disapprove,Disapprove,Neither,No,Good,Yes,Yes,Yes,Better,Dole,Neither,Independent,College grad,100K or more,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Independent/Other,40 to 49,1.056,Taxes,State taxes,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,3.0,First call,1.0,40-44,White,Male,,Millner,Approve,Disapprove,Neither,No,Good,No,No,No,Better,,,Something else,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Independent/Other,40 to 49,0.981,,,Favorable,Unfavorable,No
1.0,0.0,G,11.0,3.0,4.0,First call,1.0,40-44,White,Female,Coverdale,Barnes,Approve,Approve,Neither,No,Good,No,No,Yes,Better,Clinton,Barnes,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Democrat,40 to 49,1.4100000000000001,Education,Education,Unfavorable,Unfavorable,No
1.0,0.0,G,11.0,3.0,5.0,First call,1.0,30-39,White,Male,Coverdale,Millner,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,Yes,Better,Dole,Both,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.056,Education,Ethic/moral,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,6.0,First call,1.0,50-59,White,Female,Coverdale,Millner,Disapprove,Approve,,,Good,Yes,Yes,No,Worse,Dole,Millner,Republican,Some college,100K or more,Conservative,18 to 64,State,Complete,Central Dems,45 to 59,50 to 59,Republican,50 to 64,1.181,Clin/Lwnskny,Ethic/moral,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,7.0,First call,1.0,40-44,White,Female,Coverdale,Millner,Disapprove,Disapprove,Oppose Clinton,Yes,Good,Yes,Yes,Yes,Better,Dole,Millner,Republican,Postgrad,30 to 50K,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Republican,40 to 49,1.181,Health Care,Ethic/moral,Unfavorable,Favorable,No
1.0,0.0,G,11.0,3.0,8.0,First call,1.0,40-44,Black,Male,Coles,Barnes,Approve,Disapprove,Neither,No,Good,No,No,No,Better,Clinton,Barnes,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Democrat,40 to 49,0.977,Health Care,Economy/jobs,Favorable,Unfavorable,Yes
1.0,0.0,G,11.0,3.0,9.0,First call,1.0,45-49,White,Male,Coverdale,Millner,Disapprove,Approve,Neither,No,Good,Yes,Yes,Yes,Same,Dole,Millner,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Central Dems,45 to 59,40 to 49,Republican,40 to 49,1.056,Taxes,State taxes,Unfavorable,Favorable,No
1.0,0.0,G,11.0,3.0,10.0,First call,1.0,25-29,White,Male,Coverdale,Barnes,Disapprove,Approve,Neither,Yes,Good,Yes,Yes,Yes,Better,Dole,Barnes,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Central Dems,18 to 29,25 to 29,Republican,25 to 29,1.048,Economy/jobs,Economy/jobs,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,11.0,First call,1.0,65 and over,White,Male,Coverdale,Millner,Disapprove,Disapprove,Oppose Clinton,No,Good,Yes,Yes,No,Same,Dole,Millner,Republican,College grad,50 to 75K,Conservative,65 and over,State,Complete,Central Dems,60 and over,60 and over,Republican,65 and over,1.282,Economy/jobs,Ethic/moral,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,12.0,First call,1.0,30-39,White,Female,Coverdale,Millner,Disapprove,Disapprove,Oppose Clinton,Yes,Good,Yes,Yes,Yes,Same,Dole,Millner,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.181,Clin/Lwnskny,Ethic/moral,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,13.0,First call,1.0,40-44,White,Female,Coverdale,Barnes,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,Yes,Same,Dole,Both,Republican,Some college,100K or more,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Republican,40 to 49,1.4100000000000001,Taxes,Economy/jobs,Unfavorable,Unfavorable,Yes
1.0,0.0,G,11.0,3.0,14.0,First call,1.0,40-44,White,Male,Coverdale,Millner,Disapprove,Approve,Neither,Yes,Good,Yes,Yes,Yes,Same,Dole,Both,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Republican,40 to 49,1.056,Economy/jobs,Ethic/moral,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,15.0,First call,1.0,30-39,White,Male,Coverdale,Millner,Disapprove,Approve,Oppose Clinton,Yes,Good,Yes,Yes,No,Better,Dole,Millner,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.056,Economy/jobs,State taxes,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,16.0,First call,1.0,65 and over,White,Female,Coverdale,Millner,Disapprove,Approve,Oppose Clinton,,Good,Yes,Yes,,Same,Dole,Millner,Republican,College grad,,Moderate,65 and over,State,Complete,Central Dems,60 and over,60 and over,Republican,65 and over,1.435,Clin/Lwnskny,Ethic/moral,Unfavorable,Favorable,
1.0,0.0,G,11.0,3.0,17.0,First call,1.0,18-24,White,Female,Coverdale,Millner,Disapprove,Disapprove,Neither,Yes,Good,Yes,Yes,Yes,Better,Dole,Millner,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Central Dems,18 to 29,18 to 24,Republican,18 to 24,0.9820000000000001,Education,State taxes,Unfavorable,Favorable,No
1.0,0.0,G,11.0,3.0,18.0,First call,1.0,25-29,White,,Coverdale,Millner,Disapprove,Disapprove,Neither,No,Poor,Yes,Yes,Yes,Same,Dole,Millner,Republican,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Central Dems,18 to 29,25 to 29,Republican,25 to 29,0.878,Social Security,State taxes,Unfavorable,Unfavorable,No
1.0,0.0,G,11.0,3.0,19.0,First call,1.0,40-44,White,Female,Coverdale,Barnes,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,Yes,Better,Perot,Both,Republican,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Republican,40 to 49,1.4100000000000001,Social Security,Economy/jobs,Unfavorable,Favorable,No
1.0,0.0,G,11.0,3.0,20.0,Second call,1.0,50-59,White,Male,Coles,Barnes,Approve,Disapprove,Support Clinton,No,Excellent,No,No,No,Better,Clinton,Both,Democrat,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Central Dems,45 to 59,50 to 59,Democrat,50 to 64,1.107,,Ethic/moral,Favorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,21.0,Second call,1.0,65 and over,White,Female,Coverdale,Barnes,Disapprove,Approve,Neither,Yes,Good,No,Yes,Yes,Same,Dole,Both,Republican,HS grad,50 to 75K,Conservative,65 and over,State,Complete,Central Dems,60 and over,60 and over,Republican,65 and over,1.713,,Ethic/moral,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,22.0,Second call,1.0,18-24,White,Female,Coverdale,Barnes,Approve,Disapprove,Neither,No,Not so good,No,No,No,Worse,Did not vote,Both,Democrat,College grad,100K or more,Moderate,18 to 64,State,Complete,Central Dems,18 to 29,18 to 24,Democrat,18 to 24,1.173,Education,Education,Unfavorable,Unfavorable,No
1.0,0.0,G,11.0,3.0,23.0,Second call,1.0,65 and over,White,Female,Coverdale,Millner,Disapprove,Approve,Oppose Clinton,No,Good,Yes,Yes,No,Same,Dole,Millner,Republican,College grad,30 to 50K,Moderate,65 and over,State,Complete,Central Dems,60 and over,60 and over,Republican,65 and over,1.435,Education,Ethic/moral,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,24.0,Second call,1.0,45-49,Asian,Male,Coverdale,Millner,Approve,Approve,Oppose Clinton,No,Good,No,No,No,Same,Dole,Millner,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Central Dems,45 to 59,40 to 49,Republican,40 to 49,1.056,Taxes,State taxes,Unfavorable,Unfavorable,Yes
1.0,0.0,G,11.0,3.0,25.0,Second call,1.0,65 and over,White,Female,Coverdale,Millner,Disapprove,Disapprove,Oppose Clinton,No,Good,,Yes,,Worse,Clinton,Neither,Something else,Some college,15 to 30K,Moderate,65 and over,State,Complete,Central Dems,60 and over,60 and over,Independent/Other,65 and over,1.435,Clin/Lwnskny,Ethic/moral,Unfavorable,,No
1.0,0.0,G,11.0,3.0,26.0,Second call,1.0,40-44,White,Male,Loftman,Cashin,Approve,Disapprove,Neither,No,Good,No,Yes,Yes,Same,Clinton,Neither,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Independent/Other,40 to 49,0.8240000000000001,Foreign Policy,Education,Unfavorable,Unfavorable,Yes
1.0,0.0,G,11.0,3.0,27.0,Second call,1.0,30-39,White,Male,Coverdale,Millner,Disapprove,Approve,Neither,No,Good,Yes,Yes,No,Worse,Dole,Millner,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.056,Taxes,State taxes,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,28.0,Second call,1.0,25-29,White,Female,Coverdale,Millner,Disapprove,Approve,Oppose Clinton,Yes,Not so good,No,Yes,No,Same,Dole,Millner,Republican,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Central Dems,18 to 29,25 to 29,Republican,25 to 29,0.9820000000000001,Education,Education,Unfavorable,Favorable,No
1.0,0.0,G,11.0,3.0,29.0,Second call,1.0,30-39,White,Female,Coverdale,Millner,Disapprove,Disapprove,Oppose Clinton,Yes,Good,Yes,Yes,Yes,Worse,Dole,Millner,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.181,Taxes,Ethic/moral,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,30.0,Second call,1.0,30-39,White,Female,Coverdale,Millner,Disapprove,Approve,Neither,,Good,No,,,Better,Dole,Both,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.181,,,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,31.0,Second call,1.0,30-39,White,Male,Coverdale,Millner,Disapprove,Approve,Neither,No,Excellent,Yes,Yes,No,Better,Dole,Millner,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.056,Foreign Policy,Economy/jobs,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,32.0,Second call,1.0,40-44,White,Female,Coverdale,Barnes,Disapprove,Disapprove,Neither,No,Good,Yes,Yes,Yes,Same,Dole,Both,Independent,College grad,100K or more,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Independent/Other,40 to 49,1.4100000000000001,Education,Ethic/moral,Unfavorable,Favorable,No
1.0,0.0,G,11.0,3.0,33.0,Second call,1.0,30-39,White,Male,Coverdale,Millner,Disapprove,Approve,Neither,Yes,Good,Yes,Yes,Yes,Same,Dole,Millner,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.056,Economy/jobs,Economy/jobs,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,34.0,Second call,1.0,40-44,White,Female,Coverdale,Millner,Approve,Approve,Neither,Yes,Good,Yes,Yes,Yes,Better,Clinton,Both,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,40 to 49,Republican,40 to 49,1.181,Health Care,Ethic/moral,Unfavorable,,Yes
1.0,0.0,G,11.0,3.0,35.0,Second call,1.0,50-59,White,Male,Coles,Barnes,Disapprove,Disapprove,Neither,No,Good,No,Yes,Yes,Better,Clinton,Barnes,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Central Dems,45 to 59,50 to 59,Democrat,50 to 64,1.107,Education,Education,Unfavorable,Unfavorable,Yes
1.0,0.0,G,11.0,3.0,36.0,Third call,1.0,30-39,White,Female,Coverdale,Millner,Disapprove,Approve,Oppose Clinton,No,Good,No,Yes,Yes,Better,Dole,Millner,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Republican,30 to 39,1.181,Taxes,Education,Unfavorable,Favorable,Yes
1.0,0.0,G,11.0,3.0,37.0,Third call,1.0,18-24,White,Female,Coverdale,Barnes,Disapprove,Disapprove,Oppose Clinton,Yes,Good,Yes,Yes,Yes,Better,Dole,Both,Republican,College grad,75 to 100K,Conservative,18 to 64,State,Complete,Central Dems,18 to 29,18 to 24,Republican,18 to 24,1.173,Education,Education,Unfavorable,Favorable,No
1.0,0.0,G,11.0,3.0,38.0,Third call,1.0,30-39,Black,Female,Coles,Barnes,Approve,Disapprove,Neither,No,Not so good,No,No,No,Better,Clinton,Barnes,Democrat,College grad,,Moderate,18 to 64,State,Complete,Central Dems,30 to 44,30 to 39,Democrat,30 to 39,1.095,Economy/jobs,Ethic/moral,Unfavorable,Unfavorable,Yes
